SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7*,Sp8*,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude
2140687,2.06082,2.01653,1.97975,1.94848,1.91897,1.89128,1.86512,1.84326,1.83046,1.83048,1.84624,1.87783,1.91296,1.92943,1.91938,1.90351,1.91154,1.96628,2.07064,2.19095,2.27001,2.29309,2.28369,2.2568,2.22009,2.18091,2.14376,2.10846,2.07345,2.04131,2.01453,1.99492,1.984,1.98447,2.00535,2.06989,2.19777,2.36552,10.61,8.48,N,N,N,N,N,N,N,N
2120246,2.09245,2.04311,2.00176,1.96634,1.93348,1.90308,1.8747,1.85093,1.83664,1.83562,1.85094,1.8826,1.91777,1.93422,1.92527,1.91186,1.92387,1.98227,2.08493,2.1987,2.27358,2.29701,2.28985,2.26572,2.23073,2.1922,2.15497,2.1188,2.08326,2.05154,2.02622,2.00916,2.00148,2.00525,2.02982,2.09899,2.23301,2.40467,9.8,9.1,Y,Y,Y,Y,Y,Y,Y,Y
2140385,2.06525,2.02049,1.98262,1.94998,1.9191,1.89012,1.86286,1.83994,1.8259,1.82403,1.83727,1.86654,1.89803,1.91053,1.89843,1.88265,1.89095,1.94304,2.03881,2.14761,2.22051,2.24456,2.23964,2.218,2.18475,2.1476,2.11139,2.07603,2.04097,2.00951,1.9845,1.96694,1.9584,1.96058,1.98316,2.0492,2.17702,2.34024,14.07,8.73,N,N,N,N,N,N,N,N
2141057,1.97469,1.9309,1.89478,1.86504,1.83812,1.81383,1.79151,1.7733,1.76439,1.76887,1.79016,1.82859,1.87038,1.89316,1.88957,1.88231,1.90316,1.97165,2.08192,2.19892,2.27644,2.30149,2.29372,2.26764,2.23099,2.19084,2.15198,2.11488,2.07897,2.04782,2.02384,2.00863,2.00287,2.00812,2.03381,2.10502,2.24293,2.42045,13.43,11.42,Y,Y,Y,Y,Y,Y,Y,Y
213035,1.82351,1.7855,1.75444,1.72588,1.70139,1.68193,1.66199,1.63996,1.62754,1.63001,1.64845,1.68277,1.71919,1.73561,1.7264,1.71334,1.72387,1.77668,1.86881,1.97344,2.0455,2.07176,2.0695,2.05024,2.01874,1.98204,1.94646,1.91142,1.87541,1.84349,1.81884,1.80218,1.79437,1.79672,1.81843,1.8847,2.01447,2.18698,14.44,10.18,N,N,N,N,N,N,N,N
GC2601031,1.86696,1.82808,1.79792,1.77025,1.74634,1.72788,1.70743,1.68398,1.67061,1.67354,1.69506,1.73333,1.77592,1.79914,1.79244,1.77791,1.78712,1.84363,1.94564,2.06405,2.14872,2.18043,2.17757,2.15526,2.12091,2.08215,2.04419,2.00783,1.97071,1.93687,1.91075,1.89271,1.88338,1.88462,1.90467,1.97006,2.10295,2.28536,10.7,9.5,N,N,N,N,N,N,N,N
2141035,1.95324,1.91124,1.87704,1.84891,1.82323,1.80026,1.77902,1.76197,1.75463,1.76156,1.78638,1.82854,1.87373,1.89801,1.89444,1.88729,1.90989,1.98248,2.09835,2.22059,2.30107,2.3266,2.31839,2.29179,2.25401,2.21264,2.17255,2.13409,2.09653,2.06387,2.03882,2.02284,2.01665,2.02203,2.04908,2.12321,2.26608,2.44692,11.28,11.22,N,N,N,N,N,N,N,N
2140533,1.96005,1.91557,1.87892,1.84868,1.82106,1.79602,1.77294,1.75433,1.74514,1.74948,1.77088,1.80914,1.85021,1.87082,1.86519,1.85636,1.87479,1.93953,2.04551,2.16005,2.23725,2.26435,2.26052,2.23898,2.20523,2.16698,2.12939,2.09287,2.05724,2.02625,2.00229,1.98696,1.98121,1.98626,2.01182,2.08254,2.21799,2.38915,13.4,10.6,N,N,N,N,N,N,N,N
GC2601055,2.31835,2.26641,2.22282,2.18253,2.14615,2.11563,2.083,2.04747,2.02158,2.01183,2.01941,2.0436,2.07268,2.08367,2.06799,2.04603,2.04743,2.09425,2.18786,2.29895,2.37435,2.39757,2.38893,2.36275,2.32535,2.28416,2.2444,2.20618,2.16699,2.13033,2.10098,2.07939,2.06679,2.06469,2.08217,2.14528,2.27677,2.45687,11.2,9,N,N,N,N,N,N,N,N
2141100,2.03479,1.99286,1.9584,1.92986,1.90355,1.87941,1.85679,1.83844,1.83017,1.83642,1.86077,1.90258,1.94777,1.97099,1.96405,1.95125,1.96633,2.0325,2.14864,2.27818,2.36399,2.39108,2.38328,2.35653,2.31832,2.27664,2.2364,2.19766,2.15942,2.12499,2.09714,2.07762,2.06791,2.07015,2.09441,2.16602,2.3065,2.48585,11.65,9.28,N,N,N,N,N,N,N,N
2120163,2.09082,2.04167,2.00072,1.96563,1.93293,1.90286,1.8751,1.85218,1.83893,1.83927,1.85671,1.89098,1.92887,1.947,1.93883,1.92653,1.94104,2.00412,2.11319,2.23268,2.31012,2.33306,2.32423,2.29784,2.26093,2.22073,2.18215,2.14512,2.10849,2.07566,2.04943,2.03162,2.02337,2.02697,2.05188,2.12277,2.2606,2.43689,11.5,9.8,N,N,N,N,N,N,N,N
2140165,1.75247,1.71264,1.67972,1.65306,1.62948,1.60957,1.59152,1.57704,1.56989,1.57355,1.59084,1.62112,1.65401,1.67387,1.67824,1.68637,1.72276,1.79824,1.89522,1.98394,2.03809,2.05196,2.04059,2.01517,1.98093,1.94415,1.90936,1.87735,1.84803,1.82499,1.81025,1.80449,1.8076,1.81953,1.84835,1.91814,2.04919,2.21661,15.96,12.46,Y,Y,Y,Y,Y,Y,Y,Y
2120153,1.93748,1.89603,1.86274,1.83577,1.81146,1.79002,1.77045,1.7549,1.74876,1.75694,1.78362,1.82766,1.87553,1.90369,1.90487,1.90301,1.93191,2.01176,2.13268,2.25607,2.33461,2.35726,2.34544,2.31547,2.27608,2.23417,2.19443,2.15719,2.12135,2.09034,2.06693,2.05239,2.0473,2.05345,2.08056,2.1539,2.29605,2.47784,8.2,12.3,N,N,N,N,N,N,N,N
2120610,1.99081,1.9457,1.90819,1.87647,1.84679,1.81925,1.79354,1.77229,1.76,1.76011,1.77598,1.80749,1.84175,1.85685,1.84752,1.83505,1.84754,1.90493,2.00496,2.11605,2.18991,2.21388,2.20809,2.18532,2.15143,2.11379,2.07719,2.04189,2.00715,1.97629,1.95196,1.93553,1.92841,1.93231,1.95634,2.02452,2.15533,2.32286,12.2,10,Y,Y,Y,Y,Y,Y,Y,Y
2120282,2.0108,1.96618,1.92917,1.89826,1.86965,1.84338,1.81905,1.79899,1.78781,1.78946,1.80726,1.84117,1.87871,1.89774,1.89168,1.88164,1.89718,1.95894,2.06415,2.17939,2.25484,2.27773,2.26905,2.24317,2.2074,2.16883,2.13213,2.09718,2.06312,2.03278,2.00871,1.99241,1.98495,1.98838,2.01174,2.07875,2.21007,2.38084,10.7,9.6,N,N,N,N,N,N,N,N
2140394,1.98858,1.94585,1.91105,1.8827,1.85615,1.8316,1.80854,1.78984,1.78042,1.78494,1.80665,1.84531,1.88778,1.91031,1.90445,1.89264,1.90613,1.96911,2.08014,2.20578,2.29034,2.31765,2.30996,2.28356,2.24678,2.2072,2.16939,2.13366,2.09855,2.0669,2.04105,2.02259,2.01296,2.01463,2.03702,2.10356,2.23454,2.40478,9.59,9.12,N,N,N,N,N,N,N,N
2120250,1.93674,1.89428,1.8589,1.82962,1.80297,1.77833,1.75627,1.73854,1.72858,1.73222,1.75259,1.78929,1.83007,1.85104,1.8458,1.83667,1.85402,1.91837,2.02688,2.14506,2.2226,2.24682,2.23873,2.21293,2.1773,2.13876,2.10197,2.06699,2.03279,2.00223,1.9781,1.96169,1.95435,1.95808,1.9825,2.05074,2.18335,2.35526,10.3,9.6,N,N,N,N,N,N,N,N
2141314,2.15311,2.10632,2.06844,2.03748,2.00971,1.98511,1.96198,1.94285,1.93378,1.9401,1.96581,2.01007,2.05893,2.08711,2.08569,2.07945,2.10354,2.17989,2.30188,2.43136,2.51682,2.54358,2.53395,2.50484,2.46448,2.42046,2.378,2.33766,2.29877,2.26471,2.23796,2.2204,2.21311,2.2176,2.24399,2.31781,2.46255,2.6465,10.32,11.13,N,N,N,N,N,N,N,N
2140765,2.14523,2.09816,2.05905,2.02548,1.9943,1.96525,1.93872,1.91714,1.90451,1.90349,1.91763,1.94705,1.97811,1.98908,1.97644,1.96111,1.96875,2.01838,2.10874,2.21221,2.28285,2.30863,2.30831,2.29154,2.26178,2.22676,2.19186,2.15698,2.12198,2.09088,2.06602,2.04905,2.0414,2.04452,2.06789,2.13468,2.26078,2.41738,18.59,8.07,N,N,N,N,N,N,N,N
GC2601017,2.19246,2.14736,2.11018,2.0751,2.04389,2.01876,1.99152,1.96099,1.93993,1.9336,1.94314,1.96789,1.99597,2.00619,1.99137,1.97144,1.97325,2.01742,2.10548,2.21058,2.28297,2.30701,2.30211,2.28043,2.24699,2.20933,2.17264,2.13707,2.10048,2.06632,2.03929,2.02024,2.00994,2.01024,2.0296,2.09306,2.22106,2.39345,14,8.7,N,N,N,N,N,N,N,N
2140777,2.03099,1.9912,1.95805,1.93031,1.90406,1.87947,1.8565,1.83774,1.82779,1.82991,1.84707,1.87924,1.91374,1.92948,1.91944,1.90402,1.91121,1.96201,2.05927,2.17216,2.24786,2.27254,2.26728,2.24516,2.2123,2.17616,2.14145,2.10783,2.07409,2.04359,2.01838,2.00004,1.99011,1.9908,2.0112,2.07387,2.19564,2.35328,13.24,8.98,N,N,N,N,N,N,N,N
2140080,2.63425,2.58892,2.55109,2.51821,2.48817,2.46095,2.43538,2.41383,2.40125,2.40163,2.41819,2.45015,2.48489,2.50097,2.49204,2.4798,2.49409,2.55421,2.65589,2.76552,2.83663,2.85773,2.84824,2.82173,2.78522,2.74532,2.70639,2.66873,2.63167,2.59861,2.57208,2.55353,2.54399,2.54542,2.56795,2.63311,2.7648,2.92803,11.48,10.32,N,N,N,N,N,N,N,N
2141222,2.47202,2.42277,2.38104,2.34479,2.31144,2.28076,2.25136,2.22597,2.21025,2.2089,2.22549,2.25967,2.29778,2.31577,2.30625,2.29312,2.30915,2.3757,2.48743,2.60722,2.68395,2.70545,2.69411,2.66469,2.62438,2.58056,2.53808,2.49707,2.4569,2.42098,2.39218,2.37243,2.36284,2.36536,2.39062,2.46322,2.60738,2.78674,11.83,10.46,N,N,N,N,N,N,N,N
2120252,2.36027,2.31233,2.27375,2.24114,2.21193,2.18454,2.1583,2.13655,2.12629,2.13349,2.16238,2.21183,2.26692,2.29752,2.2934,2.28211,2.3032,2.38266,2.51754,2.66478,2.75995,2.78687,2.77349,2.73903,2.69419,2.64638,2.60097,2.55779,2.51555,2.47735,2.44597,2.42396,2.41224,2.41382,2.44016,2.51617,2.66886,2.85846,8.4,9.4,N,N,N,N,N,N,N,N
2120357,1.90339,1.86262,1.82776,1.79848,1.7712,1.74863,1.72677,1.70958,1.69905,1.70429,1.7253,1.76137,1.80065,1.82068,1.81625,1.80608,1.8253,1.89014,1.99646,2.11412,2.19008,2.21275,2.20354,2.17948,2.14409,2.10632,2.06991,2.03425,2.00326,1.97531,1.95308,1.93807,1.92978,1.93268,1.95548,2.02187,2.15324,2.32437,10.5,10.2,N,N,N,N,N,N,N,N
2121014,2.13338,2.08609,2.04685,2.01331,1.98207,1.95296,1.926,1.90402,1.89168,1.89296,1.91125,1.94628,1.98425,2.00146,1.99151,1.97709,1.98887,2.04791,2.15271,2.27067,2.35045,2.37764,2.37291,2.34982,2.31477,2.27541,2.23677,2.19921,2.16202,2.12886,2.1024,2.08425,2.07562,2.07866,2.10289,2.17292,2.30924,2.48253,13,9.1,N,N,N,N,N,N,N,N
214014,1.86827,1.83507,1.80833,1.78345,1.76217,1.7474,1.73086,1.71209,1.70279,1.7087,1.73209,1.77157,1.81372,1.83498,1.82835,1.81599,1.82915,1.88821,1.98877,2.10044,2.17775,2.20557,2.20172,2.17952,2.14522,2.10632,2.06825,2.03164,1.99407,1.96094,1.93547,1.91836,1.91034,1.91242,1.93384,2.00045,2.13476,2.31402,11.98,11.16,N,N,N,N,N,N,N,N
2140462,2.28144,2.2365,2.19962,2.16844,2.14011,2.11444,2.09015,2.07008,2.05993,2.06386,2.08591,2.12522,2.16755,2.18805,2.1807,2.16986,2.18816,2.2557,2.36707,2.48704,2.56648,2.59263,2.58629,2.56151,2.52435,2.48255,2.44147,2.40129,2.36165,2.32671,2.29918,2.28086,2.2729,2.27709,2.30374,2.37806,2.52145,2.69869,13.85,10.6,N,N,N,N,N,N,N,N
214072,2.20326,2.15702,2.11768,2.08233,2.05291,2.03011,2.00509,1.97748,1.95956,1.95741,1.97224,2.0038,2.03782,2.05076,2.03823,2.02287,2.03256,2.08636,2.17993,2.28506,2.35783,2.38428,2.38182,2.36169,2.3278,2.28816,2.24866,2.20952,2.16956,2.13355,2.10605,2.08774,2.07949,2.08166,2.1044,2.17506,2.31502,2.49704,17.5,9.7,N,N,N,N,N,N,N,N
2120158,1.8848,1.845,1.8127,1.78629,1.76187,1.73974,1.71938,1.70306,1.69547,1.70047,1.72111,1.75725,1.79639,1.81699,1.81304,1.80577,1.82401,1.88682,1.99004,2.10172,2.17584,2.20005,2.19354,2.17018,2.13652,2.09955,2.06405,2.03002,1.99693,1.96793,1.94542,1.9308,1.92492,1.92963,1.95359,2.02038,2.15003,2.31836,11.2,10.7,N,N,N,N,N,N,N,N
2120604,1.98636,1.94363,1.90875,1.88008,1.85388,1.83036,1.8084,1.79068,1.78233,1.78768,1.81034,1.84973,1.89232,1.91487,1.91159,1.90572,1.92832,1.99903,2.11074,2.22849,2.30571,2.33017,2.32235,2.29641,2.25957,2.21906,2.17994,2.14263,2.10658,2.07534,2.05149,2.03659,2.03137,2.03738,2.06399,2.13682,2.27686,2.45472,11.9,9.3,Y,Y,Y,Y,Y,Y,Y,Y
2120840,1.80017,1.76691,1.74002,1.71852,1.69817,1.67957,1.66228,1.64876,1.64397,1.65192,1.6759,1.71557,1.75829,1.78162,1.77829,1.76997,1.78733,1.8518,1.9608,2.08008,2.15805,2.18202,2.17366,2.14802,2.11278,2.07524,2.03961,2.00596,1.97286,1.94334,1.91986,1.90389,1.89644,1.89961,1.92254,1.98901,2.11833,2.28671,9.1,9.4,N,N,N,N,N,N,N,N
214056,1.86067,1.82192,1.79021,1.76225,1.73775,1.71958,1.69929,1.67581,1.66244,1.66515,1.6853,1.72205,1.76174,1.78122,1.77192,1.7558,1.76435,1.81894,1.91966,2.0363,2.11712,2.14513,2.14003,2.11614,2.08119,2.0425,2.00502,1.9694,1.93239,1.89913,1.87242,1.85404,1.84361,1.84395,1.86366,1.92951,2.0615,2.24,9.5,8.5,N,N,N,N,N,N,N,N
214058,2.29932,2.25401,2.21485,2.17996,2.14984,2.12609,2.1,2.07186,2.05459,2.0548,2.07488,2.11323,2.15531,2.17609,2.16647,2.15201,2.16733,2.23529,2.34827,2.47072,2.55246,2.57848,2.56897,2.53953,2.49843,2.45304,2.40886,2.36665,2.32429,2.28638,2.25739,2.23776,2.22815,2.23018,2.25431,2.32986,2.48033,2.68219,9.1,10.4,N,N,N,N,N,N,N,N
2140040,1.77453,1.73848,1.70989,1.68794,1.66855,1.65196,1.63667,1.62494,1.62209,1.63272,1.66036,1.7039,1.75039,1.77807,1.78037,1.78071,1.8102,1.88675,1.99955,2.11456,2.19015,2.215,2.20745,2.18211,2.14621,2.10667,2.06863,2.03273,1.99862,1.96992,1.94903,1.93699,1.93442,1.94224,1.96968,2.04143,2.17841,2.35339,10.4,13.14,N,N,N,N,N,N,N,N
213057,1.83634,1.79716,1.76488,1.73604,1.71213,1.69422,1.67447,1.65297,1.64047,1.64316,1.6622,1.69738,1.73412,1.75065,1.74144,1.72922,1.74101,1.79574,1.8892,1.99369,2.06572,2.09224,2.08985,2.07104,2.03934,2.00256,1.96628,1.93072,1.89403,1.86157,1.83698,1.8209,1.81425,1.8178,1.84009,1.90807,2.04122,2.21591,15.66,10.49,N,N,N,N,N,N,N,N
2141049,2.00311,1.95949,1.92394,1.89462,1.86789,1.84396,1.82162,1.80339,1.79453,1.79976,1.82274,1.86284,1.90655,1.93021,1.92644,1.91874,1.93977,2.01008,2.12368,2.24502,2.32541,2.35118,2.343,2.31641,2.27867,2.23746,2.19764,2.15954,2.12268,2.0907,2.06592,2.0499,2.04351,2.04834,2.0738,2.14571,2.2854,2.46421,11.15,11.09,N,N,N,N,N,N,N,N
2140779,2.24016,2.18917,2.14593,2.10831,2.07289,2.04002,2.0094,1.98345,1.96645,1.96198,1.97274,1.999,2.02821,2.03968,2.02713,2.01049,2.01807,2.06898,2.1637,2.27147,2.34341,2.36615,2.35902,2.33533,2.30104,2.26346,2.22731,2.19208,2.15722,2.12605,2.10051,2.08249,2.07326,2.07466,2.09637,2.16061,2.28602,2.44688,12.92,7.95,N,N,N,N,N,N,N,N
213078,1.91857,1.87782,1.84313,1.81176,1.78511,1.76363,1.74043,1.7145,1.69755,1.69533,1.70884,1.73786,1.76876,1.78089,1.7685,1.75218,1.75834,1.80623,1.89365,1.99479,2.06539,2.09058,2.08803,2.06853,2.03699,2.00092,1.96562,1.93082,1.89494,1.86288,1.838,1.82127,1.8126,1.81442,1.83517,1.90009,2.02697,2.19639,14.18,9.59,N,N,N,N,N,N,N,N
213034,1.94422,1.901,1.86395,1.83078,1.80311,1.78172,1.75818,1.73188,1.71525,1.71416,1.73045,1.76252,1.79737,1.8123,1.80055,1.78413,1.79217,1.84496,1.9402,2.04913,2.12389,2.14984,2.146,2.12475,2.09101,2.05254,2.01493,1.97788,1.94009,1.90564,1.87903,1.86104,1.85229,1.85448,1.87657,1.94547,2.08193,2.26318,14.24,9.72,N,N,N,N,N,N,N,N
GC2601029,2.54477,2.49403,2.45222,2.41554,2.38526,2.36104,2.33292,2.30135,2.28168,2.28223,2.30534,2.34906,2.39786,2.42366,2.41434,2.39624,2.40909,2.47932,2.60102,2.73607,2.82673,2.85603,2.84696,2.81662,2.77425,2.72775,2.68266,2.63933,2.59573,2.55477,2.5228,2.50023,2.48809,2.48805,2.51143,2.58832,2.74547,2.95735,7.6,11.1,N,N,N,N,N,N,N,N
2140068,2.03188,1.99489,1.9651,1.94177,1.92098,1.90313,1.88672,1.87409,1.87049,1.88079,1.90821,1.95196,1.99819,2.02371,2.0225,2.01884,2.04434,2.11755,2.22906,2.34455,2.42125,2.4476,2.44213,2.41861,2.38345,2.3438,2.30488,2.26728,2.2308,2.19957,2.17625,2.16191,2.1576,2.16436,2.192,2.26579,2.40685,2.58242,12.75,11.55,N,N,N,N,N,N,N,N
2120168,1.88438,1.84371,1.81059,1.78387,1.75923,1.73671,1.7159,1.6993,1.69178,1.69723,1.71876,1.75615,1.79695,1.81927,1.81653,1.81012,1.82943,1.89478,2.00207,2.1175,2.19214,2.21436,2.2054,2.17975,2.14435,2.10623,2.06999,2.03559,2.00227,1.97273,1.94954,1.93426,1.92791,1.93219,1.95596,2.02286,2.15383,2.32393,10.6,10.5,N,N,N,N,N,N,N,N
2120245,2.50837,2.46263,2.42524,2.3933,2.36422,2.33736,2.31155,2.2899,2.27971,2.28665,2.31473,2.36318,2.41602,2.4441,2.43704,2.42203,2.43865,2.51379,2.64566,2.79033,2.88136,2.90572,2.89252,2.85945,2.8168,2.77136,2.72797,2.6861,2.64434,2.60545,2.57286,2.5488,2.53499,2.53501,2.56023,2.63491,2.78436,2.96485,8.4,8.4,N,N,N,N,N,N,N,N
2140303,1.8965,1.85412,1.81966,1.79145,1.76557,1.74179,1.71967,1.70179,1.69321,1.6987,1.72155,1.76132,1.80428,1.82736,1.82191,1.81064,1.8268,1.89051,1.99988,2.1225,2.20578,2.23447,2.22932,2.20524,2.16975,2.13053,2.09249,2.05606,2.02032,1.98878,1.9637,1.9466,1.93873,1.94222,1.96618,2.03516,2.1692,2.34206,11.19,9.7,N,N,N,N,N,N,N,N
2141088,2.03684,1.98675,1.94558,1.91166,1.88113,1.85398,1.82866,1.80746,1.79666,1.80158,1.82602,1.86944,1.91697,1.9444,1.94334,1.9392,1.96751,2.04936,2.17449,2.30294,2.38579,2.41013,2.39776,2.36614,2.3238,2.27835,2.23493,2.19399,2.15497,2.12146,2.09585,2.0801,2.07473,2.08136,2.11024,2.18761,2.33693,2.5274,9.43,12.43,N,N,N,N,N,N,N,N
2140467,1.91586,1.87015,1.83255,1.80147,1.77325,1.74785,1.72436,1.70558,1.69591,1.69989,1.72113,1.75918,1.79961,1.82044,1.81539,1.80787,1.82816,1.89491,2.00241,2.11761,2.19414,2.22019,2.21501,2.19232,2.1575,2.11855,2.08019,2.04322,2.00714,1.97602,1.95221,1.93715,1.93212,1.93824,1.96486,2.03763,2.17681,2.35385,14.15,11.09,N,N,N,N,N,N,N,N
2141142,2.09042,2.04278,2.00308,1.96926,1.93781,1.90909,1.88268,1.86087,1.84883,1.85002,1.86757,1.90129,1.93785,1.95439,1.94489,1.93151,1.94388,2.00244,2.10561,2.22018,2.29603,2.32053,2.3147,2.29163,2.25724,2.21908,2.18194,2.14583,2.10986,2.0777,2.05189,2.03417,2.02581,2.02866,2.05265,2.12171,2.2547,2.42377,13.65,9.05,N,N,N,N,N,N,N,N
2140927,2.05919,2.01501,1.97846,1.94765,1.91885,1.89201,1.86686,1.84604,1.83454,1.83587,1.85331,1.88668,1.923,1.93975,1.92981,1.91415,1.92207,1.97552,2.07691,2.19392,2.27226,2.29762,2.29182,2.26871,2.23455,2.19728,2.16139,2.12663,2.0919,2.06042,2.03435,2.01547,2.0053,2.00622,2.02753,2.0921,2.21793,2.38003,12.76,8.1,N,N,N,N,N,N,N,N
2120280,1.905,1.86261,1.82812,1.79974,1.77402,1.75113,1.72999,1.71294,1.70493,1.71025,1.73245,1.77097,1.81311,1.837,1.83674,1.83465,1.86143,1.93573,2.04776,2.16193,2.23473,2.25608,2.24613,2.21894,2.18196,2.14217,2.10414,2.06841,2.03427,2.00536,1.98372,1.97071,1.96688,1.9739,2.00079,2.07231,2.21111,2.39085,10.6,12.2,N,N,N,N,N,N,N,N
2140072,2.28711,2.2488,2.21817,2.19342,2.17125,2.15179,2.13347,2.11875,2.11333,2.12177,2.1477,2.18997,2.23497,2.25972,2.25772,2.25323,2.27834,2.35153,2.46348,2.5787,2.65419,2.6785,2.67059,2.64469,2.6081,2.56731,2.52741,2.48902,2.45173,2.41957,2.3953,2.37997,2.37435,2.37991,2.40663,2.47872,2.6186,2.79229,11.34,11.64,N,N,N,N,N,N,N,N
2140037,2.02348,1.9846,1.95365,1.92913,1.90699,1.88708,1.86831,1.85326,1.84715,1.85477,1.87933,1.92034,1.96466,1.98896,1.98617,1.9788,1.99877,2.06643,2.1755,2.29222,2.37055,2.39699,2.39113,2.36693,2.33167,2.29225,2.25402,2.21726,2.1818,2.15084,2.12698,2.11164,2.10587,2.11096,2.13655,2.20664,2.34227,2.51421,11.92,11.22,N,N,N,N,N,N,N,N
214088,1.8192,1.77915,1.74625,1.71672,1.69218,1.67389,1.65456,1.63239,1.6196,1.62261,1.64281,1.67973,1.71966,1.74072,1.73525,1.72624,1.74421,1.80806,1.90975,2.01856,2.09294,2.11895,2.11384,2.09077,2.05561,2.01517,1.97587,1.93811,1.90014,1.86747,1.8434,1.82848,1.82307,1.82809,1.85215,1.92223,2.06127,2.24729,12.6,11.2,N,N,N,N,N,N,N,N
2140769,1.95837,1.91466,1.87834,1.84803,1.81994,1.7947,1.77191,1.75384,1.74477,1.74793,1.76666,1.80071,1.8366,1.8533,1.84568,1.83449,1.8492,1.90602,2.00253,2.10968,2.18238,2.20866,2.20674,2.188,2.15719,2.12199,2.08709,2.05293,2.01906,1.98937,1.9664,1.95126,1.9453,1.94988,1.97417,2.04202,2.17083,2.33318,15.41,7.99,Y,Y,Y,Y,Y,Y,Y,Y
2141213,3.12901,3.06363,3.00648,2.95318,2.90405,2.85788,2.81376,2.77449,2.74408,2.72467,2.718,2.72474,2.73452,2.72998,2.70721,2.6825,2.67839,2.71152,2.78216,2.86366,2.91544,2.92819,2.91857,2.89529,2.86274,2.82687,2.79169,2.75705,2.72238,2.69021,2.66339,2.6432,2.63112,2.62898,2.64574,2.70017,2.8116,2.94962,16.13,8.18,Y,Y,Y,Y,Y,Y,Y,Y
2120239,2.07324,2.02558,1.98595,1.9525,1.92169,1.89358,1.86743,1.84574,1.83383,1.83617,1.85603,1.89307,1.93418,1.95593,1.95054,1.94072,1.95888,2.02659,2.13973,2.26194,2.34139,2.36481,2.35429,2.32569,2.28704,2.2456,2.20618,2.16863,2.13217,2.09971,2.07398,2.05666,2.04872,2.05221,2.07674,2.14704,2.2856,2.46548,9.8,10,N,N,N,N,N,N,N,N
2140171,2.29083,2.24657,2.21006,2.17963,2.1525,2.12847,2.10576,2.08669,2.07709,2.08168,2.10418,2.14372,2.18601,2.20785,2.20431,2.2003,2.22776,2.30397,2.41739,2.53157,2.60474,2.62698,2.6177,2.59071,2.55234,2.51,2.46866,2.42875,2.39017,2.35717,2.33255,2.31756,2.31277,2.31945,2.34788,2.42351,2.56878,2.74707,12.96,12.11,N,N,N,N,N,N,N,N
2140263,1.89424,1.85423,1.82143,1.79476,1.77045,1.74865,1.72861,1.71269,1.70535,1.71034,1.73099,1.76692,1.80522,1.82457,1.81952,1.81139,1.82871,1.88959,1.9895,2.09783,2.17078,2.19628,2.19242,2.17181,2.13976,2.10371,2.0684,2.0342,2.00085,1.97182,1.94947,1.93527,1.92991,1.9348,1.95879,2.02614,2.15549,2.32116,13.45,10.86,N,N,N,N,N,N,N,N
2141238,1.94385,1.90134,1.86705,1.83957,1.8151,1.79394,1.77457,1.75915,1.75327,1.76189,1.78876,1.83289,1.88071,1.90917,1.91072,1.90922,1.93831,2.01813,2.13906,2.26256,2.34154,2.36447,2.35289,2.32312,2.28311,2.24028,2.19949,2.16108,2.1242,2.09238,2.06838,2.05363,2.04889,2.05556,2.08344,2.15817,2.30302,2.48753,9.68,9.7,Y,Y,Y,Y,Y,Y,Y,Y
GC2601041,1.96473,1.91925,1.88267,1.84889,1.81918,1.79556,1.7703,1.74233,1.72392,1.72201,1.73733,1.76928,1.8048,1.82183,1.81308,1.79965,1.81091,1.86663,1.96202,2.06856,2.1442,2.17265,2.17053,2.15003,2.11711,2.07896,2.04127,2.00472,1.96784,1.93469,1.91018,1.89469,1.88858,1.89271,1.91562,1.98415,2.12028,2.30335,13.5,11.6,N,N,N,N,N,N,N,N
2120925,1.75892,1.7238,1.69537,1.67361,1.65411,1.63722,1.62144,1.6093,1.60582,1.61521,1.64079,1.68194,1.7263,1.75231,1.75344,1.75129,1.77594,1.84639,1.95502,2.06843,2.1429,2.16663,2.15883,2.13388,2.099,2.06112,2.02499,1.99096,1.95859,1.93071,1.90981,1.89718,1.89358,1.90014,1.92572,1.99409,2.12703,2.29973,10.2,11.6,N,N,N,N,N,N,N,N
2140010,1.81144,1.77537,1.74598,1.72237,1.70092,1.68162,1.66372,1.64935,1.64314,1.64947,1.6708,1.70728,1.74673,1.7682,1.76561,1.75987,1.77994,1.84394,1.94517,2.05254,2.12446,2.14888,2.14341,2.12111,2.08813,2.05159,2.01587,1.98233,1.94977,1.92158,1.90036,1.88726,1.88329,1.88968,1.91496,1.9827,2.11303,2.28199,11.88,11.95,N,N,N,N,N,N,N,N
