SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7*,Sp8*,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude
2141165,2.33247,2.27153,2.22028,2.17563,2.13451,2.09683,2.06173,2.0322,2.01456,2.01339,2.03253,2.07173,2.11492,2.13401,2.12125,2.10311,2.11576,2.18423,2.30721,2.44546,2.53681,2.56478,2.55578,2.52641,2.48472,2.43887,2.39435,2.35088,2.30749,2.26832,2.23654,2.21405,2.20254,2.20463,2.2316,2.30993,2.46154,2.64961,12.9,9.01,N,N,N,N,N,N,N,N
2140519,2.01822,1.97122,1.9328,1.90109,1.8722,1.84619,1.8223,1.80307,1.79389,1.7989,1.8215,1.86193,1.90443,1.92574,1.91838,1.9086,1.92697,1.99292,2.1027,2.22185,2.30293,2.33214,2.32976,2.30864,2.27436,2.23472,2.19537,2.15689,2.11893,2.08578,2.06041,2.04393,2.03769,2.04297,2.06983,2.14403,2.28513,2.4608,15.4,10.2,N,N,N,N,N,N,N,N
2120017,2.3059,2.25679,2.21542,2.17957,2.14581,2.11424,2.08431,2.05851,2.04228,2.04028,2.0559,2.08854,2.12538,2.14349,2.13446,2.12025,2.13404,2.19805,2.30826,2.4283,2.50608,2.5281,2.51602,2.48588,2.44605,2.4036,2.36295,2.32418,2.28628,2.25223,2.22479,2.20556,2.19573,2.19796,2.22221,2.29262,2.43124,2.60929,8.8,9.8,N,N,N,N,N,N,N,N
2141045,1.89321,1.85681,1.82724,1.80307,1.78023,1.75886,1.73865,1.72217,1.71409,1.7183,1.73794,1.77261,1.81019,1.82906,1.82197,1.80898,1.81917,1.87407,1.97474,2.08975,2.16673,2.19149,2.18519,2.16196,2.12853,2.0923,2.05752,2.02417,1.99116,1.96139,1.93691,1.91935,1.91017,1.9115,1.93222,1.99484,2.11765,2.278,11.37,8.77,N,N,N,N,N,N,N,N
2141097,2.18355,2.14062,2.10579,2.07638,2.04889,2.02315,1.99859,1.97854,1.96865,1.9733,1.99585,2.0363,2.07975,2.09998,2.08942,2.07263,2.08296,2.14469,2.25985,2.39209,2.48002,2.50804,2.50116,2.47516,2.43726,2.39567,2.35541,2.31634,2.27688,2.24086,2.21098,2.18921,2.17719,2.17794,2.20209,2.27398,2.41371,2.58938,12.69,8.31,N,N,N,N,N,N,N,N
2120027,1.98003,1.93808,1.90392,1.87565,1.84953,1.82546,1.80295,1.78475,1.77568,1.77968,1.80013,1.83663,1.87612,1.8964,1.89167,1.88398,1.90321,1.96788,2.07172,2.18219,2.25575,2.28039,2.2743,2.25096,2.2166,2.17824,2.14092,2.10482,2.06983,2.03937,2.01608,2.00127,1.99569,2.00094,2.02635,2.09624,2.23113,2.40384,12.6,10.9,N,N,N,N,N,N,N,N
W3C16Q3,2.72045,2.66989,2.62768,2.59123,2.5566,2.52749,2.50197,2.48038,2.469,2.47343,2.49818,2.54294,2.59258,2.62004,2.61349,2.59701,2.60764,2.67233,2.7913,2.93232,3.03437,3.07227,3.06886,3.0418,2.99969,2.95145,2.9031,2.85706,2.81105,2.7698,2.73765,2.71566,2.70642,2.71224,2.74489,2.84079,3.01889,3.24948,12.7,9.7,N,N,N,N,N,N,N,N
2140260,2.00306,1.96136,1.92707,1.89875,1.87273,1.84933,1.82799,1.81112,1.80267,1.80587,1.82421,1.85703,1.8922,1.90946,1.90347,1.89481,1.91066,1.96842,2.06384,2.16723,2.23705,2.26142,2.2575,2.23728,2.20602,2.17074,2.13614,2.10266,2.06994,2.04158,2.01968,2.00571,2.00039,2.00516,2.02869,2.09424,2.2205,2.38235,13.67,10.72,N,N,N,N,N,N,N,N
2140874,2.21514,2.16261,2.11917,2.08191,2.04758,2.01609,1.9867,1.96248,1.94899,1.95029,1.97024,2.00874,2.05001,2.06751,2.05579,2.04072,2.05489,2.11943,2.23157,2.35637,2.4409,2.47057,2.46742,2.44496,2.40854,2.36661,2.32493,2.28368,2.2426,2.20618,2.17741,2.15801,2.14923,2.15306,2.18053,2.25775,2.40474,2.58479,15.68,9.62,N,N,N,N,N,N,N,N
W7B15Q4,2.05846,2.02097,1.99189,1.96334,1.94033,1.92394,1.90414,1.87993,1.86464,1.86433,1.87997,1.91043,1.94386,1.96014,1.95366,1.94377,1.95692,2.01357,2.11154,2.21798,2.28376,2.29869,2.28595,2.25907,2.22334,2.18547,2.15012,2.11642,2.08162,2.04945,2.02428,2.007,1.99882,2.00061,2.02182,2.08542,2.21473,2.38566,12.6,9.5,N,N,N,N,N,N,N,N
214061,1.90513,1.86439,1.83024,1.79824,1.77132,1.75093,1.72928,1.70545,1.69128,1.69284,1.71145,1.74633,1.78396,1.80235,1.79365,1.77979,1.79022,1.84629,1.94501,2.05767,2.13529,2.16193,2.15675,2.13316,2.09817,2.05929,2.02161,1.98567,1.94862,1.91594,1.89024,1.87269,1.86379,1.86586,1.88641,1.95304,2.08465,2.26472,10.6,9.2,N,N,N,N,N,N,N,N
2140464,2.16314,2.11432,2.07302,2.03759,2.00481,1.97504,1.94737,1.92408,1.9094,1.90715,1.92026,1.94852,1.97981,1.99453,1.9868,1.9771,1.99358,2.05355,2.15034,2.25237,2.31873,2.33893,2.33052,2.30591,2.27098,2.23255,2.19517,2.15939,2.12469,2.09431,2.071,2.05606,2.0501,2.05449,2.07847,2.14568,2.27647,2.44471,12.72,11.45,N,N,N,N,N,N,N,N
2140041,2.02106,1.98558,1.95812,1.93706,1.91881,1.90359,1.88945,1.87885,1.87783,1.89185,1.92473,1.9756,2.02936,2.06086,2.06359,2.06383,2.09677,2.18219,2.30836,2.43624,2.51974,2.54649,2.53727,2.5083,2.46805,2.42374,2.381,2.34026,2.3013,2.26803,2.24345,2.22865,2.22437,2.23185,2.26158,2.33938,2.48884,2.67373,10.53,12.88,N,N,N,N,N,N,N,N
2120911,1.76635,1.73073,1.70252,1.68061,1.66075,1.64277,1.62585,1.6128,1.60833,1.61672,1.64117,1.68113,1.72442,1.75008,1.75148,1.74972,1.77446,1.84444,1.95199,2.06374,2.13675,2.15954,2.15095,2.12542,2.0904,2.05259,2.01663,1.98292,1.95091,1.92344,1.90267,1.89001,1.88608,1.89232,1.9171,1.98403,2.11483,2.28603,9.7,11.7,N,N,N,N,N,N,N,N
2140253,2.05961,2.01554,1.97936,1.94905,1.92049,1.89441,1.8705,1.8514,1.84078,1.84249,1.85985,1.89173,1.92543,1.93948,1.92907,1.91554,1.92579,1.97926,2.07456,2.18151,2.25414,2.27956,2.27709,2.25807,2.22739,2.1922,2.15724,2.12292,2.08929,2.05942,2.03573,2.01938,2.01233,2.01579,2.03847,2.10452,2.23217,2.39231,15.17,9.21,N,N,N,N,N,N,N,N
2120685,2.13011,2.08476,2.04675,2.01406,1.98329,1.95434,1.92699,1.9039,1.88972,1.88811,1.90216,1.9318,1.9645,1.97816,1.96684,1.95164,1.96124,2.01641,2.11626,2.22858,2.30277,2.32555,2.31782,2.29278,2.25712,2.21799,2.18027,2.14393,2.10817,2.07606,2.05016,2.03211,2.02311,2.02534,2.04811,2.11483,2.246,2.41493,12.2,8.7,N,N,N,N,N,N,N,N
2120699,1.96191,1.91962,1.88517,1.85707,1.83138,1.80811,1.78648,1.76895,1.76043,1.76516,1.78656,1.8241,1.86522,1.88791,1.8853,1.87937,1.90073,1.96925,2.07876,2.19489,2.27103,2.29451,2.28537,2.25854,2.22196,2.18245,2.14476,2.10918,2.07493,2.0451,2.0221,2.00736,2.00156,2.00643,2.0312,2.10008,2.23464,2.40991,9.7,10.9,N,N,N,N,N,N,N,N
2120129,1.90506,1.86409,1.83117,1.80462,1.78063,1.7593,1.73999,1.72486,1.7187,1.72536,1.7481,1.7865,1.82747,1.84924,1.84672,1.8422,1.86464,1.93199,2.03723,2.14821,2.22214,2.24739,2.24228,2.21999,2.18664,2.14925,2.11296,2.07789,2.044,2.01471,1.99269,1.97936,1.97525,1.98193,2.00841,2.07905,2.2142,2.3869,13,11.4,N,N,N,N,N,N,N,N
2120415,1.78495,1.74684,1.71621,1.69197,1.67044,1.65152,1.63429,1.62092,1.61623,1.62413,1.64791,1.68723,1.72937,1.75299,1.75267,1.74977,1.77317,1.84057,1.94487,2.05425,2.12674,2.15109,2.14544,2.12317,2.09042,2.05412,2.01906,1.98557,1.95337,1.9258,1.90514,1.89273,1.88904,1.89534,1.92006,1.98768,2.11776,2.28614,12.3,11.4,N,N,N,N,N,N,N,N
2120681,2.2195,2.16775,2.12391,2.08523,2.04842,2.01349,1.98066,1.9526,1.93352,1.92639,1.93429,1.95753,1.98358,1.99176,1.9777,1.96132,1.96875,2.01842,2.10851,2.2097,2.27754,2.29962,2.29399,2.27193,2.23859,2.20101,2.16421,2.12836,2.09306,2.06177,2.03681,2.01983,2.01198,2.01509,2.03858,2.10515,2.23341,2.39647,15.2,9.2,N,N,N,N,N,N,N,N
2140025,1.8244,1.78793,1.7583,1.7344,1.71242,1.69261,1.67431,1.65977,1.65329,1.65914,1.68014,1.71587,1.7544,1.77534,1.7724,1.76633,1.78577,1.84886,1.94884,2.05505,2.12639,2.15053,2.14497,2.12265,2.08974,2.05301,2.0173,1.98313,1.9503,1.92203,1.90078,1.88767,1.88349,1.88948,1.91434,1.98158,2.11081,2.27753,11.68,11.61,N,N,N,N,N,N,N,N
2140306,2.06775,2.02116,1.98235,1.94928,1.91824,1.88966,1.86303,1.84111,1.82838,1.82872,1.84505,1.87702,1.91222,1.92771,1.91672,1.9016,1.9109,1.96611,2.06705,2.18097,2.25746,2.28267,2.27768,2.25539,2.22174,2.18409,2.14738,2.11161,2.07575,2.04391,2.01821,2.0003,1.99151,1.99396,2.01724,2.08485,2.21601,2.38339,13.42,8.72,N,N,N,N,N,N,N,N
2120405,1.83764,1.79705,1.76404,1.73738,1.71318,1.69151,1.67169,1.6561,1.64933,1.65526,1.67728,1.71497,1.75579,1.77812,1.77616,1.77117,1.79225,1.85815,1.96275,2.07378,2.14733,2.17173,2.16578,2.14301,2.10998,2.07361,2.03856,2.00523,1.9729,1.94485,1.92365,1.91041,1.90585,1.91165,1.93615,2.00363,2.13387,2.30197,11.4,11,N,N,N,N,N,N,N,N
2140071,2.28469,2.24159,2.20577,2.17567,2.14807,2.12318,2.09986,2.08061,2.07007,2.07218,2.0901,2.12337,2.1595,2.17728,2.17115,2.1627,2.1809,2.24357,2.34446,2.45154,2.52225,2.54503,2.53792,2.51382,2.47899,2.4402,2.40228,2.36567,2.33009,2.29896,2.27494,2.25912,2.25235,2.25609,2.27964,2.34677,2.4788,2.64565,12.91,11,N,N,N,N,N,N,N,N
2140224,2.24774,2.21047,2.18028,2.15525,2.13247,2.11239,2.09407,2.07979,2.074,2.08058,2.10268,2.13945,2.17827,2.19806,2.19362,2.18663,2.20563,2.26807,2.36743,2.4724,2.54211,2.56597,2.56123,2.54025,2.50876,2.47338,2.43855,2.40466,2.37137,2.34239,2.32029,2.30622,2.30107,2.30636,2.33122,2.39822,2.5266,2.68597,13.11,11.05,N,N,N,N,N,N,N,N
2140959,2.08247,2.03625,1.99807,1.96594,1.93612,1.90883,1.88351,1.86272,1.85117,1.8528,1.87072,1.90477,1.94185,1.95939,1.95092,1.93841,1.95137,2.0106,2.11511,2.23173,2.30921,2.33384,2.32686,2.3025,2.26748,2.22905,2.1921,2.15649,2.12129,2.08995,2.06468,2.04724,2.03894,2.04185,2.0653,2.13287,2.26454,2.43322,12.19,9.1,N,N,N,N,N,N,N,N
2140956,2.02839,1.98043,1.9405,1.90667,1.87519,1.84618,1.81912,1.79676,1.78385,1.78395,1.80016,1.83237,1.86768,1.8836,1.87393,1.8601,1.87138,1.92845,2.03053,2.14512,2.22089,2.24487,2.23854,2.21519,2.18049,2.14219,2.10498,2.06889,2.03309,2.0012,1.97547,1.95776,1.94941,1.95239,1.97604,2.04439,2.17665,2.34589,12.93,8.23,N,N,N,N,N,N,N,N
2141216,2.38133,2.3315,2.28951,2.25387,2.22123,2.19115,2.16319,2.13986,2.12654,2.12681,2.1437,2.17774,2.21461,2.23073,2.22061,2.2066,2.21876,2.27818,2.38358,2.50095,2.57815,2.60194,2.5948,2.5698,2.53348,2.49269,2.45274,2.41396,2.37562,2.34081,2.31254,2.29301,2.28332,2.28554,2.30897,2.37826,2.51533,2.68695,14.86,8.93,N,N,N,N,N,N,N,N
2140221,2.14408,2.09919,2.06245,2.03224,2.00498,1.98075,1.9583,1.94019,1.93177,1.93741,1.96068,2.00084,2.04392,2.06625,2.06121,2.05231,2.07095,2.13701,2.24547,2.36308,2.44281,2.4707,2.46621,2.44325,2.40831,2.36878,2.32997,2.29218,2.25545,2.2233,2.19843,2.18222,2.17575,2.18054,2.20635,2.2774,2.41535,2.58812,13.52,10.94,N,N,N,N,N,N,N,N
213031,1.89243,1.85166,1.81711,1.78597,1.75927,1.73897,1.71676,1.69243,1.67695,1.67688,1.69301,1.72519,1.75973,1.77607,1.76705,1.75405,1.76598,1.82167,1.91598,2.0195,2.09017,2.11429,2.10943,2.08718,2.05369,2.01545,1.97802,1.94214,1.90548,1.87318,1.84902,1.83299,1.82663,1.82965,1.85253,1.92098,2.05617,2.23571,12.63,11.34,N,N,N,N,N,N,N,N
2141048,2.12669,2.08368,2.04865,2.01966,1.99321,1.96906,1.94613,1.92729,1.91837,1.92402,1.94778,1.98919,2.03371,2.05585,2.04808,2.03461,2.04929,2.11458,2.22857,2.35582,2.44128,2.46961,2.4637,2.43859,2.40109,2.35927,2.31841,2.27863,2.23955,2.20456,2.17647,2.15717,2.14793,2.15067,2.17587,2.24866,2.39034,2.5686,13.01,9.74,N,N,N,N,N,N,N,N
2121013,2.22769,2.17648,2.13335,2.09628,2.0619,2.03048,2.00115,1.97672,1.9619,1.96056,1.97625,2.00878,2.04392,2.05866,2.04872,2.037,2.05281,2.11468,2.21682,2.32688,2.40028,2.42493,2.41985,2.39719,2.36231,2.32248,2.28308,2.24459,2.20677,2.17378,2.14828,2.13198,2.12566,2.13101,2.15762,2.23062,2.37052,2.54457,15.4,10.5,N,N,N,N,N,N,N,N
214064,2.1062,2.0673,2.03445,2.00405,1.97748,1.95666,1.93436,1.91014,1.89538,1.89671,1.91579,1.95175,1.99072,2.00849,1.99731,1.98092,1.99051,2.04743,2.14822,2.26217,2.34024,2.36719,2.36217,2.3386,2.3025,2.26143,2.22121,2.18203,2.14171,2.10583,2.07778,2.05859,2.04839,2.04971,2.07061,2.14084,2.28085,2.46669,12.1,9.3,N,N,N,N,N,N,N,N
2140073,2.38473,2.34058,2.30436,2.2739,2.2464,2.22159,2.198,2.17846,2.16925,2.17584,2.20195,2.2468,2.29468,2.3188,2.3119,2.3013,2.32242,2.39688,2.51802,2.64718,2.73205,2.75934,2.75142,2.72389,2.68428,2.64024,2.59717,2.55529,2.5142,2.47769,2.4491,2.42977,2.4211,2.42495,2.45258,2.52933,2.6781,2.85986,11.46,10.72,N,N,N,N,N,N,N,N
2120457,2.02926,1.98221,1.9428,1.90882,1.87747,1.84902,1.82229,1.80002,1.78653,1.78588,1.80231,1.83484,1.87112,1.88965,1.88349,1.87401,1.89134,1.95529,2.06035,2.17213,2.2454,2.26795,2.25939,2.23403,2.1981,2.15877,2.12115,2.08546,2.0508,2.02035,1.99716,1.98264,1.97697,1.98159,2.00617,2.07505,2.20897,2.38226,11.2,10.6,N,N,N,N,N,N,N,N
GC2601008,1.80307,1.76991,1.7447,1.72123,1.7007,1.68538,1.66779,1.64747,1.63656,1.64132,1.66266,1.69961,1.7394,1.76048,1.75525,1.74441,1.75725,1.8145,1.91335,2.02382,2.09898,2.1243,2.119,2.09659,2.06346,2.027,1.99192,1.9583,1.92426,1.89312,1.86956,1.8537,1.84686,1.84994,1.87201,1.93711,2.06791,2.24454,11.4,10.3,N,N,N,N,N,N,N,N
2121011,2.27149,2.22458,2.18541,2.1511,2.11848,2.08756,2.05839,2.03414,2.01995,2.01984,2.03763,2.07321,2.1117,2.12714,2.113,2.09395,2.10287,2.16315,2.27546,2.40364,2.4883,2.51461,2.50681,2.47972,2.44077,2.39798,2.35636,2.31592,2.27535,2.23849,2.20834,2.18663,2.17494,2.1759,2.20036,2.27361,2.41644,2.59563,12.4,8,N,N,N,N,N,N,N,N
2141094,2.27453,2.22294,2.18061,2.14491,2.11255,2.08341,2.05645,2.03446,2.02313,2.02653,2.04827,2.08822,2.13157,2.15255,2.14386,2.13068,2.14521,2.21051,2.3245,2.45165,2.53686,2.56537,2.55982,2.53475,2.49779,2.45652,2.41608,2.37684,2.338,2.30323,2.27531,2.25614,2.24704,2.25017,2.27614,2.34998,2.49246,2.67034,13.11,9.67,N,N,N,N,N,N,N,N
2140527,2.22864,2.18468,2.14903,2.11945,2.09211,2.0667,2.04262,2.02238,2.01281,2.01873,2.04389,2.08746,2.13514,2.1604,2.15308,2.13806,2.15112,2.2168,2.33452,2.46784,2.5582,2.58807,2.58078,2.55341,2.51435,2.47157,2.43024,2.39022,2.35101,2.31539,2.28615,2.26507,2.25366,2.25452,2.27811,2.34891,2.48895,2.6664,9.97,9.06,N,N,N,N,N,N,N,N
2140258,1.98814,1.94278,1.90541,1.87428,1.84561,1.81941,1.79471,1.77406,1.76219,1.76369,1.78176,1.81582,1.85386,1.87425,1.86937,1.86044,1.8781,1.94208,2.04747,2.16112,2.23705,2.26155,2.2536,2.2279,2.19196,2.15277,2.11516,2.07945,2.04511,2.01515,1.99181,1.97656,1.97021,1.97441,1.99834,2.06578,2.19776,2.37043,10.22,11.05,N,N,N,N,N,N,N,N
W7A15Q4,2.01948,1.98433,1.95701,1.92983,1.90694,1.89045,1.87148,1.84836,1.83387,1.83404,1.85015,1.88066,1.91369,1.92804,1.91744,1.90125,1.90632,1.95091,2.03432,2.13229,2.20315,2.23119,2.2314,2.21479,2.18678,2.15402,2.12166,2.08979,2.05653,2.02586,2.0024,1.98607,1.97734,1.97768,1.9964,2.0567,2.17682,2.33706,12.6,9.5,N,N,N,N,N,N,N,N
GC2601027,2.04563,2.00006,1.96387,1.93053,1.9006,1.87675,1.85141,1.82426,1.80876,1.81229,1.83693,1.88052,1.92929,1.95713,1.95178,1.93787,1.95325,2.02317,2.14292,2.27674,2.3691,2.40066,2.39256,2.36286,2.32136,2.27617,2.23286,2.19201,2.15132,2.1141,2.08573,2.06637,2.05693,2.05895,2.08269,2.15638,2.30612,2.51103,7.7,10.9,N,N,N,N,N,N,N,N
GC2601018,1.88377,1.84799,1.81989,1.79323,1.76941,1.75138,1.73184,1.70936,1.69635,1.6982,1.71632,1.75023,1.78709,1.80539,1.79809,1.78584,1.79664,1.85106,1.94589,2.0532,2.1272,2.15314,2.14939,2.12859,2.0958,2.0584,2.02178,1.98651,1.95085,1.91805,1.89318,1.87678,1.86966,1.87269,1.89431,1.96014,2.09175,2.26893,14,10.4,N,N,N,N,N,N,N,N
214082,1.92346,1.88534,1.853,1.82223,1.79563,1.775,1.75286,1.72799,1.71254,1.71217,1.7289,1.76115,1.79644,1.81231,1.80024,1.78189,1.78715,1.83726,1.93372,2.04691,2.12408,2.14947,2.14356,2.12012,2.08529,2.04655,2.0091,1.97313,1.93611,1.90193,1.87478,1.85524,1.84423,1.84416,1.86313,1.9281,2.05804,2.23218,10.9,8,N,N,N,N,N,N,N,N
2120074,2.08761,2.04307,2.00593,1.98204,1.96006,1.94079,1.92189,1.90642,1.90054,1.90976,1.9378,1.98361,2.03311,2.06228,2.0643,2.0637,2.0943,2.17557,2.2966,2.41884,2.496,2.51954,2.51088,2.4829,2.44403,2.40112,2.35866,2.31947,2.28282,2.24931,2.22495,2.21175,2.20685,2.21474,2.24312,2.31991,2.46761,2.65276,10.2,12.9,Y,Y,Y,Y,Y,Y,Y,Y
2140986,2.06837,2.02126,1.98282,1.95085,1.9218,1.89547,1.87092,1.85087,1.84145,1.84771,1.87356,1.9183,1.96694,1.99299,1.98771,1.97662,1.99583,2.06846,2.19079,2.32552,2.41626,2.44651,2.4392,2.41143,2.37189,2.32864,2.28681,2.24664,2.20733,2.17241,2.14467,2.12545,2.11635,2.11936,2.14517,2.21944,2.36413,2.5475,10.35,8.78,N,N,N,N,N,N,N,N
2140725,1.97788,1.9321,1.89429,1.86281,1.83374,1.8071,1.7824,1.76191,1.75055,1.75206,1.77082,1.80563,1.84403,1.86403,1.85832,1.84782,1.8633,1.92589,2.03252,2.14985,2.22752,2.2519,2.24365,2.2178,2.18155,2.14234,2.1048,2.06904,2.03408,2.00346,1.97884,1.9622,1.95454,1.95784,1.98133,2.04882,2.18127,2.3539,10.45,11.59,Y,Y,Y,Y,Y,Y,Y,Y
213014,1.90941,1.86769,1.83286,1.80066,1.77344,1.75306,1.73096,1.7061,1.69045,1.69057,1.70841,1.74246,1.78045,1.80003,1.79224,1.7791,1.79102,1.84916,1.94938,2.06152,2.13894,2.1654,2.1589,2.13414,2.09826,2.05797,2.01926,1.98218,1.94483,1.91136,1.88551,1.86836,1.85993,1.86222,1.88351,1.95089,2.08563,2.27083,14.33,10.94,Y,Y,Y,Y,Y,Y,Y,Y
2141042,1.97058,1.92997,1.89721,1.87096,1.84729,1.82623,1.80653,1.79079,1.78512,1.79421,1.82226,1.86821,1.91772,1.9457,1.94395,1.93741,1.96108,2.03697,2.15871,2.28833,2.37355,2.4004,2.39118,2.36295,2.32367,2.28117,2.24031,2.20138,2.16367,2.13066,2.10498,2.08804,2.0808,2.08531,2.11158,2.18515,2.32785,2.50904,10.08,10.32,N,N,N,N,N,N,N,N
2140172,2.52066,2.47188,2.43126,2.39569,2.36279,2.3328,2.30462,2.28081,2.26646,2.26578,2.28215,2.31488,2.35065,2.36656,2.35655,2.3434,2.35811,2.4207,2.52695,2.64181,2.71607,2.73782,2.72822,2.70101,2.66312,2.62174,2.5815,2.54241,2.50371,2.4693,2.4418,2.42277,2.41326,2.41547,2.43963,2.50982,2.64742,2.81896,10.35,12.04,Y,Y,Y,Y,Y,Y,Y,Y
2140466,2.42043,2.38004,2.34668,2.31811,2.29145,2.26673,2.24407,2.22537,2.21457,2.21491,2.22936,2.25758,2.28772,2.29996,2.29021,2.27788,2.2886,2.33911,2.42847,2.52702,2.59171,2.61194,2.606,2.5849,2.55317,2.51771,2.48319,2.44942,2.41601,2.38595,2.36179,2.34521,2.33697,2.33917,2.36023,2.42202,2.54246,2.69296,14.94,9.3,N,N,N,N,N,N,N,N
213003,1.94195,1.90089,1.86578,1.8345,1.80841,1.78826,1.76655,1.74191,1.7263,1.72591,1.74249,1.77445,1.81045,1.82917,1.822,1.80931,1.82052,1.87624,1.97399,2.08363,2.15763,2.18048,2.17125,2.14467,2.10784,2.06795,2.03,1.99418,1.95786,1.92524,1.89957,1.88195,1.87265,1.87326,1.89195,1.95469,2.08275,2.25941,9.36,11.32,N,N,N,N,N,N,N,N
GC2601097,2.19711,2.14695,2.10579,2.06819,2.03555,2.00963,1.98214,1.9519,1.93176,1.92718,1.93964,1.96788,1.99919,2.01233,2.00122,1.98664,1.9965,2.04949,2.14045,2.24128,2.3114,2.3368,2.33352,2.31314,2.28053,2.24287,2.20557,2.16929,2.13255,2.09908,2.07409,2.05806,2.05129,2.05485,2.07788,2.14636,2.28255,2.46414,14.4,11.7,N,N,N,N,N,N,N,N
2120131,1.80827,1.76938,1.73818,1.71376,1.69231,1.67397,1.65706,1.64401,1.63951,1.64783,1.67263,1.71287,1.75651,1.78314,1.78726,1.79074,1.82338,1.9014,2.01196,2.12095,2.19093,2.21237,2.20272,2.17615,2.13998,2.101,2.06399,2.02953,1.99729,1.97049,1.95153,1.94158,1.94076,1.95006,1.97794,2.04943,2.18642,2.36291,10,14.6,N,N,N,N,N,N,N,N
214039,1.95432,1.90965,1.87237,1.83829,1.80971,1.78838,1.76564,1.74024,1.72463,1.72476,1.74251,1.77653,1.81378,1.83161,1.82284,1.8092,1.81939,1.87439,1.97048,2.07907,2.15461,2.18173,2.17863,2.15763,2.1243,2.08611,2.04866,2.01191,1.97454,1.94138,1.91551,1.89837,1.8905,1.89281,1.91381,1.98064,2.11404,2.29327,13.9,9.4,N,N,N,N,N,N,N,N
2140520,2.20443,2.15453,2.11226,2.07606,2.04223,2.01078,1.98059,1.95472,1.93852,1.93686,1.95348,1.98754,2.02622,2.04585,2.03634,2.02031,2.03185,2.0948,2.20784,2.33521,2.41967,2.44499,2.43421,2.40432,2.36416,2.32142,2.2807,2.24221,2.20485,2.1709,2.14336,2.12344,2.11276,2.11397,2.1368,2.20557,2.34242,2.52069,8.37,9.24,N,N,N,N,N,N,N,N
2140120,1.87787,1.83763,1.80434,1.7767,1.75087,1.72701,1.70466,1.68618,1.67599,1.678,1.6951,1.72725,1.76195,1.77826,1.77069,1.76018,1.77404,1.83058,1.92677,2.03305,2.10523,2.13016,2.12608,2.10528,2.07319,2.037,2.00157,1.96729,1.93382,1.90452,1.88172,1.86673,1.86067,1.865,1.88839,1.95432,2.0813,2.24407,13.94,10.26,N,N,N,N,N,N,N,N
2121075,1.94537,1.90383,1.87007,1.84227,1.81645,1.79299,1.77136,1.75429,1.74655,1.75224,1.77479,1.81387,1.85615,1.87861,1.87419,1.86526,1.88305,1.94829,2.05762,2.1769,2.2561,2.28171,2.27457,2.2494,2.21374,2.17488,2.13746,2.10179,2.06685,2.03583,2.01132,1.99482,1.98727,1.99049,2.01396,2.0821,2.21558,2.38821,10.6,9.7,N,N,N,N,N,N,N,N
2120356,1.88906,1.84917,1.81722,1.79168,1.76876,1.7484,1.72966,1.71495,1.70912,1.71614,1.73906,1.77745,1.81881,1.84217,1.84212,1.83999,1.86463,1.93341,2.03829,2.14702,2.21873,2.24231,2.23558,2.21222,2.17853,2.1414,2.10568,2.07168,2.03924,2.01158,1.991,1.97884,1.97552,1.9825,2.00812,2.07655,2.20831,2.37844,10.3,10.2,Y,Y,Y,Y,Y,Y,Y,Y
2120284,1.9021,1.85999,1.82553,1.79735,1.77155,1.74822,1.72674,1.70934,1.70105,1.70608,1.72768,1.76546,1.80666,1.82942,1.82693,1.82116,1.84252,1.91071,2.01985,2.13569,2.21112,2.23422,2.2254,2.19945,2.16347,2.12455,2.08746,2.05218,2.01812,1.98833,1.96549,1.95086,1.94548,1.95075,1.97588,2.04494,2.17985,2.35501,10.8,10.7,N,N,N,N,N,N,N,N
2120793,2.08321,2.03429,1.99314,1.95789,1.92543,1.89594,1.86852,1.84553,1.83143,1.82949,1.84307,1.87204,1.90399,1.91845,1.91142,1.904,1.92304,1.98505,2.08193,2.18302,2.24947,2.27088,2.26439,2.24172,2.20806,2.17017,2.13313,2.09749,2.06302,2.03357,2.01148,1.99808,1.99392,1.99984,2.02513,2.09403,2.22707,2.3968,14.6,11.9,N,N,N,N,N,N,N,N
2141313,1.91412,1.87876,1.8509,1.82893,1.80864,1.78997,1.77247,1.75883,1.7551,1.76549,1.79374,1.83928,1.88778,1.91408,1.90988,1.89936,1.91584,1.98241,2.09868,2.22865,2.31567,2.34419,2.33797,2.31273,2.27596,2.23547,2.19631,2.15861,2.12135,2.08778,2.06062,2.04172,2.03259,2.03536,2.05972,2.13058,2.26833,2.44388,12.14,9.23,N,N,N,N,N,N,N,N
