SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Protein,Moisture,Exclude
2140774s6,2.11363,2.06862,2.03071,1.99735,1.96737,1.94012,1.91406,1.89138,1.87737,1.87691,1.8912,1.92221,1.95576,1.96901,1.95699,1.94087,1.95017,2.00549,2.10742,2.22242,2.29956,2.32357,2.31761,2.29463,2.26167,2.22429,2.18893,2.15517,2.1196,2.08836,2.06295,2.04512,2.03524,2.03706,2.06065,2.12874,2.25846,2.42112,11.72,8.16,N
2140731s5,1.94819,1.91061,1.87982,1.85441,1.83037,1.80993,1.79043,1.77431,1.76674,1.77172,1.79324,1.83069,1.87038,1.88964,1.88219,1.87002,1.88384,1.94447,2.0511,2.16938,2.24645,2.27103,2.26479,2.24172,2.20867,2.17274,2.13809,2.1045,2.07056,2.03992,2.01512,1.99771,1.98867,1.99082,2.01435,2.08215,2.2123,2.37539,10.97,8.29,N
2130234s6,2.03801,1.99069,1.95137,1.91824,1.89029,1.86689,1.84536,1.82736,1.81843,1.82343,1.84652,1.88667,1.92946,1.95066,1.94652,1.94134,1.96664,2.03993,2.15231,2.26787,2.34389,2.37019,2.36598,2.34412,2.31034,2.27209,2.23424,2.19721,2.16089,2.12932,2.106,2.09205,2.08808,2.0955,2.12546,2.20324,2.35002,2.52913,14.19,11.51,N
2131323s4,2.09844,2.05341,2.01759,1.98761,1.96051,1.93533,1.91057,1.8891,1.87688,1.87917,1.89975,1.93795,1.98041,2.00294,1.99701,1.98596,2.00279,2.06997,2.1847,2.31098,2.39465,2.4208,2.41135,2.38365,2.34592,2.30545,2.26704,2.23032,2.19424,2.16224,2.13606,2.11772,2.10837,2.11068,2.13524,2.20581,2.34251,2.51639,9.06,9.38,N
2130782s7,1.93701,1.89731,1.86344,1.83423,1.8088,1.78687,1.76646,1.74947,1.74062,1.74395,1.76371,1.79878,1.83618,1.85402,1.84737,1.8389,1.85906,1.92585,2.03247,2.14394,2.21601,2.23752,2.22969,2.20565,2.17196,2.13528,2.09987,2.06551,2.03152,2.00177,1.97911,1.96441,1.95877,1.9638,1.99002,2.06178,2.19662,2.36558,10.83,10.31,N
2130168s3,2.37348,2.31607,2.26714,2.225,2.18821,2.15539,2.12392,2.09624,2.07895,2.07696,2.09441,2.13095,2.17143,2.18947,2.17806,2.16263,2.17798,2.24606,2.36267,2.49026,2.57486,2.60215,2.59471,2.5676,2.52827,2.48446,2.44183,2.40015,2.35931,2.32288,2.29426,2.27485,2.26599,2.26955,2.29693,2.37537,2.52762,2.7193,12.69,9.97,N
2130778s10,1.91027,1.87456,1.84614,1.82281,1.80264,1.78477,1.76683,1.75154,1.7456,1.75116,1.77461,1.81416,1.85608,1.8775,1.87273,1.86447,1.88353,1.94929,2.05735,2.17415,2.25185,2.27853,2.27393,2.25197,2.2188,2.18195,2.14594,2.11085,2.07633,2.04612,2.02263,2.00744,2.00159,2.00679,2.03337,2.10472,2.23999,2.40804,12.81,10.03,N
2130818s1,1.75204,1.72008,1.69478,1.67499,1.65915,1.64605,1.6332,1.62196,1.61863,1.62785,1.65325,1.69176,1.73755,1.76196,1.76205,1.75921,1.78322,1.85181,1.95722,2.06683,2.14017,2.16572,2.16139,2.14041,2.10912,2.07418,2.04011,2.0074,1.9759,1.94878,1.92839,1.91594,1.91212,1.91831,1.94406,2.01246,2.14329,2.30797,11.5,11.41,N
2130378s3,1.98485,1.93891,1.9003,1.86754,1.83923,1.81436,1.79057,1.76985,1.75727,1.75722,1.7741,1.80675,1.8423,1.85904,1.85269,1.84499,1.86548,1.93098,2.03328,2.13978,2.20915,2.23234,2.2268,2.20472,2.17205,2.13587,2.10038,2.06588,2.03216,2.00303,1.98119,1.96795,1.96386,1.97056,1.99809,2.0708,2.20787,2.37847,13.01,11.36,N
2140299s10,2.14899,2.10146,2.06243,2.02921,1.99985,1.97316,1.94709,1.92492,1.91307,1.91345,1.9318,1.96769,2.00628,2.02215,2.00973,1.9919,1.99988,2.05545,2.16094,2.28295,2.36563,2.39468,2.39275,2.37249,2.3399,2.30074,2.26291,2.22522,2.18754,2.15307,2.12488,2.10469,2.09409,2.09554,2.11968,2.19102,2.32827,2.49645,16.06,7.94,N
2131709s3,2.19183,2.14281,2.10265,2.06823,2.03788,2.01037,1.98284,1.95825,1.94386,1.94524,1.96679,2.00781,2.05321,2.07644,2.06959,2.05835,2.07823,2.15157,2.27336,2.40493,2.49208,2.51942,2.51002,2.48081,2.43958,2.39434,2.35068,2.30868,2.26797,2.23215,2.20368,2.18438,2.17568,2.17943,2.20673,2.28381,2.43414,2.62489,11.8,10.39,N
2141220s3,2.39531,2.34624,2.30587,2.27211,2.24194,2.21444,2.18882,2.16762,2.1571,2.16143,2.18437,2.22613,2.26969,2.28762,2.27537,2.26019,2.27441,2.34004,2.45529,2.58374,2.66958,2.69904,2.69612,2.67381,2.63729,2.59532,2.55355,2.51176,2.46877,2.4303,2.40007,2.37947,2.37032,2.37328,2.40191,2.48304,2.6355,2.81977,16.73,8.59,N
2140658s7,2.18465,2.14193,2.10578,2.07547,2.04966,2.02716,2.00495,1.98611,1.97718,1.98279,2.00663,2.04816,2.09282,2.11504,2.10843,2.09795,2.11717,2.18785,2.30556,2.43202,2.5134,2.53803,2.52933,2.50244,2.46433,2.42269,2.38243,2.34335,2.30488,2.26987,2.24202,2.22299,2.21418,2.21768,2.2444,2.32018,2.46724,2.64979,12.09,9.41,N
2141171s8,2.37196,2.3102,2.25807,2.21111,2.16952,2.13469,2.10262,2.07564,2.06017,2.06171,2.08475,2.12672,2.17223,2.1948,2.18886,2.18317,2.21617,2.30719,2.44145,2.57394,2.6553,2.6764,2.66072,2.6257,2.58089,2.53319,2.48786,2.44427,2.40123,2.36445,2.3376,2.32123,2.31579,2.32369,2.35736,2.44504,2.61214,2.81722,8.26,12.44,N
2131714s4,1.90547,1.86935,1.83978,1.81495,1.79284,1.7733,1.75455,1.73866,1.73124,1.73649,1.7587,1.79725,1.83879,1.8596,1.85328,1.8424,1.85814,1.92084,2.02933,2.14923,2.22811,2.25341,2.24666,2.22254,2.18776,2.15029,2.11418,2.07964,2.04543,2.01461,1.98958,1.97187,1.96304,1.96542,1.98912,2.057,2.18808,2.35406,11.28,8.87,N
2141215s3,2.67372,2.61556,2.56696,2.52515,2.48943,2.45771,2.4266,2.39875,2.38265,2.38515,2.41077,2.45805,2.51052,2.53913,2.53447,2.52532,2.55339,2.64322,2.78451,2.93047,3.02208,3.04659,3.03105,2.9939,2.94595,2.89447,2.84488,2.79716,2.75071,2.70922,2.67676,2.65494,2.645,2.64916,2.6803,2.76681,2.93694,3.14575,8.97,11.14,N
2131961s10,2.12976,2.0801,2.03876,2.00321,1.97192,1.9444,1.91859,1.89454,1.8805,1.88051,1.89856,1.93367,1.972,1.98989,1.98155,1.97085,1.98933,2.05664,2.16739,2.28512,2.36159,2.38493,2.37621,2.34972,2.31257,2.2723,2.23353,2.19588,2.15868,2.12585,2.10033,2.0835,2.07667,2.08199,2.11049,2.18664,2.32993,2.50913,12,10.29,N
2140247s1,1.85722,1.81292,1.77533,1.74318,1.71543,1.69085,1.66717,1.64656,1.6345,1.6352,1.65203,1.68403,1.71913,1.73635,1.72973,1.72023,1.73688,1.79829,1.89943,2.00751,2.07849,2.1018,2.09496,2.07164,2.0392,2.00405,1.97025,1.93778,1.90609,1.87811,1.85655,1.84242,1.83667,1.84104,1.86547,1.93221,2.06052,2.22398,10.33,10.28,N
2130892s6,1.78533,1.75013,1.72187,1.69891,1.67933,1.66271,1.64634,1.63245,1.62666,1.63301,1.65479,1.69131,1.73029,1.75139,1.74993,1.74669,1.77023,1.83662,1.93757,2.04115,2.10921,2.13183,2.12601,2.10435,2.07296,2.03832,2.00474,1.97254,1.94153,1.915,1.89536,1.88368,1.88053,1.88696,1.91249,1.97977,2.10917,2.27245,11.75,11.55,N
2130128s4,2.14475,2.09071,2.04485,2.00532,1.97024,1.93905,1.90915,1.88319,1.86659,1.86369,1.87819,1.90991,1.94478,1.95885,1.94755,1.93349,1.94785,2.00999,2.11535,2.22945,2.30501,2.33016,2.32481,2.30185,2.26714,2.22828,2.19018,2.15285,2.11602,2.08343,2.05812,2.04151,2.0346,2.0392,2.06606,2.14019,2.28165,2.45874,13.71,10.13,N
2130526s1,1.89491,1.85553,1.82378,1.79739,1.77485,1.75558,1.73653,1.72006,1.71182,1.71716,1.74008,1.78002,1.82343,1.84693,1.8442,1.83815,1.86031,1.92988,2.04066,2.15803,2.23569,2.26183,2.25602,2.23246,2.19845,2.16082,2.12447,2.08931,2.05513,2.02536,2.00252,1.98795,1.98234,1.98773,2.01403,2.08547,2.22244,2.39547,11.68,10.8,N
2130173s2,2.20575,2.16195,2.12688,2.09847,2.07371,2.05197,2.03005,2.01094,2.00286,2.01303,2.04623,2.10114,2.16097,2.19452,2.19036,2.17801,2.1994,2.28155,2.42259,2.57889,2.68277,2.71535,2.70525,2.67291,2.62907,2.58216,2.53705,2.49396,2.45088,2.41173,2.3794,2.35594,2.34279,2.34375,2.37064,2.45017,2.60783,2.80555,7.89,8.5,N
2130003s4,1.70669,1.67508,1.64967,1.62879,1.6115,1.59773,1.58421,1.57353,1.5711,1.5818,1.60913,1.65198,1.69691,1.72153,1.72117,1.7187,1.74472,1.81695,1.92749,2.04124,2.11426,2.13749,2.13048,2.10691,2.07423,2.03904,2.00518,1.97271,1.94067,1.91292,1.89197,1.87879,1.87411,1.87953,1.90526,1.9746,2.10619,2.27139,10.32,10.73,N
2130853s8,2.0141,1.97204,1.93863,1.90965,1.88531,1.86377,1.84296,1.82492,1.81625,1.82176,1.84518,1.88524,1.9287,1.9519,1.9475,1.93877,1.95871,2.02852,2.14364,2.26712,2.3481,2.37351,2.36476,2.33858,2.30164,2.261,2.22269,2.18613,2.1504,2.11842,2.09336,2.07662,2.06904,2.07298,2.09879,2.17112,2.31145,2.49001,10.19,9.9,N
2140261s1,1.69791,1.66493,1.63835,1.6165,1.59785,1.58209,1.5668,1.5539,1.54826,1.55402,1.57433,1.6086,1.64455,1.66225,1.6587,1.65386,1.673,1.73081,1.82151,1.91677,1.9807,2.00465,2.00384,1.98822,1.96259,1.93257,1.9032,1.87397,1.84522,1.82059,1.80227,1.79107,1.788,1.79404,1.8184,1.88233,2.00159,2.14957,14.59,10.88,N
2130857s8,1.95673,1.91681,1.88448,1.85774,1.83541,1.8167,1.79858,1.78368,1.77809,1.78743,1.81558,1.86197,1.91233,1.94132,1.94013,1.93387,1.95843,2.03577,2.16061,2.29381,2.38159,2.40934,2.39954,2.36993,2.3303,2.28855,2.24734,2.20969,2.17177,2.13877,2.11279,2.09533,2.08736,2.09124,2.11759,2.19194,2.33742,2.52296,8.01,10.16,N
2141137s1,2.20449,2.15662,2.11685,2.08286,2.05303,2.02626,2.00052,1.9786,1.96646,1.9692,1.99075,2.03057,2.07383,2.09497,2.08674,2.07392,2.09073,2.15946,2.27739,2.40704,2.49259,2.5195,2.51127,2.48379,2.4449,2.40254,2.36151,2.32176,2.28247,2.24715,2.21878,2.19906,2.18931,2.19178,2.21778,2.2931,2.43875,2.62228,11.18,9.25,N
2141209s5,2.09836,2.05424,2.01719,1.98699,1.96272,1.94319,1.92503,1.91024,1.90576,1.91715,1.94914,2.0004,2.05397,2.08262,2.0821,2.08138,2.1172,2.20849,2.34147,2.47421,2.55857,2.58513,2.57635,2.54785,2.50742,2.4631,2.41992,2.37796,2.33687,2.30177,2.27623,2.2611,2.25702,2.2655,2.29894,2.38588,2.54869,2.74457,11.69,12.37,N
2130139s9,2.00966,1.96226,1.92357,1.89167,1.86409,1.83962,1.81656,1.79742,1.78781,1.79212,1.81369,1.85303,1.89469,1.91455,1.90866,1.90133,1.92316,1.99187,2.10092,2.21559,2.29263,2.32034,2.31718,2.29629,2.26314,2.22497,2.18707,2.14969,2.11316,2.08135,2.05721,2.04225,2.03709,2.04344,2.07158,2.14632,2.28803,2.46239,15.08,11.01,N
2140576s7,2.05916,2.01463,1.97732,1.94538,1.91719,1.89167,1.86694,1.84556,1.8333,1.83475,1.85332,1.88868,1.92663,1.94375,1.93338,1.91812,1.92957,1.98953,2.09833,2.22027,2.30064,2.32612,2.31937,2.29476,2.25936,2.22097,2.18408,2.14813,2.1123,2.07972,2.05351,2.03476,2.02522,2.02717,2.05151,2.12228,2.25667,2.42573,11.27,8.24,N
2131222s2,2.14919,2.10292,2.06455,2.03198,2.00367,1.97852,1.9542,1.93346,1.92196,1.92453,1.94489,1.98213,2.02257,2.04254,2.03612,2.02681,2.04706,2.11652,2.22882,2.34803,2.42659,2.45196,2.4441,2.41795,2.38079,2.34005,2.30055,2.26243,2.22518,2.19268,2.16744,2.15098,2.14428,2.14928,2.17655,2.25085,2.39565,2.57653,11.19,10.62,N
2130847s3,1.92965,1.88861,1.85566,1.82854,1.80527,1.78477,1.76568,1.75091,1.74406,1.75215,1.77872,1.82031,1.86974,1.89583,1.89371,1.88748,1.91094,1.98498,2.10447,2.23116,2.3138,2.33956,2.33042,2.30281,2.26518,2.22497,2.18664,2.15001,2.11402,2.08221,2.05741,2.04134,2.0339,2.03806,2.06467,2.13844,2.28081,2.46179,9.22,10.27,N
2140646s5,1.9314,1.88941,1.85474,1.8253,1.79989,1.77802,1.75729,1.73988,1.73105,1.73476,1.7553,1.7917,1.83037,1.84899,1.84319,1.83531,1.8548,1.91902,2.02222,2.1323,2.20575,2.23191,2.22869,2.20854,2.17691,2.14115,2.10594,2.07127,2.03714,2.00751,1.98512,1.97094,1.96603,1.97188,1.99857,2.06994,2.2049,2.3724,13.53,10.53,N
2141224s3,2.42981,2.38071,2.33951,2.30401,2.27305,2.24602,2.21998,2.19758,2.18521,2.18726,2.20766,2.2459,2.28699,2.30526,2.29556,2.283,2.29945,2.36622,2.48005,2.60417,2.68478,2.70997,2.70298,2.67741,2.63958,2.59753,2.55673,2.51659,2.47654,2.44058,2.4117,2.39176,2.3817,2.38447,2.41082,2.48605,2.63247,2.81217,13.46,9.3,N
2131406s5,1.90074,1.8616,1.82968,1.80236,1.77809,1.7567,1.73594,1.71819,1.70858,1.71222,1.73227,1.7682,1.80734,1.82761,1.82194,1.81194,1.82862,1.89238,2.00025,2.11743,2.19352,2.21702,2.20896,2.18385,2.14967,2.11331,2.07871,2.04566,2.0127,1.98315,1.95973,1.94363,1.93601,1.93918,1.9635,2.0319,2.16371,2.33141,9.38,9.26,N
2140390s6,2.03024,1.98775,1.95236,1.92222,1.89529,1.87081,1.8466,1.8254,1.81312,1.81405,1.83137,1.86478,1.90155,1.9184,1.9091,1.89537,1.9073,1.96576,2.0708,2.18872,2.26611,2.29028,2.28299,2.25834,2.22368,2.18613,2.15025,2.11573,2.08152,2.05039,2.0251,2.00715,1.99782,1.99959,2.02281,2.09046,2.22112,2.38635,11.34,8.5,N
2130415s6,2.10714,2.05663,2.01494,1.97964,1.94882,1.92155,1.8947,1.87114,1.85758,1.85953,1.88118,1.92161,1.96618,1.98907,1.98239,1.97201,1.9921,2.06416,2.18236,2.3099,2.39604,2.42542,2.41896,2.39275,2.35456,2.31228,2.27084,2.23084,2.19192,2.15793,2.13145,2.11404,2.10645,2.11078,2.13791,2.21374,2.36103,2.54657,11.52,10.68,N
2140770s9,2.10011,2.06013,2.02662,1.99832,1.97359,1.95108,1.92889,1.9104,1.89914,1.90176,1.92092,1.95623,1.99457,2.01251,2.00273,1.98695,1.99554,2.05114,2.157,2.27852,2.35826,2.38282,2.37541,2.35078,2.31602,2.27901,2.24387,2.20993,2.17585,2.14442,2.11824,2.09859,2.0874,2.08741,2.10898,2.1739,2.30101,2.46105,10.36,7.36,N
2140680s9,2.36916,2.3191,2.27738,2.24062,2.20635,2.17449,2.14458,2.11944,2.10619,2.10983,2.13305,2.1759,2.22334,2.25259,2.24359,2.22502,2.23695,2.30774,2.44026,2.59156,2.68777,2.71252,2.69651,2.65969,2.61389,2.5666,2.52263,2.48073,2.43883,2.39941,2.36587,2.33983,2.3236,2.32185,2.34615,2.42163,2.57222,2.76284,4.07,6.69,N
2140683s10,2.28915,2.24224,2.2039,2.17115,2.14184,2.11529,2.09,2.06865,2.05812,2.06376,2.08972,2.13537,2.18459,2.20868,2.19936,2.18373,2.19945,2.27273,2.40443,2.55271,2.64957,2.67821,2.66737,2.63562,2.59291,2.54723,2.50363,2.46184,2.41956,2.38036,2.34805,2.32463,2.31177,2.31278,2.34051,2.42081,2.57672,2.76982,9.82,7.45,N
2131168s8,2.08974,2.04303,2.00464,1.97388,1.94537,1.92085,1.89603,1.87498,1.86443,1.86841,1.89084,1.93107,1.97549,1.99824,1.99162,1.97908,1.99505,2.06255,2.17908,2.30869,2.39523,2.42369,2.41669,2.39054,2.35328,2.3122,2.27254,2.23392,2.19603,2.16197,2.13474,2.11582,2.10663,2.10903,2.13433,2.20652,2.34926,2.53064,10.85,9.1,N
2140255s4,1.77117,1.73645,1.70791,1.68482,1.66556,1.64885,1.6325,1.61867,1.61256,1.61804,1.63819,1.67248,1.70927,1.72839,1.72454,1.71757,1.73421,1.7916,1.88596,1.98768,2.05587,2.0801,2.07737,2.05903,2.03093,1.99969,1.96912,1.93965,1.91088,1.8854,1.86567,1.85276,1.8478,1.85229,1.87533,1.93771,2.05698,2.20676,12.23,10.1,N
2131293s5,2.15526,2.11144,2.07507,2.04373,2.01526,1.98827,1.96183,1.93989,1.92537,1.92441,1.93933,1.9703,2.00362,2.01601,2.00175,1.98257,1.9882,2.03986,2.1401,2.25622,2.33379,2.35872,2.35282,2.32943,2.29442,2.25572,2.21823,2.18131,2.14454,2.11098,2.08312,2.06268,2.05142,2.05159,2.07384,2.14164,2.27262,2.43674,13.13,7.66,N
2131956s6,2.30029,2.25224,2.21175,2.17701,2.14673,2.12039,2.09502,2.07382,2.0627,2.06648,2.08887,2.12954,2.17308,2.1931,2.18373,2.17113,2.18903,2.25923,2.37798,2.50713,2.59232,2.61821,2.61051,2.58363,2.54487,2.50219,2.46059,2.42001,2.37965,2.34324,2.3142,2.29429,2.2846,2.28791,2.31533,2.39331,2.54254,2.72765,12.56,9.17,N
2131511s5,1.9337,1.89269,1.85897,1.83053,1.80695,1.78727,1.76844,1.75245,1.7452,1.7516,1.77585,1.81651,1.86031,1.88537,1.88543,1.88354,1.91236,1.99014,2.10611,2.22235,2.29594,2.31762,2.30673,2.27858,2.2411,2.2013,2.16347,2.12762,2.09324,2.06367,2.04197,2.02908,2.02541,2.0324,2.06053,2.13463,2.27756,2.45964,9.28,12.08,N
2131229s8,2.00653,1.96218,1.92592,1.89666,1.87061,1.84935,1.82919,1.81234,1.80498,1.81235,1.83836,1.88159,1.92852,1.95382,1.95237,1.94899,1.97773,2.05736,2.17843,2.30219,2.3835,2.41007,2.40172,2.37428,2.33578,2.29384,2.25345,2.21488,2.17769,2.14654,2.12197,2.10759,2.1031,2.11023,2.13977,2.21834,2.36834,2.55686,10.6,11.78,N
2131041s3,1.87441,1.83199,1.79749,1.76986,1.74658,1.72686,1.70788,1.69212,1.68464,1.69123,1.71515,1.75536,1.79905,1.82446,1.82501,1.82296,1.85046,1.92519,2.03791,2.15305,2.22859,2.25303,2.24462,2.2185,2.18218,2.14283,2.10489,2.06894,2.03487,2.00589,1.98428,1.97143,1.96776,1.9746,2.00177,2.07347,2.21252,2.38999,10.29,12.06,N
2103406s9,2.02136,1.97678,1.93945,1.90759,1.87964,1.85476,1.83089,1.81055,1.79892,1.80015,1.81751,1.85173,1.88844,1.90433,1.89505,1.8828,1.89656,1.95509,2.05506,2.16514,2.23893,2.26514,2.26249,2.243,2.21162,2.17571,2.1403,2.10525,2.07046,2.03975,2.01555,1.9993,1.99211,1.99558,2.01973,2.08824,2.22024,2.38455,14.88,9.75,N
2130530s6,1.87549,1.83426,1.80177,1.77513,1.75188,1.73196,1.71333,1.69842,1.69214,1.69948,1.72375,1.76423,1.80681,1.82904,1.82681,1.8237,1.84984,1.9219,2.03092,2.14254,2.21583,2.24111,2.23657,2.21481,2.18212,2.14532,2.10922,2.07411,2.03968,2.01014,1.98837,1.97557,1.97217,1.97957,2.00836,2.08239,2.22227,2.39441,13.36,11.55,N
2140674s10,2.26275,2.21396,2.17235,2.13646,2.10516,2.07661,2.04863,2.02413,2.0092,2.00848,2.02553,2.0599,2.0981,2.11492,2.10235,2.08288,2.08933,2.14649,2.25944,2.39149,2.47717,2.50177,2.49186,2.46326,2.42469,2.38381,2.34526,2.30817,2.27114,2.23619,2.20655,2.18399,2.17073,2.16984,2.19201,2.26091,2.39664,2.56965,10.23,6.59,N
2130245s5,2.43535,2.38585,2.34529,2.31147,2.28105,2.25304,2.22553,2.20144,2.18756,2.18956,2.21171,2.25334,2.29995,2.32487,2.31816,2.30454,2.32012,2.38857,2.50801,2.64171,2.73277,2.76274,2.75439,2.7251,2.68436,2.63952,2.59576,2.55389,2.51298,2.47609,2.44546,2.42332,2.41089,2.411,2.43434,2.50528,2.64912,2.83305,10.12,9.44,N
2140916s7,2.41775,2.35903,2.30945,2.26521,2.22556,2.19056,2.15807,2.13025,2.11286,2.11012,2.12663,2.16139,2.19906,2.21378,2.20047,2.18429,2.19856,2.26429,2.37725,2.50039,2.58146,2.60786,2.60164,2.5764,2.53858,2.49655,2.45527,2.41454,2.37337,2.3368,2.30804,2.28831,2.27903,2.28264,2.31118,2.39158,2.54401,2.73218,13.09,9.48,N
2140175s5,2.47088,2.42464,2.38725,2.35472,2.32552,2.2997,2.27525,2.25458,2.24433,2.25003,2.27595,2.32069,2.36781,2.3906,2.38311,2.37288,2.39688,2.47583,2.60151,2.73199,2.81537,2.84078,2.83136,2.80243,2.76248,2.71809,2.67441,2.63136,2.58796,2.54989,2.52053,2.50083,2.49222,2.49736,2.52903,2.61329,2.77184,2.96269,11.27,10.52,N
2130899s8,1.7861,1.75219,1.72511,1.704,1.6875,1.67403,1.66044,1.64855,1.64462,1.65373,1.67955,1.72094,1.7652,1.79118,1.79324,1.79314,1.82127,1.89477,2.00376,2.11402,2.18596,2.20988,2.20317,2.17973,2.14625,2.10941,2.07387,2.04002,2.00797,1.98067,1.9607,1.9492,1.94676,1.95401,1.98094,2.05087,2.18563,2.35694,11.41,12.15,N
2130165s10,2.25606,2.20412,2.15944,2.12015,2.08509,2.05317,2.02241,1.99551,1.97798,1.97373,1.98629,2.01549,2.04772,2.05921,2.04429,2.02505,2.03197,2.08583,2.18646,2.30109,2.37743,2.40237,2.39706,2.37421,2.33986,2.30126,2.26352,2.22644,2.1896,2.15618,2.12901,2.1096,2.09957,2.10121,2.1245,2.19374,2.32771,2.49613,13.45,8.56,N
2131841s6,2.50357,2.43989,2.38629,2.33979,2.29827,2.26085,2.22526,2.19446,2.17485,2.17142,2.18828,2.22533,2.26589,2.28213,2.26833,2.25164,2.26712,2.33711,2.4578,2.59091,2.68015,2.70963,2.70355,2.67675,2.63578,2.58915,2.54355,2.49789,2.45316,2.41343,2.382,2.36152,2.35207,2.35704,2.38816,2.47281,2.63479,2.83204,15.55,9.76,N
213117s1,1.77459,1.7346,1.70142,1.67364,1.64993,1.62907,1.6083,1.5907,1.58122,1.58404,1.60219,1.63515,1.67049,1.68824,1.68341,1.67692,1.69658,1.7589,1.85721,1.9598,2.02687,2.04899,2.04324,2.0217,1.99064,1.95635,1.92334,1.89132,1.86041,1.83368,1.81339,1.80106,1.79695,1.80265,1.82752,1.89399,2.02079,2.18124,12.02,10.97,N
2140955s7,2.3225,2.26524,2.21682,2.17458,2.13638,2.10072,2.06622,2.03572,2.01469,2.00688,2.01573,2.04133,2.07049,2.07979,2.06273,2.04031,2.04203,2.09144,2.19168,2.3099,2.38819,2.41222,2.40542,2.38128,2.34559,2.30618,2.2681,2.23086,2.19349,2.15894,2.12992,2.10847,2.09667,2.0973,2.12052,2.19059,2.32553,2.49458,13.35,7.21,N
2130524s10,1.91625,1.87652,1.84412,1.81711,1.79402,1.77415,1.75539,1.74017,1.73373,1.73982,1.76247,1.80127,1.84186,1.86127,1.8558,1.84844,1.86824,1.93288,2.03668,2.14699,2.2207,2.24736,2.24534,2.22637,2.19562,2.16029,2.12521,2.09058,2.05634,2.02625,2.00345,1.98897,1.984,1.98974,2.01654,2.08903,2.22461,2.39167,14.93,10.44,N
2131421s9,1.9105,1.87482,1.84507,1.82048,1.8001,1.78228,1.76484,1.74994,1.74343,1.74954,1.77145,1.80854,1.84857,1.86987,1.86636,1.85915,1.87718,1.93992,2.04325,2.15466,2.22774,2.25153,2.24501,2.22211,2.18985,2.15488,2.12125,2.08897,2.05801,2.03027,2.00895,1.99477,1.98885,1.99268,2.01587,2.0808,2.2078,2.37064,10.72,9.97,N
2131451s9,2.35016,2.2916,2.24199,2.19843,2.15926,2.12394,2.09046,2.06123,2.04165,2.03595,2.04806,2.07759,2.11091,2.1246,2.11235,2.09608,2.10709,2.16642,2.27266,2.3911,2.46915,2.49352,2.48602,2.46074,2.42483,2.38561,2.34748,2.31033,2.27355,2.24039,2.21342,2.19464,2.18533,2.18817,2.21361,2.28547,2.42281,2.59474,12.19,9.06,N
2130860s3,2.03832,1.99456,1.95711,1.92479,1.89555,1.86888,1.84321,1.8214,1.80843,1.80823,1.82388,1.85583,1.89057,1.90531,1.89344,1.877,1.88418,1.94371,2.04737,2.16987,2.24759,2.27026,2.26099,2.23434,2.19801,2.15914,2.12213,2.08634,2.05073,2.0179,1.99096,1.97131,1.96057,1.96136,1.98395,2.05207,2.18495,2.35389,10.19,7.69,N
2131668s3,1.96627,1.92011,1.88083,1.84713,1.81711,1.79004,1.76401,1.74101,1.72605,1.72305,1.73601,1.76396,1.79533,1.81022,1.80281,1.79285,1.80839,1.86708,1.96305,2.06535,2.13348,2.15542,2.14843,2.12534,2.09272,2.05706,2.02263,1.98978,1.95817,1.93045,1.90887,1.89495,1.88946,1.89404,1.91783,1.98334,2.10925,2.27065,11.23,10.84,N
2130238s7,2.05569,2.01261,1.97716,1.94785,1.92291,1.90071,1.87865,1.85982,1.85043,1.85554,1.87887,1.91991,1.96492,1.98899,1.98375,1.97336,1.99078,2.05831,2.1737,2.30076,2.38596,2.41402,2.40706,2.38119,2.34427,2.30401,2.26525,2.22806,2.19176,2.15927,2.13317,2.11524,2.10662,2.10947,2.13423,2.20595,2.34612,2.52506,10.69,9.45,N
2140463s7,2.0272,1.98668,1.95429,1.92695,1.90309,1.88257,1.86319,1.84735,1.84089,1.84844,1.87371,1.916,1.96027,1.98191,1.97559,1.96444,1.98752,2.05755,2.17155,2.29262,2.37198,2.39851,2.393,2.36969,2.33501,2.29644,2.25873,2.22173,2.18438,2.1514,2.12584,2.10895,2.10184,2.10675,2.13484,2.21082,2.35502,2.53171,11.24,10.08,N
2131548s4,2.51761,2.46205,2.41552,2.37467,2.33769,2.30458,2.27364,2.24702,2.23088,2.2307,2.25083,2.29037,2.33314,2.35146,2.33937,2.3247,2.34418,2.4197,2.5455,2.68047,2.76804,2.79481,2.78502,2.75478,2.71241,2.66587,2.62039,2.57579,2.5309,2.49119,2.46,2.4388,2.42861,2.43211,2.46242,2.5462,2.70815,2.90551,11.6,9.77,N
2140254s8,1.98625,1.94272,1.90644,1.87534,1.84766,1.82339,1.80057,1.78138,1.77062,1.77195,1.78945,1.82206,1.85715,1.87336,1.86543,1.85541,1.87236,1.93441,2.03604,2.14476,2.21617,2.23963,2.23337,2.21065,2.17752,2.14105,2.1055,2.07107,2.03723,2.00748,1.9845,1.96948,1.96341,1.96809,1.99369,2.06323,2.1959,2.36194,11.8,10.24,N
