SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Protein,Moisture,Exclude
2141133s6,2.36722,2.3197,2.28052,2.24694,2.21728,2.19113,2.16654,2.14596,2.13538,2.1394,2.16212,2.20377,2.24748,2.26563,2.25361,2.23813,2.25199,2.31708,2.43217,2.56131,2.64833,2.67888,2.67681,2.65506,2.61905,2.57737,2.53583,2.49415,2.45203,2.41424,2.38393,2.36301,2.35298,2.35591,2.38387,2.46329,2.61402,2.79605,16.18,8.57,N
2140779s6,2.32339,2.26936,2.22362,2.18343,2.14694,2.11325,2.08169,2.05392,2.03523,2.02973,2.04077,2.06787,2.0981,2.11024,2.09633,2.0796,2.08824,2.14226,2.24115,2.35244,2.42614,2.4494,2.44211,2.41781,2.38285,2.34507,2.30835,2.27267,2.23677,2.20491,2.17842,2.15989,2.15028,2.1516,2.17502,2.24281,2.3738,2.53837,11.72,8.88,N
2140456s8,1.9394,1.89539,1.85946,1.829,1.8022,1.77882,1.757,1.73863,1.72932,1.7336,1.75557,1.79396,1.83575,1.85837,1.85505,1.84874,1.8714,1.94235,2.05521,2.17401,2.25114,2.27501,2.26586,2.23917,2.20304,2.16414,2.12711,2.0917,2.05702,2.02677,2.00333,1.98809,1.98203,1.98674,2.01278,2.08375,2.22024,2.39323,9.79,10.57,N
2140305s5,1.80983,1.77174,1.73944,1.71397,1.69327,1.67592,1.65936,1.64089,1.63335,1.6407,1.66205,1.69869,1.73807,1.76028,1.76129,1.76195,1.79072,1.86257,1.96541,2.06714,2.13418,2.15746,2.15231,2.13112,2.09923,2.06365,2.02882,1.99646,1.96466,1.93875,1.92052,1.91105,1.91089,1.92048,1.94942,2.01989,2.15376,2.32015,12.28,12.94,N
2140826s7,1.9286,1.89333,1.86436,1.84122,1.82087,1.80249,1.78455,1.76928,1.7621,1.76653,1.78612,1.82039,1.85662,1.87394,1.867,1.85582,1.8686,1.92416,2.02119,2.12907,2.20039,2.22442,2.22022,2.20011,2.17004,2.13683,2.10422,2.07267,2.04119,2.01273,1.98991,1.97433,1.96694,1.96954,1.99207,2.05571,2.17771,2.32987,12.4,8.76,N
2131294s9,1.92193,1.88362,1.85225,1.82608,1.80183,1.78116,1.76122,1.74482,1.73741,1.74324,1.76429,1.80663,1.84877,1.86884,1.86151,1.85044,1.86661,1.9303,2.03954,2.15948,2.23871,2.26574,2.26157,2.23967,2.20651,2.16967,2.13387,2.09876,2.06346,2.03191,2.00678,1.98943,1.98129,1.98452,2.00986,2.08157,2.21728,2.38462,14.31,9.11,N
2140921s3,2.07162,2.02813,1.99196,1.96059,1.93252,1.90695,1.88249,1.86158,1.84966,1.85048,1.86759,1.90082,1.93621,1.95001,1.93762,1.92058,1.92781,1.98049,2.08173,2.19887,2.27651,2.30238,2.29887,2.27826,2.24629,2.21063,2.17599,2.14169,2.1067,2.07467,2.04812,2.02866,2.018,2.01876,2.04139,2.10849,2.23606,2.39369,13.63,7.24,N
2131458s10,2.08976,2.04138,2.00108,1.96668,1.93655,1.91011,1.88493,1.86331,1.85096,1.85271,1.87221,1.90849,1.94771,1.96617,1.95857,1.94842,1.9668,2.03309,2.1425,2.2594,2.33604,2.36143,2.35593,2.33289,2.299,2.26154,2.22507,2.18942,2.15398,2.12249,2.09812,2.08217,2.07568,2.08078,2.10845,2.18248,2.32352,2.4977,12.51,10.04,N
2131954s5,2.18538,2.13582,2.09438,2.05659,2.02622,1.99953,1.97328,1.95012,1.94132,1.94593,1.97382,2.01932,2.06226,2.0798,2.07035,2.06201,2.08423,2.15911,2.28177,2.41334,2.4948,2.51925,2.50789,2.48106,2.44867,2.4098,2.36947,2.32773,2.28482,2.24256,2.21083,2.19313,2.186,2.19134,2.22078,2.29895,2.44748,2.63363,18.22,7.59,N
2140847s10,2.23732,2.19247,2.15544,2.12575,2.09978,2.07604,2.05255,2.03241,2.02264,2.02849,2.05385,2.09868,2.14789,2.17371,2.16702,2.15387,2.17027,2.24109,2.36585,2.50608,2.59908,2.62856,2.62025,2.59187,2.55171,2.5083,2.46645,2.4264,2.38707,2.35104,2.32129,2.29993,2.28867,2.28989,2.31539,2.38948,2.53619,2.71941,10.35,8.46,N
2131445s8,1.92351,1.8816,1.84709,1.81853,1.79441,1.77415,1.75532,1.7401,1.73342,1.73947,1.76204,1.80059,1.84145,1.86235,1.85882,1.85372,1.877,1.94616,2.05345,2.16494,2.23752,2.26159,2.2558,2.23317,2.20009,2.16351,2.12801,2.09369,2.06018,2.03104,2.00922,1.99581,1.99145,1.99753,2.02461,2.09651,2.23307,2.40307,12.35,11.04,N
2141313s4,1.93926,1.90425,1.87665,1.85413,1.83507,1.81851,1.80254,1.78919,1.78521,1.7957,1.82462,1.87157,1.92133,1.94796,1.94383,1.93367,1.95209,2.02171,2.1418,2.2745,2.36275,2.3919,2.38601,2.36074,2.32424,2.28431,2.24543,2.20784,2.17011,2.13609,2.1087,2.08966,2.08044,2.08335,2.10928,2.18321,2.32565,2.50411,11.41,8.57,N
2141226s2,2.70175,2.65136,2.60985,2.57494,2.54463,2.51788,2.49162,2.46911,2.45854,2.46547,2.49412,2.54368,2.59694,2.62412,2.61704,2.60537,2.62778,2.70917,2.84565,2.99432,3.09106,3.11979,3.10875,3.07563,3.03058,2.98154,2.93422,2.88821,2.84231,2.80056,2.76667,2.74279,2.72999,2.73144,2.76024,2.84217,3.00661,3.20643,10.78,9.18,N
2130006s10,1.95527,1.91188,1.8764,1.84711,1.8222,1.80068,1.78013,1.76283,1.75498,1.76122,1.78602,1.82786,1.87336,1.89879,1.89706,1.89155,1.91565,1.98994,2.1074,2.23046,2.31043,2.33511,2.32521,2.29702,2.25922,2.21892,2.18049,2.14406,2.10873,2.07781,2.05385,2.03831,2.03186,2.03633,2.0624,2.13431,2.27421,2.4529,9.08,10.79,N
2131323s3,2.10163,2.05613,2.01844,1.98578,1.957,1.93123,1.90637,1.88509,1.8731,1.87562,1.89652,1.93505,1.97721,1.99809,1.99017,1.97813,1.99562,2.06537,2.18373,2.31255,2.3959,2.42043,2.40968,2.38011,2.34111,2.29964,2.26046,2.22276,2.18562,2.15235,2.12565,2.10679,2.09728,2.09958,2.12494,2.19823,2.34027,2.52104,8.59,9.14,N
2131709s10,2.20077,2.15065,2.10965,2.07525,2.04463,2.01692,1.98982,1.9662,1.95284,1.95497,1.9768,2.01791,2.06304,2.08596,2.07889,2.06756,2.08759,2.16111,2.28302,2.41517,2.50291,2.53096,2.52231,2.4935,2.45273,2.40773,2.36408,2.32207,2.28107,2.24483,2.21613,2.19697,2.18832,2.19238,2.22042,2.29847,2.45081,2.64148,11.8,10.21,N
2131963s10,2.21781,2.17162,2.13344,2.10194,2.07521,2.05154,2.02778,2.00717,1.99669,2.00136,2.02581,2.06697,2.11269,2.13653,2.1307,2.11995,2.13872,2.20919,2.32732,2.45682,2.54189,2.56811,2.55996,2.53269,2.49416,2.45201,2.41127,2.37207,2.33378,2.29954,2.27231,2.2536,2.24484,2.24794,2.27397,2.34823,2.4937,2.67829,11.12,9.59,N
2140782s10,2.12282,2.07283,2.03039,1.99319,1.9599,1.92994,1.90148,1.87664,1.86048,1.85692,1.86944,1.8977,1.92872,1.9415,1.92979,1.9142,1.92392,1.97864,2.07512,2.18853,2.26249,2.28642,2.27992,2.25644,2.22265,2.18578,2.15025,2.11567,2.08161,2.05171,2.02626,2.00886,2.00001,2.00194,2.02522,2.09199,2.22059,2.38308,11.94,8.83,N
2131129s8,1.8587,1.81943,1.77953,1.75076,1.74217,1.72929,1.70885,1.69262,1.68631,1.69306,1.71762,1.76053,1.80191,1.82867,1.83022,1.82824,1.85209,1.92253,2.03586,2.15149,2.22506,2.25139,2.24448,2.22232,2.19403,2.15657,2.11817,2.08367,2.05165,2.02467,2.01434,2.0026,1.9973,2.00491,2.03471,2.10274,2.21464,2.34616,8.52,12.22,N
2140172s10,2.68485,2.63103,2.5856,2.54611,2.511,2.47969,2.44924,2.42236,2.40539,2.40339,2.42034,2.45536,2.49418,2.51169,2.50076,2.48602,2.50117,2.56806,2.68261,2.80763,2.88922,2.91351,2.90337,2.87379,2.83242,2.78762,2.7441,2.70178,2.65984,2.62219,2.59195,2.57081,2.55991,2.56141,2.58699,2.66424,2.81364,3.00166,11.56,9.73,N
2131630s7,2.34431,2.29359,2.2513,2.21467,2.18147,2.15052,2.1201,2.09311,2.07607,2.07447,2.09245,2.12894,2.16996,2.18952,2.17758,2.15842,2.16872,2.23373,2.35344,2.48922,2.57919,2.606,2.59446,2.5629,2.52063,2.476,2.43335,2.39237,2.35165,2.31433,2.28341,2.26057,2.24729,2.24681,2.27063,2.34436,2.49032,2.67743,7.71,8.08,N
2130134s7,1.90622,1.86186,1.82496,1.79394,1.76783,1.74567,1.72518,1.70851,1.70029,1.70433,1.72414,1.75921,1.79584,1.81317,1.80968,1.80704,1.83239,1.89983,1.99858,2.09767,2.16232,2.18523,2.1823,2.16397,2.13412,2.09944,2.06508,2.0312,1.99829,1.97043,1.95047,1.93941,1.9379,1.94646,1.97537,2.04782,2.1847,2.35246,16.15,12.26,N
2140689s2,2.0697,2.02209,1.9827,1.94897,1.91858,1.89073,1.86348,1.83951,1.82439,1.82273,1.83804,1.86958,1.90522,1.92186,1.91256,1.89819,1.90909,1.96734,2.07372,2.19432,2.27349,2.2972,2.28822,2.26176,2.22554,2.1868,2.14976,2.11442,2.07943,2.04742,2.02111,2.0022,1.99221,1.99363,2.01669,2.08381,2.21509,2.38351,10.75,8.34,N
2130285s5,1.85998,1.81827,1.78442,1.75624,1.73215,1.71163,1.69204,1.67564,1.66778,1.67397,1.69751,1.73781,1.78129,1.80485,1.80261,1.79744,1.82055,1.8908,2.00177,2.11877,2.19598,2.22186,2.21582,2.19233,2.15841,2.12113,2.0851,2.05031,2.01654,1.98706,1.96456,1.95026,1.94511,1.95066,1.97721,2.04824,2.18437,2.35658,11.66,10.77,N
2141042s7,1.99419,1.9508,1.91574,1.88651,1.86194,1.8416,1.82213,1.80564,1.79912,1.80867,1.8387,1.88834,1.94194,1.97176,1.97131,1.9678,1.99925,2.08652,2.21941,2.35639,2.44509,2.47255,2.4619,2.43137,2.38954,2.34465,2.30178,2.26081,2.22091,2.18653,2.16047,2.14393,2.13733,2.14341,2.1733,2.25415,2.4095,2.60329,8.85,11.62,N
2131759s1,1.80433,1.76787,1.73891,1.71556,1.6958,1.67838,1.66048,1.64459,1.63765,1.64492,1.66967,1.71152,1.75745,1.78409,1.78274,1.77496,1.79365,1.86083,1.97504,2.10074,2.18312,2.20832,2.19896,2.17171,2.13527,2.09675,2.06026,2.02586,1.99283,1.96296,1.93854,1.92122,1.91258,1.91482,1.93704,2.00189,2.13029,2.29592,9.12,9.13,N
2130366s1,1.87999,1.84163,1.81101,1.78577,1.76445,1.74617,1.72841,1.71335,1.70671,1.71454,1.74061,1.78331,1.8287,1.85337,1.85124,1.8464,1.87163,1.94551,2.06073,2.1808,2.25864,2.28395,2.27623,2.25102,2.21607,2.17832,2.14221,2.10732,2.07307,2.04318,2.02043,2.00579,1.99997,2.00516,2.03193,2.10445,2.24197,2.4143,9.71,10.74,N
2141224s7,2.32872,2.28106,2.2401,2.20513,2.17514,2.14931,2.12527,2.10599,2.09677,2.10163,2.12418,2.16431,2.20693,2.22587,2.21638,2.20394,2.22121,2.28976,2.40611,2.53222,2.61283,2.63721,2.6297,2.60409,2.56655,2.5251,2.48496,2.44543,2.40577,2.36958,2.34086,2.32109,2.31129,2.31419,2.34084,2.4178,2.56608,2.74793,13.28,8.81,N
2141045s8,2.00137,1.96363,1.93275,1.907,1.88476,1.86498,1.84499,1.82701,1.81696,1.81961,1.83877,1.87415,1.91311,1.93273,1.92565,1.91243,1.92378,1.98144,2.08638,2.20577,2.28505,2.31088,2.30481,2.28162,2.24849,2.21272,2.17825,2.14502,2.11206,2.08201,2.05733,2.03967,2.03037,2.03215,2.05475,2.12041,2.24754,2.40781,10.56,8.12,N
2140083s8,2.53915,2.49126,2.45132,2.41865,2.39109,2.36744,2.34424,2.32415,2.31454,2.32129,2.34843,2.39425,2.44374,2.47072,2.46766,2.46186,2.49031,2.57348,2.69955,2.82762,2.91032,2.93587,2.92568,2.89523,2.85286,2.8065,2.76121,2.71778,2.67568,2.63879,2.61067,2.59283,2.58611,2.59194,2.6221,2.70391,2.86378,3.05896,10.65,12.24,N
2130913s4,1.99236,1.94427,1.90437,1.87016,1.84027,1.81428,1.79006,1.76996,1.75879,1.76034,1.7787,1.81316,1.84979,1.86608,1.85822,1.84913,1.86815,1.93239,2.03505,2.1437,2.21604,2.24159,2.23857,2.2186,2.18661,2.14961,2.11268,2.0764,2.04058,2.00964,1.98622,1.97194,1.96753,1.97412,2.00223,2.07665,2.2173,2.39069,15.48,10.9,N
2131403s8,2.07135,2.034,2.00329,1.97695,1.95432,1.93419,1.91457,1.89834,1.89181,1.89958,1.92541,1.96902,2.01475,2.03629,2.02795,2.01512,2.03138,2.09942,2.21751,2.34776,2.43243,2.45887,2.45167,2.42545,2.38798,2.34687,2.30722,2.26835,2.2295,2.19396,2.16534,2.14525,2.13522,2.13768,2.16427,2.23992,2.38547,2.56536,12.35,8.3,N
2141002s1,1.9303,1.89078,1.85849,1.83188,1.80885,1.78849,1.76911,1.75297,1.74604,1.75301,1.77804,1.82046,1.86633,1.89069,1.88601,1.87538,1.8922,1.95899,2.07414,2.20191,2.28668,2.31443,2.30805,2.28311,2.24781,2.20956,2.17269,2.13706,2.1015,2.06933,2.04336,2.0251,2.01569,2.01787,2.04211,2.11251,2.24925,2.4206,10.09,8.63,N
2140159s10,2.40358,2.35929,2.32274,2.29099,2.26395,2.24126,2.21926,2.20047,2.19168,2.19859,2.22507,2.26993,2.31756,2.34182,2.33731,2.33156,2.35951,2.44096,2.56526,2.69244,2.77358,2.79831,2.78866,2.75969,2.71906,2.67421,2.63075,2.58817,2.54626,2.50973,2.48192,2.46409,2.45688,2.46235,2.49253,2.57505,2.73248,2.92375,11.85,11.45,N
2140393s8,1.99017,1.94284,1.90369,1.87092,1.84271,1.81815,1.79503,1.77573,1.76578,1.76928,1.79057,1.82885,1.8694,1.88841,1.88103,1.87098,1.88864,1.95313,2.06009,2.1765,2.25472,2.28291,2.28078,2.26089,2.22869,2.19163,2.155,2.11878,2.08311,2.05136,2.02702,2.01112,2.00502,2.01027,2.03778,2.1123,2.25222,2.42359,15.07,9.99,N
2140451s5,2.88375,2.82666,2.77803,2.73486,2.6953,2.65882,2.62433,2.59384,2.57263,2.5655,2.57626,2.60501,2.63771,2.65038,2.63588,2.6178,2.62843,2.68992,2.79892,2.91869,2.99611,3.01741,3.0056,2.97444,2.9324,2.88668,2.8421,2.79921,2.75563,2.71621,2.68377,2.66013,2.64647,2.64546,2.66881,2.74066,2.87743,3.03321,11.32,9.28,N
2130128s1,2.05371,2.0017,1.95746,1.91956,1.88577,1.85572,1.82779,1.80398,1.78894,1.78675,1.80062,1.83119,1.86476,1.87856,1.86769,1.8541,1.86784,1.92748,2.02838,2.13823,2.21091,2.23523,2.23032,2.20855,2.17546,2.13818,2.10162,2.06581,2.03051,1.99917,1.9748,1.95878,1.95218,1.95671,1.98252,2.05352,2.19018,2.36083,13.75,10.06,N
2140734s4,2.03225,1.98546,1.94812,1.91855,1.89292,1.8712,1.85059,1.83311,1.82474,1.8308,1.85561,1.89829,1.94554,1.97426,1.97122,1.96957,1.99561,2.07253,2.19138,2.31539,2.39712,2.42328,2.4144,2.38639,2.34843,2.30743,2.26792,2.23087,2.19544,2.16437,2.14064,2.12584,2.12021,2.12569,2.15249,2.22554,2.36802,2.54902,10.19,11.66,N
2140249s8,1.93471,1.88907,1.85091,1.81938,1.79213,1.76748,1.74342,1.72198,1.7089,1.70951,1.72722,1.76096,1.79841,1.81837,1.81372,1.80554,1.82438,1.88924,1.99419,2.10615,2.17979,2.20352,2.1956,2.17042,2.13565,2.09847,2.06238,2.02828,1.99538,1.96645,1.94421,1.92991,1.92433,1.92906,1.95384,2.02188,2.15375,2.32287,10.31,10.8,N
2140769s9,1.97424,1.92964,1.89309,1.86189,1.83443,1.81057,1.78868,1.77172,1.76203,1.76518,1.78428,1.81871,1.85484,1.87064,1.86281,1.85287,1.86873,1.92747,2.02506,2.13065,2.20136,2.22696,2.22536,2.20738,2.17805,2.14421,2.11078,2.07753,2.04409,2.01492,1.99246,1.9779,1.9724,1.97745,2.00327,2.07297,2.20348,2.36319,14.62,9.79,N
2131920s1,2.22801,2.17793,2.13672,2.10212,2.0717,2.04497,2.01841,1.99526,1.98309,1.98826,2.01526,2.06266,2.11476,2.1433,2.13866,2.12802,2.15096,2.23153,2.36352,2.5051,2.59857,2.62826,2.61851,2.58766,2.54534,2.49982,2.45583,2.41383,2.37253,2.33575,2.30658,2.28689,2.27757,2.28144,2.31072,2.39156,2.54781,2.74182,8.86,10.3,N
2131553s10,2.68598,2.61928,2.56185,2.5118,2.46754,2.42712,2.38746,2.35168,2.32694,2.31895,2.3313,2.36328,2.40063,2.41774,2.40569,2.39003,2.40718,2.47981,2.60061,2.73015,2.81515,2.83926,2.82469,2.78925,2.74275,2.69256,2.64452,2.59875,2.55499,2.5161,2.48527,2.46423,2.4541,2.45643,2.48282,2.5602,2.71716,2.91861,9.31,11.12,N
2131827s4,2.19997,2.15,2.10837,2.07299,2.04221,2.01471,1.98798,1.96493,1.95241,1.95594,1.98075,2.02332,2.07042,2.09432,2.08783,2.07744,2.09942,2.17624,2.30235,2.43728,2.52518,2.55247,2.54291,2.51339,2.47184,2.42693,2.38355,2.34166,2.30047,2.26395,2.23522,2.21596,2.20737,2.21166,2.24051,2.32095,2.47558,2.66834,10.84,10.07,N
2131587s2,1.96698,1.92742,1.89455,1.86639,1.84106,1.8176,1.79508,1.77577,1.76464,1.76553,1.78229,1.81452,1.84901,1.86363,1.85304,1.83868,1.8488,1.90378,2.00358,2.116,2.18944,2.21287,2.20699,2.18474,2.15219,2.11681,2.08243,2.04878,2.01489,1.98392,1.95881,1.94092,1.93154,1.93272,1.95502,2.02045,2.14761,2.30669,12.59,8.2,N
2141166s5,1.96901,1.92854,1.89489,1.86716,1.84409,1.82436,1.80554,1.78973,1.78315,1.78984,1.81292,1.85211,1.89397,1.91604,1.91173,1.90321,1.92075,1.98412,2.09004,2.20447,2.27995,2.30502,2.29948,2.27703,2.2441,2.20822,2.17331,2.1396,2.10648,2.07697,2.05384,2.03845,2.03186,2.03562,2.05979,2.12765,2.25847,2.42356,11.64,9.63,N
2130237s10,2.14172,2.09668,2.06029,2.02994,2.00272,1.97793,1.9541,1.93401,1.92363,1.92741,1.94919,1.98855,2.03099,2.05124,2.04247,2.0282,2.04148,2.10482,2.21731,2.34407,2.42953,2.45812,2.45231,2.42747,2.39134,2.35115,2.31214,2.27404,2.23619,2.20198,2.17415,2.15432,2.14418,2.14593,2.17076,2.24239,2.38166,2.55737,11.68,8.54,N
2130821s3,1.88315,1.84698,1.81755,1.79339,1.77296,1.75532,1.73805,1.72357,1.71709,1.72393,1.74782,1.78798,1.83118,1.85484,1.85192,1.8423,1.86472,1.93202,2.04094,2.1572,2.2342,2.25973,2.25272,2.22838,2.19362,2.15564,2.11893,2.08364,2.04939,2.01952,1.99701,1.98085,1.97428,1.97842,2.00285,2.07116,2.20432,2.3752,8.9,10.72,N
2130525s2,1.7931,1.75674,1.72708,1.70192,1.68064,1.66294,1.64642,1.63303,1.62758,1.63359,1.65497,1.69125,1.72926,1.74764,1.74404,1.7399,1.76226,1.82639,1.92417,2.02479,2.09122,2.11541,2.11345,2.09638,2.06834,2.03597,2.00401,1.97232,1.94101,1.91424,1.89434,1.88247,1.87928,1.88627,1.91294,1.98211,2.11087,2.26864,14.64,11.23,N
2140827s7,2.08425,2.03553,1.99504,1.96015,1.92872,1.89974,1.87167,1.84695,1.83163,1.83022,1.8461,1.87874,1.91473,1.9301,1.91773,1.8996,1.90715,1.96323,2.07018,2.19341,2.27424,2.29881,2.29094,2.26527,2.22898,2.18978,2.152,2.11526,2.07844,2.04469,2.01675,1.99638,1.98521,1.98553,2.0081,2.0766,2.21091,2.38031,11.64,7.53,N
2140572s3,1.993,1.94666,1.90767,1.87437,1.84551,1.8199,1.79504,1.77315,1.75985,1.75946,1.7762,1.80908,1.84573,1.86386,1.85642,1.84487,1.85975,1.92151,2.027,2.14306,2.21979,2.24411,2.23609,2.21036,2.17499,2.13711,2.10088,2.06622,2.03267,2.00244,1.97847,1.96193,1.95402,1.9565,1.97965,2.04667,2.17749,2.34462,9.98,9.68,N
2130504s10,2.04998,2.00523,1.96878,1.93808,1.91138,1.88678,1.86217,1.84034,1.82779,1.82863,1.84633,1.88086,1.91842,1.93489,1.9255,1.91228,1.92428,1.98147,2.08294,2.19647,2.27384,2.30172,2.30004,2.28102,2.24863,2.21156,2.17516,2.13934,2.10338,2.07136,2.04628,2.0293,2.02159,2.0244,2.04844,2.11745,2.25104,2.41726,15.92,9.36,N
2131965s7,2.08777,2.04374,2.00849,1.97907,1.95326,1.9293,1.90576,1.88521,1.8746,1.87554,1.89271,1.9263,1.96318,1.9808,1.97325,1.95903,1.97385,2.03478,2.14079,2.26061,2.34147,2.37028,2.36468,2.33986,2.30463,2.26717,2.23408,2.20078,2.16639,2.1361,2.11043,2.09141,2.08408,2.0882,2.11459,2.18612,2.32197,2.49153,8.39,8.79,N
2141135s4,2.17765,2.13351,2.09806,2.0678,2.04159,2.01908,1.99769,1.98025,1.97275,1.98064,2.00831,2.05506,2.1055,2.1325,2.12757,2.11671,2.13641,2.2101,2.33537,2.47347,2.56595,2.59601,2.58794,2.55894,2.51826,2.47373,2.43087,2.38933,2.34829,2.31148,2.28196,2.26123,2.25075,2.25262,2.27871,2.35607,2.50514,2.69541,10.44,9.39,N
2140721s6,2.15874,2.11071,2.07132,2.03647,2.00472,1.97597,1.94866,1.92513,1.91123,1.91157,1.92978,1.96534,2.00425,2.02226,2.01202,1.99637,2.00906,2.07259,2.18675,2.31244,2.3949,2.4194,2.40913,2.38085,2.34307,2.30263,2.264,2.22677,2.18932,2.15543,2.12764,2.10718,2.09576,2.09629,2.11979,2.18956,2.32549,2.49833,8.57,8.33,N
2131419s3,1.86773,1.83346,1.80586,1.78321,1.76407,1.74752,1.73093,1.71703,1.71186,1.72057,1.74643,1.78891,1.83354,1.85582,1.85045,1.84133,1.85966,1.92586,2.03669,2.15733,2.23716,2.26441,2.26046,2.2389,2.20541,2.16804,2.13146,2.09558,2.05987,2.02831,2.0036,1.98726,1.98047,1.98499,2.0117,2.08474,2.22344,2.39481,13.57,9.37,N
2131031s8,1.86263,1.82243,1.79023,1.76391,1.74182,1.72352,1.70565,1.69027,1.68346,1.69145,1.71812,1.76251,1.81039,1.83776,1.8381,1.83559,1.8641,1.94307,2.06331,2.18728,2.26842,2.29454,2.286,2.25868,2.22104,2.18021,2.14095,2.10355,2.06767,2.03697,2.01388,1.99975,1.9951,2.00155,2.02957,2.10426,2.24795,2.4296,10.25,11.66,N
2131765s10,2.14874,2.10144,2.06255,2.03013,2.00268,1.97867,1.95495,1.9344,1.92443,1.93162,1.96048,2.00981,2.06428,2.09607,2.09528,2.0889,2.11671,2.20287,2.33958,2.48324,2.5757,2.60239,2.58872,2.55413,2.50928,2.46119,2.41574,2.3728,2.33142,2.29462,2.26572,2.24613,2.23701,2.24076,2.2689,2.34872,2.50595,2.70657,8.02,10.82,N
2130289s3,1.99862,1.95234,1.9142,1.88162,1.85265,1.82614,1.80024,1.77768,1.76388,1.76336,1.77978,1.81292,1.84944,1.86674,1.85814,1.84488,1.85719,1.91523,2.01781,2.13277,2.21017,2.23632,2.231,2.20822,2.17465,2.13754,2.10134,2.06634,2.03185,2.00096,1.97609,1.95892,1.95077,1.95356,1.97724,2.04463,2.17575,2.34192,12.58,9.26,N
2131403s3,2.06655,2.03072,2.00213,1.97809,1.95711,1.93864,1.92065,1.90575,1.90031,1.90931,1.93687,1.98284,2.03143,2.0555,2.04847,2.03638,2.05383,2.12421,2.24572,2.38042,2.46934,2.498,2.4916,2.46552,2.42765,2.38573,2.34492,2.30507,2.2651,2.22884,2.19951,2.17901,2.16854,2.17101,2.198,2.27453,2.42258,2.60456,12.28,8.35,N
2130127s10,1.89545,1.85375,1.82028,1.79315,1.77027,1.7509,1.7328,1.71808,1.71179,1.71883,1.74264,1.7828,1.82499,1.84674,1.84406,1.83997,1.86401,1.93325,2.03945,2.14993,2.22343,2.2497,2.24678,2.2269,2.19526,2.15904,2.12332,2.08835,2.05427,2.02505,2.00328,1.9904,1.98695,1.9942,2.02227,2.09472,2.23296,2.40311,14.6,11.39,N
2130176s9,2.0871,2.03977,2.00055,1.9667,1.93667,1.90937,1.88365,1.86196,1.84974,1.85101,1.86955,1.90497,1.94271,1.95793,1.94684,1.93285,1.94589,2.00541,2.11009,2.22595,2.30412,2.33182,2.32921,2.30868,2.27595,2.23876,2.20194,2.16545,2.12885,2.09619,2.07021,2.05257,2.04429,2.04767,2.07336,2.14533,2.28178,2.45003,14.79,9.11,N
2140457s8,1.95698,1.91473,1.87892,1.84886,1.823,1.8004,1.77839,1.75936,1.74889,1.75123,1.77023,1.80526,1.8431,1.86082,1.8536,1.84351,1.86008,1.9227,2.02764,2.14147,2.21558,2.23925,2.23297,2.20985,2.1761,2.13925,2.10349,2.06893,2.03498,2.00456,1.98082,1.96508,1.9584,1.96254,1.98766,2.05767,2.19156,2.35989,12.92,9.67,N
2140950s7,2.40385,2.35065,2.30546,2.26573,2.23071,2.19934,2.16991,2.14494,2.12971,2.12746,2.14162,2.17279,2.20557,2.2154,2.1994,2.18104,2.18867,2.24213,2.34162,2.45428,2.52909,2.55529,2.55482,2.53737,2.50549,2.46807,2.43052,2.39232,2.3534,2.31839,2.29033,2.27102,2.26204,2.26535,2.29197,2.36684,2.50731,2.67543,18.25,8.13,N
21400160s9,2.52778,2.48232,2.44341,2.41152,2.38379,2.35846,2.3334,2.3118,2.30095,2.30672,2.33313,2.37917,2.4288,2.45348,2.44367,2.42748,2.44359,2.51795,2.64703,2.78847,2.87895,2.90522,2.8941,2.86271,2.81953,2.77267,2.7271,2.68267,2.63875,2.59785,2.56469,2.54074,2.52776,2.52852,2.55568,2.63507,2.79416,2.9873,10.29,8.57,N
2130229s2,2.11045,2.06048,2.01819,1.98197,1.95011,1.92192,1.89555,1.87334,1.86038,1.86083,1.8781,1.91149,1.94774,1.96432,1.95606,1.94506,1.96119,2.02328,2.12645,2.23736,2.31114,2.33592,2.33039,2.30768,2.27374,2.23587,2.19872,2.16259,2.12732,2.0961,2.07187,2.05604,2.04973,2.05445,2.08023,2.15155,2.28885,2.46215,13.15,10.34,N
2140519s3,2.00076,1.95399,1.91632,1.88494,1.85786,1.83407,1.81146,1.79244,1.78313,1.7881,1.81118,1.85243,1.89601,1.91719,1.90854,1.89955,1.92177,1.98979,2.10051,2.21944,2.3006,2.33076,2.32916,2.30919,2.27602,2.23739,2.19884,2.16069,2.12317,2.09052,2.06553,2.04948,2.04349,2.04902,2.07691,2.15232,2.29463,2.46914,15.63,10.73,N
2140225s9,2.8596,2.80269,2.75485,2.71275,2.67464,2.63934,2.60522,2.57453,2.55309,2.54582,2.55619,2.58371,2.61495,2.62685,2.61318,2.5972,2.60998,2.67061,2.77297,2.8833,2.95568,2.97678,2.96552,2.93626,2.89551,2.8504,2.80592,2.76228,2.72003,2.68217,2.65167,2.62993,2.61797,2.61769,2.5316,2.62572,2.68655,2.86911,12.3,10.68,N
