SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,Exclude
95HSB21B,1.87405,1.87974,1.88875,1.91339,1.95056,1.99244,2.02317,2.04468,2.06732,2.09488,2.12736,2.15924,2.18684,2.22,2.27848,2.3737,2.51679,2.67046,2.75085,2.75715,2.72399,2.6678,2.59952,2.52556,2.45263,2.38666,2.33055,2.28538,2.25261,2.2359,2.23605,2.25175,2.27977,2.31938,2.38767,2.52656,2.76483,3.02732,4.4,74.5,95.6,CL,N,N
95HSB2A,1.98225,2.00554,2.0327,2.0725,2.12201,2.17499,2.21769,2.25123,2.28453,2.32146,2.36202,2.40162,2.4372,2.47633,2.53381,2.61829,2.742,2.87505,2.94931,2.96321,2.94318,2.90217,2.8493,2.79056,2.73181,2.67818,2.63176,2.59333,2.56401,2.54676,2.54142,2.54699,2.56075,2.58261,2.62833,2.73555,2.93397,3.1626,6.4,72.8,93.6,CL,N,N
95HSB2B,1.97232,1.9936,2.01809,2.05646,2.10506,2.15698,2.19784,2.22919,2.26042,2.29548,2.33452,2.37272,2.40714,2.44571,2.50346,2.58914,2.71498,2.84958,2.92235,2.93277,2.90908,2.86503,2.81015,2.75015,2.69072,2.63673,2.59013,2.55163,2.52231,2.50521,2.50052,2.50715,2.52272,2.54694,2.59601,2.70846,2.91308,3.14691,6.4,72.8,93.6,CL,N,N
95HSB2B,1.97232,1.9936,2.01809,2.05646,2.10506,2.15698,2.19784,2.22919,2.26042,2.29548,2.33452,2.37272,2.40714,2.44571,2.50346,2.58914,2.71498,2.84958,2.92235,2.93277,2.90908,2.86503,2.81015,2.75015,2.69072,2.63673,2.59013,2.55163,2.52231,2.50521,2.50052,2.50715,2.52272,2.54694,2.59601,2.70846,2.91308,3.14691,5.5,73.6,94.5,CL,N,N
90B22A,1.93913,1.92318,1.92196,1.94263,1.9779,2.01874,2.04957,2.07232,2.0969,2.12717,2.16299,2.19836,2.22935,2.26465,2.32163,2.41052,2.54278,2.68408,2.75788,2.76373,2.7326,2.67932,2.61418,2.54357,2.4743,2.41217,2.35986,2.31853,2.28945,2.2758,2.2779,2.29426,2.32181,2.35964,2.42452,2.55566,2.78179,3.03406,5,74,95,CL,N,N
90B22B,1.96434,1.94417,1.94071,1.96049,1.99576,2.03688,2.06775,2.0903,2.1148,2.14512,2.1811,2.21727,2.24977,2.28707,2.34665,2.43892,2.57534,2.72082,2.79503,2.79721,2.76128,2.70352,2.63496,2.56195,2.49104,2.42797,2.37543,2.33427,2.30563,2.29281,2.2959,2.31352,2.3424,2.38153,2.44781,2.58164,2.81298,3.07004,5,74,95,CL,N,N
90B3A,2.03474,2.02556,2.02998,2.05558,2.09548,2.14043,2.1752,2.20165,2.2299,2.26424,2.30475,2.34519,2.38181,2.42292,2.4829,2.56928,2.69764,2.83745,2.91274,2.92174,2.89396,2.84348,2.78027,2.71048,2.64099,2.57769,2.52292,2.47836,2.4461,2.42995,2.42994,2.44448,2.47049,2.50713,2.57136,2.70337,2.93235,3.18698,7.9,71.7,92.1,CL,N,N
903B,1.94371,1.89448,1.8694,1.87428,1.89737,1.92698,1.94744,1.96104,1.97803,2.00245,2.03408,2.06718,2.09778,2.13315,2.18752,2.26891,2.39138,2.52233,2.58716,2.58634,2.54967,2.4913,2.42133,2.34576,2.27154,2.20488,2.14862,2.10454,2.0749,2.06362,2.07067,2.09418,2.13017,2.17703,2.25089,2.39087,2.62506,2.88013,7.9,71.7,92.1,CL,N,N
90COW,1.90936,1.85231,1.82177,1.82271,1.84218,1.86839,1.88644,1.89812,1.91345,1.936,1.96545,1.99615,2.02408,2.05618,2.10664,2.18369,2.29866,2.41918,2.4784,2.47815,2.44432,2.38896,2.32106,2.24674,2.17314,2.10669,2.05066,2.00702,1.97774,1.96647,1.97318,1.99593,2.03062,2.07569,2.14645,2.28007,2.50246,2.74592,5.3,73.5,94.7,CL,N,N
90C19A,2.2661,2.2098,2.1872,2.198,2.2282,2.2653,2.2941,2.3163,2.3417,2.374,2.4131,2.4527,2.4886,2.5277,2.5836,2.6634,2.7811,2.9065,2.9656,2.9581,2.9142,2.8486,2.7716,2.6897,2.6098,2.5379,2.4764,2.4267,2.3908,2.3719,2.3702,2.3842,2.411,2.4492,2.5156,2.6516,2.8893,3.1654,7.4,72.1,92.6,CL,N,N
90C16A,1.9287,1.8619,1.8267,1.826,1.8449,1.8706,1.8884,1.9003,1.9159,1.9387,1.9684,1.9996,2.0284,2.0606,2.1078,2.1759,2.2766,2.3808,2.4272,2.4183,2.3789,2.3209,2.2533,2.1814,2.1117,2.0494,1.9971,1.9561,1.9283,1.9171,1.9224,1.9424,1.9739,2.0156,2.0814,2.2076,2.4185,2.6544,4.7,74.4,95.4,CL,Y,Y
90C15A,2.0247,1.9497,1.909,1.905,1.9218,1.946,1.9624,1.973,1.9872,2.0089,2.0374,2.0678,2.0961,2.1282,2.177,2.2498,2.3571,2.4674,2.5144,2.5009,2.4547,2.3894,2.3147,2.2366,2.1614,2.0948,2.0395,1.9967,1.9677,1.9558,1.9607,1.981,2.0134,2.0561,2.124,2.2547,2.4752,2.7237,4.7,74.4,95.4,CL,N,N
90B27A,1.9884,1.9248,1.8901,1.8896,1.9097,1.9371,1.9553,1.9667,1.9822,2.0061,2.0381,2.072,2.1039,2.1414,2.1985,2.2825,2.4085,2.5431,2.6072,2.6014,2.5581,2.4928,2.4162,2.3346,2.2552,2.1844,2.1249,2.0789,2.0489,2.0386,2.0483,2.0758,2.1172,2.1704,2.2516,2.4021,2.6509,2.9239,7.5,72,92.6,CL,N,N
90B19A,1.8945,1.8356,1.8037,1.8044,1.8246,1.852,1.8704,1.882,1.8971,1.9202,1.9508,1.9827,2.0117,2.046,2.1,2.1812,2.3023,2.4301,2.4916,2.4885,2.4501,2.3899,2.3177,2.2399,2.1636,2.0952,2.0377,1.9931,1.9638,1.9535,1.9621,1.9879,2.0271,2.0777,2.1556,2.2994,2.5357,2.7928,6.4,72.8,93.6,CL,N,N
90B18A,1.9231,1.8597,1.8248,1.8233,1.8423,1.8692,1.8871,1.898,1.9129,1.9363,1.9681,2.0017,2.0329,2.0701,2.128,2.2145,2.3435,2.4814,2.5475,2.5423,2.499,2.4333,2.3559,2.2733,2.193,2.1213,2.0614,2.0154,1.9859,1.9766,1.9878,2.0174,2.0614,2.1175,2.2023,2.3566,2.6085,2.8826,7.6,71.9,92.5,CL,Y,Y
85B25A,2.2663,2.2803,2.3045,2.3449,2.3973,2.4542,2.4997,2.536,2.5736,2.6174,2.6683,2.7196,2.768,2.8225,2.8936,2.9846,3.1197,3.2753,3.3628,3.3739,3.344,3.2905,3.2247,3.1525,3.0806,3.0145,2.9554,2.9052,2.8674,2.8456,2.84,2.8494,2.8719,2.9064,2.9718,3.1144,3.3746,3.6956,4.8,74.2,95.2,CL,Y,Y
85C20A,1.9831,1.9353,1.9135,1.922,1.9484,1.9812,2.0052,2.0224,2.0424,2.0689,2.1017,2.1356,2.167,2.2025,2.2561,2.3354,2.4528,2.5765,2.636,2.6325,2.5944,2.5357,2.4663,2.392,2.3196,2.2546,2.1998,2.1564,2.1262,2.1126,2.1156,2.1337,2.1638,2.2041,2.2706,2.4021,2.6278,2.8822,7.2,72.2,92.8,CL,N,N
95COW11A,1.6975,1.6637,1.6478,1.6566,1.68,1.7084,1.7287,1.7426,1.7586,1.78,1.8065,1.8335,1.8575,1.8843,1.9272,1.9935,2.0919,2.1933,2.2425,2.242,2.2139,2.1692,2.1155,2.0581,2.002,1.9517,1.9096,1.8764,1.8533,1.8434,1.8467,1.8619,1.8865,1.9199,1.975,2.0837,2.268,2.4731,4.9,74.2,95.1,CL,N,N
95C9A,1.7177,1.6626,1.6318,1.6312,1.6483,1.6714,1.6868,1.6962,1.7086,1.7278,1.7531,1.779,1.8016,1.8275,1.8709,1.9396,2.0415,2.1454,2.1934,2.1889,2.1554,2.1042,2.0436,1.9789,1.9161,1.8602,1.814,1.7787,1.7555,1.7477,1.755,1.7761,1.8081,1.8496,1.9144,2.0344,2.2314,2.4464,3.4,75.4,96.6,CL,N,N
95C1A,1.7715,1.7799,1.7909,1.8151,1.8491,1.8865,1.9158,1.9377,1.9601,1.9861,2.0153,2.0428,2.0654,2.0904,2.1324,2.2009,2.3038,2.4125,2.4724,2.4842,2.468,2.4333,2.3874,2.3356,2.2833,2.235,2.1931,2.1584,2.1318,2.1164,2.1121,2.118,2.1321,2.1542,2.1983,2.2962,2.4711,2.6703,3.6,75.2,96.4,CL,N,N
95C16A,1.8888,1.8313,1.8009,1.8023,1.8224,1.849,1.8672,1.8791,1.8941,1.9159,1.9441,1.9735,2.0005,2.0314,2.0797,2.1531,2.2618,2.3738,2.4247,2.4176,2.3788,2.3212,2.2541,2.1832,2.1145,2.0534,2.0026,1.9633,1.9367,1.9262,1.9317,1.9518,1.9833,2.0247,2.0909,2.2183,2.4318,2.6676,4.1,74.8,95.9,CL,N,N
95C12A,1.8627,1.8024,1.7703,1.7707,1.7891,1.8136,1.8306,1.8414,1.8551,1.8751,1.9009,1.9279,1.9524,1.98,2.023,2.0893,2.1869,2.2856,2.3294,2.3213,2.2844,2.2299,2.166,2.0985,2.0329,1.9745,1.9259,1.8882,1.8624,1.8516,1.8556,1.8729,1.9004,1.9369,1.9955,2.1104,2.304,2.5195,3.7,75.1,96.3,CL,N,N
95B9A,2.1147,2.0967,2.0982,2.1259,2.169,2.2168,2.2539,2.282,2.3115,2.3464,2.3867,2.4268,2.4637,2.5048,2.5646,2.6511,2.7772,2.9096,2.9752,2.9757,2.9414,2.8871,2.823,2.7551,2.6894,2.6307,2.5812,2.5413,2.5119,2.4965,2.4949,2.5059,2.5268,2.5573,2.6139,2.7366,2.9549,3.2011,5.1,73.9,94.9,CL,N,N
95B30A,1.902,1.8521,1.8265,1.831,1.8535,1.8825,1.9025,1.9154,1.9314,1.9542,1.9835,2.014,2.0422,2.0757,2.1293,2.2116,2.3339,2.462,2.523,2.5192,2.4804,2.4207,2.3502,2.2751,2.202,2.137,2.0828,2.0409,2.0131,2.0026,2.0097,2.0326,2.0677,2.1133,2.1849,2.3215,2.55,2.8006,4.1,74.7,95.9,CL,N,N
95B2A,2.0081,2.0359,2.0634,2.1027,2.1513,2.203,2.2443,2.2762,2.3078,2.3428,2.3815,2.4187,2.4516,2.4884,2.5444,2.629,2.7544,2.8895,2.9655,2.9808,2.9615,2.9201,2.8656,2.8041,2.7418,2.6841,2.6336,2.5912,2.5583,2.5382,2.531,2.5357,2.5496,2.5725,2.6207,2.7331,2.9391,3.1744,5.1,73.9,94.9,CL,N,N
95B2A,1.9784,2.0043,2.0296,2.0659,2.1112,2.1599,2.1987,2.2284,2.258,2.2908,2.3271,2.362,2.3926,2.4269,2.4798,2.5606,2.6817,2.8128,2.887,2.9024,2.8838,2.8429,2.7886,2.7268,2.6637,2.605,2.5531,2.5092,2.475,2.4539,2.446,2.4503,2.4641,2.4868,2.5345,2.6453,2.8479,3.0812,5.6,73.5,94.4,CL,N,N
95B2A,1.8754,1.8909,1.9081,1.9376,1.9769,2.02,2.0538,2.0792,2.1049,2.1344,2.1677,2.1997,2.2275,2.259,2.3095,2.388,2.5061,2.6335,2.704,2.7165,2.6961,2.6548,2.6012,2.5411,2.4805,2.4248,2.3763,2.3362,2.3058,2.2884,2.2841,2.2918,2.3092,2.3358,2.387,2.4997,2.7013,2.9319,4.8,74.2,95.2,CL,N,N
95B26A,1.8589,1.8671,1.8742,1.8948,1.9266,1.9628,1.9888,2.0061,2.0246,2.0479,2.0759,2.103,2.1251,2.1523,2.2034,2.2896,2.4219,2.5645,2.6412,2.6512,2.624,2.5738,2.5103,2.4399,2.3691,2.3041,2.2476,2.2014,2.1669,2.1482,2.146,2.1593,2.1849,2.2224,2.2885,2.4229,2.6529,2.9068,5.1,73.9,94.9,CL,N,N
95B25A,1.6626,1.6155,1.5895,1.5908,1.6088,1.6326,1.6482,1.6576,1.6702,1.6896,1.7154,1.7422,1.7666,1.7955,1.8406,1.9082,2.0094,2.1151,2.1653,2.1626,2.1312,2.0828,2.0254,1.9641,1.9048,1.8522,1.8084,1.7751,1.7537,1.7472,1.7555,1.7773,1.8097,1.8519,1.9169,2.0373,2.2355,2.4529,4.5,74.4,95.5,CL,N,N
95B24A,1.9683,1.9216,1.8999,1.9073,1.9327,1.9648,1.9877,2.0037,2.0223,2.0475,2.0788,2.111,2.1402,2.1736,2.2257,2.3053,2.4236,2.5479,2.6071,2.6022,2.5629,2.5036,2.4342,2.3608,2.2896,2.2261,2.1731,2.1316,2.1031,2.091,2.0953,2.1145,2.1451,2.186,2.2527,2.3831,2.6045,2.8502,5,74.2,95,CL,N,N
95B24A,1.9023,1.8474,1.8182,1.8204,1.8418,1.8704,1.8899,1.9025,1.9185,1.942,1.9726,2.0041,2.0319,2.0644,2.1189,2.2052,2.3338,2.4684,2.5328,2.5287,2.4879,2.4256,2.3522,2.2744,2.1993,2.1328,2.0781,2.0366,2.0096,2.0006,2.0095,2.0348,2.0725,2.1213,2.1972,2.339,2.5738,2.8292,4.3,74.6,95.7,CL,N,N
95B24A,1.8006,1.7762,1.7664,1.7793,1.8073,1.8407,1.8646,1.8809,1.8995,1.9242,1.9548,1.9854,2.0121,2.0434,2.0956,2.178,2.3015,2.4326,2.4991,2.5023,2.4711,2.4196,2.3573,2.2903,2.225,2.1666,2.1178,2.0799,2.0541,2.0437,2.0491,2.0688,2.0999,2.1415,2.2093,2.3411,2.563,2.8079,5.1,74,94.9,CL,N,N
95B23A,1.786,1.7669,1.76,1.7736,1.8012,1.834,1.8574,1.873,1.8904,1.9134,1.9417,1.9701,1.9953,2.0251,2.0757,2.1563,2.2771,2.4047,2.4691,2.4712,2.4398,2.3889,2.328,2.2629,2.1995,2.1431,2.0959,2.0592,2.0339,2.023,2.0268,2.0442,2.0723,2.1102,2.1729,2.2973,2.5092,2.746,5.2,73.9,94.8,CL,N,N
95B22A,1.9929,1.9353,1.9058,1.9084,1.9299,1.9581,1.9777,1.9906,2.0065,2.0294,2.0587,2.0894,2.1177,2.1503,2.2007,2.277,2.3902,2.5081,2.5626,2.5556,2.5153,2.4551,2.385,2.3107,2.2386,2.1744,2.1208,2.079,2.0505,2.0385,2.0429,2.0622,2.0931,2.1339,2.1998,2.3288,2.5481,2.7928,4.5,74.4,95.5,CL,N,N
95B21A,1.7353,1.6889,1.664,1.6667,1.6862,1.712,1.7295,1.7405,1.7544,1.7752,1.8024,1.8301,1.8543,1.8824,1.9301,2.0062,2.1195,2.2374,2.2951,2.2947,2.2623,2.2106,2.1484,2.0818,2.017,1.9593,1.9117,1.8756,1.8522,1.8446,1.853,1.8758,1.9098,1.9539,2.0223,2.1498,2.3595,2.5889,4.2,74.7,95.8,CL,N,N
95B1A,1.8843,1.9002,1.9173,1.9464,1.9858,2.0292,2.0631,2.0886,2.1145,2.1447,2.1791,2.212,2.2403,2.2727,2.3255,2.4079,2.5323,2.6675,2.7428,2.7566,2.7354,2.692,2.6353,2.5714,2.5068,2.4471,2.395,2.3518,2.3195,2.3013,2.2975,2.3072,2.3277,2.3584,2.4152,2.5363,2.7497,2.9909,5.2,73.9,94.8,CL,N,N
95B19A,2.0934,2.0178,1.9769,1.9737,1.9927,2.0196,2.0376,2.049,2.0642,2.0876,2.1187,2.1521,2.1837,2.2207,2.277,2.3603,2.4837,2.6126,2.6699,2.6577,2.6081,2.5368,2.4545,2.3678,2.2839,2.2094,2.1473,2.0993,2.0675,2.0555,2.0633,2.0887,2.128,2.1786,2.257,2.4041,2.6491,2.9172,5,74,95,CL,N,N
95B18A,1.9648,1.912,1.885,1.89,1.9138,1.9437,1.9646,1.9784,1.9949,2.018,2.0473,2.0777,2.1057,2.1386,2.1908,2.2712,2.3901,2.5132,2.5702,2.5637,2.5229,2.4616,2.3896,2.3131,2.2388,2.1726,2.1173,2.0743,2.0449,2.0326,2.0374,2.0576,2.0897,2.1321,2.2001,2.332,2.5551,2.8,3.5,75.2,96.5,CL,N,N
95B17A,2.0699,1.9989,1.961,1.9591,1.9781,2.0046,2.0228,2.0348,2.0508,2.0748,2.1067,2.1399,2.1705,2.2061,2.2602,2.3401,2.4589,2.5839,2.6409,2.6318,2.5865,2.5194,2.4406,2.3569,2.2754,2.2025,2.1413,2.0937,2.0619,2.0496,2.0567,2.0813,2.1198,2.1702,2.2488,2.3949,2.6363,2.8999,4.9,74.1,95.1,CL,N,N
95B16A,1.9446,1.9574,1.9722,1.9998,2.0383,2.0811,2.1137,2.1377,2.1621,2.1905,2.2229,2.2543,2.2812,2.3124,2.3661,2.4536,2.586,2.7286,2.8057,2.8156,2.7883,2.7378,2.6744,2.6044,2.5343,2.4701,2.4146,2.369,2.3346,2.3152,2.311,2.321,2.3422,2.3736,2.4322,2.558,2.7811,3.0339,4.4,74.5,95.6,CL,N,N
95B15A,1.9646,1.8935,1.8539,1.8497,1.8665,1.8911,1.9071,1.9167,1.9301,1.9516,1.9808,2.0115,2.0398,2.0732,2.1265,2.2082,2.3297,2.4566,2.5145,2.5053,2.46,2.393,2.3146,2.2313,2.1505,2.0786,2.0187,1.9729,1.9431,1.9329,1.9424,1.9694,2.0102,2.0625,2.1422,2.2883,2.5269,2.7855,4.6,74.4,95.4,CL,N,N
95B10A,2.0312,1.9566,1.9151,1.9101,1.9263,1.9505,1.9661,1.9753,1.9885,2.01,2.0393,2.0702,2.0987,2.1324,2.1855,2.2661,2.3862,2.5116,2.5673,2.5555,2.5073,2.438,2.3578,2.2732,2.1914,2.1187,2.0582,2.0117,1.9812,1.9704,1.9791,2.0057,2.0462,2.0985,2.1785,2.3255,2.5672,2.8304,4.2,74.7,95.8,CL,N,N
95P28A,1.6576,1.6293,1.61,1.6131,1.6325,1.6581,1.6735,1.681,1.6919,1.7112,1.7387,1.7677,1.796,1.8334,1.8945,1.9864,2.1248,2.275,2.354,2.3619,2.3323,2.2809,2.2179,2.1495,2.0826,2.0233,1.9741,1.9372,1.9152,1.9119,1.9272,1.9593,2.0042,2.06,2.1424,2.2901,2.5279,2.7784,6.7,72.6,93.3,CL,N,N
95P28B,1.6329,1.6044,1.5848,1.5877,1.6069,1.6322,1.647,1.654,1.6644,1.6831,1.7099,1.7383,1.766,1.803,1.8634,1.9543,2.0911,2.2389,2.3157,2.322,2.2914,2.2398,2.1775,2.1103,2.0449,1.9872,1.9395,1.9039,1.8828,1.8801,1.8956,1.9276,1.9723,2.0276,2.1095,2.2556,2.4909,2.7391,6.7,72.6,93.3,CL,N,N
95B29A,1.6237,1.6302,1.6363,1.6558,1.6863,1.7213,1.7467,1.7641,1.7826,1.806,1.834,1.8612,1.884,1.9118,1.9624,2.0461,2.1725,2.3077,2.3814,2.3934,2.3712,2.3275,2.2715,2.209,2.1463,2.0891,2.0403,2.0012,1.9735,1.9607,1.9634,1.9803,2.0085,2.0474,2.1121,2.239,2.4529,2.6874,3.2,75.5,96.8,CL,N,N
9530A,1.8885,1.8989,1.908,1.9296,1.9619,1.9982,2.0248,2.043,2.0621,2.0859,2.1141,2.1413,2.1639,2.1912,2.2406,2.3224,2.4485,2.5856,2.6606,2.672,2.6475,2.6001,2.5393,2.4711,2.4021,2.3381,2.2821,2.2357,2.2005,2.1807,2.1768,2.188,2.2113,2.2461,2.3091,2.4396,2.6651,2.9179,5,74,95,CL,N,N
95B30B,1.8481,1.8575,1.8653,1.8864,1.9183,1.9539,1.9795,1.9967,2.0147,2.0372,2.0641,2.0902,2.1122,2.139,2.1871,2.2665,2.3885,2.5201,2.5913,2.6018,2.578,2.5325,2.4743,2.4093,2.3436,2.2828,2.2298,2.1858,2.1525,2.1338,2.1305,2.1416,2.1641,2.1974,2.2581,2.3841,2.6026,2.8465,5,74,95,CL,N,N
90B31A,1.8414,1.7946,1.7716,1.7776,1.8012,1.831,1.8521,1.8667,1.8847,1.9101,1.9428,1.9765,2.0079,2.0441,2.0971,2.1728,2.2862,2.4078,2.4681,2.4676,2.4337,2.3798,2.3151,2.2452,2.1768,2.1153,2.0632,2.0223,1.9948,1.9847,1.9917,2.0142,2.049,2.0946,2.1667,2.3027,2.5283,2.7759,7.1,72.3,92.9,CL,N,N
90B31B,1.7392,1.7051,1.6887,1.6974,1.7213,1.7504,1.7709,1.7849,1.8017,1.8249,1.8544,1.8848,1.9129,1.9457,1.9942,2.0639,2.1687,2.281,2.3374,2.3391,2.3106,2.2637,2.2068,2.145,2.0841,2.0292,1.9823,1.9452,1.9199,1.9099,1.9153,1.9347,1.9653,2.0058,2.0705,2.1945,2.4017,2.6303,7.1,72.3,92.9,CL,N,N
90COW,1.90936,1.85231,1.82177,1.82271,1.84218,1.86839,1.88644,1.89812,1.91345,1.936,1.96545,1.99615,2.02408,2.05618,2.10664,2.18369,2.29866,2.41918,2.4784,2.47815,2.44432,2.38896,2.32106,2.24674,2.17314,2.10669,2.05066,2.00702,1.97774,1.96647,1.97318,1.99593,2.03062,2.07569,2.14645,2.28007,2.50246,2.74592,5.3,73.5,94.7,CL,N,N
95HSB22B,1.6461,1.6371,1.6359,1.6525,1.6814,1.7145,1.7389,1.7559,1.7742,1.7975,1.8253,1.8522,1.8743,1.8995,1.9445,2.0191,2.1308,2.2477,2.3097,2.3184,2.2969,2.2563,2.2045,2.1473,2.0906,2.0393,1.9962,1.9623,1.9384,1.9274,1.9297,1.9438,1.9672,1.9995,2.0545,2.1648,2.3522,2.5601,3.2,75.5,96.8,CL,N,N
95HSB22A,1.7128,1.7019,1.6998,1.7165,1.746,1.7805,1.8057,1.8231,1.842,1.8656,1.8938,1.9218,1.9457,1.9733,2.022,2.1025,2.2232,2.3499,2.417,2.4255,2.4012,2.3561,2.2991,2.2363,2.1738,2.1174,2.07,2.0327,2.0064,1.9944,1.9968,2.012,2.0371,2.0708,2.1284,2.245,2.4454,2.668,3.2,75.5,96.8,CL,N,N
95C9A,1.8331,1.77,1.7347,1.7321,1.7484,1.7712,1.7861,1.7948,1.8069,1.8261,1.8519,1.8786,1.9022,1.9294,1.9742,2.0446,2.149,2.2555,2.3028,2.2947,2.2562,2.1993,2.1329,2.0627,1.9948,1.9347,1.8851,1.8472,1.8222,1.8132,1.8202,1.8418,1.8749,1.9182,1.9857,2.1115,2.3177,2.5433,4.4,74.5,95.6,CL,N,N
95C20A,1.8857,1.86,1.8529,1.8699,1.9013,1.9376,1.9656,1.9867,2.0093,2.0371,2.0696,2.1016,2.1294,2.1598,2.2065,2.2779,2.3823,2.4904,2.5454,2.5492,2.5239,2.4805,2.4269,2.3688,2.3118,2.2607,2.2178,2.1836,2.159,2.1465,2.1462,2.1566,2.1755,2.2025,2.2516,2.356,2.5391,2.7471,2.5,76.1,97.5,CL,Y,Y
95B30B,1.8481,1.8575,1.8653,1.8864,1.9183,1.9539,1.9795,1.9967,2.0147,2.0372,2.0641,2.0902,2.1122,2.139,2.1871,2.2665,2.3885,2.5201,2.5913,2.6018,2.578,2.5325,2.4743,2.4093,2.3436,2.2828,2.2298,2.1858,2.1525,2.1338,2.1305,2.1416,2.1641,2.1974,2.2581,2.3841,2.6026,2.8465,5,74,95,CL,N,N
95B2A,1.9846,2.0033,2.022,2.0526,2.0932,2.1378,2.1727,2.1993,2.226,2.2567,2.2913,2.3247,2.3537,2.3868,2.44,2.5231,2.6494,2.7873,2.8664,2.8838,2.8654,2.8228,2.7652,2.6989,2.6306,2.5668,2.5105,2.4631,2.4269,2.4055,2.3993,2.4067,2.4249,2.4528,2.5068,2.6267,2.8412,3.0829,5.1,74,94.9,CL,N,N
95B2A,2.0014,2.0168,2.0336,2.0635,2.1039,2.1482,2.1827,2.2086,2.2348,2.2651,2.2995,2.3324,2.3607,2.3932,2.4453,2.5268,2.6505,2.785,2.8606,2.8753,2.8549,2.8113,2.7534,2.6875,2.6203,2.5577,2.5025,2.4563,2.4208,2.3999,2.3938,2.4011,2.4192,2.4474,2.5024,2.6222,2.8368,3.0789,4.9,74.2,95.1,CL,N,N
95B29A,1.6237,1.6302,1.6363,1.6558,1.6863,1.7213,1.7467,1.7641,1.7826,1.806,1.834,1.8612,1.884,1.9118,1.9624,2.0461,2.1725,2.3077,2.3814,2.3934,2.3712,2.3275,2.2715,2.209,2.1463,2.0891,2.0403,2.0012,1.9735,1.9607,1.9634,1.9803,2.0085,2.0474,2.1121,2.239,2.4529,2.6874,3.2,75.5,96.8,CL,N,N
95B27B,1.8531,1.7943,1.7626,1.7625,1.7807,1.8055,1.8223,1.8332,1.8476,1.8694,1.8983,1.9285,1.9565,1.989,2.038,2.1096,2.2167,2.3298,2.3838,2.3804,2.3451,2.29,2.2238,2.1524,2.0824,2.0195,1.9666,1.9254,1.8982,1.8884,1.8958,1.9186,1.9538,1.9992,2.0697,2.2014,2.4188,2.6575,5,74,95,CL,N,N
95B27A,2.0343,1.9916,1.9749,1.9873,2.017,2.0529,2.0801,2.1003,2.1231,2.1523,2.1874,2.2231,2.2557,2.292,2.3458,2.4256,2.5435,2.6682,2.73,2.7292,2.694,2.6377,2.5701,2.4974,2.4261,2.3621,2.3081,2.2652,2.2353,2.2213,2.2233,2.2397,2.2674,2.305,2.3682,2.4955,2.7162,2.9639,5.2,73.9,94.9,CL,N,N
95B27A,1.846,1.7857,1.753,1.7519,1.7694,1.7937,1.8099,1.8202,1.834,1.8552,1.8834,1.9132,1.9412,1.9738,2.023,2.095,2.2026,2.3159,2.3699,2.3661,2.3302,2.2744,2.2075,2.1354,2.0647,2.0011,1.9477,1.9063,1.8789,1.8692,1.8769,1.9,1.9354,1.9807,2.0509,2.1818,2.3988,2.6368,5,74,95,CL,N,N
95B26A,1.9134,1.8954,1.8932,1.9132,1.948,1.988,2.0185,2.0413,2.0657,2.0956,2.1307,2.1659,2.1976,2.2332,2.289,2.3745,2.5013,2.6365,2.7079,2.7152,2.687,2.6369,2.575,2.5073,2.4407,2.3807,2.3301,2.2901,2.2621,2.2491,2.2512,2.2672,2.2933,2.3289,2.3896,2.5149,2.7324,2.9761,5.7,73.5,94.3,CL,N,N
95B25A,1.8716,1.8746,1.8848,1.9109,1.9487,1.9909,2.0235,2.0479,2.0731,2.1026,2.1364,2.1689,2.1963,2.227,2.2786,2.3619,2.4864,2.6189,2.6902,2.6998,2.675,2.6289,2.5706,2.5064,2.4425,2.3844,2.3348,2.2946,2.265,2.249,2.247,2.2579,2.2789,2.3093,2.3654,2.484,2.692,2.926,4,74.9,96,CL,N,N
95B24B,1.5929,1.5617,1.545,1.5519,1.5732,1.5995,1.6177,1.6294,1.6435,1.6634,1.6888,1.7142,1.7364,1.762,1.8044,1.8711,1.9712,2.0757,2.129,2.1336,2.1108,2.0706,2.0204,1.9656,1.9116,1.8633,1.823,1.792,1.7716,1.7645,1.7709,1.7892,1.8167,1.8529,1.9103,2.0201,2.2024,2.4032,4.7,74.3,95.3,CL,N,N
95B24A,1.6474,1.6177,1.6025,1.6112,1.6345,1.663,1.6829,1.6958,1.7113,1.7328,1.76,1.7871,1.8106,1.8377,1.8827,1.9534,2.0598,2.1712,2.2285,2.2338,2.21,2.1676,2.1147,2.0565,1.9991,1.9475,1.9044,1.8709,1.8485,1.8402,1.8461,1.8648,1.8933,1.9309,1.9915,2.1075,2.3007,2.5127,4.7,74.3,95.3,CL,N,N
