SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,Exclude
85C22A,2.2071,2.1342,2.0997,2.1038,2.1285,2.1599,2.1837,2.202,2.2241,2.2539,2.2912,2.3297,2.3654,2.4036,2.4533,2.5184,2.614,2.7145,2.7578,2.7451,2.7012,2.6383,2.5654,2.4879,2.4122,2.3437,2.2843,2.236,2.2009,2.1829,2.1819,2.1962,2.223,2.2613,2.326,2.4551,2.6758,2.926,11.1,68.7,88.9,CL,Y,Y
85C11A,2.1854,2.11,2.071,2.0704,2.0916,2.1203,2.1405,2.1544,2.1721,2.1977,2.2308,2.2656,2.2978,2.3341,2.3872,2.4643,2.5788,2.6983,2.7498,2.7358,2.6861,2.6155,2.5343,2.4487,2.3658,2.2916,2.2289,2.1793,2.1448,2.1291,2.1323,2.1525,2.1861,2.2312,2.3043,2.4456,2.6841,2.9495,8,71.6,92,CL,N,N
85B5A,1.8964,1.9167,1.937,1.9679,2.0089,2.054,2.0893,2.1164,2.1445,2.1779,2.217,2.2557,2.2914,2.3328,2.3918,2.4735,2.5971,2.738,2.8209,2.8393,2.821,2.7791,2.7228,2.658,2.5913,2.5288,2.4725,2.4247,2.3888,2.3691,2.3654,2.3767,2.4002,2.4349,2.4975,2.6273,2.8537,3.1074,12.3,68,87.7,CL,N,N
85B4A,2.2785,2.3154,2.3531,2.401,2.4582,2.519,2.5688,2.6095,2.6504,2.6965,2.7485,2.7999,2.8475,2.9005,2.9692,3.0574,3.1888,3.3415,3.4336,3.4563,3.4391,3.3956,3.3362,3.2667,3.1945,3.1259,3.0628,3.0075,2.9638,2.9366,2.9255,2.9293,2.9454,2.9728,3.0305,3.1617,3.4004,3.6707,19.8,61.8,80.2,CL,Y,Y
85B4A,2.1362,2.1653,2.1947,2.2357,2.2869,2.3416,2.3855,2.4199,2.4546,2.494,2.5388,2.5833,2.6248,2.6716,2.7358,2.8233,2.9543,3.1026,3.1893,3.2084,3.1888,3.1445,3.0853,3.0172,2.9472,2.8814,2.822,2.7708,2.7311,2.7071,2.699,2.7054,2.7233,2.7521,2.8095,2.9383,3.1704,3.4331,13.1,67.4,86.9,CL,Y,Y
85B4A,2.1796,2.2039,2.2305,2.271,2.3229,2.3786,2.4225,2.4563,2.4908,2.5306,2.5764,2.6215,2.6629,2.7107,2.7785,2.8726,3.0137,3.1718,3.2595,3.2722,3.2441,3.1913,3.1249,3.0512,2.9772,2.9088,2.8478,2.7963,2.7567,2.7333,2.7268,2.7358,2.7579,2.7923,2.8586,3.0024,3.2558,3.5423,11.1,69,89,CL,N,N
85B3B,1.8922,1.9193,1.9462,1.9841,2.0309,2.0803,2.1201,2.1514,2.1831,2.2194,2.2606,2.3008,2.3378,2.3791,2.434,2.5059,2.6133,2.7342,2.8057,2.8242,2.8119,2.7792,2.734,2.6812,2.6265,2.5748,2.5277,2.4868,2.455,2.4358,2.4294,2.4345,2.4491,2.4733,2.5218,2.6311,2.8279,3.0527,12.6,67.8,87.4,CL,N,N
85B3B,1.5474,1.5454,1.5418,1.5527,1.5761,1.6044,1.6227,1.633,1.6452,1.6639,1.6889,1.7138,1.7352,1.7637,1.8185,1.9102,2.0493,2.1993,2.2836,2.3013,2.2824,2.2406,2.1852,2.1229,2.0604,2.004,1.9572,1.9216,1.8994,1.8943,1.9065,1.9342,1.9738,2.0236,2.099,2.2363,2.4581,2.6908,12.6,67.8,87.4,CL,Y,Y
85B3A,1.9015,1.9288,1.9561,1.9936,2.0397,2.0891,2.1288,2.1601,2.1916,2.2275,2.2682,2.3084,2.3457,2.3876,2.4429,2.5153,2.6233,2.7451,2.8172,2.8352,2.8219,2.7881,2.7419,2.6883,2.6329,2.5806,2.5331,2.4918,2.4597,2.4405,2.4337,2.4385,2.4527,2.4761,2.5235,2.6315,2.8278,3.0538,12.6,67.8,87.4,CL,N,N
85B32B,1.9195,1.8887,1.8763,1.8888,1.9176,1.9521,1.977,1.9947,2.0155,2.0442,2.0808,2.1193,2.1571,2.2018,2.2619,2.34,2.4581,2.5907,2.66,2.6633,2.6307,2.577,2.5121,2.4412,2.3708,2.3067,2.2502,2.2041,2.1718,2.1579,2.1621,2.1829,2.2175,2.264,2.3394,2.4841,2.727,2.9947,11.7,68.5,88.3,CL,N,N
85B32A,1.9847,1.9554,1.9446,1.9577,1.9871,2.0228,2.0489,2.0681,2.0905,2.1208,2.1593,2.1993,2.2377,2.2831,2.3458,2.4294,2.5555,2.6984,2.7745,2.7792,2.7451,2.6879,2.6182,2.5417,2.4657,2.3963,2.3353,2.2855,2.2506,2.2351,2.2389,2.2606,2.2969,2.3462,2.4257,2.5775,2.8316,3.1108,11.7,68.5,88.3,CL,N,N
85B30A,2.1918,2.1584,2.147,2.1631,2.1973,2.2381,2.2684,2.2911,2.3178,2.3537,2.399,2.446,2.4911,2.5433,2.612,2.7003,2.835,2.9904,3.0737,3.0784,3.041,2.9785,2.9025,2.8192,2.7361,2.6597,2.5921,2.5362,2.4965,2.4783,2.4815,2.5045,2.5434,2.5964,2.6823,2.8468,3.1219,3.4194,15.4,65.4,84.6,CL,N,N
85B30A,1.811,1.7663,1.7438,1.7486,1.7699,1.7968,1.8155,1.8286,1.8458,1.8716,1.9058,1.9418,1.9762,2.0157,2.0662,2.1282,2.2239,2.333,2.3892,2.3906,2.3618,2.3148,2.2579,2.1953,2.1332,2.0764,2.0261,1.9849,1.9568,1.9459,1.9521,1.9736,2.0083,2.0542,2.1265,2.261,2.4822,2.7271,14.7,66,85.3,CL,N,N
85B23B,2.1652,2.0968,2.0614,2.0618,2.0843,2.1149,2.1357,2.1499,2.1691,2.1983,2.2378,2.2801,2.3216,2.3698,2.4339,2.5168,2.6424,2.7834,2.8506,2.8408,2.7908,2.7183,2.6352,2.5473,2.4619,2.3851,2.3187,2.2654,2.2293,2.2151,2.2227,2.2504,2.2943,2.352,2.4412,2.6057,2.8762,3.1692,14,66.4,86,CL,N,N
85B23A,2.2066,2.1411,2.1082,2.1106,2.1348,2.167,2.1895,2.2054,2.2263,2.2571,2.2981,2.3419,2.3844,2.4337,2.4989,2.5831,2.7106,2.8544,2.9246,2.9171,2.8685,2.7966,2.7131,2.6241,2.5372,2.4586,2.3905,2.3354,2.2977,2.2823,2.2889,2.3158,2.359,2.4162,2.5055,2.6711,2.944,3.2402,14,66.4,86,CL,N,N
85B22A,2.1594,2.0944,2.0601,2.0605,2.0822,2.1116,2.1314,2.1446,2.1626,2.1904,2.228,2.2681,2.3063,2.3511,2.4138,2.4991,2.6286,2.7724,2.8428,2.8376,2.7918,2.7222,2.64,2.5515,2.4646,2.3858,2.3178,2.2633,2.2262,2.2113,2.2191,2.2471,2.2914,2.3498,2.4401,2.6058,2.8764,3.1659,12.8,67.6,87.3,CL,N,N
85B18B,2.2714,2.2283,2.2136,2.2296,2.2635,2.304,2.335,2.3593,2.387,2.4226,2.4664,2.5114,2.5541,2.6015,2.6623,2.7394,2.8549,2.9845,3.0503,3.0487,3.0102,2.9497,2.8776,2.7994,2.7221,2.6513,2.5887,2.5365,2.4981,2.4781,2.4763,2.4911,2.5198,2.5611,2.6323,2.7756,3.0232,3.3021,14.1,66.5,85.9,CL,N,N
85B18A,2.2378,2.1942,2.1768,2.1911,2.2239,2.2626,2.2914,2.3127,2.3376,2.3704,2.4115,2.4543,2.4958,2.5429,2.6031,2.6793,2.7941,2.9218,2.9848,2.9818,2.9425,2.8816,2.8092,2.7309,2.6533,2.5821,2.5189,2.4662,2.4273,2.4074,2.4062,2.4222,2.4522,2.4947,2.5675,2.7132,2.9624,3.2401,14.1,66.5,85.9,CL,N,N
85B16A,2.2707,2.218,2.1958,2.2059,2.2358,2.2733,2.3014,2.3228,2.348,2.3815,2.4237,2.4679,2.5103,2.5581,2.6224,2.7085,2.838,2.9831,3.058,3.0578,3.0161,2.9487,2.8673,2.778,2.6889,2.607,2.5352,2.4759,2.4335,2.4132,2.4145,2.4355,2.4721,2.5219,2.6025,2.7594,3.0244,3.3135,12.7,67.7,87.4,CL,N,N
85B16A,2.1606,2.0954,2.0616,2.0629,2.0859,2.1168,2.1384,2.1533,2.1729,2.2019,2.2403,2.2808,2.319,2.3632,2.4263,2.5141,2.6465,2.7926,2.8655,2.8626,2.8184,2.7494,2.6667,2.5769,2.4884,2.4082,2.3393,2.2844,2.2472,2.2326,2.2403,2.2682,2.3122,2.3695,2.4582,2.6215,2.8899,3.1776,11.3,68.9,88.8,CL,N,N
85B16A,2.1695,2.1061,2.0734,2.0755,2.0992,2.1307,2.1523,2.1669,2.1866,2.2165,2.2571,2.3006,2.3432,2.3932,2.4593,2.5428,2.6695,2.8131,2.8834,2.8768,2.8293,2.7583,2.6754,2.5864,2.4992,2.42,2.3508,2.2946,2.256,2.2403,2.2472,2.2748,2.3189,2.3778,2.4689,2.6368,2.9111,3.2051,14.9,65.9,85.1,CL,N,N
85B15A,2.1066,2.0738,2.0621,2.0764,2.1074,2.1444,2.1717,2.1921,2.216,2.2485,2.2899,2.333,2.3748,2.4233,2.4863,2.5644,2.6833,2.821,2.8948,2.8993,2.866,2.81,2.7417,2.6664,2.5913,2.5222,2.4605,2.4093,2.3727,2.3556,2.3578,2.3776,2.4119,2.4593,2.5368,2.687,2.9408,3.2221,15.4,65.5,84.7,CL,N,N
85B12B,2.1816,2.1341,2.1134,2.1243,2.1545,2.1915,2.218,2.2373,2.261,2.2945,2.338,2.3843,2.4304,2.4843,2.5524,2.6352,2.7606,2.9051,2.9784,2.9757,2.933,2.8678,2.7916,2.7098,2.6294,2.5564,2.4918,2.4384,2.401,2.3846,2.3891,2.4126,2.4521,2.5058,2.5915,2.7544,3.0259,3.3211,15.9,65,84.1,CL,N,N
85B12A,2.2024,2.1647,2.1503,2.1647,2.1972,2.236,2.2644,2.2855,2.3105,2.345,2.3892,2.4357,2.4817,2.5353,2.6033,2.6861,2.8123,2.959,3.036,3.0374,2.9985,2.936,2.8614,2.78,2.6993,2.6251,2.5589,2.5036,2.4641,2.4456,2.448,2.4698,2.5074,2.5594,2.644,2.8068,3.0794,3.3767,15.9,65,84.1,CL,N,N
85V8B,1.9185,1.9346,1.9518,1.9805,2.0184,2.0592,2.09,2.1137,2.1395,2.1726,2.2138,2.2564,2.2996,2.3515,2.4128,2.4757,2.5724,2.6932,2.7658,2.7815,2.7655,2.7302,2.6837,2.6298,2.5739,2.5205,2.4692,2.4234,2.3884,2.3692,2.3653,2.3757,2.3994,2.4352,2.4985,2.6275,2.8515,3.1054,22.3,60,77.7,CL,N,N
85V8A,1.949,1.966,1.9836,2.013,2.0526,2.0953,2.1277,2.1523,2.179,2.2133,2.2562,2.3004,2.3453,2.3993,2.4629,2.5287,2.6302,2.7564,2.8325,2.8494,2.833,2.7963,2.7476,2.691,2.6324,2.5763,2.5225,2.4744,2.4376,2.4174,2.4132,2.4241,2.4486,2.486,2.5525,2.6875,2.9206,3.1833,22.3,60,77.7,CL,N,N
90ORG1B,2.2457,2.2822,2.3195,2.3661,2.4201,2.4763,2.5222,2.5598,2.5978,2.6407,2.6893,2.7379,2.785,2.8373,2.8971,2.9605,3.0559,3.1717,3.242,3.2593,3.2457,3.212,3.1661,3.1118,3.0545,2.9986,2.9444,2.8941,2.8523,2.8236,2.8075,2.8033,2.8093,2.8256,2.8683,2.9767,3.1833,3.4288,20.5,61.3,79.5,CL,N,N
90ORG1B,2.196,2.2307,2.2663,2.3114,2.3642,2.4188,2.4631,2.499,2.5352,2.5763,2.6232,2.6703,2.716,2.767,2.8257,2.8888,2.9839,3.0983,3.1663,3.1809,3.165,3.13,3.0839,3.0305,2.9747,2.9206,2.8686,2.8205,2.7806,2.7533,2.7384,2.7351,2.7418,2.7588,2.8019,2.9097,3.1139,3.3571,20.5,61.3,79.5,CL,N,N
90ORG1A,2.2503,2.2866,2.3235,2.3701,2.4242,2.4804,2.5264,2.5639,2.602,2.6451,2.6942,2.743,2.7899,2.8418,2.9012,2.9643,3.0597,3.1753,3.2456,3.2634,3.2503,3.2172,3.1716,3.1175,3.0604,3.0045,2.9503,2.9,2.8581,2.8294,2.8136,2.8096,2.8161,2.8333,2.8776,2.9877,3.1953,3.4412,20.5,61.3,79.5,CL,N,N
90ORG1A,2.207,2.2418,2.2775,2.3228,2.376,2.431,2.4759,2.512,2.5487,2.5906,2.6384,2.686,2.7318,2.7829,2.8416,2.9048,3.0003,3.1152,3.1838,3.1992,3.184,3.1495,3.1036,3.0501,2.9942,2.9399,2.8875,2.839,2.7989,2.7715,2.7566,2.7535,2.7607,2.7789,2.8237,2.934,3.1405,3.3853,20.5,61.3,79.5,CL,N,N
85B4A,2.2785,2.3154,2.3531,2.401,2.4582,2.519,2.5688,2.6095,2.6504,2.6965,2.7485,2.7999,2.8475,2.9005,2.9692,3.0574,3.1888,3.3415,3.4336,3.4563,3.4391,3.3956,3.3362,3.2667,3.1945,3.1259,3.0628,3.0075,2.9638,2.9366,2.9255,2.9293,2.9454,2.9728,3.0305,3.1617,3.4004,3.6707,19.8,61.8,80.2,CL,Y,Y
85V4A,2.2565,2.2817,2.3085,2.3471,2.3972,2.452,2.495,2.5286,2.5639,2.6066,2.6579,2.7105,2.7621,2.8225,2.8991,2.9912,3.1305,3.2994,3.4001,3.4181,3.3907,3.3361,3.2662,3.1865,3.1046,3.027,2.955,2.8918,2.8434,2.8154,2.8079,2.8195,2.8477,2.8907,2.9681,3.1297,3.4165,3.7596,18.6,62.8,81.4,CL,Y,Y
85C18A,2.3195,2.2546,2.2221,2.2267,2.2528,2.2858,2.3083,2.324,2.345,2.3765,2.4189,2.4652,2.5126,2.5677,2.633,2.7057,2.8181,2.9484,3.0079,2.9937,2.9417,2.8699,2.7895,2.7049,2.6224,2.5472,2.4795,2.4226,2.3816,2.3619,2.3636,2.385,2.423,2.4759,2.5619,2.7262,3.0011,3.3056,18.4,71.5,81.7,CL,Y,Y
90,2.3893,2.4299,2.4715,2.5225,2.5816,2.6433,2.6944,2.7364,2.7784,2.8251,2.8777,2.9302,2.9807,3.0369,3.1034,3.1785,3.2907,3.4246,3.5059,3.5258,3.5098,3.4704,3.417,3.3541,3.288,3.2241,3.1632,3.1075,3.0617,3.0308,3.0142,3.0107,3.0183,3.0367,3.0844,3.2038,3.4301,3.6968,18.1,63.2,81.9,CL,N,N
85B5A,2.13086,2.08851,2.06911,2.07863,2.10652,2.14062,2.16426,2.18093,2.20192,2.23243,2.273,2.31679,2.36089,2.4131,2.47948,2.55937,2.68179,2.82448,2.89902,2.89973,2.86091,2.79919,2.72562,2.64538,2.56557,2.49225,2.4267,2.37215,2.33369,2.31662,2.32065,2.3441,2.38327,2.4361,2.5202,2.68008,2.94718,3.23819,18,63.3,82,CL,N,N
85B5B,2.14739,2.09331,2.0661,2.07188,2.09801,2.13108,2.15324,2.16817,2.18804,2.21819,2.259,2.3035,2.34913,2.40366,2.47233,2.55394,2.67831,2.82195,2.89369,2.88918,2.84465,2.77777,2.70004,2.61652,2.5344,2.4596,2.39322,2.33862,2.30076,2.28521,2.29164,2.31822,2.36108,2.41801,2.50685,2.67264,2.94634,3.24003,18,63.3,82,CL,N,N
90,2.2664,2.3024,2.3396,2.3871,2.4427,2.5005,2.5476,2.5855,2.6237,2.6667,2.7155,2.7637,2.8096,2.8608,2.9221,2.9929,3.0988,3.2226,3.2948,3.3094,3.2914,3.2534,3.204,3.1474,3.0893,3.0339,2.9815,2.9343,2.8956,2.8694,2.8557,2.8537,2.8617,2.8802,2.9264,3.0407,3.2545,3.5115,17.8,63.5,82.2,CL,N,N
85V5A,2.1127,2.1332,2.1543,2.1889,2.2355,2.2864,2.325,2.3541,2.385,2.4232,2.4699,2.5178,2.5645,2.6202,2.6934,2.785,2.9244,3.0885,3.1826,3.1977,3.17,3.1169,3.0497,2.9741,2.8972,2.8252,2.7593,2.7026,2.6598,2.6366,2.633,2.6479,2.6786,2.7235,2.8025,2.962,3.2344,3.531,17.2,64,82.9,CL,N,N
72BS,2.29302,2.28132,2.28548,2.31246,2.35512,2.40248,2.43763,2.46524,2.49834,2.54398,2.60424,2.6701,2.74039,2.82317,2.90806,2.97648,3.08585,3.23442,3.32302,3.33579,3.30789,3.25706,3.19429,3.12253,3.04836,2.97688,2.90629,2.84219,2.79407,2.7693,2.767,2.78552,2.82242,2.87602,2.96558,3.13923,3.43126,3.74602,26.2,57,73.8,CL,Y,Y
75B,2.27523,2.23555,2.21817,2.23015,2.26119,2.29853,2.32492,2.3448,2.37119,2.41077,2.46508,2.52467,2.58729,2.66141,2.74168,2.81521,2.93276,3.08708,3.17923,3.19536,3.16849,3.11419,3.04295,2.95878,2.87043,2.78495,2.70279,2.63078,2.57843,2.55377,2.55613,2.58289,2.63016,2.69494,2.7966,2.98505,3.29335,3.61996,24.9,58,75.1,CL,Y,Y
72BS,2.29302,2.28132,2.28548,2.31246,2.35512,2.40248,2.43763,2.46524,2.49834,2.54398,2.60424,2.6701,2.74039,2.82317,2.90806,2.97648,3.08585,3.23442,3.32302,3.33579,3.30789,3.25706,3.19429,3.12253,3.04836,2.97688,2.90629,2.84219,2.79407,2.7693,2.767,2.78552,2.82242,2.87602,2.96558,3.13923,3.43126,3.74602,16.5,64.5,83.5,CL,Y,Y
72BS,2.29302,2.28132,2.28548,2.31246,2.35512,2.40248,2.43763,2.46524,2.49834,2.54398,2.60424,2.6701,2.74039,2.82317,2.90806,2.97648,3.08585,3.23442,3.32302,3.33579,3.30789,3.25706,3.19429,3.12253,3.04836,2.97688,2.90629,2.84219,2.79407,2.7693,2.767,2.78552,2.82242,2.87602,2.96558,3.13923,3.43126,3.74602,27.4,56.8,72.6,CL,Y,Y
75YG15A,2.14482,2.09809,2.07445,2.08182,2.10878,2.14209,2.16389,2.1784,2.199,2.23187,2.27821,2.32939,2.38276,2.44633,2.51926,2.59534,2.71549,2.86375,2.94282,2.94389,2.90412,2.84192,2.76895,2.68936,2.61015,2.53682,2.46943,2.41231,2.37244,2.35605,2.36293,2.39111,2.43716,2.49876,2.59408,2.76949,3.05516,3.35673,23.2,59.2,76.8,CL,Y,Y
75YG15B,2.06974,2.02184,1.99695,2.00327,2.02904,2.06094,2.08126,2.09434,2.11332,2.14425,2.18816,2.23694,2.28814,2.34932,2.41972,2.49361,2.61012,2.75219,2.82542,2.82296,2.78167,2.71999,2.64933,2.57358,2.49907,2.43075,2.36845,2.31602,2.27979,2.26566,2.27343,2.30142,2.3463,2.40613,2.49851,2.66827,2.94474,3.23925,23.2,59.2,76.8,CL,Y,Y
72BSAUS21A,2.42831,2.39568,2.3876,2.4089,2.44988,2.49755,2.53203,2.55827,2.59062,2.6363,2.6975,2.76543,2.83819,2.92415,3.01689,3.10271,3.23443,3.40586,3.50267,3.50704,3.4639,3.39592,3.31672,3.23005,3.14349,3.06244,2.98575,2.91878,2.87024,2.84734,2.84952,2.87484,2.92014,2.98316,3.08393,3.27516,3.59297,3.92092,26.2,57,73.8,CL,Y,Y
72B20B,2.27524,2.24024,2.22632,2.24047,2.27364,2.31282,2.33951,2.35881,2.38459,2.42388,2.47873,2.53987,2.60582,2.68507,2.76984,2.84589,2.96606,3.124,3.21269,3.21695,3.17735,3.11423,3.03972,2.95738,2.87445,2.7961,2.72112,2.65547,2.60808,2.58633,2.58981,2.61657,2.66379,2.72883,2.831,3.01977,3.32705,3.64682,26.5,56.8,73.5,CL,Y,Y
72BSAUS21A,2.42831,2.39568,2.3876,2.4089,2.44988,2.49755,2.53203,2.55827,2.59062,2.6363,2.6975,2.76543,2.83819,2.92415,3.01689,3.10271,3.23443,3.40586,3.50267,3.50704,3.4639,3.39592,3.31672,3.23005,3.14349,3.06244,2.98575,2.91878,2.87024,2.84734,2.84952,2.87484,2.92014,2.98316,3.08393,3.27516,3.59297,3.92092,26.2,57,73.8,CL,Y,Y
72BSAUS21B,2.53403,2.53005,2.54407,2.58157,2.63596,2.6958,2.74194,2.77865,2.82018,2.87349,2.94072,3.01307,3.08827,3.17533,3.27051,3.36187,3.50035,3.6782,3.78136,3.79211,3.75493,3.69221,3.61737,3.53451,3.45131,3.37301,3.29844,3.23272,3.18335,3.1574,3.15441,3.17269,3.20996,3.26428,3.35729,3.543,3.85857,4.18409,26.2,57,73.8,CL,Y,Y
72BS31A,2.54443,2.56547,2.5901,2.62924,2.68241,2.7406,2.78421,2.81804,2.85651,2.90733,2.97341,3.0453,3.12247,3.21576,3.31754,3.41001,3.55337,3.74809,3.8675,3.88418,3.84662,3.77881,3.69492,3.59888,3.49954,3.40287,3.30782,3.22147,3.15445,3.11611,3.1063,3.12338,3.16478,3.22774,3.33466,3.54154,3.88382,4.20578,26.9,56.5,73.1,CL,Y,Y
72BS31B,2.444,2.46365,2.48607,2.5226,2.5723,2.62673,2.66738,2.69866,2.73413,2.78107,2.842,2.90826,2.97935,3.06508,3.15782,3.24178,3.374,3.55166,3.65993,3.67673,3.64438,3.58408,3.50847,3.42132,3.33055,3.24208,3.15483,3.07531,3.01339,2.97786,2.96844,2.9838,3.02118,3.07846,3.17688,3.37029,3.69319,4.01345,26.9,56.5,73.1,CL,Y,Y
72BS32A,2.30934,2.32566,2.34422,2.3773,2.42418,2.47605,2.51427,2.54294,2.57544,2.61845,2.67395,2.73321,2.79473,2.86907,2.95705,3.05178,3.19859,3.38455,3.49514,3.51142,3.47746,3.41472,3.33645,3.24765,3.1565,3.06931,2.98655,2.91336,2.85777,2.8277,2.82332,2.84301,2.88382,2.9432,3.04264,3.23379,3.54884,3.85913,22.5,59.8,77.5,CL,Y,Y
72BS32B,2.29574,2.31049,2.32811,2.36075,2.407,2.45818,2.49585,2.52417,2.55612,2.59849,2.65312,2.71187,2.77332,2.84764,2.93523,3.02898,3.1743,3.35873,3.46795,3.48348,3.44921,3.38641,3.30843,3.22011,3.12955,3.04315,2.96127,2.8889,2.83408,2.80438,2.8,2.81945,2.85938,2.91733,3.01448,3.20298,3.51647,3.83075,22.5,59.8,77.5,CL,Y,Y
72SB26A,2.41695,2.43214,2.45505,2.49416,2.54611,2.60184,2.64443,2.67842,2.71656,2.76615,2.82957,2.89837,2.9721,3.05882,3.147,3.21723,3.32963,3.48545,3.58029,3.59486,3.56632,3.51374,3.44876,3.37341,3.29461,3.2173,3.13963,3.06708,3.00982,2.976,2.96474,2.97516,3.00499,3.05251,3.13893,3.31424,3.61465,3.93098,30.3,54,69.7,CL,Y,Y
72SB26B,2.41425,2.43147,2.45667,2.49587,2.54726,2.60309,2.64651,2.68168,2.72116,2.772,2.83662,2.90639,2.98039,3.06727,3.15591,3.22629,3.33716,3.493,3.59022,3.60643,3.57886,3.52687,3.46217,3.38682,3.30778,3.23019,3.15205,3.079,3.02134,2.98712,2.9755,2.98547,3.01521,3.06277,3.14928,3.32342,3.62203,3.93921,30.3,54,69.7,CL,Y,Y
72B6A,2.3262,2.28227,2.2637,2.2756,2.30755,2.34643,2.37386,2.39405,2.42019,2.45848,2.5101,2.56607,2.62338,2.69111,2.77038,2.85471,2.98515,3.14644,3.23441,3.23728,3.19533,3.12814,3.04796,2.95981,2.8718,2.79003,2.71482,2.65088,2.60566,2.58572,2.59075,2.61871,2.66601,2.73023,2.83085,3.01636,3.31871,3.63552,22,60.2,78,CL,Y,Y
72B6B,2.27403,2.22866,2.20745,2.21762,2.24769,2.28454,2.30978,2.32773,2.35145,2.38713,2.43577,2.48867,2.5427,2.60673,2.68317,2.76685,2.89675,3.0554,3.14121,3.14412,3.10313,3.03727,2.95862,2.87217,2.78567,2.70538,2.6319,2.56961,2.52565,2.50652,2.51195,2.54008,2.58696,2.65029,2.74919,2.93151,3.22919,3.54224,22,60.2,78,CL,Y,Y
72BS7A,2.37856,2.36878,2.37529,2.40577,2.45288,2.50547,2.54535,2.57649,2.61206,2.65867,2.71797,2.78078,2.84349,2.91504,2.99688,3.08383,3.21813,3.38352,3.47783,3.48961,3.45735,3.40039,3.33082,3.25324,3.17499,3.10161,3.03297,2.97315,2.92869,2.90616,2.90558,2.92549,2.96273,3.01621,3.10686,3.284,3.57927,3.89039,25.9,58.7,74.1,CL,Y,Y
72BS7B,2.39152,2.36563,2.3616,2.38558,2.42807,2.47664,2.51306,2.54138,2.57482,2.61986,2.678,2.74057,2.804,2.87631,2.95796,3.04321,3.17458,3.33665,3.42746,3.43586,3.40039,3.34044,3.26836,3.18861,3.1086,3.03401,2.96487,2.90518,2.86175,2.84103,2.84293,2.86547,2.90543,2.96081,3.05223,3.22906,3.52415,3.83642,25.9,58.7,74.1,CL,Y,Y
72B15A,2.18752,2.15887,2.15006,2.16736,2.20211,2.24283,2.27202,2.29377,2.32059,2.35862,2.40936,2.4649,2.52266,2.59032,2.66714,2.74586,2.86757,3.01918,3.10399,3.11066,3.07597,3.01849,2.95,2.87453,2.79879,2.72824,2.66267,2.60611,2.56549,2.54698,2.55011,2.57322,2.61325,2.66824,2.75701,2.92601,3.20756,3.51305,24.9,58,75.1,CL,Y,Y
72B15B,2.14451,2.13251,2.13367,2.15761,2.19708,2.24128,2.2733,2.29701,2.32495,2.36316,2.4131,2.46721,2.52328,2.58917,2.66418,2.74174,2.86232,3.011,3.09432,3.10318,3.07243,3.01965,2.95607,2.88554,2.8145,2.74802,2.68581,2.63172,2.59198,2.57276,2.5738,2.59357,2.62923,2.67953,2.76321,2.9266,3.20153,3.50067,24.9,58,75.1,CL,Y,Y
72B16A,2.42101,2.39829,2.39513,2.4187,2.46076,2.50875,2.54355,2.57019,2.6029,2.64918,2.71116,2.77922,2.8515,2.93683,3.0281,3.11134,3.24147,3.41233,3.51061,3.51902,3.48047,3.41623,3.33927,3.25343,3.16644,3.08387,3.00455,2.93455,2.88313,2.85785,2.85828,2.88271,2.92781,2.99159,3.09461,3.28898,3.60912,3.94441,27,56.4,73,CL,Y,Y
72B16B,2.37538,2.35901,2.3596,2.38452,2.42687,2.47465,2.5094,2.53604,2.56841,2.61388,2.6746,2.74127,2.81225,2.89619,2.98564,3.0665,3.19321,3.36039,3.45694,3.46556,3.42845,3.36673,3.2929,3.21059,3.12704,3.04752,2.97075,2.90258,2.85215,2.82689,2.82635,2.84912,2.89241,2.95395,3.05428,3.24472,3.55948,3.8927,27,56.4,73,CL,Y,Y
72SB23A,2.27372,2.28705,2.30473,2.3387,2.38602,2.43708,2.47422,2.50213,2.53464,2.57929,2.63847,2.70345,2.774,2.85884,2.94658,3.02052,3.14047,3.30299,3.39832,3.40938,3.37661,3.32032,3.25261,3.17604,3.09719,3.02063,2.94449,2.87466,2.82077,2.7906,2.7841,2.80042,2.83713,2.89261,2.98788,3.17481,3.48814,3.82427,31.9,52.8,68.1,CL,Y,Y
72SB23B,2.35242,2.36781,2.38885,2.42421,2.47294,2.52592,2.56532,2.59589,2.63131,2.67922,2.7423,2.81168,2.88725,2.97806,3.07168,3.14818,3.26997,3.44021,3.54335,3.55601,3.52175,3.46254,3.39122,3.31052,3.22718,3.14604,3.06491,2.99027,2.9326,2.90012,2.89248,2.9087,2.94667,3.00415,3.1024,3.29499,3.6194,3.96972,31.9,52.8,68.1,CL,Y,Y
