SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Cal4,Product,Date,Time,SensTemp,SampTemp,ScanColour,Exclude,Exclude,
50COW20B,2.23660,2.25290,2.27250,2.30640,2.35070,2.39650,2.42990,2.45580,2.48760,2.53340,2.59650,2.66690,2.74600,2.84060,2.92090,2.94910,3.00820,3.11780,3.18860,3.20120,3.18290,3.14890,3.10730,3.05680,3.00180,2.94420,2.87810,2.81090,2.75560,2.72190,2.70860,2.71510,2.74190,2.78850,2.87310,3.04110,3.32450,3.64040,44.80000,43.25000,55.20000,41.60000,CL,7/21/2011,10:55:29,55.20,43.50,43,N,N,
50COW20A,2.25690,2.27340,2.29320,2.32740,2.37240,2.41890,2.45260,2.47880,2.51100,2.55720,2.62090,2.69280,2.77470,2.87300,2.95680,2.98710,3.04890,3.16280,3.23620,3.24850,3.22850,3.19210,3.14810,3.09530,3.03790,2.97800,2.90970,2.84040,2.78360,2.74900,2.73540,2.74220,2.76930,2.81590,2.90060,3.07010,3.35840,3.67970,44.80000,43.25000,55.20000,42.10000,CL,7/21/2011,10:52:53,55.20,43.50,43,N,N,
50BMIX34A,1.98310,1.98970,1.99960,2.02380,2.05900,2.09640,2.12210,2.14110,2.16630,2.20550,2.26190,2.32570,2.39710,2.48270,2.55790,2.58990,2.65260,2.76210,2.83240,2.84540,2.82800,2.79510,2.75520,2.70750,2.65560,2.60250,2.54270,2.48300,2.43570,2.40940,2.40320,2.41650,2.44900,2.50000,2.58550,2.74900,3.01950,3.31880,45.10000,43.00000,54.90000,46.00000,CL,7/20/2011,2:29:32,54.90,43.00,43,N,N,
50B35B,1.73160,1.73350,1.73960,1.76050,1.79060,1.82150,1.84200,1.85680,1.87740,1.91090,1.95990,2.01640,2.08260,2.16280,2.22340,2.22490,2.24450,2.30650,2.34910,2.35830,2.35030,2.33480,2.31640,2.29240,2.26450,2.23340,2.19240,2.14780,2.11120,2.09040,2.08410,2.09160,2.11410,2.15140,2.21650,2.34370,2.55830,2.80990,52.60000,37.50000,47.40000,36.60000,CL,7/21/2011,1:25:05,47.40,37.50,37,N,N,
50B35B,1.77880,1.77850,1.78340,1.80450,1.83550,1.86720,1.88830,1.90340,1.92480,1.95990,2.01140,2.07000,2.13780,2.21990,2.28180,2.28450,2.30810,2.37530,2.42050,2.42980,2.42060,2.40330,2.38260,2.35600,2.32560,2.29200,2.24870,2.20220,2.16430,2.14300,2.13700,2.14560,2.17000,2.21020,2.27990,2.41420,2.63870,2.89960,52.60000,37.50000,47.40000,37.00000,CL,7/21/2011,1:27:34,47.40,37.50,37,N,N,
50B35A,1.74090,1.74120,1.74690,1.76740,1.79710,1.82770,1.84830,1.86360,1.88500,1.91950,1.97010,2.02760,2.09420,2.17460,2.23540,2.23630,2.25550,2.31800,2.36130,2.37070,2.36270,2.34690,2.32820,2.30370,2.27530,2.24360,2.20200,2.15680,2.11990,2.09900,2.09280,2.10070,2.12400,2.16280,2.23000,2.35980,2.57670,2.83110,52.60000,37.50000,47.40000,36.70000,CL,7/21/2011,1:23:13,47.40,37.50,37,N,N,
50B34B,1.74350,1.74650,1.75350,1.77370,1.80220,1.83050,1.84870,1.86200,1.88280,1.91920,1.97480,2.03990,2.11780,2.21260,2.27670,2.25580,2.25030,2.29850,2.33690,2.34660,2.34240,2.33370,2.32420,2.30890,2.28810,2.26160,2.22020,2.17150,2.13080,2.10700,2.09840,2.10430,2.12690,2.16660,2.23560,2.36830,2.59080,2.85400,60.70000,31.50000,39.30000,31.50000,CL,7/21/2011,1:20:47,39.30,31.00,32,N,N,
50B34A,1.73510,1.73790,1.74430,1.76540,1.79480,1.82330,1.84110,1.85410,1.87480,1.91170,1.96830,2.03410,2.11260,2.20810,2.27050,2.24380,2.23280,2.27660,2.31220,2.32160,2.31880,2.31250,2.30600,2.29360,2.27570,2.25160,2.21150,2.16360,2.12310,2.09930,2.09030,2.09580,2.11840,2.15850,2.22860,2.36200,2.58400,2.84630,60.70000,31.50000,39.30000,30.40000,CL,7/21/2011,1:18:25,39.30,31.00,32,N,N,
50B20A,2.22220,2.20640,2.20590,2.22860,2.26610,2.30620,2.33310,2.35330,2.38190,2.42810,2.49540,2.57300,2.66330,2.77240,2.86050,2.88340,2.93870,3.04920,3.11780,3.12380,3.09870,3.05960,3.01530,2.96400,2.90940,2.85310,2.78810,2.72270,2.67150,2.64420,2.63910,2.65510,2.69200,2.74870,2.84290,3.02150,3.31680,3.63750,100.00000,0.00000,0.00000,40.60000,50,7/20/2011,12:17:23,0.00,0.00,65280,Y,Y,
50B19A,2.49250,2.51570,2.54460,2.58670,2.63980,2.69510,2.73690,2.77110,2.81230,2.86980,2.94790,3.03600,3.13510,3.25310,3.35370,3.38880,3.45750,3.59070,3.68180,3.70070,3.68110,3.64180,3.59260,3.53230,3.46540,3.39490,3.31400,3.23170,3.16450,3.12350,3.10690,3.11390,3.14440,3.19700,3.29200,3.48080,3.79880,4.13700,45.25000,42.90000,54.75000,41.50000,50,7/18/2011,12:05:51,54.75,43.00,42,N,N,
50B19A,2.31260,2.32830,2.34980,2.38570,2.43240,2.48000,2.51370,2.54060,2.57540,2.62780,2.70230,2.78900,2.89040,3.01330,3.11170,3.12500,3.16630,3.27430,3.34920,3.36330,3.34610,3.31460,3.27740,3.23080,3.17820,3.12110,3.05050,2.97590,2.91500,2.87860,2.86460,2.87200,2.90180,2.95240,3.04250,3.22050,3.52140,3.85360,49.50000,39.82500,50.50000,42.10000,50,7/19/2011,12:21:03,50.50,39.20,40,N,N,
50B19A,2.36060,2.32380,2.31150,2.32840,2.36380,2.40300,2.42840,2.44780,2.47720,2.52690,2.60100,2.68780,2.78940,2.91240,3.01190,3.03660,3.09500,3.21550,3.29010,3.29370,3.26180,3.21400,3.16070,3.09930,3.03460,2.96820,2.89240,2.81700,2.75910,2.72920,2.72560,2.74660,2.79140,2.85780,2.96460,3.16150,3.48220,3.81820,45.70000,42.65000,54.30000,37.50000,50,7/20/2011,12:10:20,54.30,42.65,42,N,N,
50B15B,2.03820,2.04800,2.06170,2.08840,2.12410,2.15970,2.18330,2.20160,2.22790,2.27170,2.33700,2.41310,2.50280,2.61170,2.68930,2.67530,2.68280,2.75220,2.80330,2.81320,2.80270,2.78450,2.76400,2.73630,2.70250,2.66250,2.60620,2.54290,2.48970,2.45730,2.44380,2.44880,2.47470,2.52140,2.60390,2.76310,3.02950,3.33470,59.00000,32.75000,41.00000,32.40000,CL,7/21/2011,8:26:03,41.00,33.50,32,N,N,
50B15A,2.08950,2.09960,2.11370,2.14140,2.17840,2.21500,2.23920,2.25800,2.28510,2.33010,2.39740,2.47600,2.56910,2.68230,2.76210,2.74520,2.75070,2.82030,2.87190,2.88200,2.87170,2.85370,2.83360,2.80570,2.77150,2.73050,2.67230,2.60650,2.55120,2.51740,2.50280,2.50750,2.53340,2.58080,2.66510,2.82830,3.10110,3.41130,59.00000,32.75000,41.00000,31.50000,CL,7/21/2011,8:21:55,41.00,33.50,32,N,N,
5024A,2.49150,2.51020,2.53400,2.57220,2.62200,2.67410,2.71250,2.74340,2.78060,2.83350,2.90580,2.98790,3.08150,3.19360,3.29060,3.32700,3.39710,3.52780,3.61430,3.62980,3.60770,3.56610,3.51510,3.45340,3.38610,3.31610,3.23680,3.15690,3.09190,3.05200,3.03600,3.04260,3.07210,3.12310,3.21570,3.40080,3.71580,4.05820,44.10000,43.75000,55.90000,44.60000,50,7/18/2011,12:24:59,55.90,43.90,43,N,N,
27R2,1.70740,1.72520,1.74810,1.77490,1.80510,1.83470,1.85950,1.88350,1.91140,1.94750,1.99420,2.04570,2.10200,2.16940,2.22940,2.25790,2.30400,2.38540,2.43890,2.44900,2.43710,2.41440,2.38710,2.35500,2.32030,2.28480,2.24470,2.20480,2.17380,2.15620,2.15120,2.15860,2.17850,2.21130,2.27180,2.39510,2.60460,2.84210,42.30000,44.60000,59.16600,0.00000,20/01/2012,18:16:43,N,0.00,0.00,65280,N,N,
27R2,1.70740,1.72520,1.74810,1.77490,1.80510,1.83470,1.85950,1.88350,1.91140,1.94750,1.99420,2.04570,2.10200,2.16940,2.22940,2.25790,2.30400,2.38540,2.43890,2.44900,2.43710,2.41440,2.38710,2.35500,2.32030,2.28480,2.24470,2.20480,2.17380,2.15620,2.15120,2.15860,2.17850,2.21130,2.27180,2.39510,2.60460,2.84210,42.30000,44.60000,59.16600,0.00000,20/01/2012,18:16:43,N,0.00,0.00,65280,N,N,
27R1,1.72680,1.74520,1.76890,1.79650,1.82750,1.85790,1.88340,1.90820,1.93710,1.97420,2.02210,2.07450,2.13100,2.19840,2.25960,2.29040,2.33920,2.42350,2.47900,2.48980,2.47780,2.45440,2.42590,2.39240,2.35630,2.31950,2.27840,2.23740,2.20580,2.18780,2.18290,2.19060,2.21140,2.24570,2.30870,2.43580,2.65060,2.89130,44.70000,44.10000,58.56100,0.00000,20/01/2012,18:12:32,N,0.00,0.00,65280,N,N,
27R1,1.72680,1.74520,1.76890,1.79650,1.82750,1.85790,1.88340,1.90820,1.93710,1.97420,2.02210,2.07450,2.13100,2.19840,2.25960,2.29040,2.33920,2.42350,2.47900,2.48980,2.47780,2.45440,2.42590,2.39240,2.35630,2.31950,2.27840,2.23740,2.20580,2.18780,2.18290,2.19060,2.21140,2.24570,2.30870,2.43580,2.65060,2.89130,44.70000,44.10000,58.56100,0.00000,20/01/2012,18:12:32,N,0.00,0.00,65280,N,N,
31R2,1.72870,1.73780,1.75520,1.77920,1.80920,1.83900,1.86330,1.88610,1.91350,1.95060,2.00010,2.05470,2.11480,2.18640,2.24760,2.27140,2.31280,2.39080,2.44110,2.44890,2.43560,2.41250,2.38550,2.35400,2.32000,2.28490,2.24450,2.20380,2.17220,2.15460,2.15040,2.15930,2.18170,2.21800,2.28350,2.41410,2.63120,2.87290,44.40000,43.10000,57.35100,0.00000,20/01/2012,18:44:31,N,0.00,0.00,65280,N,N,
31R2,1.72870,1.73780,1.75520,1.77920,1.80920,1.83900,1.86330,1.88610,1.91350,1.95060,2.00010,2.05470,2.11480,2.18640,2.24760,2.27140,2.31280,2.39080,2.44110,2.44890,2.43560,2.41250,2.38550,2.35400,2.32000,2.28490,2.24450,2.20380,2.17220,2.15460,2.15040,2.15930,2.18170,2.21800,2.28350,2.41410,2.63120,2.87290,44.40000,43.10000,57.35100,0.00000,20/01/2012,18:44:31,N,0.00,0.00,65280,N,N,
29R1,1.73690,1.75410,1.77650,1.80400,1.83660,1.86850,1.89440,1.91850,1.94700,1.98500,2.03560,2.09170,2.15390,2.22860,2.29240,2.31650,2.35890,2.44010,2.49310,2.50180,2.48870,2.46570,2.43880,2.40740,2.37340,2.33800,2.29660,2.25440,2.22110,2.20190,2.19620,2.20380,2.22500,2.26050,2.32600,2.45810,2.67960,2.92830,47.70000,39.30000,52.75300,0.00000,20/01/2012,18:31:02,N,0.00,0.00,65280,Y,Y,
29R1,1.73690,1.75410,1.77650,1.80400,1.83660,1.86850,1.89440,1.91850,1.94700,1.98500,2.03560,2.09170,2.15390,2.22860,2.29240,2.31650,2.35890,2.44010,2.49310,2.50180,2.48870,2.46570,2.43880,2.40740,2.37340,2.33800,2.29660,2.25440,2.22110,2.20190,2.19620,2.20380,2.22500,2.26050,2.32600,2.45810,2.67960,2.92830,47.70000,39.30000,52.75300,0.00000,20/01/2012,18:31:02,N,0.00,0.00,65280,Y,Y,
3R1,1.74200,1.76980,1.80380,1.84270,1.88560,1.92900,1.96790,2.00390,2.03960,2.07690,2.11620,2.15400,2.18700,2.22180,2.27150,2.34460,2.44910,2.56240,2.62660,2.63860,2.62200,2.58840,2.54560,2.49860,2.45200,2.40970,2.37320,2.34350,2.32160,2.30850,2.30420,2.30800,2.31820,2.33540,2.37470,2.46850,2.63890,2.82680,3.40000,72.80000,93.28800,0.00000,15/12/2011,19:21:24,N,0.00,0.00,65280,Y,Y,
7R1,1.74230,1.76170,1.79000,1.82420,1.86290,1.90270,1.93880,1.97260,2.00670,2.04260,2.08090,2.11770,2.14970,2.18330,2.23170,2.30320,2.40630,2.51880,2.58390,2.59740,2.58210,2.54890,2.50530,2.45650,2.40760,2.36270,2.32390,2.29260,2.26990,2.25700,2.25360,2.25900,2.27150,2.29100,2.33280,2.42970,2.60270,2.79420,3.40000,73.70000,94.37700,0.00000,15/12/2011,19:30:50,N,0.00,0.00,65280,Y,Y,
4R1,1.75360,1.77560,1.80580,1.84210,1.88320,1.92540,1.96350,1.99870,2.03390,2.07090,2.11020,2.14790,2.18060,2.21470,2.26260,2.33290,2.43340,2.54200,2.60490,2.61910,2.60570,2.57500,2.53410,2.48810,2.44190,2.39960,2.36300,2.33320,2.31110,2.29800,2.29380,2.29780,2.30800,2.32520,2.36340,2.45590,2.62230,2.80560,3.10000,73.60000,94.25600,0.00000,15/12/2011,19:23:43,N,0.00,0.00,65280,Y,Y,
8R1,1.76650,1.75040,1.75280,1.77020,1.79830,1.82900,1.85500,1.87880,1.90450,1.93400,1.96790,2.00150,2.03090,2.06300,2.11160,2.18540,2.29300,2.40900,2.47120,2.47720,2.45240,2.40850,2.35410,2.29480,2.23630,2.18350,2.13890,2.10410,2.08060,2.06990,2.07230,2.08630,2.10930,2.14080,2.19730,2.31300,2.50750,2.71490,3.30000,73.70000,94.37700,0.00000,15/12/2011,19:34:04,N,0.00,0.00,65280,Y,Y,
26R2,1.77930,1.79200,1.81530,1.84620,1.88250,1.91880,1.94940,1.97820,2.01070,2.05080,2.10080,2.15440,2.21120,2.27720,2.33930,2.38080,2.44330,2.53510,2.58970,2.59490,2.57660,2.54780,2.51560,2.48090,2.44580,2.41180,2.37580,2.34150,2.31560,2.30150,2.29860,2.30690,2.32650,2.35830,2.41750,2.53960,2.74800,2.98370,38.90000,45.40000,60.13400,0.00000,20/01/2012,18:06:47,N,0.00,0.00,65280,N,N,
26R2,1.77930,1.79200,1.81530,1.84620,1.88250,1.91880,1.94940,1.97820,2.01070,2.05080,2.10080,2.15440,2.21120,2.27720,2.33930,2.38080,2.44330,2.53510,2.58970,2.59490,2.57660,2.54780,2.51560,2.48090,2.44580,2.41180,2.37580,2.34150,2.31560,2.30150,2.29860,2.30690,2.32650,2.35830,2.41750,2.53960,2.74800,2.98370,38.90000,45.40000,60.13400,0.00000,20/01/2012,18:06:47,N,0.00,0.00,65280,N,N,
28R1,1.77990,1.79760,1.82070,1.84820,1.88020,1.91140,1.93720,1.96200,1.99130,2.03010,2.08120,2.13740,2.19870,2.27200,2.33580,2.36200,2.40680,2.49120,2.54740,2.55810,2.54600,2.52270,2.49460,2.46110,2.42480,2.38710,2.34370,2.29980,2.26550,2.24570,2.24010,2.24800,2.27010,2.30730,2.37470,2.51000,2.73630,2.98840,45.00000,43.40000,57.71400,0.00000,20/01/2012,18:22:26,N,0.00,0.00,65280,N,N,
28R1,1.77990,1.79760,1.82070,1.84820,1.88020,1.91140,1.93720,1.96200,1.99130,2.03010,2.08120,2.13740,2.19870,2.27200,2.33580,2.36200,2.40680,2.49120,2.54740,2.55810,2.54600,2.52270,2.49460,2.46110,2.42480,2.38710,2.34370,2.29980,2.26550,2.24570,2.24010,2.24800,2.27010,2.30730,2.37470,2.51000,2.73630,2.98840,45.00000,43.40000,57.71400,0.00000,20/01/2012,18:22:26,N,0.00,0.00,65280,N,N,
7R2,1.78240,1.78860,1.80800,1.83690,1.87280,1.91070,1.94410,1.97530,2.00730,2.04200,2.07980,2.11680,2.14930,2.18420,2.23550,2.31200,2.42250,2.54280,2.60930,2.61820,2.59590,2.55500,2.50410,2.44880,2.39440,2.34510,2.30320,2.27000,2.24670,2.23440,2.23340,2.24250,2.25960,2.28490,2.33420,2.44300,2.63380,2.84240,3.40000,73.70000,94.37700,0.00000,15/12/2011,20:43:09,N,0.00,0.00,65280,Y,Y,
5R1,1.78930,1.80630,1.83380,1.86880,1.90880,1.94990,1.98670,2.02130,2.05620,2.09280,2.13180,2.16980,2.20360,2.23930,2.28970,2.36340,2.46890,2.58380,2.64940,2.66190,2.64480,2.60920,2.56350,2.51270,2.46190,2.41560,2.37580,2.34370,2.32060,2.30710,2.30360,2.30880,2.32070,2.33910,2.37930,2.47550,2.65050,2.84470,3.00000,73.60000,94.25600,0.00000,15/12/2011,19:26:19,N,0.00,0.00,65280,Y,Y,
28R2,1.79640,1.81380,1.83700,1.86520,1.89810,1.93060,1.95720,1.98260,2.01250,2.05210,2.10430,2.16150,2.22380,2.29800,2.36290,2.39020,2.43680,2.52310,2.58000,2.59040,2.57750,2.55330,2.52410,2.48970,2.45260,2.41420,2.37020,2.32580,2.29110,2.27120,2.26550,2.27350,2.29620,2.33400,2.40280,2.54000,2.76920,3.02370,45.40000,43.20000,57.47200,0.00000,20/01/2012,18:26:13,N,0.00,0.00,65280,N,N,
4R2,1.79640,1.81390,1.84210,1.87770,1.91800,1.95980,1.99730,2.03250,2.06820,2.10560,2.14540,2.18420,2.21890,2.25570,2.30760,2.38330,2.49150,2.60910,2.67570,2.68670,2.66750,2.63030,2.58360,2.53270,2.48230,2.43660,2.39770,2.36620,2.34360,2.33080,2.32750,2.33290,2.34530,2.36440,2.40550,2.50370,2.68260,2.88120,3.10000,73.60000,94.25600,0.00000,15/12/2011,20:36:57,N,0.00,0.00,65280,Y,Y,
28R2,1.79640,1.81380,1.83700,1.86520,1.89810,1.93060,1.95720,1.98260,2.01250,2.05210,2.10430,2.16150,2.22380,2.29800,2.36290,2.39020,2.43680,2.52310,2.58000,2.59040,2.57750,2.55330,2.52410,2.48970,2.45260,2.41420,2.37020,2.32580,2.29110,2.27120,2.26550,2.27350,2.29620,2.33400,2.40280,2.54000,2.76920,3.02370,45.40000,43.20000,57.47200,0.00000,20/01/2012,18:26:13,N,0.00,0.00,65280,N,N,
29R2,1.80080,1.81950,1.84350,1.87240,1.90580,1.93870,1.96540,1.99040,2.02010,2.05950,2.11180,2.17020,2.23530,2.31350,2.38010,2.40460,2.44720,2.53090,2.58640,2.59600,2.58280,2.55900,2.53110,2.49820,2.46250,2.42500,2.38120,2.33630,2.30090,2.28020,2.27360,2.28080,2.30210,2.33840,2.40520,2.54130,2.77070,3.02770,47.70000,39.30000,52.75300,0.00000,20/01/2012,18:33:46,N,0.00,0.00,65280,Y,Y,
29R2,1.80080,1.81950,1.84350,1.87240,1.90580,1.93870,1.96540,1.99040,2.02010,2.05950,2.11180,2.17020,2.23530,2.31350,2.38010,2.40460,2.44720,2.53090,2.58640,2.59600,2.58280,2.55900,2.53110,2.49820,2.46250,2.42500,2.38120,2.33630,2.30090,2.28020,2.27360,2.28080,2.30210,2.33840,2.40520,2.54130,2.77070,3.02770,47.70000,39.30000,52.75300,0.00000,20/01/2012,18:33:46,N,0.00,0.00,65280,Y,Y,
2R2,1.80240,1.82870,1.86310,1.90330,1.94770,1.99300,2.03370,2.07160,2.10930,2.14870,2.19050,2.23060,2.26560,2.30240,2.35450,2.43060,2.53930,2.65720,2.72410,2.73620,2.71870,2.68330,2.63840,2.58920,2.54050,2.49620,2.45820,2.42730,2.40460,2.39110,2.38670,2.39100,2.40180,2.42030,2.46160,2.56020,2.73840,2.93590,2.80000,73.60000,94.25600,0.00000,15/12/2011,20:32:43,N,0.00,0.00,65280,Y,Y,
2R1,1.80370,1.82520,1.85590,1.89290,1.93480,1.97770,2.01660,2.05300,2.08950,2.12790,2.16870,2.20790,2.24190,2.27720,2.32760,2.40160,2.50790,2.62400,2.69150,2.70640,2.69180,2.65830,2.61380,2.56350,2.51290,2.46640,2.42620,2.39350,2.36960,2.35560,2.35120,2.35600,2.36750,2.38650,2.42790,2.52610,2.70280,2.89810,2.80000,73.60000,94.25600,0.00000,15/12/2011,19:14:45,N,0.00,0.00,65280,Y,Y,
3R2,1.80710,1.83010,1.86240,1.90130,1.94460,1.98920,2.02940,2.06670,2.10400,2.14300,2.18460,2.22470,2.25990,2.29720,2.34990,2.42680,2.53650,2.65570,2.72330,2.73520,2.71680,2.68040,2.63440,2.58390,2.53410,2.48890,2.45010,2.41870,2.39590,2.38240,2.37860,2.38350,2.39510,2.41440,2.45620,2.55640,2.73620,2.93610,3.40000,72.80000,93.28800,0.00000,15/12/2011,20:34:58,N,0.00,0.00,65280,Y,Y,
10R1,1.80890,1.82270,1.84600,1.87650,1.91260,1.95010,1.98340,2.01440,2.04600,2.07960,2.11590,2.15130,2.18260,2.21620,2.26630,2.34210,2.45230,2.57300,2.64110,2.65220,2.63200,2.59280,2.54300,2.48810,2.43340,2.38360,2.34090,2.30660,2.28210,2.26860,2.26610,2.27360,2.28860,2.31150,2.35750,2.46290,2.65090,2.85650,3.00000,74.30000,95.10300,0.00000,15/12/2011,19:36:13,N,0.00,0.00,65280,Y,Y,
30R2,1.80990,1.82950,1.85510,1.88560,1.92010,1.95410,1.98220,2.00930,2.04080,2.08190,2.13540,2.19400,2.25750,2.33310,2.39910,2.42700,2.47350,2.56010,2.61750,2.62870,2.61650,2.59300,2.56470,2.53090,2.49430,2.45630,2.41260,2.36840,2.33370,2.31350,2.30740,2.31480,2.33640,2.37280,2.43990,2.57570,2.80360,3.05900,46.60000,42.40000,56.50400,0.00000,20/01/2012,18:41:02,N,0.00,0.00,65280,N,N,
30R2,1.80990,1.82950,1.85510,1.88560,1.92010,1.95410,1.98220,2.00930,2.04080,2.08190,2.13540,2.19400,2.25750,2.33310,2.39910,2.42700,2.47350,2.56010,2.61750,2.62870,2.61650,2.59300,2.56470,2.53090,2.49430,2.45630,2.41260,2.36840,2.33370,2.31350,2.30740,2.31480,2.33640,2.37280,2.43990,2.57570,2.80360,3.05900,46.60000,42.40000,56.50400,0.00000,20/01/2012,18:41:02,N,0.00,0.00,65280,N,N,
9R1,1.81250,1.79290,1.79440,1.81170,1.83950,1.87080,1.89750,1.92240,1.94960,1.98070,2.01640,2.05200,2.08370,2.11810,2.16940,2.24710,2.35970,2.48220,2.54800,2.55240,2.52400,2.47630,2.41850,2.35620,2.29520,2.24040,2.19420,2.15800,2.13370,2.12270,2.12450,2.13840,2.16140,2.19350,2.24990,2.36750,2.56810,2.78220,3.00000,73.70000,94.37700,0.00000,15/12/2011,19:07:10,N,0.00,0.00,65280,Y,Y,
10R2,1.81300,1.82630,1.85070,1.88230,1.91920,1.95760,1.99180,2.02420,2.05730,2.09250,2.13050,2.16740,2.19960,2.23390,2.28480,2.36160,2.47260,2.59440,2.66250,2.67190,2.64970,2.60900,2.55840,2.50350,2.44930,2.40030,2.35840,2.32480,2.30110,2.28800,2.28550,2.29290,2.30810,2.33160,2.37870,2.48510,2.67430,2.88350,3.00000,74.30000,95.10300,0.00000,15/12/2011,20:47:47,N,0.00,0.00,65280,Y,Y,
32R2,1.81610,1.83520,1.85980,1.88960,1.92420,1.95810,1.98590,2.01200,2.04270,2.08330,2.13690,2.19600,2.26090,2.33820,2.40360,2.42720,2.46920,2.55160,2.60600,2.61590,2.60370,2.58150,2.55540,2.52430,2.49050,2.45500,2.41290,2.36980,2.33570,2.31590,2.30970,2.31690,2.33820,2.37450,2.44170,2.57720,2.80440,3.05880,44.40000,43.10000,57.35100,0.00000,20/01/2012,18:54:29,N,0.00,0.00,65280,N,N,
32R2,1.81610,1.83520,1.85980,1.88960,1.92420,1.95810,1.98590,2.01200,2.04270,2.08330,2.13690,2.19600,2.26090,2.33820,2.40360,2.42720,2.46920,2.55160,2.60600,2.61590,2.60370,2.58150,2.55540,2.52430,2.49050,2.45500,2.41290,2.36980,2.33570,2.31590,2.30970,2.31690,2.33820,2.37450,2.44170,2.57720,2.80440,3.05880,44.40000,43.10000,57.35100,0.00000,20/01/2012,18:54:29,N,0.00,0.00,65280,N,N,
5R2,1.83820,1.85500,1.88320,1.91940,1.96110,2.00440,2.04330,2.07950,2.11600,2.15470,2.19620,2.23650,2.27200,2.30960,2.36320,2.44190,2.55460,2.67710,2.74620,2.75720,2.73670,2.69760,2.64850,2.59490,2.54210,2.49410,2.45310,2.42010,2.39630,2.38290,2.37960,2.38590,2.39950,2.42090,2.46610,2.57130,2.75960,2.96640,3.00000,73.60000,94.25600,0.00000,15/12/2011,20:39:05,N,0.00,0.00,65280,Y,Y,
8R2,1.84490,1.85780,1.88330,1.91710,1.95620,1.99660,2.03290,2.06730,2.10230,2.13940,2.17910,2.21800,2.25300,2.29040,2.34390,2.42310,2.53680,2.66200,2.73270,2.74260,2.71990,2.67810,2.62620,2.57000,2.51440,2.46390,2.42080,2.38630,2.36180,2.34840,2.34540,2.35270,2.36770,2.39010,2.43550,2.54170,2.73320,2.94710,3.30000,73.60000,94.25600,0.00000,15/12/2011,20:45:06,N,0.00,0.00,65280,Y,Y,
30R1,1.85000,1.87000,1.89570,1.92680,1.96310,1.99860,2.02780,2.05520,2.08710,2.12890,2.18360,2.24390,2.31010,2.38920,2.45820,2.48720,2.53590,2.62580,2.68490,2.69560,2.68210,2.65700,2.62710,2.59190,2.55380,2.51430,2.46890,2.42300,2.38680,2.36590,2.35950,2.36700,2.38910,2.42650,2.49580,2.63610,2.87210,3.13430,44.10000,43.50000,57.83500,0.00000,20/01/2012,18:37:28,N,0.00,0.00,65280,N,N,
30R1,1.85000,1.87000,1.89570,1.92680,1.96310,1.99860,2.02780,2.05520,2.08710,2.12890,2.18360,2.24390,2.31010,2.38920,2.45820,2.48720,2.53590,2.62580,2.68490,2.69560,2.68210,2.65700,2.62710,2.59190,2.55380,2.51430,2.46890,2.42300,2.38680,2.36590,2.35950,2.36700,2.38910,2.42650,2.49580,2.63610,2.87210,3.13430,44.10000,43.50000,57.83500,0.00000,20/01/2012,18:37:28,N,0.00,0.00,65280,N,N,
6R1,1.86460,1.89780,1.93620,1.97840,2.02330,2.06860,2.10980,2.14860,2.18680,2.22630,2.26780,2.30720,2.34120,2.37650,2.42640,2.49970,2.60470,2.71970,2.78710,2.80230,2.78810,2.75560,2.71230,2.66360,2.61450,2.56910,2.52920,2.49620,2.47110,2.45480,2.44740,2.44820,2.45550,2.47010,2.50680,2.60020,2.77290,2.96630,3.40000,73.10000,93.65100,0.00000,15/12/2011,19:28:46,N,0.00,0.00,65280,Y,Y,
1R1,1.86680,1.88020,1.90460,1.93670,1.97460,2.01410,2.04960,2.08260,2.11590,2.15140,2.18950,2.22670,2.25960,2.29460,2.34550,2.42150,2.53160,2.65210,2.72050,2.73220,2.71250,2.67330,2.62310,2.56740,2.51170,2.46060,2.41670,2.38110,2.35530,2.34050,2.33660,2.34280,2.35610,2.37720,2.42110,2.52500,2.71140,2.91610,3.00000,73.40000,94.01400,0.00000,15/12/2011,19:09:19,N,0.00,0.00,65280,Y,Y,
31R1,1.87260,1.88880,1.91110,1.93910,1.97320,2.00700,2.03400,2.05880,2.08820,2.12790,2.18100,2.24030,2.30630,2.38570,2.45450,2.48360,2.53460,2.62710,2.68640,2.69530,2.67910,2.65130,2.61880,2.58120,2.54090,2.49930,2.45190,2.40430,2.36710,2.34580,2.33990,2.34910,2.37340,2.41350,2.48640,2.63240,2.87590,3.14110,44.70000,43.10000,57.35100,0.00000,20/01/2012,18:47:23,N,0.00,0.00,65280,N,N,
