SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Cal4,Product,Date,Time,SensTemp,SampTemp,ScanColour,Exclude
50B19A,2.3606,2.3238,2.3115,2.3284,2.3638,2.403,2.4284,2.4478,2.4772,2.5269,2.601,2.6878,2.7894,2.9124,3.0119,3.0366,3.095,3.2155,3.2901,3.2937,3.2618,3.214,3.1607,3.0993,3.0346,2.9682,2.8924,2.817,2.7591,2.7292,2.7256,2.7466,2.7914,2.8578,2.9646,3.1615,3.4822,3.8182,45.7,42.65,54.3,37.5,50 CL BEEF,7/20/2011,12:10:20 PM,54.3,42.65,42.65,
50B15B,2.0382,2.048,2.0617,2.0884,2.1241,2.1597,2.1833,2.2016,2.2279,2.2717,2.337,2.4131,2.5028,2.6117,2.6893,2.6753,2.6828,2.7522,2.8033,2.8132,2.8027,2.7845,2.764,2.7363,2.7025,2.6625,2.6062,2.5429,2.4897,2.4573,2.4438,2.4488,2.4747,2.5214,2.6039,2.7631,3.0295,3.3347,59,32.75,41,32.4,CL 50 BEEF,7/21/2011,8:26:03 AM,41,33.5,32,
50B15A,2.0895,2.0996,2.1137,2.1414,2.1784,2.215,2.2392,2.258,2.2851,2.3301,2.3974,2.476,2.5691,2.6823,2.7621,2.7452,2.7507,2.8203,2.8719,2.882,2.8717,2.8537,2.8336,2.8057,2.7715,2.7305,2.6723,2.6065,2.5512,2.5174,2.5028,2.5075,2.5334,2.5808,2.6651,2.8283,3.1011,3.4113,59,32.75,41,31.5,CL 50 BEEF,7/21/2011,8:21:55 AM,41,33.5,32,
5024A,2.4915,2.5102,2.534,2.5722,2.622,2.6741,2.7125,2.7434,2.7806,2.8335,2.9058,2.9879,3.0815,3.1936,3.2906,3.327,3.3971,3.5278,3.6143,3.6298,3.6077,3.5661,3.5151,3.4534,3.3861,3.3161,3.2368,3.1569,3.0919,3.052,3.036,3.0426,3.0721,3.1231,3.2157,3.4008,3.7158,4.0582,44.1,43.75,55.9,44.6,50 CL BEEF,7/18/2011,12:24:59 PM,55.9,43.9,43.6,
27R2,1.7074,1.7252,1.7481,1.7749,1.8051,1.8347,1.8595,1.8835,1.9114,1.9475,1.9942,2.0457,2.102,2.1694,2.2294,2.2579,2.304,2.3854,2.4389,2.449,2.4371,2.4144,2.3871,2.355,2.3203,2.2848,2.2447,2.2048,2.1738,2.1562,2.1512,2.1586,2.1785,2.2113,2.2718,2.3951,2.6046,2.8421,42.3,44.6,59.166,CL72C,20/01/2012,18:16:43,,,,,N
27R2,1.7074,1.7252,1.7481,1.7749,1.8051,1.8347,1.8595,1.8835,1.9114,1.9475,1.9942,2.0457,2.102,2.1694,2.2294,2.2579,2.304,2.3854,2.4389,2.449,2.4371,2.4144,2.3871,2.355,2.3203,2.2848,2.2447,2.2048,2.1738,2.1562,2.1512,2.1586,2.1785,2.2113,2.2718,2.3951,2.6046,2.8421,42.3,44.6,59.166,CL72C,20/01/2012,18:16:43,,,,,N
27R1,1.7268,1.7452,1.7689,1.7965,1.8275,1.8579,1.8834,1.9082,1.9371,1.9742,2.0221,2.0745,2.131,2.1984,2.2596,2.2904,2.3392,2.4235,2.479,2.4898,2.4778,2.4544,2.4259,2.3924,2.3563,2.3195,2.2784,2.2374,2.2058,2.1878,2.1829,2.1906,2.2114,2.2457,2.3087,2.4358,2.6506,2.8913,44.7,44.1,58.561,CL72C,20/01/2012,18:12:32,,,,,N
27R1,1.7268,1.7452,1.7689,1.7965,1.8275,1.8579,1.8834,1.9082,1.9371,1.9742,2.0221,2.0745,2.131,2.1984,2.2596,2.2904,2.3392,2.4235,2.479,2.4898,2.4778,2.4544,2.4259,2.3924,2.3563,2.3195,2.2784,2.2374,2.2058,2.1878,2.1829,2.1906,2.2114,2.2457,2.3087,2.4358,2.6506,2.8913,44.7,44.1,58.561,CL72C,20/01/2012,18:12:32,,,,,N
31R2,1.7287,1.7378,1.7552,1.7792,1.8092,1.839,1.8633,1.8861,1.9135,1.9506,2.0001,2.0547,2.1148,2.1864,2.2476,2.2714,2.3128,2.3908,2.4411,2.4489,2.4356,2.4125,2.3855,2.354,2.32,2.2849,2.2445,2.2038,2.1722,2.1546,2.1504,2.1593,2.1817,2.218,2.2835,2.4141,2.6312,2.8729,44.4,43.1,57.351,CL72C,20/01/2012,18:44:31,,,,,N
31R2,1.7287,1.7378,1.7552,1.7792,1.8092,1.839,1.8633,1.8861,1.9135,1.9506,2.0001,2.0547,2.1148,2.1864,2.2476,2.2714,2.3128,2.3908,2.4411,2.4489,2.4356,2.4125,2.3855,2.354,2.32,2.2849,2.2445,2.2038,2.1722,2.1546,2.1504,2.1593,2.1817,2.218,2.2835,2.4141,2.6312,2.8729,44.4,43.1,57.351,CL72C,20/01/2012,18:44:31,,,,,N
29R1,1.7369,1.7541,1.7765,1.804,1.8366,1.8685,1.8944,1.9185,1.947,1.985,2.0356,2.0917,2.1539,2.2286,2.2924,2.3165,2.3589,2.4401,2.4931,2.5018,2.4887,2.4657,2.4388,2.4074,2.3734,2.338,2.2966,2.2544,2.2211,2.2019,2.1962,2.2038,2.225,2.2605,2.326,2.4581,2.6796,2.9283,47.7,39.3,52.753,CL72C,20/01/2012,18:31:02,,,,,N
29R1,1.7369,1.7541,1.7765,1.804,1.8366,1.8685,1.8944,1.9185,1.947,1.985,2.0356,2.0917,2.1539,2.2286,2.2924,2.3165,2.3589,2.4401,2.4931,2.5018,2.4887,2.4657,2.4388,2.4074,2.3734,2.338,2.2966,2.2544,2.2211,2.2019,2.1962,2.2038,2.225,2.2605,2.326,2.4581,2.6796,2.9283,47.7,39.3,52.753,CL72C,20/01/2012,18:31:02,,,,,N
3R1,1.742,1.7698,1.8038,1.8427,1.8856,1.929,1.9679,2.0039,2.0396,2.0769,2.1162,2.154,2.187,2.2218,2.2715,2.3446,2.4491,2.5624,2.6266,2.6386,2.622,2.5884,2.5456,2.4986,2.452,2.4097,2.3732,2.3435,2.3216,2.3085,2.3042,2.308,2.3182,2.3354,2.3747,2.4685,2.6389,2.8268,3.4,72.8,93.288,CL914B,15/12/2011,19:21:24,,,,,N
7R1,1.7423,1.7617,1.79,1.8242,1.8629,1.9027,1.9388,1.9726,2.0067,2.0426,2.0809,2.1177,2.1497,2.1833,2.2317,2.3032,2.4063,2.5188,2.5839,2.5974,2.5821,2.5489,2.5053,2.4565,2.4076,2.3627,2.3239,2.2926,2.2699,2.257,2.2536,2.259,2.2715,2.291,2.3328,2.4297,2.6027,2.7942,3.4,73.7,94.377,CL914B,15/12/2011,19:30:50,,,,,N
4R1,1.7536,1.7756,1.8058,1.8421,1.8832,1.9254,1.9635,1.9987,2.0339,2.0709,2.1102,2.1479,2.1806,2.2147,2.2626,2.3329,2.4334,2.542,2.6049,2.6191,2.6057,2.575,2.5341,2.4881,2.4419,2.3996,2.363,2.3332,2.3111,2.298,2.2938,2.2978,2.308,2.3252,2.3634,2.4559,2.6223,2.8056,3.1,73.6,94.256,CL914B,15/12/2011,19:23:43,,,,,N
8R1,1.7665,1.7504,1.7528,1.7702,1.7983,1.829,1.855,1.8788,1.9045,1.934,1.9679,2.0015,2.0309,2.063,2.1116,2.1854,2.293,2.409,2.4712,2.4772,2.4524,2.4085,2.3541,2.2948,2.2363,2.1835,2.1389,2.1041,2.0806,2.0699,2.0723,2.0863,2.1093,2.1408,2.1973,2.313,2.5075,2.7149,3.3,73.7,94.377,CL914B,15/12/2011,19:34:04,,,,,N
26R2,1.7793,1.792,1.8153,1.8462,1.8825,1.9188,1.9494,1.9782,2.0107,2.0508,2.1008,2.1544,2.2112,2.2772,2.3393,2.3808,2.4433,2.5351,2.5897,2.5949,2.5766,2.5478,2.5156,2.4809,2.4458,2.4118,2.3758,2.3415,2.3156,2.3015,2.2986,2.3069,2.3265,2.3583,2.4175,2.5396,2.748,2.9837,38.9,45.4,60.134,CL72C,20/01/2012,18:06:47,,,,,N
26R2,1.7793,1.792,1.8153,1.8462,1.8825,1.9188,1.9494,1.9782,2.0107,2.0508,2.1008,2.1544,2.2112,2.2772,2.3393,2.3808,2.4433,2.5351,2.5897,2.5949,2.5766,2.5478,2.5156,2.4809,2.4458,2.4118,2.3758,2.3415,2.3156,2.3015,2.2986,2.3069,2.3265,2.3583,2.4175,2.5396,2.748,2.9837,38.9,45.4,60.134,CL72C,20/01/2012,18:06:47,,,,,N
28R1,1.7799,1.7976,1.8207,1.8482,1.8802,1.9114,1.9372,1.962,1.9913,2.0301,2.0812,2.1374,2.1987,2.272,2.3358,2.362,2.4068,2.4912,2.5474,2.5581,2.546,2.5227,2.4946,2.4611,2.4248,2.3871,2.3437,2.2998,2.2655,2.2457,2.2401,2.248,2.2701,2.3073,2.3747,2.51,2.7363,2.9884,45,43.4,57.714,CL72C,20/01/2012,18:22:26,,,,,N
28R1,1.7799,1.7976,1.8207,1.8482,1.8802,1.9114,1.9372,1.962,1.9913,2.0301,2.0812,2.1374,2.1987,2.272,2.3358,2.362,2.4068,2.4912,2.5474,2.5581,2.546,2.5227,2.4946,2.4611,2.4248,2.3871,2.3437,2.2998,2.2655,2.2457,2.2401,2.248,2.2701,2.3073,2.3747,2.51,2.7363,2.9884,45,43.4,57.714,CL72C,20/01/2012,18:22:26,,,,,N
7R2,1.7824,1.7886,1.808,1.8369,1.8728,1.9107,1.9441,1.9753,2.0073,2.042,2.0798,2.1168,2.1493,2.1842,2.2355,2.312,2.4225,2.5428,2.6093,2.6182,2.5959,2.555,2.5041,2.4488,2.3944,2.3451,2.3032,2.27,2.2467,2.2344,2.2334,2.2425,2.2596,2.2849,2.3342,2.443,2.6338,2.8424,3.4,73.7,94.377,CL914B,15/12/2011,20:43:09,,,,,N
5R1,1.7893,1.8063,1.8338,1.8688,1.9088,1.9499,1.9867,2.0213,2.0562,2.0928,2.1318,2.1698,2.2036,2.2393,2.2897,2.3634,2.4689,2.5838,2.6494,2.6619,2.6448,2.6092,2.5635,2.5127,2.4619,2.4156,2.3758,2.3437,2.3206,2.3071,2.3036,2.3088,2.3207,2.3391,2.3793,2.4755,2.6505,2.8447,3,73.6,94.256,CL914B,15/12/2011,19:26:19,,,,,N
28R2,1.7964,1.8138,1.837,1.8652,1.8981,1.9306,1.9572,1.9826,2.0125,2.0521,2.1043,2.1615,2.2238,2.298,2.3629,2.3902,2.4368,2.5231,2.58,2.5904,2.5775,2.5533,2.5241,2.4897,2.4526,2.4142,2.3702,2.3258,2.2911,2.2712,2.2655,2.2735,2.2962,2.334,2.4028,2.54,2.7692,3.0237,45.4,43.2,57.472,CL72C,20/01/2012,18:26:13,,,,,N
4R2,1.7964,1.8139,1.8421,1.8777,1.918,1.9598,1.9973,2.0325,2.0682,2.1056,2.1454,2.1842,2.2189,2.2557,2.3076,2.3833,2.4915,2.6091,2.6757,2.6867,2.6675,2.6303,2.5836,2.5327,2.4823,2.4366,2.3977,2.3662,2.3436,2.3308,2.3275,2.3329,2.3453,2.3644,2.4055,2.5037,2.6826,2.8812,3.1,73.6,94.256,CL914B,15/12/2011,20:36:57,,,,,N
28R2,1.7964,1.8138,1.837,1.8652,1.8981,1.9306,1.9572,1.9826,2.0125,2.0521,2.1043,2.1615,2.2238,2.298,2.3629,2.3902,2.4368,2.5231,2.58,2.5904,2.5775,2.5533,2.5241,2.4897,2.4526,2.4142,2.3702,2.3258,2.2911,2.2712,2.2655,2.2735,2.2962,2.334,2.4028,2.54,2.7692,3.0237,45.4,43.2,57.472,CL72C,20/01/2012,18:26:13,,,,,N
29R2,1.8008,1.8195,1.8435,1.8724,1.9058,1.9387,1.9654,1.9904,2.0201,2.0595,2.1118,2.1702,2.2353,2.3135,2.3801,2.4046,2.4472,2.5309,2.5864,2.596,2.5828,2.559,2.5311,2.4982,2.4625,2.425,2.3812,2.3363,2.3009,2.2802,2.2736,2.2808,2.3021,2.3384,2.4052,2.5413,2.7707,3.0277,47.7,39.3,52.753,CL72C,20/01/2012,18:33:46,,,,,N
29R2,1.8008,1.8195,1.8435,1.8724,1.9058,1.9387,1.9654,1.9904,2.0201,2.0595,2.1118,2.1702,2.2353,2.3135,2.3801,2.4046,2.4472,2.5309,2.5864,2.596,2.5828,2.559,2.5311,2.4982,2.4625,2.425,2.3812,2.3363,2.3009,2.2802,2.2736,2.2808,2.3021,2.3384,2.4052,2.5413,2.7707,3.0277,47.7,39.3,52.753,CL72C,20/01/2012,18:33:46,,,,,N
2R2,1.8024,1.8287,1.8631,1.9033,1.9477,1.993,2.0337,2.0716,2.1093,2.1487,2.1905,2.2306,2.2656,2.3024,2.3545,2.4306,2.5393,2.6572,2.7241,2.7362,2.7187,2.6833,2.6384,2.5892,2.5405,2.4962,2.4582,2.4273,2.4046,2.3911,2.3867,2.391,2.4018,2.4203,2.4616,2.5602,2.7384,2.9359,2.8,73.6,94.256,CL914B,15/12/2011,20:32:43,,,,,N
2R1,1.8037,1.8252,1.8559,1.8929,1.9348,1.9777,2.0166,2.053,2.0895,2.1279,2.1687,2.2079,2.2419,2.2772,2.3276,2.4016,2.5079,2.624,2.6915,2.7064,2.6918,2.6583,2.6138,2.5635,2.5129,2.4664,2.4262,2.3935,2.3696,2.3556,2.3512,2.356,2.3675,2.3865,2.4279,2.5261,2.7028,2.8981,2.8,73.6,94.256,CL914B,15/12/2011,19:14:45,,,,,N
3R2,1.8071,1.8301,1.8624,1.9013,1.9446,1.9892,2.0294,2.0667,2.104,2.143,2.1846,2.2247,2.2599,2.2972,2.3499,2.4268,2.5365,2.6557,2.7233,2.7352,2.7168,2.6804,2.6344,2.5839,2.5341,2.4889,2.4501,2.4187,2.3959,2.3824,2.3786,2.3835,2.3951,2.4144,2.4562,2.5564,2.7362,2.9361,3.4,72.8,93.288,CL914B,15/12/2011,20:34:58,,,,,N
10R1,1.8089,1.8227,1.846,1.8765,1.9126,1.9501,1.9834,2.0144,2.046,2.0796,2.1159,2.1513,2.1826,2.2162,2.2663,2.3421,2.4523,2.573,2.6411,2.6522,2.632,2.5928,2.543,2.4881,2.4334,2.3836,2.3409,2.3066,2.2821,2.2686,2.2661,2.2736,2.2886,2.3115,2.3575,2.4629,2.6509,2.8565,3,74.3,95.103,CL914B,15/12/2011,19:36:13,,,,,N
30R2,1.8099,1.8295,1.8551,1.8856,1.9201,1.9541,1.9822,2.0093,2.0408,2.0819,2.1354,2.194,2.2575,2.3331,2.3991,2.427,2.4735,2.5601,2.6175,2.6287,2.6165,2.593,2.5647,2.5309,2.4943,2.4563,2.4126,2.3684,2.3337,2.3135,2.3074,2.3148,2.3364,2.3728,2.4399,2.5757,2.8036,3.059,46.6,42.4,56.504,CL72C,20/01/2012,18:41:02,,,,,N
30R2,1.8099,1.8295,1.8551,1.8856,1.9201,1.9541,1.9822,2.0093,2.0408,2.0819,2.1354,2.194,2.2575,2.3331,2.3991,2.427,2.4735,2.5601,2.6175,2.6287,2.6165,2.593,2.5647,2.5309,2.4943,2.4563,2.4126,2.3684,2.3337,2.3135,2.3074,2.3148,2.3364,2.3728,2.4399,2.5757,2.8036,3.059,46.6,42.4,56.504,CL72C,20/01/2012,18:41:02,,,,,N
9R1,1.8125,1.7929,1.7944,1.8117,1.8395,1.8708,1.8975,1.9224,1.9496,1.9807,2.0164,2.052,2.0837,2.1181,2.1694,2.2471,2.3597,2.4822,2.548,2.5524,2.524,2.4763,2.4185,2.3562,2.2952,2.2404,2.1942,2.158,2.1337,2.1227,2.1245,2.1384,2.1614,2.1935,2.2499,2.3675,2.5681,2.7822,3,73.7,94.377,CL914B,15/12/2011,19:07:10,,,,,N
10R2,1.813,1.8263,1.8507,1.8823,1.9192,1.9576,1.9918,2.0242,2.0573,2.0925,2.1305,2.1674,2.1996,2.2339,2.2848,2.3616,2.4726,2.5944,2.6625,2.6719,2.6497,2.609,2.5584,2.5035,2.4493,2.4003,2.3584,2.3248,2.3011,2.288,2.2855,2.2929,2.3081,2.3316,2.3787,2.4851,2.6743,2.8835,3,74.3,95.103,CL914B,15/12/2011,20:47:47,,,,,N
32R2,1.8161,1.8352,1.8598,1.8896,1.9242,1.9581,1.9859,2.012,2.0427,2.0833,2.1369,2.196,2.2609,2.3382,2.4036,2.4272,2.4692,2.5516,2.606,2.6159,2.6037,2.5815,2.5554,2.5243,2.4905,2.455,2.4129,2.3698,2.3357,2.3159,2.3097,2.3169,2.3382,2.3745,2.4417,2.5772,2.8044,3.0588,44.4,43.1,57.351,CL72C,20/01/2012,18:54:29,,,,,N
32R2,1.8161,1.8352,1.8598,1.8896,1.9242,1.9581,1.9859,2.012,2.0427,2.0833,2.1369,2.196,2.2609,2.3382,2.4036,2.4272,2.4692,2.5516,2.606,2.6159,2.6037,2.5815,2.5554,2.5243,2.4905,2.455,2.4129,2.3698,2.3357,2.3159,2.3097,2.3169,2.3382,2.3745,2.4417,2.5772,2.8044,3.0588,44.4,43.1,57.351,CL72C,20/01/2012,18:54:29,,,,,N
5R2,1.8382,1.855,1.8832,1.9194,1.9611,2.0044,2.0433,2.0795,2.116,2.1547,2.1962,2.2365,2.272,2.3096,2.3632,2.4419,2.5546,2.6771,2.7462,2.7572,2.7367,2.6976,2.6485,2.5949,2.5421,2.4941,2.4531,2.4201,2.3963,2.3829,2.3796,2.3859,2.3995,2.4209,2.4661,2.5713,2.7596,2.9664,3,73.6,94.256,CL914B,15/12/2011,20:39:05,,,,,N
8R2,1.8449,1.8578,1.8833,1.9171,1.9562,1.9966,2.0329,2.0673,2.1023,2.1394,2.1791,2.218,2.253,2.2904,2.3439,2.4231,2.5368,2.662,2.7327,2.7426,2.7199,2.6781,2.6262,2.57,2.5144,2.4639,2.4208,2.3863,2.3618,2.3484,2.3454,2.3527,2.3677,2.3901,2.4355,2.5417,2.7332,2.9471,3.3,73.6,94.256,CL914B,15/12/2011,20:45:06,,,,,N
30R1,1.85,1.87,1.8957,1.9268,1.9631,1.9986,2.0278,2.0552,2.0871,2.1289,2.1836,2.2439,2.3101,2.3892,2.4582,2.4872,2.5359,2.6258,2.6849,2.6956,2.6821,2.657,2.6271,2.5919,2.5538,2.5143,2.4689,2.423,2.3868,2.3659,2.3595,2.367,2.3891,2.4265,2.4958,2.6361,2.8721,3.1343,44.1,43.5,57.835,CL72C,20/01/2012,18:37:28,,,,,N
30R1,1.85,1.87,1.8957,1.9268,1.9631,1.9986,2.0278,2.0552,2.0871,2.1289,2.1836,2.2439,2.3101,2.3892,2.4582,2.4872,2.5359,2.6258,2.6849,2.6956,2.6821,2.657,2.6271,2.5919,2.5538,2.5143,2.4689,2.423,2.3868,2.3659,2.3595,2.367,2.3891,2.4265,2.4958,2.6361,2.8721,3.1343,44.1,43.5,57.835,CL72C,20/01/2012,18:37:28,,,,,N
6R1,1.8646,1.8978,1.9362,1.9784,2.0233,2.0686,2.1098,2.1486,2.1868,2.2263,2.2678,2.3072,2.3412,2.3765,2.4264,2.4997,2.6047,2.7197,2.7871,2.8023,2.7881,2.7556,2.7123,2.6636,2.6145,2.5691,2.5292,2.4962,2.4711,2.4548,2.4474,2.4482,2.4555,2.4701,2.5068,2.6002,2.7729,2.9663,3.4,73.1,93.651,CL914B,15/12/2011,19:28:46,,,,,N
1R1,1.8668,1.8802,1.9046,1.9367,1.9746,2.0141,2.0496,2.0826,2.1159,2.1514,2.1895,2.2267,2.2596,2.2946,2.3455,2.4215,2.5316,2.6521,2.7205,2.7322,2.7125,2.6733,2.6231,2.5674,2.5117,2.4606,2.4167,2.3811,2.3553,2.3405,2.3366,2.3428,2.3561,2.3772,2.4211,2.525,2.7114,2.9161,3,73.4,94.014,CL914B,15/12/2011,19:09:19,,,,,N
31R1,1.8726,1.8888,1.9111,1.9391,1.9732,2.007,2.034,2.0588,2.0882,2.1279,2.181,2.2403,2.3063,2.3857,2.4545,2.4836,2.5346,2.6271,2.6864,2.6953,2.6791,2.6513,2.6188,2.5812,2.5409,2.4993,2.4519,2.4043,2.3671,2.3458,2.3399,2.3491,2.3734,2.4135,2.4864,2.6324,2.8759,3.1411,44.7,43.1,57.351,CL72C,20/01/2012,18:47:23,,,,,N
31R1,1.8726,1.8888,1.9111,1.9391,1.9732,2.007,2.034,2.0588,2.0882,2.1279,2.181,2.2403,2.3063,2.3857,2.4545,2.4836,2.5346,2.6271,2.6864,2.6953,2.6791,2.6513,2.6188,2.5812,2.5409,2.4993,2.4519,2.4043,2.3671,2.3458,2.3399,2.3491,2.3734,2.4135,2.4864,2.6324,2.8759,3.1411,44.7,43.1,57.351,CL72C,20/01/2012,18:47:23,,,,,N
26R1,1.8765,1.8916,1.9176,1.951,1.9897,2.0281,2.061,2.0926,2.1279,2.1712,2.2249,2.2827,2.3437,2.4145,2.4808,2.5233,2.5869,2.6835,2.7437,2.7527,2.7361,2.7072,2.6734,2.6356,2.5966,2.5582,2.5175,2.4784,2.4486,2.4318,2.4276,2.4352,2.4551,2.4878,2.549,2.6768,2.897,3.1455,38.9,45.4,60.134,CL72C,20/01/2012,18:01:21,,,,,N
26R1,1.8765,1.8916,1.9176,1.951,1.9897,2.0281,2.061,2.0926,2.1279,2.1712,2.2249,2.2827,2.3437,2.4145,2.4808,2.5233,2.5869,2.6835,2.7437,2.7527,2.7361,2.7072,2.6734,2.6356,2.5966,2.5582,2.5175,2.4784,2.4486,2.4318,2.4276,2.4352,2.4551,2.4878,2.549,2.6768,2.897,3.1455,38.9,45.4,60.134,CL72C,20/01/2012,18:01:21,,,,,N
32R1,1.8935,1.9133,1.9396,1.9721,2.01,2.047,2.0773,2.1056,2.139,2.183,2.2409,2.3048,2.3749,2.4584,2.5287,2.5533,2.5972,2.6845,2.7423,2.7526,2.7396,2.7159,2.6881,2.655,2.6191,2.5811,2.536,2.4898,2.4531,2.4316,2.4246,2.4317,2.4537,2.4917,2.5623,2.7051,2.9441,3.2101,47.1,41.5,55.415,CL72C,20/01/2012,18:51:47,,,,,N
32R1,1.8935,1.9133,1.9396,1.9721,2.01,2.047,2.0773,2.1056,2.139,2.183,2.2409,2.3048,2.3749,2.4584,2.5287,2.5533,2.5972,2.6845,2.7423,2.7526,2.7396,2.7159,2.6881,2.655,2.6191,2.5811,2.536,2.4898,2.4531,2.4316,2.4246,2.4317,2.4537,2.4917,2.5623,2.7051,2.9441,3.2101,47.1,41.5,55.415,CL72C,20/01/2012,18:51:47,,,,,N
6R2,1.8971,1.9267,1.9643,2.0074,2.0544,2.1023,2.1457,2.186,2.2259,2.2673,2.311,2.3528,2.3895,2.4277,2.4806,2.5565,2.664,2.7806,2.8474,2.8601,2.8432,2.8086,2.7643,2.7156,2.6673,2.6231,2.5848,2.5531,2.5292,2.5139,2.5071,2.5083,2.516,2.5309,2.5683,2.663,2.8373,3.0328,3.4,71.1,91.231,CL914B,15/12/2011,20:41:13,,,,,N
9R2,1.9124,1.915,1.9332,1.9625,1.999,2.0378,2.0723,2.1044,2.1375,2.1734,2.2126,2.2514,2.2863,2.324,2.379,2.4611,2.5797,2.7096,2.7812,2.789,2.7627,2.7163,2.6595,2.5984,2.5383,2.4842,2.4383,2.4018,2.3761,2.3624,2.3605,2.3696,2.3868,2.4123,2.4624,2.576,2.778,2.9999,3,73.7,94.377,CL914B,15/12/2011,20:27:54,,,,,N
23R2,1.9159,1.9309,1.9576,1.9919,2.0317,2.0718,2.1065,2.1398,2.1762,2.2194,2.2717,2.3268,2.3831,2.448,2.5153,2.5707,2.6503,2.7605,2.8286,2.8397,2.8211,2.7865,2.7443,2.697,2.6483,2.6017,2.5551,2.5122,2.4799,2.4619,2.4573,2.4656,2.4858,2.5184,2.5798,2.7102,2.9357,3.187,30.6,53.5,69.935,CL72C,15/12/2011,21:28:19,,,,,N
24R2,1.9166,1.9146,1.9299,1.9568,1.9913,2.0277,2.0589,2.0889,2.122,2.1616,2.2095,2.2602,2.3115,2.3705,2.4351,2.496,2.5834,2.6971,2.7641,2.7715,2.7479,2.7075,2.659,2.6059,2.5524,2.5024,2.4548,2.4128,2.3821,2.3661,2.3643,2.3753,2.3979,2.4318,2.4935,2.6238,2.848,3.0963,30.6,53.5,69.935,CL72C,15/12/2011,21:30:10,,,,,N
1R2,1.9245,1.9193,1.9329,1.9595,1.9951,2.0334,2.0672,2.0987,2.1316,2.1677,2.2078,2.2474,2.2825,2.3202,2.3751,2.457,2.5748,2.7031,2.773,2.7797,2.7524,2.7049,2.6469,2.5844,2.523,2.4678,2.4211,2.384,2.358,2.3447,2.3438,2.3542,2.3733,2.4014,2.4551,2.5727,2.7773,2.9993,3,73.4,94.014,CL914B,15/12/2011,20:30:17,,,,,N
22R2,1.9302,1.9299,1.946,1.9738,2.01,2.0478,2.08,2.1101,2.1435,2.1835,2.232,2.2826,2.333,2.3904,2.4537,2.5145,2.603,2.7166,2.782,2.7882,2.7638,2.7232,2.6752,2.623,2.571,2.5225,2.4764,2.4357,2.406,2.3905,2.3884,2.3993,2.4217,2.456,2.5191,2.6503,2.8738,3.12,25.2,57,74.17,CL72C,15/12/2011,21:24:17,,,,,N
24R1,1.9379,1.9335,1.9471,1.9727,2.0068,2.0431,2.0741,2.1039,2.1371,2.1775,2.2266,2.2784,2.3304,2.3901,2.4558,2.5179,2.6078,2.7249,2.7936,2.801,2.7764,2.7345,2.6843,2.629,2.5736,2.5215,2.472,2.4284,2.3969,2.3808,2.3794,2.3922,2.417,2.4544,2.5213,2.6586,2.8917,3.1463,8.9,56.6,73.686,CL72C,15/12/2011,21:32:05,,,,,N
23R1,1.9417,1.9536,1.9789,2.0128,2.0524,2.0925,2.1274,2.1612,2.1985,2.2427,2.296,2.3524,2.4095,2.4753,2.5441,2.6006,2.681,2.7927,2.8622,2.874,2.8554,2.8205,2.7776,2.7293,2.6797,2.6322,2.5849,2.5414,2.5089,2.491,2.487,2.4958,2.5169,2.5508,2.6135,2.7461,2.9743,3.2281,30.6,53.5,69.935,CL72C,15/12/2011,21:26:15,,,,,N
15R1,1.9453,1.9531,1.9754,2.0077,2.0468,2.0878,2.1242,2.1581,2.193,2.231,2.2731,2.3149,2.3531,2.3945,2.4496,2.5242,2.6317,2.7524,2.8208,2.8311,2.8092,2.7675,2.7147,2.6563,2.5976,2.5435,2.4961,2.4567,2.4281,2.4116,2.4072,2.4137,2.4288,2.4525,2.5009,2.6128,2.8108,3.0297,9,69.8,89.658,CL914B,15/12/2011,19:45:26,,,,,N
14R1,1.9513,1.9425,1.9546,1.9813,2.0173,2.0558,2.0896,2.1213,2.1547,2.1922,2.2345,2.2769,2.3156,2.3571,2.4119,2.4858,2.5914,2.7095,2.7732,2.7767,2.7483,2.7018,2.6465,2.5873,2.5294,2.4767,2.4309,2.3933,2.3663,2.3514,2.3488,2.3573,2.3751,2.4022,2.4546,2.5694,2.7703,2.9893,10.8,69.1,88.811,CL914B,15/12/2011,19:05:14,,,,,N
21R1,1.9521,1.9487,1.9629,1.99,2.0269,2.066,2.099,2.1295,2.1635,2.2049,2.2553,2.3082,2.3608,2.4211,2.4878,2.5522,2.6462,2.7661,2.835,2.8417,2.8162,2.7736,2.7231,2.668,2.6133,2.5623,2.5141,2.4719,2.4414,2.4259,2.425,2.438,2.4631,2.5008,2.5685,2.7073,2.9415,3.1938,23.5,57.3,74.533,CL72C,15/12/2011,21:13:30,,,,,N
