SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,Exclude,Exclude,Exclude
8R1,1.8032,1.785,1.7811,1.7995,1.8322,1.8691,1.8967,1.9166,1.9381,1.9649,1.9968,2.0286,2.0566,2.0875,2.1348,2.2066,2.3125,2.4234,2.4818,2.4891,2.4671,2.4264,2.375,2.3182,2.262,2.2112,2.1684,2.1344,2.1103,2.0989,2.1001,2.1125,2.1337,2.1629,2.2144,2.3207,2.5053,2.7134,3.3,73.6,94.3,94.8,N,N,N,N
B39,1.9786,1.9249,1.8976,1.9025,1.9276,1.9598,1.9823,1.9974,2.0154,2.0405,2.0725,2.1059,2.1367,2.1724,2.2283,2.3128,2.4374,2.5685,2.6293,2.621,2.5764,2.5117,2.4375,2.3601,2.2858,2.2201,2.1655,2.1232,2.0945,2.0826,2.0879,2.1088,2.142,2.1862,2.2574,2.3953,2.6283,2.888,5.8,73.4,94.2,CL,N,N,N,N
95P,1.65729,1.63353,1.61785,1.62335,1.64539,1.67401,1.69203,1.7019,1.71499,1.73594,1.76466,1.79482,1.82281,1.85923,1.9234,2.02574,2.1786,2.34351,2.4322,2.44353,2.41395,2.36001,2.29299,2.21969,2.14758,2.08348,2.03088,1.99166,1.96818,1.96432,1.98008,2.01331,2.05949,2.11644,2.20083,2.35293,2.59869,2.85517,5.8,73.35,94.2,17,N,N,N,N
95B24A,2.20042,2.13522,2.10311,2.10642,2.13048,2.16205,2.18431,2.19989,2.21935,2.24664,2.28162,2.318,2.35216,2.39172,2.4504,2.53547,2.66207,2.79689,2.85924,2.84973,2.80153,2.73067,2.64806,2.56038,2.47518,2.399,2.33459,2.28398,2.24922,2.234,2.23863,2.2612,2.29809,2.34747,2.42665,2.5784,2.83326,3.11461,5.9,73.8,94.1,CL,Y,Y,Y,Y
95B2A,1.9153,1.9465,1.9772,2.0181,2.0673,2.1196,2.1622,2.1961,2.2295,2.2662,2.3063,2.3444,2.377,2.4119,2.4636,2.5411,2.6554,2.7786,2.8509,2.8706,2.8591,2.8265,2.7806,2.727,2.672,2.6206,2.5751,2.5366,2.5065,2.4878,2.4807,2.4838,2.495,2.5146,2.5573,2.6586,2.8457,3.0641,5.9,73.3,94.1,CL,N,N,N,N
1R1,1.8668,1.8802,1.9046,1.9367,1.9746,2.0141,2.0496,2.0826,2.1159,2.1514,2.1895,2.2267,2.2596,2.2946,2.3455,2.4215,2.5316,2.6521,2.7205,2.7322,2.7125,2.6733,2.6231,2.5674,2.5117,2.4606,2.4167,2.3811,2.3553,2.3405,2.3366,2.3428,2.3561,2.3772,2.4211,2.525,2.7114,2.9161,3,73.4,94,CL,N,N,N,N
1R2,1.9245,1.9193,1.9329,1.9595,1.9951,2.0334,2.0672,2.0987,2.1316,2.1677,2.2078,2.2474,2.2825,2.3202,2.3751,2.457,2.5748,2.7031,2.773,2.7797,2.7524,2.7049,2.6469,2.5844,2.523,2.4678,2.4211,2.384,2.358,2.3447,2.3438,2.3542,2.3733,2.4014,2.4551,2.5727,2.7773,2.9993,3,73.4,94,CL,N,N,N,N
95P6A,1.6536,1.6271,1.6091,1.6131,1.6339,1.6614,1.6783,1.6875,1.7003,1.7213,1.7506,1.7811,1.8095,1.8466,1.911,2.0123,2.164,2.329,2.4189,2.4321,2.4042,2.3513,2.2845,2.2106,2.1374,2.0719,2.0176,1.9769,1.9526,1.9487,1.9651,1.9998,2.0479,2.1073,2.1944,2.3496,2.5993,2.8595,6.05,73.15,93.95,73.1,N,N,N,N
9R1,1.8516,1.8275,1.8209,1.8379,1.8699,1.9071,1.9352,1.9558,1.9783,2.0063,2.0399,2.0738,2.104,2.1373,2.1879,2.2641,2.3756,2.4934,2.5546,2.5591,2.5324,2.4867,2.431,2.3706,2.3116,2.2587,2.2143,2.1791,2.1544,2.1428,2.1441,2.1569,2.1787,2.2088,2.2614,2.3707,2.5622,2.7794,3,73.7,93.9,94.2,N,N,N,N
7R2,1.8271,1.8293,1.8413,1.8697,1.9096,1.9534,1.9881,2.0149,2.0421,2.0735,2.1092,2.1443,2.1753,2.2091,2.2595,2.3349,2.4451,2.5619,2.6252,2.6348,2.6144,2.5753,2.5259,2.4717,2.4182,2.3698,2.3288,2.2957,2.2714,2.2585,2.2567,2.265,2.2814,2.3053,2.3513,2.4531,2.6364,2.8475,3.4,73.7,93.8,94,N,N,N,N
6R1,1.8646,1.8978,1.9362,1.9784,2.0233,2.0686,2.1098,2.1486,2.1868,2.2263,2.2678,2.3072,2.3412,2.3765,2.4264,2.4997,2.6047,2.7197,2.7871,2.8023,2.7881,2.7556,2.7123,2.6636,2.6145,2.5691,2.5292,2.4962,2.4711,2.4548,2.4474,2.4482,2.4555,2.4701,2.5068,2.6002,2.7729,2.9663,3.4,73.1,93.7,CL,N,N,N,N
7R1,1.7859,1.8014,1.8221,1.8553,1.898,1.9439,1.9811,2.0104,2.0396,2.0721,2.1082,2.1432,2.1736,2.206,2.2534,2.3236,2.426,2.5347,2.5966,2.611,2.5977,2.5665,2.5244,2.4767,2.4287,2.3847,2.3466,2.3153,2.2916,2.2778,2.2737,2.2785,2.29,2.3083,2.3465,2.4362,2.6015,2.7924,3.4,73.7,93.7,93.8,N,N,N,N
95HSB2A,1.98225,2.00554,2.0327,2.0725,2.12201,2.17499,2.21769,2.25123,2.28453,2.32146,2.36202,2.40162,2.4372,2.47633,2.53381,2.61829,2.742,2.87505,2.94931,2.96321,2.94318,2.90217,2.8493,2.79056,2.73181,2.67818,2.63176,2.59333,2.56401,2.54676,2.54142,2.54699,2.56075,2.58261,2.62833,2.73555,2.93397,3.1626,6.4,72.8,93.6,CL,N,N,N,N
95HSB2B,1.97232,1.9936,2.01809,2.05646,2.10506,2.15698,2.19784,2.22919,2.26042,2.29548,2.33452,2.37272,2.40714,2.44571,2.50346,2.58914,2.71498,2.84958,2.92235,2.93277,2.90908,2.86503,2.81015,2.75015,2.69072,2.63673,2.59013,2.55163,2.52231,2.50521,2.50052,2.50715,2.52272,2.54694,2.59601,2.70846,2.91308,3.14691,6.4,72.8,93.6,CL,N,N,N,N
90B19A,1.8945,1.8356,1.8037,1.8044,1.8246,1.852,1.8704,1.882,1.8971,1.9202,1.9508,1.9827,2.0117,2.046,2.1,2.1812,2.3023,2.4301,2.4916,2.4885,2.4501,2.3899,2.3177,2.2399,2.1636,2.0952,2.0377,1.9931,1.9638,1.9535,1.9621,1.9879,2.0271,2.0777,2.1556,2.2994,2.5357,2.7928,6.4,72.8,93.6,CL,N,N,N,N
10R2,1.8527,1.8605,1.8758,1.9052,1.9453,1.9892,2.0239,2.0508,2.0779,2.109,2.1441,2.1785,2.2085,2.2413,2.2913,2.3669,2.4779,2.5965,2.6609,2.6705,2.6496,2.61,2.5603,2.5058,2.4519,2.4033,2.3617,2.3281,2.3032,2.2895,2.2866,2.2939,2.3091,2.332,2.3768,2.4775,2.6603,2.8725,3,74.3,93.6,94,N,N,N,N
2R1,1.8577,1.8758,1.8997,1.9363,1.9824,2.0317,2.0721,2.1044,2.1365,2.172,2.2111,2.2488,2.2815,2.3161,2.3658,2.439,2.5455,2.6589,2.7239,2.7398,2.727,2.6952,2.6518,2.6022,2.552,2.5059,2.466,2.4331,2.4079,2.3929,2.3879,2.3917,2.4025,2.42,2.458,2.5493,2.719,2.9158,2.8,73.6,93.6,93.7,N,N,N,N
95P6A,1.6567,1.6291,1.6104,1.6134,1.6327,1.6585,1.6747,1.6836,1.6962,1.7168,1.7454,1.7752,1.8025,1.8374,1.8968,1.9892,2.1284,2.2799,2.3634,2.3774,2.3536,2.306,2.2446,2.1759,2.1074,2.0457,1.9942,1.955,1.9312,1.9265,1.9409,1.9722,2.0164,2.0712,2.1523,2.2981,2.5335,2.7828,6.45,72.83,93.55,72.1,Y,Y,Y,Y
95B21B,1.8488,1.814,1.7996,1.8113,1.8389,1.8722,1.8966,1.914,1.9339,1.9603,1.9926,2.0253,2.0545,2.0878,2.1385,2.2141,2.3269,2.4467,2.506,2.5056,2.4727,2.4205,2.3581,2.2912,2.226,2.1675,2.118,2.0789,2.0518,2.0398,2.0434,2.0609,2.0895,2.1287,2.1936,2.3202,2.535,2.7738,6.6,72.8,93.5,CL,N,N,N,N
95B21A,1.8354,1.7875,1.7643,1.7706,1.7943,1.8241,1.8456,1.8607,1.8788,1.9039,1.9356,1.9679,1.997,2.03,2.0798,2.1538,2.2638,2.3799,2.4363,2.4341,2.3998,2.3461,2.2822,2.2137,2.147,2.0873,2.0371,1.9979,1.9715,1.9611,1.9668,1.987,2.0186,2.0606,2.1279,2.256,2.4705,2.7076,6.6,72.8,93.5,CL,N,N,N,N
95P4A,1.7195,1.7161,1.7135,1.7263,1.7521,1.7832,1.804,1.8167,1.8315,1.8529,1.881,1.9094,1.9343,1.9665,2.0243,2.1179,2.2605,2.4169,2.5049,2.5219,2.4999,2.4535,2.3929,2.3248,2.2566,2.1946,2.1423,2.1017,2.0751,2.0667,2.0764,2.1025,2.1413,2.1912,2.2684,2.4124,2.6504,2.9072,6.5,72.78,93.5,73.1,N,N,N,N
95P6A,1.6865,1.6636,1.6492,1.6558,1.6784,1.7074,1.7262,1.737,1.7509,1.7726,1.802,1.8328,1.8617,1.8987,1.961,2.0581,2.2033,2.3611,2.4468,2.4586,2.4308,2.3793,2.3149,2.2441,2.1742,2.1118,2.0601,2.0211,1.9971,1.9921,2.0059,2.0366,2.0799,2.1338,2.2149,2.3626,2.6042,2.8631,6.5,72.78,93.5,72.9,N,N,N,N
3R1,1.742,1.7698,1.8038,1.8427,1.8856,1.929,1.9679,2.0039,2.0396,2.0769,2.1162,2.154,2.187,2.2218,2.2715,2.3446,2.4491,2.5624,2.6266,2.6386,2.622,2.5884,2.5456,2.4986,2.452,2.4097,2.3732,2.3435,2.3216,2.3085,2.3042,2.308,2.3182,2.3354,2.3747,2.4685,2.6389,2.8268,3.4,72.8,93.3,CL,N,N,N,N
3R2,1.8071,1.8301,1.8624,1.9013,1.9446,1.9892,2.0294,2.0667,2.104,2.143,2.1846,2.2247,2.2599,2.2972,2.3499,2.4268,2.5365,2.6557,2.7233,2.7352,2.7168,2.6804,2.6344,2.5839,2.5341,2.4889,2.4501,2.4187,2.3959,2.3824,2.3786,2.3835,2.3951,2.4144,2.4562,2.5564,2.7362,2.9361,3.4,72.8,93.3,CL,N,N,N,N
95P28A,1.6576,1.6293,1.61,1.6131,1.6325,1.6581,1.6735,1.681,1.6919,1.7112,1.7387,1.7677,1.796,1.8334,1.8945,1.9864,2.1248,2.275,2.354,2.3619,2.3323,2.2809,2.2179,2.1495,2.0826,2.0233,1.9741,1.9372,1.9152,1.9119,1.9272,1.9593,2.0042,2.06,2.1424,2.2901,2.5279,2.7784,6.7,72.6,93.3,CL,Y,Y,Y,Y
95P28B,1.6329,1.6044,1.5848,1.5877,1.6069,1.6322,1.647,1.654,1.6644,1.6831,1.7099,1.7383,1.766,1.803,1.8634,1.9543,2.0911,2.2389,2.3157,2.322,2.2914,2.2398,2.1775,2.1103,2.0449,1.9872,1.9395,1.9039,1.8828,1.8801,1.8956,1.9276,1.9723,2.0276,2.1095,2.2556,2.4909,2.7391,6.7,72.6,93.3,CL,Y,Y,Y,Y
4R1,1.8083,1.8277,1.8512,1.8872,1.9321,1.9801,2.0192,2.0502,2.0808,2.1146,2.1518,2.1876,2.2187,2.2515,2.2985,2.3677,2.4683,2.5747,2.6358,2.6513,2.64,2.611,2.571,2.5254,2.4791,2.4366,2.3997,2.3691,2.3455,2.3311,2.326,2.329,2.3383,2.3541,2.3893,2.4754,2.6355,2.821,3.1,73.6,93.3,93.4,N,N,N,N
95P28B,1.6329,1.6044,1.5848,1.5877,1.6069,1.6322,1.647,1.654,1.6644,1.6831,1.7099,1.7383,1.766,1.803,1.8634,1.9543,2.0911,2.2389,2.3157,2.322,2.2914,2.2398,2.1775,2.1103,2.0449,1.9872,1.9395,1.9039,1.8828,1.8801,1.8956,1.9276,1.9723,2.0276,2.1095,2.2556,2.4909,2.7391,6.7,72.6,93.3,72.6,Y,Y,Y,Y
95P28A,1.6576,1.6293,1.61,1.6131,1.6325,1.6581,1.6735,1.681,1.6919,1.7112,1.7387,1.7677,1.796,1.8334,1.8945,1.9864,2.1248,2.275,2.354,2.3619,2.3323,2.2809,2.2179,2.1495,2.0826,2.0233,1.9741,1.9372,1.9152,1.9119,1.9272,1.9593,2.0042,2.06,2.1424,2.2901,2.5279,2.7784,6.7,72.6,93.3,72.4,Y,Y,Y,Y
B22,2.0248,1.9494,1.9077,1.9013,1.9186,1.9458,1.9641,1.9754,1.9909,2.0156,2.0493,2.0855,2.1202,2.1624,2.2274,2.3226,2.4638,2.6173,2.6899,2.6788,2.6243,2.5458,2.4556,2.3609,2.2696,2.1886,2.121,2.069,2.0357,2.025,2.0368,2.0694,2.1179,2.1797,2.272,2.4388,2.7097,3.0037,6.8,72.6,93.2,CL,N,N,N,N
10R1,1.8574,1.8652,1.8796,1.9085,1.9479,1.9911,2.0251,2.0512,2.0775,2.1076,2.1415,2.175,2.2046,2.237,2.2862,2.3606,2.4703,2.5873,2.6521,2.6637,2.6451,2.6073,2.5585,2.5042,2.4498,2.4003,2.3579,2.3234,2.2978,2.2835,2.2803,2.2874,2.302,2.3239,2.367,2.4655,2.6464,2.8549,3,74.3,93.2,94.3,N,N,N,N
2R2,1.8409,1.8641,1.8916,1.9309,1.9791,2.0302,2.072,2.1052,2.1379,2.1738,2.2132,2.2512,2.2844,2.3198,2.3709,2.4456,2.5535,2.6678,2.7315,2.7443,2.7283,2.6947,2.6511,2.6029,2.5551,2.5116,2.4742,2.4435,2.4198,2.4056,2.4005,2.4038,2.4139,2.4309,2.4686,2.56,2.7297,2.928,2.8,73.6,93.2,93.1,N,N,N,N
3R,1.8025,1.7659,1.7502,1.7613,1.7882,1.8204,1.8445,1.8618,1.8814,1.9069,1.9383,1.9701,1.9981,2.0286,2.0745,2.1437,2.2459,2.3527,2.4087,2.4155,2.3934,2.3523,2.2996,2.2408,2.1819,2.1284,2.0831,2.0476,2.0228,2.0117,2.0142,2.0288,2.0524,2.0841,2.1378,2.2461,2.4324,2.6417,3.4,72.8,93.2,93.2,N,N,N,N
3R2,1.8486,1.8678,1.8929,1.9308,1.9781,2.0287,2.0699,2.1026,2.1351,2.1708,2.2101,2.2482,2.2818,2.3178,2.3694,2.4449,2.554,2.6695,2.7336,2.7461,2.7294,2.6948,2.6501,2.6008,2.5519,2.5076,2.4695,2.4383,2.4146,2.4005,2.3959,2.3999,2.4109,2.4286,2.4669,2.5594,2.7313,2.9314,3.4,72.8,93.2,93.2,N,N,N,N
5R2,1.9062,1.9126,1.9293,1.9624,2.0071,2.0559,2.095,2.1254,2.156,2.1908,2.2298,2.2683,2.3028,2.3404,2.3954,2.4761,2.593,2.7165,2.7818,2.789,2.7648,2.7223,2.6706,2.6152,2.5614,2.5134,2.4728,2.4401,2.4158,2.4024,2.3999,2.4073,2.4227,2.4459,2.4918,2.5959,2.7852,3.004,3,73.6,93.2,93.3,N,N,N,N
85P36B,1.68373,1.66659,1.65537,1.66377,1.68689,1.71569,1.734,1.74427,1.7574,1.77807,1.8062,1.8352,1.86233,1.89787,1.9579,2.05099,2.19157,2.34437,2.42695,2.43866,2.4124,2.36324,2.30142,2.23332,2.16604,2.10584,2.05571,2.01772,1.9942,1.98889,2.00186,2.03113,2.07309,2.1258,2.20526,2.35068,2.58772,2.83898,6.8,72.5,93.2,25,N,N,N,N
B21,2.0335,1.9591,1.9179,1.9125,1.9307,1.958,1.9761,1.9872,2.0026,2.0271,2.0604,2.0962,2.1307,2.1726,2.236,2.3276,2.4638,2.6115,2.68,2.6679,2.614,2.5369,2.4489,2.3567,2.2679,2.1892,2.1234,2.0726,2.0396,2.0286,2.0394,2.0702,2.1164,2.1759,2.2652,2.4279,2.6943,2.9839,6.9,72.5,93.1,CL,N,N,N,N
3R,1.8042,1.7722,1.7599,1.773,1.8018,1.836,1.8616,1.8801,1.9007,1.927,1.959,1.9915,2.0204,2.0524,2.1007,2.1732,2.2799,2.3914,2.4485,2.4523,2.4264,2.3819,2.3271,2.2675,2.209,2.1566,2.1126,2.0781,2.0541,2.0434,2.0459,2.0601,2.0834,2.1151,2.1691,2.2789,2.4687,2.683,3.4,72.8,93.1,93.2,N,N,N,N
3R1,1.7809,1.8083,1.8369,1.8758,1.9224,1.9716,2.0119,2.044,2.0753,2.1094,2.1465,2.182,2.2128,2.2451,2.2919,2.3607,2.4608,2.567,2.6285,2.645,2.635,2.6073,2.5688,2.5244,2.4793,2.4377,2.4013,2.371,2.3472,2.3324,2.3263,2.328,2.3358,2.3496,2.3826,2.4656,2.6212,2.803,3.4,72.8,93.1,93.2,N,N,N,N
8R2,1.8862,1.8936,1.9102,1.9419,1.9845,2.031,2.0684,2.0975,2.1269,2.16,2.1969,2.2337,2.2667,2.3026,2.3552,2.433,2.5462,2.667,2.7331,2.7431,2.7218,2.6815,2.6311,2.576,2.5214,2.4721,2.43,2.3959,2.3707,2.3566,2.3534,2.3601,2.3745,2.396,2.4387,2.5379,2.7209,2.9355,3.3,73.6,93.1,93.5,N,N,N,N
1R2,1.9746,1.9652,1.9713,1.9971,2.0365,2.0809,2.1161,2.1432,2.1715,2.2045,2.2425,2.2803,2.3138,2.3503,2.4044,2.4849,2.6026,2.7273,2.7937,2.801,2.7753,2.7296,2.673,2.6114,2.5509,2.4965,2.4504,2.4135,2.3866,2.3723,2.3706,2.3802,2.3985,2.4252,2.4753,2.5856,2.7832,3.0106,3,73.4,93,93.9,N,N,N,N
5R1,1.8229,1.8296,1.8448,1.8764,1.9189,1.9646,2.0007,2.0286,2.0567,2.0883,2.1239,2.159,2.1907,2.2247,2.2739,2.3459,2.4505,2.561,2.6216,2.6325,2.615,2.5795,2.5339,2.4832,2.4328,2.3871,2.348,2.3162,2.2925,2.2789,2.2756,2.2812,2.2937,2.3124,2.3509,2.4418,2.6109,2.8073,3,73.6,93,93.5,N,N,N,N
90B31A,1.8414,1.7946,1.7716,1.7776,1.8012,1.831,1.8521,1.8667,1.8847,1.9101,1.9428,1.9765,2.0079,2.0441,2.0971,2.1728,2.2862,2.4078,2.4681,2.4676,2.4337,2.3798,2.3151,2.2452,2.1768,2.1153,2.0632,2.0223,1.9948,1.9847,1.9917,2.0142,2.049,2.0946,2.1667,2.3027,2.5283,2.7759,7.1,72.3,92.9,CL,Y,Y,Y,Y
90B31B,1.7392,1.7051,1.6887,1.6974,1.7213,1.7504,1.7709,1.7849,1.8017,1.8249,1.8544,1.8848,1.9129,1.9457,1.9942,2.0639,2.1687,2.281,2.3374,2.3391,2.3106,2.2637,2.2068,2.145,2.0841,2.0292,1.9823,1.9452,1.9199,1.9099,1.9153,1.9347,1.9653,2.0058,2.0705,2.1945,2.4017,2.6303,7.1,72.3,92.9,CL,Y,Y,Y,Y
B20,2.1143,2.0358,1.9927,1.9896,2.0107,2.0401,2.0596,2.0722,2.0895,2.1164,2.1532,2.193,2.2322,2.2786,2.3429,2.4285,2.5553,2.693,2.7542,2.739,2.6841,2.6075,2.521,2.4306,2.3436,2.266,2.1998,2.1476,2.1126,2.0993,2.1077,2.1361,2.1806,2.2388,2.3284,2.4929,2.7625,3.0551,7.1,72.3,92.9,CL,Y,Y,Y,Y
85C20A,1.9831,1.9353,1.9135,1.922,1.9484,1.9812,2.0052,2.0224,2.0424,2.0689,2.1017,2.1356,2.167,2.2025,2.2561,2.3354,2.4528,2.5765,2.636,2.6325,2.5944,2.5357,2.4663,2.392,2.3196,2.2546,2.1998,2.1564,2.1262,2.1126,2.1156,2.1337,2.1638,2.2041,2.2706,2.4021,2.6278,2.8822,7.2,72.2,92.8,CL,Y,Y,Y,Y
85C20A,1.9831,1.9353,1.9135,1.922,1.9484,1.9812,2.0052,2.0224,2.0424,2.0689,2.1017,2.1356,2.167,2.2025,2.2561,2.3354,2.4528,2.5765,2.636,2.6325,2.5944,2.5357,2.4663,2.392,2.3196,2.2546,2.1998,2.1564,2.1262,2.1126,2.1156,2.1337,2.1638,2.2041,2.2706,2.4021,2.6278,2.8822,7.2,72.2,92.8,CL,Y,Y,Y,Y
4R2,1.8363,1.8486,1.8687,1.9028,1.9469,1.9945,2.0331,2.0635,2.0938,2.1276,2.1649,2.2017,2.2347,2.2701,2.3209,2.3951,2.5023,2.6158,2.6786,2.6899,2.6723,2.6368,2.5916,2.5418,2.4924,2.4477,2.4096,2.3784,2.355,2.3414,2.3376,2.3425,2.3541,2.3721,2.41,2.5014,2.6716,2.8714,3.1,73.6,92.8,93.2,N,N,N,N
9R2,1.9538,1.9518,1.9618,1.989,2.0286,2.0729,2.1078,2.1345,2.1619,2.1935,2.2297,2.2659,2.2984,2.3342,2.3878,2.4682,2.5862,2.7119,2.7791,2.7869,2.7619,2.717,2.6616,2.6015,2.5423,2.4891,2.4442,2.4079,2.3814,2.367,2.3648,2.3735,2.3903,2.4148,2.4621,2.5686,2.7633,2.9885,3,73.7,92.8,93.9,Y,Y,Y,Y
B24,2.0052,1.9305,1.8881,1.8822,1.8997,1.926,1.9431,1.9531,1.9675,1.9909,2.023,2.0574,2.0903,2.1303,2.1911,2.2794,2.411,2.5525,2.6168,2.6041,2.5515,2.4767,2.3914,2.302,2.216,2.1398,2.076,2.027,1.9952,1.9846,1.9953,2.0255,2.0708,2.1289,2.2166,2.3761,2.6358,2.918,7.3,72.2,92.7,CL,N,N,N,N
1R1,1.9109,1.9201,1.9365,1.9676,2.0091,2.0544,2.0907,2.1188,2.1471,2.179,2.2147,2.2498,2.2809,2.3146,2.3645,2.4393,2.5492,2.6664,2.7317,2.7443,2.7264,2.6889,2.64,2.585,2.5297,2.4791,2.4355,2.3996,2.3725,2.3567,2.3521,2.3574,2.3703,2.3902,2.4313,2.5281,2.7072,2.9155,3,73.4,92.7,93.8,Y,Y,Y,Y
90C19A,2.2661,2.2098,2.1872,2.198,2.2282,2.2653,2.2941,2.3163,2.3417,2.374,2.4131,2.4527,2.4886,2.5277,2.5836,2.6634,2.7811,2.9065,2.9656,2.9581,2.9142,2.8486,2.7716,2.6897,2.6098,2.5379,2.4764,2.4267,2.3908,2.3719,2.3702,2.3842,2.411,2.4492,2.5156,2.6516,2.8893,3.1654,7.4,72.1,92.6,CL,N,N,N,N
90B27A,1.9884,1.9248,1.8901,1.8896,1.9097,1.9371,1.9553,1.9667,1.9822,2.0061,2.0381,2.072,2.1039,2.1414,2.1985,2.2825,2.4085,2.5431,2.6072,2.6014,2.5581,2.4928,2.4162,2.3346,2.2552,2.1844,2.1249,2.0789,2.0489,2.0386,2.0483,2.0758,2.1172,2.1704,2.2516,2.4021,2.6509,2.9239,7.5,72,92.6,CL,N,N,N,N
90B18A,1.9231,1.8597,1.8248,1.8233,1.8423,1.8692,1.8871,1.898,1.9129,1.9363,1.9681,2.0017,2.0329,2.0701,2.128,2.2145,2.3435,2.4814,2.5475,2.5423,2.499,2.4333,2.3559,2.2733,2.193,2.1213,2.0614,2.0154,1.9859,1.9766,1.9878,2.0174,2.0614,2.1175,2.2023,2.3566,2.6085,2.8826,7.6,71.9,92.5,CL,Y,Y,Y,Y
95B12A,2.1199,2.0381,1.9929,1.987,2.004,2.0292,2.0457,2.0556,2.0698,2.093,2.1248,2.1594,2.1933,2.2335,2.2909,2.3709,2.4901,2.6169,2.673,2.6599,2.6094,2.5368,2.4529,2.3639,2.2774,2.1999,2.1343,2.0832,2.0491,2.0365,2.0451,2.0727,2.1153,2.1702,2.2539,2.4081,2.6629,2.9445,7.7,71.8,92.3,CL,N,N,N,N
B28,1.89,1.8234,1.7856,1.7816,1.7992,1.8248,1.8416,1.8512,1.8644,1.8859,1.9154,1.9464,1.9757,2.0115,2.0671,2.149,2.2712,2.4008,2.4592,2.448,2.4006,2.3332,2.2563,2.1761,2.0992,2.0313,1.9749,1.9317,1.9038,1.8947,1.9046,1.9316,1.9725,2.0251,2.1052,2.252,2.4918,2.7549,7.8,71.7,92.2,CL,Y,Y,Y,Y
85P6A,1.6631,1.63593,1.61803,1.62181,1.6415,1.66741,1.68313,1.69124,1.70296,1.72289,1.75102,1.78052,1.80853,1.8452,1.90626,1.99972,2.14071,2.29485,2.37757,2.38741,2.35863,2.30673,2.24218,2.17136,2.10141,2.03882,1.98659,1.94701,1.92299,1.91843,1.93321,1.96531,2.01093,2.0675,2.15069,2.29986,2.54067,2.79453,7.8,71.8,92.2,25,N,N,N,N
85P6B,1.72903,1.70122,1.68305,1.68742,1.70864,1.73656,1.75372,1.76287,1.7758,1.79759,1.82814,1.86004,1.8902,1.92955,1.99504,2.09486,2.24535,2.41069,2.49976,2.51042,2.47963,2.42384,2.35472,2.27868,2.20354,2.13617,2.07986,2.03702,2.01075,2.00533,2.02071,2.05468,2.1031,2.16313,2.25199,2.41092,2.6655,2.92995,7.8,71.8,92.2,25,N,N,N,N
90B3A,2.03474,2.02556,2.02998,2.05558,2.09548,2.14043,2.1752,2.20165,2.2299,2.26424,2.30475,2.34519,2.38181,2.42292,2.4829,2.56928,2.69764,2.83745,2.91274,2.92174,2.89396,2.84348,2.78027,2.71048,2.64099,2.57769,2.52292,2.47836,2.4461,2.42995,2.42994,2.44448,2.47049,2.50713,2.57136,2.70337,2.93235,3.18698,7.9,71.7,92.1,CL,N,N,N,N
903B,1.94371,1.89448,1.8694,1.87428,1.89737,1.92698,1.94744,1.96104,1.97803,2.00245,2.03408,2.06718,2.09778,2.13315,2.18752,2.26891,2.39138,2.52233,2.58716,2.58634,2.54967,2.4913,2.42133,2.34576,2.27154,2.20488,2.14862,2.10454,2.0749,2.06362,2.07067,2.09418,2.13017,2.17703,2.25089,2.39087,2.62506,2.88013,7.9,71.7,92.1,CL,N,N,N,N
85P17A,1.7754,1.7534,1.7395,1.7471,1.7715,1.8026,1.8228,1.8346,1.85,1.8741,1.907,1.9412,1.9737,2.0157,2.0852,2.1911,2.3498,2.5247,2.6204,2.6335,2.603,2.5465,2.4758,2.3981,2.3214,2.2527,2.1955,2.1521,2.1253,2.1196,2.1347,2.1684,2.2166,2.2766,2.366,2.5284,2.7914,3.0688,7.9,71.67,92.1,69.9,N,N,N,N
85P6A,1.7404,1.7349,1.7288,1.7402,1.7663,1.7977,1.8176,1.8288,1.8428,1.8646,1.8944,1.9247,1.9519,1.988,2.0529,2.1569,2.3152,2.49,2.5894,2.6094,2.5863,2.5362,2.4703,2.3958,2.3209,2.2529,2.1956,2.1512,2.1228,2.115,2.128,2.1593,2.2047,2.262,2.3487,2.5062,2.7606,3.0249,7.9,71.73,92.1,69.5,N,N,N,N
85C11A,2.1854,2.11,2.071,2.0704,2.0916,2.1203,2.1405,2.1544,2.1721,2.1977,2.2308,2.2656,2.2978,2.3341,2.3872,2.4643,2.5788,2.6983,2.7498,2.7358,2.6861,2.6155,2.5343,2.4487,2.3658,2.2916,2.2289,2.1793,2.1448,2.1291,2.1323,2.1525,2.1861,2.2312,2.3043,2.4456,2.6841,2.9495,8,71.6,92,CL,Y,Y,Y,Y
B27,2.0596,1.9795,1.9341,1.9265,1.9434,1.9698,1.987,1.9971,2.0113,2.0348,2.0672,2.1027,2.1378,2.1805,2.2442,2.3354,2.4707,2.6167,2.6828,2.6682,2.6118,2.5325,2.4427,2.3488,2.2585,2.1786,2.1118,2.0602,2.0268,2.0157,2.0268,2.058,2.1048,2.1644,2.2539,2.417,2.6843,2.9749,8,71.6,92,CL,N,N,N,N
