SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,Exclude,Exclude,Exclude
85V5A,2.0981,2.1249,2.1523,2.1911,2.2402,2.293,2.3351,2.3681,2.402,2.4417,2.488,2.5343,2.5779,2.6279,2.6943,2.7798,2.9083,3.0578,3.147,3.168,3.15,3.107,3.049,2.9818,2.9123,2.8469,2.7871,2.7355,2.6959,2.6731,2.667,2.676,2.6978,2.7312,2.7943,2.9295,3.1681,3.436,12.8,67.6,87.2,CL,Y,Y,Y,Y
85P7A,1.7874,1.7668,1.7525,1.7595,1.7831,1.8132,1.8319,1.8423,1.8567,1.881,1.9156,1.9524,1.9898,2.0382,2.1093,2.2079,2.3574,2.5266,2.6204,2.6344,2.6061,2.5531,2.4868,2.4134,2.3404,2.2744,2.2181,2.1741,2.1464,2.1399,2.1543,2.1872,2.2348,2.2945,2.3837,2.546,2.8096,3.0885,12.85,67.78,87.15,63,Y,Y,Y,Y
85L7A,1.9961,2.0144,2.0338,2.0653,2.1069,2.1518,2.1858,2.2111,2.2379,2.2709,2.3109,2.3516,2.3914,2.4389,2.5015,2.5794,2.6974,2.8351,2.9141,2.9281,2.9064,2.8637,2.8097,2.7492,2.6882,2.6317,2.5803,2.5364,2.5035,2.486,2.4839,2.4961,2.5206,2.5568,2.6214,2.7559,2.9924,3.268,12.85,67.78,87.15,62.7,Y,Y,Y,Y
85C3A,2.0563,2.0791,2.1024,2.1376,2.1827,2.2315,2.2703,2.3006,2.3317,2.3678,2.4093,2.4504,2.4887,2.5325,2.5922,2.6721,2.7928,2.9301,3.0094,3.0254,3.0055,2.9626,2.906,2.8412,2.7746,2.7116,2.6541,2.6042,2.5652,2.5417,2.5335,2.5397,2.5579,2.5876,2.6457,2.7731,3.0015,3.2612,12.9,67.5,87.1,CL,N,N,N,N
85V11A,2.2055,2.2327,2.2603,2.3004,2.3515,2.4068,2.4508,2.4853,2.5207,2.562,2.6101,2.6576,2.7015,2.7519,2.8216,2.9161,3.0587,3.2229,3.3199,3.3416,3.3203,3.2712,3.2052,3.1289,3.0502,2.9759,2.9087,2.8508,2.8065,2.7808,2.7738,2.7838,2.8081,2.8453,2.9143,3.0612,3.318,3.6001,12.9,87.1,87.1,CL,Y,Y,Y,Y
85P7A,1.8286,1.8012,1.7834,1.7883,1.8107,1.8397,1.8576,1.8676,1.882,1.9065,1.9416,1.9789,2.0164,2.065,2.1364,2.2352,2.3856,2.5573,2.6527,2.6659,2.6355,2.5789,2.508,2.4291,2.3504,2.2789,2.2173,2.169,2.1385,2.1308,2.1456,2.1807,2.2314,2.295,2.3889,2.5572,2.8282,3.1124,12.9,67.73,87.1,64.7,Y,Y,Y,Y
85B27A,1.912,1.869,1.8474,1.8534,1.8765,1.9058,1.926,1.9396,1.9568,1.9822,2.0159,2.0515,2.0858,2.1261,2.1814,2.2545,2.366,2.4905,2.5546,2.5561,2.5233,2.4698,2.405,2.334,2.2635,2.1992,2.1429,2.0973,2.0658,2.053,2.0587,2.081,2.1168,2.1645,2.2394,2.3804,2.6143,2.8708,13,67.4,87,CL,N,N,N,N
85B24A,2.20262,2.13449,2.09811,2.09834,2.12129,2.15272,2.17348,2.18719,2.20621,2.236,2.2767,2.32066,2.36366,2.41444,2.48463,2.57851,2.72069,2.88075,2.95966,2.95369,2.90299,2.82664,2.73733,2.64145,2.54739,2.46237,2.38887,2.33017,2.29068,2.27584,2.28573,2.31798,2.36795,2.43274,2.53144,2.71113,3.00318,3.31169,13.1,67.3,86.9,CL,N,N,N,N
85B24B,2.16515,2.10918,2.08134,2.08568,2.11066,2.14372,2.1666,2.1824,2.20301,2.23344,2.27406,2.31711,2.35827,2.40632,2.47349,2.56438,2.70223,2.85798,2.93691,2.93398,2.88781,2.81672,2.73284,2.64254,2.55388,2.47359,2.40401,2.34814,2.31008,2.29489,2.30254,2.3311,2.37657,2.43657,2.52954,2.7012,2.98209,3.28402,13.1,67.3,86.9,CL,N,N,N,N
85B4A,2.1362,2.1653,2.1947,2.2357,2.2869,2.3416,2.3855,2.4199,2.4546,2.494,2.5388,2.5833,2.6248,2.6716,2.7358,2.8233,2.9543,3.1026,3.1893,3.2084,3.1888,3.1445,3.0853,3.0172,2.9472,2.8814,2.822,2.7708,2.7311,2.7071,2.699,2.7054,2.7233,2.7521,2.8095,2.9383,3.1704,3.4331,13.1,67.4,86.9,CL,Y,Y,Y,Y
85B20A,2.3077,2.2339,2.1972,2.1981,2.2216,2.2535,2.2765,2.2937,2.3161,2.3484,2.3906,2.435,2.4769,2.5238,2.5866,2.67,2.7969,2.9393,3.0092,3.0027,2.9547,2.8817,2.7953,2.7018,2.6095,2.5254,2.4524,2.3932,2.3524,2.3351,2.3407,2.3674,2.4106,2.4677,2.5563,2.7219,2.9965,3.2935,13.3,67.3,86.8,CL,N,N,N,N
85B4A,2.1537,2.1673,2.1862,2.2199,2.2661,2.3173,2.357,2.3876,2.4198,2.4587,2.5048,2.551,2.594,2.6441,2.7143,2.8093,2.9527,3.1177,3.2112,3.2249,3.1952,3.1397,3.0698,2.992,2.9139,2.8416,2.7773,2.7232,2.6831,2.6614,2.6583,2.6727,2.7016,2.7439,2.8188,2.9735,3.2447,3.562,13.3,67.1,86.7,CL,N,N,N,N
85B4A,2.2471,2.2728,2.2996,2.3391,2.3901,2.4453,2.4886,2.5223,2.5572,2.5985,2.6471,2.6957,2.7414,2.7944,2.8663,2.9609,3.1044,3.2719,3.3687,3.3854,3.3577,3.3027,3.2322,3.1522,3.0705,2.9937,2.9236,2.8632,2.8165,2.7891,2.7813,2.7917,2.8177,2.8584,2.9335,3.0926,3.3753,3.7119,13.3,67.1,86.7,CL,Y,Y,Y,Y
85B4A,2.1212,2.113,2.1205,2.1502,2.1944,2.2434,2.2815,2.3107,2.3417,2.3792,2.4235,2.4688,2.512,2.5609,2.6259,2.7114,2.8377,2.9777,3.052,3.0579,3.0271,2.9751,2.9127,2.8452,2.7789,2.7191,2.6669,2.624,2.5925,2.5761,2.5749,2.5875,2.6112,2.6453,2.7073,2.84,3.0774,3.3582,13.5,67.1,86.6,CL,Y,Y,Y,Y
85B4A,2.127,2.1498,2.1737,2.2101,2.2575,2.3087,2.3485,2.3789,2.4103,2.4476,2.4916,2.5362,2.5792,2.6294,2.6966,2.7838,2.916,3.0692,3.1568,3.1714,3.1456,3.0953,3.0311,2.9586,2.8848,2.8155,2.7524,2.698,2.6562,2.6319,2.6253,2.6351,2.6586,2.6948,2.7623,2.9071,3.1659,3.4699,13.5,67.1,86.6,CL,Y,Y,Y,Y
85V15A,1.9885,2.0018,2.0163,2.0454,2.087,2.1329,2.1669,2.1914,2.2175,2.2504,2.2907,2.3319,2.3714,2.4193,2.4878,2.5816,2.7235,2.8851,2.9747,2.9866,2.9569,2.9028,2.8357,2.7616,2.6874,2.6192,2.5587,2.5082,2.4714,2.4528,2.4529,2.4702,2.5018,2.5466,2.623,2.7763,3.0395,3.3367,13.4,67.1,86.6,CL,N,N,N,N
85V5A,2.0455,2.01251,1.99785,2.00979,2.03958,2.07594,2.10149,2.11922,2.14091,2.17186,2.21241,2.25518,2.29673,2.34625,2.41416,2.50319,2.63834,2.79282,2.87653,2.88445,2.85124,2.79318,2.72134,2.64177,2.56226,2.48947,2.42548,2.37342,2.33767,2.3232,2.32982,2.35545,2.39643,2.45041,2.53533,2.69472,2.95889,3.24118,13.4,76,86.6,CL,Y,Y,Y,Y
85V5B,2.02666,1.99956,1.98889,2.00312,2.03421,2.0715,2.09773,2.11612,2.13815,2.16893,2.20891,2.25128,2.29306,2.34307,2.41152,2.50115,2.63655,2.79151,2.87492,2.88132,2.84666,2.78807,2.71691,2.639,2.5616,2.49105,2.42923,2.37887,2.3442,2.32993,2.3358,2.36012,2.39919,2.45089,2.5328,2.68877,2.94981,3.23241,13.4,76,86.6,CL,Y,Y,Y,Y
85V5A,1.9859,2.0005,2.0152,2.0429,2.0828,2.1278,2.1619,2.1873,2.2147,2.249,2.2909,2.3331,2.3725,2.4195,2.4875,2.581,2.7235,2.8885,2.9857,3.0062,2.9838,2.9341,2.868,2.7917,2.7134,2.6399,2.5738,2.518,2.4772,2.4564,2.4558,2.4739,2.5072,2.5544,2.6333,2.7879,3.0485,3.3282,13.5,67.1,86.6,CL,N,N,N,N
P12,1.5241,1.5042,1.4905,1.4957,1.5167,1.5437,1.5607,1.57,1.5829,1.6045,1.6352,1.6679,1.6997,1.7405,1.8027,1.8918,2.0266,2.1769,2.2592,2.2708,2.2452,2.1981,2.1395,2.0753,2.0119,1.9551,1.9072,1.8706,1.8485,1.8454,1.8608,1.8934,1.9391,1.9961,2.0803,2.2304,2.47,2.7224,13.4,67.4,86.6,Pork,N,N,N,N
P14,1.5571,1.5511,1.5454,1.5549,1.579,1.6086,1.6273,1.6378,1.6512,1.6733,1.7045,1.7374,1.7695,1.8116,1.8767,1.9704,2.1129,2.2734,2.3634,2.3787,2.3545,2.3071,2.2473,2.1809,2.1149,2.0553,2.0043,1.9648,1.9401,1.935,1.9492,1.981,2.0267,2.0846,2.1709,2.3256,2.5743,2.8356,13.5,67.3,86.5,Pork,N,N,N,N
P18,1.5367,1.5261,1.518,1.5263,1.5492,1.5775,1.5954,1.6054,1.6186,1.6403,1.671,1.7032,1.7345,1.7749,1.8373,1.9269,2.0632,2.2163,2.3013,2.3151,2.2911,2.2452,2.1875,2.1236,2.0603,2.0034,1.9549,1.9174,1.8943,1.89,1.9041,1.9352,1.9797,2.0358,2.1195,2.2694,2.5107,2.7669,13.5,67.3,86.5,Pork,N,N,N,N
P20,1.5345,1.5244,1.5163,1.525,1.5483,1.577,1.5951,1.6049,1.6178,1.6391,1.6694,1.7015,1.7331,1.7743,1.837,1.926,2.0614,2.2128,2.2959,2.3079,2.2826,2.2361,2.1785,2.1153,2.0528,1.9968,1.9492,1.9123,1.8896,1.8852,1.8994,1.9303,1.9746,2.0305,2.1142,2.2642,2.5049,2.7601,13.5,67.3,86.5,Pork,N,N,N,N
19R2,2.1044,2.0954,2.1016,2.1289,2.1703,2.2163,2.2521,2.2795,2.3089,2.3452,2.3891,2.4339,2.4763,2.524,2.5845,2.6594,2.7709,2.8982,2.9688,2.9782,2.9535,2.9085,2.8526,2.7906,2.7288,2.672,2.6212,2.5785,2.5468,2.5297,2.5269,2.5373,2.5586,2.5904,2.6491,2.7735,2.9935,3.2475,14.8,65.6,86.4,85.3,Y,Y,Y,Y
P6,1.5114,1.5065,1.5016,1.5113,1.5341,1.5616,1.5793,1.5893,1.6023,1.6232,1.6526,1.6831,1.7129,1.7515,1.8088,1.8885,2.0111,2.15,2.2287,2.2447,2.2267,2.1881,2.1377,2.0806,2.0231,1.9707,1.9252,1.8894,1.8668,1.8615,1.8735,1.9013,1.9417,1.9932,2.0711,2.2114,2.4381,2.6809,13.6,67.2,86.4,Pork,N,N,N,N
8523A,2.1903,2.1364,2.1118,2.1203,2.1482,2.1829,2.208,2.2265,2.2489,2.2799,2.3198,2.362,2.4028,2.4493,2.5107,2.5913,2.7128,2.848,2.9154,2.9123,2.8711,2.8072,2.7315,2.6497,2.5689,2.4953,2.4312,2.3788,2.342,2.325,2.328,2.3489,2.3843,2.432,2.5096,2.6604,2.9175,3.209,13.9,66.7,86.2,CL,N,N,N,N
85B19A,2.03606,1.96956,1.93224,1.92991,1.94927,1.9764,1.99326,2.00313,2.01815,2.04346,2.07939,2.11889,2.15832,2.20553,2.26942,2.35237,2.47838,2.61949,2.68641,2.67707,2.62832,2.55826,2.4786,2.3946,2.31325,2.24049,2.17783,2.128,2.09505,2.0838,2.09423,2.12446,2.17058,2.23015,2.32041,2.48439,2.75064,3.03603,13.8,66.8,86.2,CL,N,N,N,N
85B19B,2.11463,2.05226,2.01908,2.02093,2.044,2.07468,2.09481,2.10792,2.12609,2.15459,2.19363,2.23561,2.27682,2.32576,2.39167,2.47689,2.60654,2.75256,2.82422,2.81913,2.7734,2.70458,2.62409,2.53784,2.45346,2.37727,2.31115,2.25807,2.2222,2.20856,2.21706,2.24572,2.29071,2.34975,2.44074,2.60798,2.88172,3.1747,13.8,66.8,86.2,CL,N,N,N,N
85B5A,2.1982,2.185,2.1897,2.2185,2.2633,2.3133,2.3515,2.3804,2.4113,2.4492,2.4947,2.5415,2.5863,2.6376,2.7066,2.7979,2.9325,3.0815,3.1577,3.1587,3.1206,3.0614,2.9927,2.9198,2.8492,2.786,2.7311,2.6863,2.6537,2.637,2.6366,2.6513,2.678,2.7164,2.7848,2.9283,3.1828,3.4831,13.8,66.8,86.2,CL,Y,Y,Y,Y
85V5A,2.0807,2.0732,2.0788,2.1051,2.1461,2.1921,2.2276,2.255,2.285,2.3227,2.3687,2.4156,2.4601,2.5115,2.5795,2.6667,2.7976,2.9477,3.0317,3.0442,3.0173,2.9666,2.9026,2.8313,2.7599,2.6943,2.6361,2.5878,2.5531,2.5364,2.5377,2.5551,2.586,2.6294,2.703,2.851,3.1068,3.3995,13.8,66.8,86.2,CL,Y,Y,Y,Y
85V5A,2.156,2.1549,2.1655,2.1958,2.2404,2.2902,2.3285,2.3576,2.3889,2.4275,2.4739,2.5211,2.5658,2.6176,2.6881,2.7812,2.9204,3.0791,3.1669,3.1776,3.1466,3.0913,3.0232,2.9482,2.8738,2.8058,2.746,2.6965,2.6605,2.6424,2.6421,2.6582,2.6878,2.7296,2.8029,2.9532,3.2163,3.5237,13.9,66.7,86.2,CL,N,N,N,N
85C11A,2.1231,2.0836,2.0678,2.0814,2.1131,2.1511,2.1791,2.1999,2.2244,2.2574,2.2993,2.3436,2.3872,2.4371,2.5015,2.5822,2.7037,2.8409,2.9117,2.913,2.8766,2.8179,2.7477,2.6714,2.5958,2.5267,2.4657,2.4153,2.3794,2.3627,2.3652,2.385,2.4187,2.4649,2.5411,2.6906,2.9435,3.2231,13.9,66.8,86.2,CL,Y,Y,Y,Y
85B4A,2.1311,2.1564,2.1824,2.2213,2.271,2.3242,2.3657,2.3974,2.4299,2.468,2.5126,2.5576,2.6009,2.6514,2.7189,2.8067,2.939,3.0907,3.1765,3.1902,3.1645,3.115,3.0526,2.9824,2.9113,2.8448,2.7844,2.7322,2.692,2.6686,2.6619,2.6708,2.6925,2.7268,2.7911,2.9301,3.176,3.4503,13.8,66.8,86.2,CL,N,N,N,N
85B4A,2.1364,2.155,2.1756,2.2101,2.2561,2.3059,2.3443,2.3736,2.4042,2.4411,2.4848,2.5283,2.5684,2.6153,2.6801,2.767,2.9,3.0525,3.1379,3.1505,3.123,3.0711,3.0055,2.9317,2.8571,2.7873,2.7239,2.6698,2.6281,2.604,2.5977,2.6082,2.633,2.6715,2.7421,2.8897,3.1457,3.4314,13.8,66.8,86.2,CL,N,N,N,N
85B24A,2.2045,2.139,2.1047,2.1061,2.1299,2.1619,2.1835,2.198,2.218,2.2487,2.2904,2.3352,2.3791,2.431,2.5011,2.5924,2.7307,2.8871,2.9647,2.9592,2.9101,2.836,2.7494,2.6564,2.5653,2.4829,2.4115,2.3541,2.3155,2.3008,2.31,2.341,2.3893,2.4525,2.5491,2.7258,3.0131,3.3174,13.8,66.8,86.2,CL,Y,Y,Y,Y
85L7A,1.9427,1.8856,1.8513,1.849,1.8665,1.8906,1.9045,1.9114,1.9225,1.9429,1.9727,2.0054,2.0385,2.0799,2.1376,2.2133,2.3285,2.4558,2.5155,2.5078,2.4653,2.4041,2.3343,2.261,2.1903,2.1272,2.0731,2.0304,2.0022,1.9929,2.0025,2.0295,2.0706,2.1242,2.206,2.3561,2.6014,2.8708,13.85,66.78,86.15,61.3,Y,Y,Y,Y
85L8A,1.9969,1.9989,2.011,2.0406,2.0821,2.1273,2.1629,2.1905,2.2196,2.2545,2.2958,2.3379,2.3785,2.4246,2.4838,2.5577,2.6668,2.7901,2.8602,2.8732,2.8544,2.8164,2.7678,2.7135,2.6591,2.6093,2.565,2.5277,2.5002,2.4859,2.4845,2.4948,2.5146,2.5435,2.5967,2.7126,2.9208,3.1665,13.85,66.78,86.15,64.5,N,N,N,N
85B23B,2.1652,2.0968,2.0614,2.0618,2.0843,2.1149,2.1357,2.1499,2.1691,2.1983,2.2378,2.2801,2.3216,2.3698,2.4339,2.5168,2.6424,2.7834,2.8506,2.8408,2.7908,2.7183,2.6352,2.5473,2.4619,2.3851,2.3187,2.2654,2.2293,2.2151,2.2227,2.2504,2.2943,2.352,2.4412,2.6057,2.8762,3.1692,14,66.4,86,CL,N,N,N,N
85B23A,2.2066,2.1411,2.1082,2.1106,2.1348,2.167,2.1895,2.2054,2.2263,2.2571,2.2981,2.3419,2.3844,2.4337,2.4989,2.5831,2.7106,2.8544,2.9246,2.9171,2.8685,2.7966,2.7131,2.6241,2.5372,2.4586,2.3905,2.3354,2.2977,2.2823,2.2889,2.3158,2.359,2.4162,2.5055,2.6711,2.944,3.2402,14,66.4,86,CL,N,N,N,N
85B28A,2.171,2.1126,2.0832,2.0876,2.1128,2.1454,2.1679,2.1836,2.2041,2.2346,2.2752,2.318,2.3588,2.4062,2.4712,2.5576,2.689,2.8366,2.9108,2.9082,2.8645,2.797,2.7172,2.6314,2.5471,2.4709,2.4048,2.3518,2.3156,2.3012,2.3088,2.3363,2.3801,2.4379,2.528,2.6952,2.9714,3.2765,14.2,66.5,85.9,CL,N,N,N,N
85B4A,2.0362,2.0168,2.0146,2.036,2.0728,2.115,2.1471,2.1717,2.1992,2.2344,2.2777,2.3222,2.3648,2.414,2.4786,2.5606,2.6831,2.8224,2.8983,2.906,2.8765,2.8249,2.7613,2.6912,2.6215,2.5576,2.501,2.4542,2.4207,2.4049,2.4065,2.424,2.4549,2.4978,2.5699,2.7132,2.9594,3.2399,14.1,66.6,85.9,CL,N,N,N,N
85V5A,1.95657,1.92029,1.90196,1.91038,1.93661,1.96957,1.99205,2.00682,2.02521,2.05186,2.08687,2.1235,2.15841,2.20094,2.26503,2.35692,2.49516,2.64797,2.72817,2.73316,2.69782,2.63844,2.56623,2.48763,2.41021,2.34055,2.28125,2.23458,2.20371,2.19289,2.20173,2.22845,2.26909,2.32137,2.40232,2.55398,2.80552,3.07535,14.1,66.5,85.9,CL,Y,Y,Y,Y
85V5B,1.97039,1.92666,1.90331,1.90872,1.93319,1.96469,1.98568,1.99938,2.01718,2.04381,2.07941,2.11663,2.15179,2.1947,2.25952,2.35234,2.49215,2.64687,2.72745,2.73146,2.69442,2.63277,2.55774,2.476,2.39549,2.32295,2.26119,2.21276,2.18105,2.17043,2.1805,2.20932,2.25283,2.30868,2.39402,2.55106,2.80822,3.08162,14.1,66.5,85.9,CL,Y,Y,Y,Y
85B18B,2.2714,2.2283,2.2136,2.2296,2.2635,2.304,2.335,2.3593,2.387,2.4226,2.4664,2.5114,2.5541,2.6015,2.6623,2.7394,2.8549,2.9845,3.0503,3.0487,3.0102,2.9497,2.8776,2.7994,2.7221,2.6513,2.5887,2.5365,2.4981,2.4781,2.4763,2.4911,2.5198,2.5611,2.6323,2.7756,3.0232,3.3021,14.1,66.5,85.9,CL,N,N,N,N
85B18A,2.2378,2.1942,2.1768,2.1911,2.2239,2.2626,2.2914,2.3127,2.3376,2.3704,2.4115,2.4543,2.4958,2.5429,2.6031,2.6793,2.7941,2.9218,2.9848,2.9818,2.9425,2.8816,2.8092,2.7309,2.6533,2.5821,2.5189,2.4662,2.4273,2.4074,2.4062,2.4222,2.4522,2.4947,2.5675,2.7132,2.9624,3.2401,14.1,66.5,85.9,CL,N,N,N,N
85C17A,2.1583,2.1006,2.0736,2.0797,2.1049,2.1366,2.1598,2.1772,2.1987,2.2288,2.2675,2.3081,2.3464,2.3891,2.444,2.5127,2.6166,2.7322,2.7879,2.7823,2.7429,2.6833,2.6132,2.5378,2.4636,2.396,2.3365,2.2875,2.2525,2.2358,2.2372,2.255,2.2867,2.3308,2.4036,2.545,2.785,3.0587,14.3,66.5,85.8,CL,N,N,N,N
85C18A,2.1104,2.0709,2.0544,2.0671,2.0974,2.1336,2.16,2.1792,2.2019,2.2328,2.2724,2.3136,2.3533,2.399,2.4592,2.5354,2.6505,2.7798,2.8445,2.8424,2.8044,2.7457,2.6765,2.6019,2.5288,2.4623,2.4036,2.3552,2.3205,2.3038,2.3052,2.3233,2.3553,2.4002,2.4751,2.6218,2.8717,3.1569,14.3,66.5,85.8,CL,N,N,N,N
19R1,2.06,2.0249,2.0119,2.0283,2.0628,2.1022,2.1306,2.1511,2.1752,2.2075,2.2488,2.2923,2.3348,2.3832,2.4443,2.5192,2.6307,2.7564,2.8231,2.8273,2.7973,2.747,2.6861,2.6195,2.5536,2.4935,2.4404,2.3965,2.365,2.3499,2.3511,2.3667,2.3941,2.4323,2.4975,2.629,2.8545,3.1084,14.8,65.6,85.8,84.6,Y,Y,Y,Y
85L18A,2.2445,2.2679,2.2939,2.3329,2.3827,2.4359,2.4773,2.5088,2.541,2.5789,2.6232,2.6681,2.7116,2.7624,2.8312,2.9215,3.0569,3.2121,3.3001,3.3143,3.2884,3.2388,3.1768,3.1081,3.0393,2.9761,2.9195,2.8717,2.8355,2.8152,2.811,2.8216,2.8444,2.8786,2.9432,3.0848,3.3419,3.6534,14.2,66.5,85.8,65,N,N,N,N
85COW8A,2.01797,1.97379,1.95086,1.95629,1.97937,2.00908,2.02965,2.04331,2.06044,2.08515,2.11728,2.15046,2.18086,2.21688,2.27284,2.35554,2.47969,2.61407,2.68096,2.67986,2.64228,2.58324,2.51298,2.43764,2.36403,2.29792,2.24172,2.19727,2.16695,2.15438,2.15962,2.18108,2.2158,2.26188,2.33563,2.47707,2.71445,2.97527,14.4,66.2,85.6,CL,Y,Y,Y,Y
85COW8B,2.00812,1.96171,1.93744,1.94214,1.96494,1.99457,2.0147,2.02784,2.0445,2.06889,2.10075,2.1339,2.16447,2.2011,2.25794,2.34171,2.46702,2.60203,2.66752,2.66345,2.6228,2.56148,2.49007,2.41458,2.34153,2.27648,2.22155,2.17841,2.14924,2.13765,2.14374,2.16596,2.20135,2.24829,2.32284,2.46503,2.70318,2.96449,14.4,66.2,85.6,CL,Y,Y,Y,Y
85B4A,2.2047,2.2306,2.2574,2.2964,2.3467,2.4012,2.4441,2.4775,2.5119,2.5524,2.5995,2.6465,2.6904,2.7411,2.8109,2.9044,3.0461,3.2096,3.3045,3.3222,3.2969,3.2447,3.1768,3.0995,3.0205,2.9462,2.8787,2.8208,2.7762,2.75,2.7424,2.7523,2.7765,2.8143,2.8846,3.0339,3.2953,3.5857,14.6,66.2,85.5,CL,N,N,N,N
18R1,2.1353,2.1424,2.1602,2.1947,2.2408,2.2911,2.3317,2.3643,2.3982,2.4378,2.4838,2.5307,2.5755,2.6248,2.6868,2.7633,2.8758,3.0055,3.082,3.0986,3.0809,3.0412,2.9888,2.9287,2.8671,2.8097,2.7577,2.7133,2.6796,2.6602,2.6544,2.6611,2.6776,2.7031,2.7531,2.8677,3.0788,3.3282,12.3,65.8,85.5,85.7,N,N,N,N
18R2,2.1884,2.1838,2.1938,2.2234,2.2671,2.3158,2.3543,2.3847,2.417,2.4561,2.5029,2.5509,2.5965,2.6478,2.713,2.7944,2.9148,3.0538,3.1334,3.1464,3.1222,3.0753,3.0158,2.949,2.8816,2.8192,2.7632,2.7159,2.6806,2.6614,2.6578,2.6685,2.691,2.7242,2.7854,2.9165,3.1499,3.4203,12.3,65.8,85.5,85.2,N,N,N,N
85B1A,2.1016,2.128,2.1544,2.1929,2.2416,2.2937,2.3349,2.3673,2.4007,2.44,2.4859,2.5314,2.5738,2.6223,2.6867,2.7699,2.8961,3.0424,3.1292,3.1496,3.1319,3.0895,3.0321,2.9653,2.8961,2.8306,2.7705,2.7183,2.678,2.6546,2.6479,2.6567,2.6787,2.7132,2.7778,2.916,3.1614,3.4476,14.7,66.1,85.4,CL,N,N,N,N
P7,1.5072,1.4992,1.4925,1.5013,1.5239,1.5517,1.5699,1.5804,1.5941,1.6162,1.6473,1.6799,1.7119,1.7529,1.8135,1.8974,2.0258,2.1715,2.2547,2.2719,2.2531,2.2126,2.1597,2.0997,2.0393,1.9841,1.9365,1.8991,1.8756,1.8707,1.8841,1.9141,1.9571,2.0114,2.0927,2.238,2.4715,2.7196,14.6,66.4,85.4,Pork,N,N,N,N
85V,2.34882,2.32098,2.316,2.33863,2.37914,2.42632,2.46238,2.49035,2.52191,2.56238,2.61248,2.665,2.71653,2.77557,2.8503,2.94256,3.08085,3.24117,3.32815,3.33416,3.29637,3.23241,3.15428,3.06814,2.98185,2.90226,2.83117,2.7718,2.72884,2.70745,2.70735,2.72686,2.76199,2.81082,2.89266,3.05591,3.33601,3.64712,14.7,66,85.3,CL,Y,Y,Y,Y
85B30A,1.811,1.7663,1.7438,1.7486,1.7699,1.7968,1.8155,1.8286,1.8458,1.8716,1.9058,1.9418,1.9762,2.0157,2.0662,2.1282,2.2239,2.333,2.3892,2.3906,2.3618,2.3148,2.2579,2.1953,2.1332,2.0764,2.0261,1.9849,1.9568,1.9459,1.9521,1.9736,2.0083,2.0542,2.1265,2.261,2.4822,2.7271,14.7,66,85.3,CL,N,N,N,N
85B13A,2.2341,2.2469,2.2704,2.3115,2.3653,2.4231,2.4695,2.5065,2.5447,2.5892,2.6405,2.6921,2.7406,2.7948,2.8647,2.9535,3.0846,3.2333,3.3172,3.3314,3.3069,3.2592,3.199,3.1319,3.0648,3.0031,2.948,2.9013,2.866,2.846,2.8412,2.8501,2.8705,2.9019,2.9627,3.0975,3.3434,3.6416,14.9,65.9,85.2,CL,Y,Y,Y,Y
85B28A,2.1136,2.0477,2.0129,2.0131,2.0343,2.0627,2.0817,2.0946,2.1125,2.1405,2.1788,2.2198,2.2597,2.3062,2.3674,2.4454,2.5642,2.6979,2.763,2.7573,2.7136,2.6477,2.5704,2.4872,2.4053,2.3311,2.2662,2.2137,2.1779,2.164,2.1716,2.1987,2.2419,2.2989,2.3864,2.5474,2.8103,3.0956,14.8,65.9,85.2,CL,N,N,N,N
16R1,2.161,2.1878,2.2242,2.2682,2.3179,2.3689,2.4141,2.4563,2.4996,2.5472,2.6003,2.6535,2.7033,2.7578,2.8241,2.9033,3.0172,3.1523,3.2338,3.2509,3.2327,3.1933,3.1418,3.0835,3.0243,2.9686,2.9174,2.8734,2.8399,2.8195,2.8121,2.8168,2.8312,2.8563,2.9103,3.0363,3.2608,3.5089,13.7,66,85.1,CL,Y,Y,Y,Y
16R2,2.2005,2.2206,2.2539,2.297,2.3473,2.3991,2.4452,2.4882,2.5327,2.5817,2.6365,2.6918,2.7439,2.8009,2.8707,2.9556,3.0765,3.2195,3.3048,3.3206,3.2987,3.2547,3.1988,3.1365,3.0736,3.015,2.962,2.9168,2.8832,2.8634,2.8573,2.8638,2.8808,2.9087,2.9669,3.0992,3.3345,3.5947,13.7,66,85.1,CL,Y,Y,Y,Y
85B19A,2.1045,2.0593,2.0391,2.0487,2.0778,2.114,2.1397,2.1577,2.1802,2.212,2.2537,2.2987,2.3441,2.3982,2.4686,2.5564,2.6889,2.8405,2.9182,2.9169,2.8738,2.8074,2.7294,2.6455,2.563,2.4879,2.4219,2.368,2.3308,2.3154,2.3216,2.3476,2.3896,2.4452,2.5331,2.6992,2.9779,3.2886,14.9,67.7,85.1,CL,Y,Y,Y,Y
