SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,
3R2,1.84860,1.86780,1.89290,1.93080,1.97810,2.02870,2.06990,2.10260,2.13510,2.17080,2.21010,2.24820,2.28180,2.31780,2.36940,2.44490,2.55400,2.66950,2.73360,2.74610,2.72940,2.69480,2.65010,2.60080,2.55190,2.50760,2.46950,2.43830,2.41460,2.40050,2.39590,2.39990,2.41090,2.42860,2.46690,2.55940,2.73130,2.93140,3.40000,72.80000,93.20000,93.2,Y,
5R2,1.90620,1.91260,1.92930,1.96240,2.00710,2.05590,2.09500,2.12540,2.15600,2.19080,2.22980,2.26830,2.30280,2.34040,2.39540,2.47610,2.59300,2.71650,2.78180,2.78900,2.76480,2.72230,2.67060,2.61520,2.56140,2.51340,2.47280,2.44010,2.41580,2.40240,2.39990,2.40730,2.42270,2.44590,2.49180,2.59590,2.78520,3.00400,3.00000,73.60000,93.20000,93.3,Y,
B21,2.03350,1.95910,1.91790,1.91250,1.93070,1.95800,1.97610,1.98720,2.00260,2.02710,2.06040,2.09620,2.13070,2.17260,2.23600,2.32760,2.46380,2.61150,2.68000,2.66790,2.61400,2.53690,2.44890,2.35670,2.26790,2.18920,2.12340,2.07260,2.03960,2.02860,2.03940,2.07020,2.11640,2.17590,2.26520,2.42790,2.69430,2.98390,6.90000,72.50000,93.10000,CL,Y,
3R,1.80420,1.77220,1.75990,1.77300,1.80180,1.83600,1.86160,1.88010,1.90070,1.92700,1.95900,1.99150,2.02040,2.05240,2.10070,2.17320,2.27990,2.39140,2.44850,2.45230,2.42640,2.38190,2.32710,2.26750,2.20900,2.15660,2.11260,2.07810,2.05410,2.04340,2.04590,2.06010,2.08340,2.11510,2.16910,2.27890,2.46870,2.68300,3.40000,72.80000,93.10000,93.2,Y,
3R1,1.78090,1.80830,1.83690,1.87580,1.92240,1.97160,2.01190,2.04400,2.07530,2.10940,2.14650,2.18200,2.21280,2.24510,2.29190,2.36070,2.46080,2.56700,2.62850,2.64500,2.63500,2.60730,2.56880,2.52440,2.47930,2.43770,2.40130,2.37100,2.34720,2.33240,2.32630,2.32800,2.33580,2.34960,2.38260,2.46560,2.62120,2.80300,3.40000,72.80000,93.10000,93.2,Y,
8R2,1.88620,1.89360,1.91020,1.94190,1.98450,2.03100,2.06840,2.09750,2.12690,2.16000,2.19690,2.23370,2.26670,2.30260,2.35520,2.43300,2.54620,2.66700,2.73310,2.74310,2.72180,2.68150,2.63110,2.57600,2.52140,2.47210,2.43000,2.39590,2.37070,2.35660,2.35340,2.36010,2.37450,2.39600,2.43870,2.53790,2.72090,2.93550,3.30000,73.60000,93.10000,93.5,Y,
1R2,1.97460,1.96520,1.97130,1.99710,2.03650,2.08090,2.11610,2.14320,2.17150,2.20450,2.24250,2.28030,2.31380,2.35030,2.40440,2.48490,2.60260,2.72730,2.79370,2.80100,2.77530,2.72960,2.67300,2.61140,2.55090,2.49650,2.45040,2.41350,2.38660,2.37230,2.37060,2.38020,2.39850,2.42520,2.47530,2.58560,2.78320,3.01060,3.00000,73.40000,93.00000,93.9,Y,
5R1,1.82290,1.82960,1.84480,1.87640,1.91890,1.96460,2.00070,2.02860,2.05670,2.08830,2.12390,2.15900,2.19070,2.22470,2.27390,2.34590,2.45050,2.56100,2.62160,2.63250,2.61500,2.57950,2.53390,2.48320,2.43280,2.38710,2.34800,2.31620,2.29250,2.27890,2.27560,2.28120,2.29370,2.31240,2.35090,2.44180,2.61090,2.80730,3.00000,73.60000,93.00000,93.5,Y,
90B31A,1.84140,1.79460,1.77160,1.77760,1.80120,1.83100,1.85210,1.86670,1.88470,1.91010,1.94280,1.97650,2.00790,2.04410,2.09710,2.17280,2.28620,2.40780,2.46810,2.46760,2.43370,2.37980,2.31510,2.24520,2.17680,2.11530,2.06320,2.02230,1.99480,1.98470,1.99170,2.01420,2.04900,2.09460,2.16670,2.30270,2.52830,2.77590,7.10000,72.30000,92.90000,CL,Y,
90B31B,1.73920,1.70510,1.68870,1.69740,1.72130,1.75040,1.77090,1.78490,1.80170,1.82490,1.85440,1.88480,1.91290,1.94570,1.99420,2.06390,2.16870,2.28100,2.33740,2.33910,2.31060,2.26370,2.20680,2.14500,2.08410,2.02920,1.98230,1.94520,1.91990,1.90990,1.91530,1.93470,1.96530,2.00580,2.07050,2.19450,2.40170,2.63030,7.10000,72.30000,92.90000,CL,Y,
B20,2.11430,2.03580,1.99270,1.98960,2.01070,2.04010,2.05960,2.07220,2.08950,2.11640,2.15320,2.19300,2.23220,2.27860,2.34290,2.42850,2.55530,2.69300,2.75420,2.73900,2.68410,2.60750,2.52100,2.43060,2.34360,2.26600,2.19980,2.14760,2.11260,2.09930,2.10770,2.13610,2.18060,2.23880,2.32840,2.49290,2.76250,3.05510,7.10000,72.30000,92.90000,CL,Y,
85C20A,1.98310,1.93530,1.91350,1.92200,1.94840,1.98120,2.00520,2.02240,2.04240,2.06890,2.10170,2.13560,2.16700,2.20250,2.25610,2.33540,2.45280,2.57650,2.63600,2.63250,2.59440,2.53570,2.46630,2.39200,2.31960,2.25460,2.19980,2.15640,2.12620,2.11260,2.11560,2.13370,2.16380,2.20410,2.27060,2.40210,2.62780,2.88220,7.20000,72.20000,92.80000,CL,Y,
85C20A,1.98310,1.93530,1.91350,1.92200,1.94840,1.98120,2.00520,2.02240,2.04240,2.06890,2.10170,2.13560,2.16700,2.20250,2.25610,2.33540,2.45280,2.57650,2.63600,2.63250,2.59440,2.53570,2.46630,2.39200,2.31960,2.25460,2.19980,2.15640,2.12620,2.11260,2.11560,2.13370,2.16380,2.20410,2.27060,2.40210,2.62780,2.88220,7.20000,72.20000,92.80000,CL,Y,
4R2,1.83630,1.84860,1.86870,1.90280,1.94690,1.99450,2.03310,2.06350,2.09380,2.12760,2.16490,2.20170,2.23470,2.27010,2.32090,2.39510,2.50230,2.61580,2.67860,2.68990,2.67230,2.63680,2.59160,2.54180,2.49240,2.44770,2.40960,2.37840,2.35500,2.34140,2.33760,2.34250,2.35410,2.37210,2.41000,2.50140,2.67160,2.87140,3.10000,73.60000,92.80000,93.2,Y,
9R2,1.95380,1.95180,1.96180,1.98900,2.02860,2.07290,2.10780,2.13450,2.16190,2.19350,2.22970,2.26590,2.29840,2.33420,2.38780,2.46820,2.58620,2.71190,2.77910,2.78690,2.76190,2.71700,2.66160,2.60150,2.54230,2.48910,2.44420,2.40790,2.38140,2.36700,2.36480,2.37350,2.39030,2.41480,2.46210,2.56860,2.76330,2.98850,3.00000,73.70000,92.80000,93.9,Y,
B24,2.00520,1.93050,1.88810,1.88220,1.89970,1.92600,1.94310,1.95310,1.96750,1.99090,2.02300,2.05740,2.09030,2.13030,2.19110,2.27940,2.41100,2.55250,2.61680,2.60410,2.55150,2.47670,2.39140,2.30200,2.21600,2.13980,2.07600,2.02700,1.99520,1.98460,1.99530,2.02550,2.07080,2.12890,2.21660,2.37610,2.63580,2.91800,7.30000,72.20000,92.70000,CL,Y,
1R1,1.91090,1.92010,1.93650,1.96760,2.00910,2.05440,2.09070,2.11880,2.14710,2.17900,2.21470,2.24980,2.28090,2.31460,2.36450,2.43930,2.54920,2.66640,2.73170,2.74430,2.72640,2.68890,2.64000,2.58500,2.52970,2.47910,2.43550,2.39960,2.37250,2.35670,2.35210,2.35740,2.37030,2.39020,2.43130,2.52810,2.70720,2.91550,3.00000,73.40000,92.70000,93.8,Y,
90C19A,2.26610,2.20980,2.18720,2.19800,2.22820,2.26530,2.29410,2.31630,2.34170,2.37400,2.41310,2.45270,2.48860,2.52770,2.58360,2.66340,2.78110,2.90650,2.96560,2.95810,2.91420,2.84860,2.77160,2.68970,2.60980,2.53790,2.47640,2.42670,2.39080,2.37190,2.37020,2.38420,2.41100,2.44920,2.51560,2.65160,2.88930,3.16540,7.40000,72.10000,92.60000,CL,Y,
90B27A,1.98840,1.92480,1.89010,1.88960,1.90970,1.93710,1.95530,1.96670,1.98220,2.00610,2.03810,2.07200,2.10390,2.14140,2.19850,2.28250,2.40850,2.54310,2.60720,2.60140,2.55810,2.49280,2.41620,2.33460,2.25520,2.18440,2.12490,2.07890,2.04890,2.03860,2.04830,2.07580,2.11720,2.17040,2.25160,2.40210,2.65090,2.92390,7.50000,72.00000,92.60000,CL,Y,
90B18A,1.92310,1.85970,1.82480,1.82330,1.84230,1.86920,1.88710,1.89800,1.91290,1.93630,1.96810,2.00170,2.03290,2.07010,2.12800,2.21450,2.34350,2.48140,2.54750,2.54230,2.49900,2.43330,2.35590,2.27330,2.19300,2.12130,2.06140,2.01540,1.98590,1.97660,1.98780,2.01740,2.06140,2.11750,2.20230,2.35660,2.60850,2.88260,7.60000,71.90000,92.50000,CL,Y,
95B12A,2.11990,2.03810,1.99290,1.98700,2.00400,2.02920,2.04570,2.05560,2.06980,2.09300,2.12480,2.15940,2.19330,2.23350,2.29090,2.37090,2.49010,2.61690,2.67300,2.65990,2.60940,2.53680,2.45290,2.36390,2.27740,2.19990,2.13430,2.08320,2.04910,2.03650,2.04510,2.07270,2.11530,2.17020,2.25390,2.40810,2.66290,2.94450,7.70000,71.80000,92.30000,CL,Y,
B28,1.89000,1.82340,1.78560,1.78160,1.79920,1.82480,1.84160,1.85120,1.86440,1.88590,1.91540,1.94640,1.97570,2.01150,2.06710,2.14900,2.27120,2.40080,2.45920,2.44800,2.40060,2.33320,2.25630,2.17610,2.09920,2.03130,1.97490,1.93170,1.90380,1.89470,1.90460,1.93160,1.97250,2.02510,2.10520,2.25200,2.49180,2.75490,7.80000,71.70000,92.20000,CL,Y,
90B3A,2.03474,2.02556,2.02998,2.05558,2.09548,2.14043,2.17520,2.20165,2.22990,2.26424,2.30475,2.34519,2.38181,2.42292,2.48290,2.56928,2.69764,2.83745,2.91274,2.92174,2.89396,2.84348,2.78027,2.71048,2.64099,2.57769,2.52292,2.47836,2.44610,2.42995,2.42994,2.44448,2.47049,2.50713,2.57136,2.70337,2.93235,3.18698,7.90000,71.70000,92.10000,CL,Y,
903B,1.94371,1.89448,1.86940,1.87428,1.89737,1.92698,1.94744,1.96104,1.97803,2.00245,2.03408,2.06718,2.09778,2.13315,2.18752,2.26891,2.39138,2.52233,2.58716,2.58634,2.54967,2.49130,2.42133,2.34576,2.27154,2.20488,2.14862,2.10454,2.07490,2.06362,2.07067,2.09418,2.13017,2.17703,2.25089,2.39087,2.62506,2.88013,7.90000,71.70000,92.10000,CL,Y,
85C11A,2.18540,2.11000,2.07100,2.07040,2.09160,2.12030,2.14050,2.15440,2.17210,2.19770,2.23080,2.26560,2.29780,2.33410,2.38720,2.46430,2.57880,2.69830,2.74980,2.73580,2.68610,2.61550,2.53430,2.44870,2.36580,2.29160,2.22890,2.17930,2.14480,2.12910,2.13230,2.15250,2.18610,2.23120,2.30430,2.44560,2.68410,2.94950,8.00000,71.60000,92.00000,CL,Y,
B27,2.05960,1.97950,1.93410,1.92650,1.94340,1.96980,1.98700,1.99710,2.01130,2.03480,2.06720,2.10270,2.13780,2.18050,2.24420,2.33540,2.47070,2.61670,2.68280,2.66820,2.61180,2.53250,2.44270,2.34880,2.25850,2.17860,2.11180,2.06020,2.02680,2.01570,2.02680,2.05800,2.10480,2.16440,2.25390,2.41700,2.68430,2.97490,8.00000,71.60000,92.00000,CL,Y,
B23,1.98310,1.90670,1.86280,1.85580,1.87220,1.89760,1.91390,1.92300,1.93620,1.95810,1.98820,2.02110,2.05330,2.09270,2.15320,2.24170,2.37290,2.51280,2.57540,2.56160,2.50820,2.43300,2.34760,2.25850,2.17300,2.09750,2.03480,1.98690,1.95620,1.94660,1.95790,1.98840,2.03360,2.09100,2.17680,2.33330,2.58990,2.86900,8.30000,71.30000,91.70000,CL,Y,
B29,2.05170,1.97090,1.92510,1.91660,1.93240,1.95760,1.97420,1.98370,1.99760,2.02060,2.05230,2.08660,2.11950,2.15940,2.22070,2.31070,2.44420,2.58730,2.65170,2.63680,2.58080,2.50210,2.41290,2.31970,2.23020,2.15110,2.08510,2.03450,2.00180,1.99100,2.00180,2.03270,2.07920,2.13830,2.22720,2.38850,2.65180,2.93850,8.30000,71.30000,91.70000,CL,Y,
6R1,1.90570,1.93360,1.96390,2.00410,2.05240,2.10330,2.14530,2.17900,2.21200,2.24790,2.28690,2.32410,2.35630,2.39010,2.43880,2.51030,2.61410,2.72490,2.78870,2.80440,2.79190,2.76110,2.71930,2.67160,2.62340,2.57890,2.53980,2.50690,2.48100,2.46420,2.45630,2.45660,2.46330,2.47660,2.51010,2.59630,2.75950,2.95220,3.40000,73.10000,91.60000,92.8,Y,
B26,2.07430,1.99750,1.95470,1.94980,1.96900,1.99720,2.01590,2.02720,2.04290,2.06780,2.10200,2.13900,2.17510,2.21840,2.28280,2.37410,2.51010,2.65700,2.72400,2.71020,2.65480,2.57640,2.48730,2.39410,2.30440,2.22470,2.15770,2.10560,2.07130,2.05900,2.06860,2.09850,2.14390,2.20260,2.29190,2.45620,2.72580,3.01870,8.50000,71.20000,91.50000,CL,Y,
6R2,1.89710,1.92670,1.96430,2.00740,2.05440,2.10230,2.14570,2.18600,2.22590,2.26730,2.31100,2.35280,2.38950,2.42770,2.48060,2.55650,2.66400,2.78060,2.84740,2.86010,2.84320,2.80860,2.76430,2.71560,2.66730,2.62310,2.58480,2.55310,2.52920,2.51390,2.50710,2.50830,2.51600,2.53090,2.56830,2.66300,2.83730,3.03280,3.40000,71.10000,91.20000,CL,Y,
B12,2.14110,2.07450,2.04180,2.04520,2.07180,2.10670,2.13190,2.14980,2.17180,2.20280,2.24290,2.28560,2.32730,2.37630,2.44450,2.53690,2.67230,2.82000,2.88950,2.87880,2.82620,2.75070,2.66440,2.57380,2.48660,2.40890,2.34290,2.29090,2.25560,2.24140,2.24810,2.27410,2.31540,2.37010,2.45590,2.61750,2.88680,3.18230,8.80000,70.90000,91.20000,CL,Y,
6R2,1.94900,1.97420,2.00450,2.04630,2.09680,2.15030,2.19440,2.22970,2.26430,2.30210,2.34330,2.38300,2.41810,2.45540,2.50800,2.58380,2.69260,2.80790,2.87160,2.88290,2.86520,2.82980,2.78510,2.73620,2.68790,2.64410,2.60630,2.57470,2.55020,2.53450,2.52760,2.52870,2.53650,2.55090,2.58610,2.67560,2.84470,3.04520,3.40000,73.10000,91.20000,92.1,Y,
B18,2.08820,2.01610,1.97840,1.97760,1.99980,2.03040,2.05170,2.06590,2.08450,2.11180,2.14830,2.18800,2.22760,2.27430,2.33880,2.42510,2.55200,2.69010,2.75350,2.74030,2.68740,2.61270,2.52820,2.43990,2.35480,2.27900,2.21460,2.16390,2.12980,2.11640,2.12370,2.14990,2.19100,2.24470,2.32830,2.48470,2.74540,3.03350,9.10000,70.70000,90.90000,CL,Y,
B16,2.01010,1.94170,1.90480,1.90360,1.92460,1.95330,1.97280,1.98530,2.00190,2.02720,2.06130,2.09780,2.13330,2.17580,2.23590,2.31800,2.43960,2.57090,2.63040,2.61820,2.56870,2.49850,2.41870,2.33500,2.25430,2.18240,2.12130,2.07330,2.04110,2.02880,2.03650,2.06230,2.10290,2.15640,2.23880,2.39170,2.64370,2.92050,9.30000,70.50000,90.70000,CL,Y,
85B5A,2.04367,2.05818,2.07416,2.10508,2.14885,2.19735,2.23298,2.25862,2.28612,2.32093,2.36387,2.40780,2.44986,2.50098,2.57369,2.67203,2.82092,2.99134,3.08481,3.09469,3.06068,3.00172,2.92975,2.85085,2.77229,2.70014,2.63595,2.58242,2.54313,2.52313,2.52283,2.54120,2.57501,2.62331,2.70537,2.86814,3.14321,3.44065,9.40000,70.50000,90.60000,CL,Y,
11R2,2.04170,2.04870,2.07110,2.10420,2.14500,2.18790,2.22570,2.26090,2.29740,2.33740,2.38180,2.42580,2.46550,2.50850,2.56720,2.64790,2.76500,2.89740,2.97210,2.98130,2.95510,2.90740,2.84780,2.78220,2.71680,2.65660,2.60370,2.56010,2.52810,2.50970,2.50490,2.51270,2.53040,2.55840,2.61430,2.73840,2.95720,3.19710,9.20000,70.50000,90.50000,CL,Y,
11R1,2.06430,2.07470,2.09980,2.13590,2.18000,2.22570,2.26630,2.30370,2.34200,2.38370,2.42990,2.47530,2.51600,2.55950,2.61750,2.69630,2.81030,2.93850,3.01240,3.02610,3.00550,2.96280,2.90680,2.84340,2.77900,2.71920,2.66590,2.62160,2.58850,2.56880,2.56250,2.56820,2.58310,2.60770,2.65960,2.77900,2.98990,3.22160,9.20000,70.50000,90.50000,CL,Y,
B13,2.16430,2.09790,2.06540,2.06940,2.09650,2.13240,2.15820,2.17650,2.19900,2.23030,2.27070,2.31380,2.35590,2.40550,2.47660,2.57520,2.71990,2.87860,2.95490,2.94490,2.89030,2.81100,2.72020,2.62470,2.53250,2.45040,2.38080,2.32620,2.28930,2.27450,2.28150,2.30860,2.35180,2.40840,2.49680,2.66310,2.94120,3.24760,9.50000,70.30000,90.50000,CL,Y,
13R1,1.99820,1.97970,1.97890,2.00150,2.03840,2.07990,2.11220,2.13710,2.16370,2.19620,2.23470,2.27340,2.30830,2.34640,2.39830,2.46930,2.57430,2.68830,2.75050,2.75990,2.73850,2.69670,2.64240,2.58120,2.51930,2.46220,2.41220,2.37080,2.34030,2.32370,2.32080,2.33010,2.34910,2.37680,2.42800,2.53880,2.73540,2.96010,8.90000,70.00000,90.40000,89.9,Y,
13R3,1.96600,1.95120,1.95300,1.97770,2.01650,2.05970,2.09310,2.11840,2.14500,2.17690,2.21460,2.25300,2.28910,2.32900,2.38290,2.45610,2.56340,2.67900,2.73960,2.74450,2.71850,2.67370,2.61890,2.55920,2.50000,2.44650,2.40010,2.36200,2.33390,2.31870,2.31610,2.32490,2.34260,2.36850,2.41710,2.52510,2.72070,2.94740,8.90000,70.00000,90.40000,89.9,Y,
12R1,2.10270,2.09580,2.10480,2.13400,2.17650,2.22360,2.26130,2.29130,2.32260,2.35930,2.40180,2.44430,2.48290,2.52470,2.58140,2.65870,2.77240,2.89810,2.96820,2.97940,2.95650,2.91170,2.85380,2.78860,2.72270,2.66190,2.60830,2.56360,2.53010,2.51090,2.50560,2.51290,2.53020,2.55650,2.60760,2.72170,2.92870,3.17010,8.90000,69.90000,90.20000,89,Y,
B25,2.04280,1.96500,1.92060,1.91410,1.93160,1.95820,1.97520,1.98500,1.99910,2.02230,2.05420,2.08860,2.12130,2.16110,2.22240,2.31240,2.44650,2.58940,2.65330,2.63880,2.58380,2.50660,2.41880,2.32720,2.23920,2.16150,2.09660,2.04680,2.01440,2.00340,2.01390,2.04400,2.08940,2.14750,2.23540,2.39620,2.65850,2.94340,9.90000,70.00000,90.10000,CL,Y,
12R2,2.05340,2.05080,2.06170,2.09070,2.13220,2.17820,2.21500,2.24390,2.27380,2.30900,2.34970,2.39020,2.42670,2.46660,2.52180,2.59780,2.71010,2.83390,2.90240,2.91260,2.88950,2.84530,2.78880,2.72560,2.66200,2.60360,2.55220,2.50950,2.47750,2.45930,2.45470,2.46240,2.47990,2.50690,2.55850,2.67240,2.87720,3.11610,8.90000,69.90000,90.10000,89.8,Y,
15R2,2.01000,1.99230,1.99180,2.01390,2.05070,2.09250,2.12460,2.14880,2.17490,2.20690,2.24540,2.28430,2.31990,2.35990,2.41540,2.49160,2.60490,2.72820,2.79360,2.79960,2.77240,2.72450,2.66510,2.59970,2.53480,2.47550,2.42410,2.38200,2.35110,2.33490,2.33320,2.34470,2.36650,2.39820,2.45520,2.57560,2.78680,3.02810,9.00000,69.80000,90.10000,89.6,Y,
13R2,1.95310,1.96330,1.98620,2.01910,2.05930,2.10120,2.13790,2.17160,2.20580,2.24320,2.28450,2.32550,2.36300,2.40400,2.45970,2.53630,2.64690,2.77050,2.83940,2.84800,2.82390,2.78020,2.72570,2.66600,2.60620,2.55120,2.50290,2.46300,2.43360,2.41650,2.41200,2.41880,2.43450,2.45900,2.50930,2.62390,2.82790,3.05310,8.90000,70.00000,89.90000,CL,Y,
13R1,1.95330,1.93950,1.94630,1.96880,2.00180,2.03750,2.06860,2.09760,2.12870,2.16410,2.20460,2.24500,2.28150,2.32090,2.37430,2.44780,2.55440,2.67350,2.73950,2.74760,2.72330,2.67860,2.62180,2.55860,2.49520,2.43670,2.38560,2.34390,2.31420,2.29860,2.29680,2.30740,2.32780,2.35760,2.41360,2.53350,2.73990,2.96310,8.90000,70.00000,89.90000,CL,Y,
14R2,2.01220,2.00670,2.01480,2.04210,2.08240,2.12730,2.16260,2.18970,2.21830,2.25220,2.29190,2.33160,2.36790,2.40770,2.46270,2.53810,2.64970,2.77180,2.83750,2.84480,2.81940,2.77430,2.71860,2.65750,2.59680,2.54150,2.49300,2.45270,2.42250,2.40560,2.40200,2.41030,2.42850,2.45620,2.50870,2.62330,2.82770,3.06380,10.80000,69.10000,89.90000,89.1,Y,
12R2,2.01680,2.01850,2.03720,2.06740,2.10530,2.14540,2.18100,2.21460,2.24960,2.28820,2.33120,2.37390,2.41210,2.45370,2.51040,2.58900,2.70290,2.83210,2.90510,2.91430,2.88870,2.84170,2.78260,2.71750,2.65240,2.59250,2.53990,2.49660,2.46540,2.44790,2.44400,2.45260,2.47140,2.50040,2.55660,2.67950,2.89520,3.13220,8.90000,69.90000,89.80000,CL,Y,
12R1,1001.90002,1.86490,1.88730,1.91960,1.95910,2.00000,2.03640,2.06990,2.10430,2.14180,2.18320,2.22400,2.26050,2.29960,2.35180,2.42270,2.52520,2.64050,2.70690,2.71910,2.70040,2.66180,2.61130,2.55420,2.49620,2.44240,2.39460,2.35470,2.32500,2.30740,2.30180,2.30710,2.32060,2.34290,2.38970,2.49730,2.68710,2.89550,8.90000,69.90000,89.80000,CL,Y,
85B27A,1.88390,1.82080,1.78630,1.78530,1.80400,1.82950,1.84640,1.85680,1.87110,1.89360,1.92410,1.95680,1.98890,2.02680,2.08040,2.15400,2.26370,2.38070,2.43550,2.42950,2.39050,2.33160,2.26230,2.18810,2.11550,2.05040,1.99500,1.95150,1.92290,1.91310,1.92200,1.94740,1.98590,2.03550,2.11130,2.25130,2.48160,2.73430,10.20000,69.70000,89.80000,CL,Y,
B10,2.08710,2.10660,2.12910,2.16540,2.21340,2.26480,2.30400,2.33410,2.36650,2.40770,2.45940,2.51520,2.57390,2.64350,2.72000,2.79250,2.90250,3.04160,3.12190,3.13230,3.10640,3.06170,3.00870,2.95040,2.89180,2.83660,2.78320,2.73500,2.69780,2.67690,2.67180,2.68190,2.70540,2.74230,2.81020,2.95360,3.20620,3.49590,10.20000,69.80000,89.80000,CL,Y,
B15,1.99440,1.93220,1.90030,1.90230,1.92510,1.95540,1.97670,1.99120,2.00950,2.03610,2.07110,2.10830,2.14450,2.18700,2.24600,2.32500,2.44180,2.56880,2.62730,2.61650,2.56950,2.50260,2.42650,2.34660,2.26960,2.20080,2.14190,2.09520,2.06340,2.05040,2.05610,2.07910,2.11630,2.16600,2.24440,2.39160,2.63680,2.90930,10.20000,69.80000,89.80000,CL,Y,
15R1,1.94530,1.95310,1.97540,2.00770,2.04680,2.08780,2.12420,2.15810,2.19300,2.23100,2.27310,2.31490,2.35310,2.39450,2.44960,2.52420,2.63170,2.75240,2.82080,2.83110,2.80920,2.76750,2.71470,2.65630,2.59760,2.54350,2.49610,2.45670,2.42810,2.41160,2.40720,2.41370,2.42880,2.45250,2.50090,2.61280,2.81080,3.02970,9.00000,69.80000,89.70000,CL,Y,
15R2,1.96500,1.95280,1.96070,1.98330,2.01630,2.05230,2.08330,2.11190,2.14250,2.17760,2.21810,2.25870,2.29570,2.33680,2.39330,2.47140,2.58530,2.71290,2.78210,2.78720,2.75780,2.70770,2.64650,2.57990,2.51390,2.45370,2.40140,2.35900,2.32890,2.31350,2.31260,2.32490,2.34780,2.38080,2.44170,2.57000,2.78920,3.02430,9.00000,69.80000,89.70000,CL,Y,
B11,2.13610,2.05890,2.01780,2.01650,2.03960,2.07120,2.09290,2.10740,2.12650,2.15490,2.19290,2.23370,2.27370,2.32100,2.38760,2.47840,2.61210,2.75670,2.82190,2.80730,2.75130,2.67260,2.58330,2.48990,2.40010,2.32020,2.25230,2.19910,2.16350,2.14960,2.15780,2.18600,2.23030,2.28830,2.37800,2.54420,2.81760,3.11450,10.30000,69.60000,89.70000,CL,Y,
11R2,2.09300,2.09520,2.11000,2.14230,2.18680,2.23570,2.27490,2.30580,2.33770,2.37470,2.41720,2.45950,2.49780,2.53980,2.59740,2.67650,2.79310,2.92170,2.99280,3.00320,2.97920,2.93350,2.87550,2.81080,2.74600,2.68650,2.63400,2.59020,2.55710,2.53780,2.53230,2.53900,2.55580,2.58230,2.63460,2.75080,2.96090,3.20560,9.20000,70.50000,89.50000,89.2,Y,
14R1,1.99520,1.98420,1.99030,2.01800,2.05910,2.10450,2.14040,2.16860,2.19810,2.23310,2.27390,2.31490,2.35250,2.39290,2.44650,2.51800,2.62230,2.73550,2.79560,2.80130,2.77660,2.73390,2.68170,2.62500,2.56890,2.51800,2.47360,2.43660,2.40880,2.39300,2.38910,2.39610,2.41200,2.43640,2.48350,2.58890,2.77870,2.99880,10.80000,69.10000,89.50000,88.1,Y,
15R1,1.99190,1.99500,2.00950,2.04080,2.08380,2.13080,2.16840,2.19790,2.22810,2.26300,2.30290,2.34290,2.37970,2.41980,2.47360,2.54590,2.65220,2.76840,2.83310,2.84440,2.82480,2.78560,2.73480,2.67780,2.62030,2.56740,2.52070,2.48160,2.45190,2.43460,2.42950,2.43510,2.44910,2.47110,2.51570,2.61880,2.80760,3.02800,9.00000,69.80000,89.40000,89.3,Y,
13R2,2.01300,2.01580,2.02910,2.06070,2.10420,2.15150,2.18890,2.21780,2.24720,2.28140,2.32070,2.36010,2.39640,2.43650,2.49150,2.56700,2.67800,2.79900,2.86490,2.87410,2.85120,2.80820,2.75410,2.69400,2.63370,2.57840,2.52980,2.48920,2.45850,2.44060,2.43530,2.44150,2.45680,2.48060,2.52780,2.63620,2.83420,3.06490,8.90000,70.00000,89.30000,89.3,Y,
13R4,1.96670,1.95020,1.95070,1.97460,2.01300,2.05590,2.08880,2.11330,2.13920,2.17070,2.20790,2.24620,2.28220,2.32240,2.37730,2.45220,2.56170,2.67960,2.73980,2.74230,2.71330,2.66600,2.60950,2.54870,2.48910,2.43560,2.38940,2.35170,2.32410,2.30930,2.30730,2.31700,2.33570,2.36290,2.41320,2.52390,2.72310,2.95320,8.90000,70.00000,89.30000,89.3,Y,
85B4A,2.17356,2.15499,2.15338,2.17549,2.21332,2.25683,2.29017,2.31552,2.34355,2.37896,2.42207,2.46599,2.50731,2.55456,2.61885,2.70467,2.83375,2.97880,3.05660,3.06315,3.03037,2.97342,2.90282,2.82464,2.74625,2.67402,2.61013,2.55716,2.51859,2.49897,2.49824,2.51484,2.54554,2.58872,2.66238,2.80997,3.06306,3.34257,10.90000,69.10000,89.10000,CL,Y,
85B4B,2.16809,2.15778,2.16132,2.18642,2.22624,2.27151,2.30633,2.33287,2.36169,2.39752,2.44066,2.48442,2.52546,2.57242,2.63665,2.72298,2.85300,2.99928,3.07895,3.08785,3.05746,3.00278,2.93421,2.85780,2.78086,2.70977,2.64662,2.59393,2.55517,2.53480,2.53297,2.54809,2.57699,2.61835,2.68990,2.83571,3.08698,3.36613,10.90000,69.10000,89.10000,CL,Y,
