SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Product,Exclude,
72B21A,2.44735,2.47534,2.50832,2.55507,2.61356,2.67483,2.72156,2.75917,2.80183,2.85791,2.93098,3.01176,3.10097,3.20671,3.30595,3.36748,3.46830,3.62207,3.71870,3.73401,3.70698,3.65838,3.59978,3.53203,3.46064,3.38933,3.31363,3.24067,3.18246,3.14762,3.13504,3.14402,3.17314,3.22159,3.31005,3.49146,3.80576,4.15060,37.90000,48.30000,62.10000,CL,Y,
72B21B,2.49672,2.52539,2.55927,2.60670,2.66630,2.72896,2.77701,2.81586,2.85967,2.91704,2.99148,3.07379,3.16435,3.27155,3.37396,3.44051,3.54683,3.70729,3.80911,3.82611,3.79864,3.74780,3.68600,3.61447,3.53896,3.46383,3.38483,3.30915,3.24894,3.21291,3.20008,3.20959,3.23953,3.28902,3.37927,3.56451,3.88407,4.23469,37.90000,48.30000,62.10000,CL,Y,
72BS,2.40936,2.39333,2.39469,2.42027,2.46269,2.51013,2.54453,2.57111,2.60383,2.65030,2.71298,2.78233,2.85769,2.94714,3.03653,3.10527,3.21705,3.37252,3.46253,3.46886,3.43163,3.37128,3.29989,3.21991,3.13809,3.05910,2.98059,2.90897,2.85473,2.82599,2.82211,2.84162,2.88207,2.94148,3.04022,3.22947,3.54336,3.87220,38.10000,48.30000,61.90000,CL,Y,
75C,2.58822,2.54791,2.53835,2.56051,2.60214,2.65018,2.68703,2.71688,2.75211,2.79900,2.85930,2.92467,2.99258,3.07015,3.15223,3.22603,3.33785,3.48083,3.55820,3.55739,3.51510,3.45001,3.37388,3.29044,3.20652,3.12740,3.05211,2.98523,2.93457,2.90659,2.90057,2.91522,2.94764,2.99665,3.08167,3.25275,3.54742,3.87880,38.50000,48.00000,61.60000,CL,Y,
26R2,1.77930,1.79200,1.81530,1.84620,1.88250,1.91880,1.94940,1.97820,2.01070,2.05080,2.10080,2.15440,2.21120,2.27720,2.33930,2.38080,2.44330,2.53510,2.58970,2.59490,2.57660,2.54780,2.51560,2.48090,2.44580,2.41180,2.37580,2.34150,2.31560,2.30150,2.29860,2.30690,2.32650,2.35830,2.41750,2.53960,2.74800,2.98370,38.90000,45.40000,60.10000,CL,Y,
26R2,1.77930,1.79200,1.81530,1.84620,1.88250,1.91880,1.94940,1.97820,2.01070,2.05080,2.10080,2.15440,2.21120,2.27720,2.33930,2.38080,2.44330,2.53510,2.58970,2.59490,2.57660,2.54780,2.51560,2.48090,2.44580,2.41180,2.37580,2.34150,2.31560,2.30150,2.29860,2.30690,2.32650,2.35830,2.41750,2.53960,2.74800,2.98370,38.90000,45.40000,60.10000,CL,Y,
26R1,1.87650,1.89160,1.91760,1.95100,1.98970,2.02810,2.06100,2.09260,2.12790,2.17120,2.22490,2.28270,2.34370,2.41450,2.48080,2.52330,2.58690,2.68350,2.74370,2.75270,2.73610,2.70720,2.67340,2.63560,2.59660,2.55820,2.51750,2.47840,2.44860,2.43180,2.42760,2.43520,2.45510,2.48780,2.54900,2.67680,2.89700,3.14550,38.90000,45.40000,60.10000,CL,Y,
26R1,1.87650,1.89160,1.91760,1.95100,1.98970,2.02810,2.06100,2.09260,2.12790,2.17120,2.22490,2.28270,2.34370,2.41450,2.48080,2.52330,2.58690,2.68350,2.74370,2.75270,2.73610,2.70720,2.67340,2.63560,2.59660,2.55820,2.51750,2.47840,2.44860,2.43180,2.42760,2.43520,2.45510,2.48780,2.54900,2.67680,2.89700,3.14550,38.90000,45.40000,60.10000,CL,Y,
27R2,1.70740,1.72520,1.74810,1.77490,1.80510,1.83470,1.85950,1.88350,1.91140,1.94750,1.99420,2.04570,2.10200,2.16940,2.22940,2.25790,2.30400,2.38540,2.43890,2.44900,2.43710,2.41440,2.38710,2.35500,2.32030,2.28480,2.24470,2.20480,2.17380,2.15620,2.15120,2.15860,2.17850,2.21130,2.27180,2.39510,2.60460,2.84210,40.80000,44.60000,59.20000,CL,Y,
27R2,1.70740,1.72520,1.74810,1.77490,1.80510,1.83470,1.85950,1.88350,1.91140,1.94750,1.99420,2.04570,2.10200,2.16940,2.22940,2.25790,2.30400,2.38540,2.43890,2.44900,2.43710,2.41440,2.38710,2.35500,2.32030,2.28480,2.24470,2.20480,2.17380,2.15620,2.15120,2.15860,2.17850,2.21130,2.27180,2.39510,2.60460,2.84210,40.80000,44.60000,59.20000,CL,Y,
27R1,1.72680,1.74520,1.76890,1.79650,1.82750,1.85790,1.88340,1.90820,1.93710,1.97420,2.02210,2.07450,2.13100,2.19840,2.25960,2.29040,2.33920,2.42350,2.47900,2.48980,2.47780,2.45440,2.42590,2.39240,2.35630,2.31950,2.27840,2.23740,2.20580,2.18780,2.18290,2.19060,2.21140,2.24570,2.30870,2.43580,2.65060,2.89130,44.70000,44.10000,58.60000,CL,Y,
27R1,1.72680,1.74520,1.76890,1.79650,1.82750,1.85790,1.88340,1.90820,1.93710,1.97420,2.02210,2.07450,2.13100,2.19840,2.25960,2.29040,2.33920,2.42350,2.47900,2.48980,2.47780,2.45440,2.42590,2.39240,2.35630,2.31950,2.27840,2.23740,2.20580,2.18780,2.18290,2.19060,2.21140,2.24570,2.30870,2.43580,2.65060,2.89130,44.70000,44.10000,58.60000,CL,Y,
75C19A,2.52300,2.54820,2.57860,2.62270,2.67810,2.73600,2.78070,2.81740,2.85980,2.91650,2.99080,3.07170,3.16020,3.26370,3.35340,3.39810,3.48150,3.61810,3.70360,3.71560,3.68930,3.64340,3.58790,3.52240,3.45180,3.37870,3.29840,3.21900,3.15360,3.11160,3.09250,3.09630,3.12260,3.17110,3.26330,3.45150,3.77370,4.13430,42.00000,45.50000,58.10000,CL,Y,
30R1,1.85000,1.87000,1.89570,1.92680,1.96310,1.99860,2.02780,2.05520,2.08710,2.12890,2.18360,2.24390,2.31010,2.38920,2.45820,2.48720,2.53590,2.62580,2.68490,2.69560,2.68210,2.65700,2.62710,2.59190,2.55380,2.51430,2.46890,2.42300,2.38680,2.36590,2.35950,2.36700,2.38910,2.42650,2.49580,2.63610,2.87210,3.13430,44.10000,43.50000,57.80000,CL,Y,
30R1,1.85000,1.87000,1.89570,1.92680,1.96310,1.99860,2.02780,2.05520,2.08710,2.12890,2.18360,2.24390,2.31010,2.38920,2.45820,2.48720,2.53590,2.62580,2.68490,2.69560,2.68210,2.65700,2.62710,2.59190,2.55380,2.51430,2.46890,2.42300,2.38680,2.36590,2.35950,2.36700,2.38910,2.42650,2.49580,2.63610,2.87210,3.13430,44.10000,43.50000,57.80000,CL,Y,
28R1,1.77990,1.79760,1.82070,1.84820,1.88020,1.91140,1.93720,1.96200,1.99130,2.03010,2.08120,2.13740,2.19870,2.27200,2.33580,2.36200,2.40680,2.49120,2.54740,2.55810,2.54600,2.52270,2.49460,2.46110,2.42480,2.38710,2.34370,2.29980,2.26550,2.24570,2.24010,2.24800,2.27010,2.30730,2.37470,2.51000,2.73630,2.98840,45.00000,43.40000,57.70000,CL,Y,
28R1,1.77990,1.79760,1.82070,1.84820,1.88020,1.91140,1.93720,1.96200,1.99130,2.03010,2.08120,2.13740,2.19870,2.27200,2.33580,2.36200,2.40680,2.49120,2.54740,2.55810,2.54600,2.52270,2.49460,2.46110,2.42480,2.38710,2.34370,2.29980,2.26550,2.24570,2.24010,2.24800,2.27010,2.30730,2.37470,2.51000,2.73630,2.98840,45.00000,43.40000,57.70000,CL,Y,
28R2,1.79640,1.81380,1.83700,1.86520,1.89810,1.93060,1.95720,1.98260,2.01250,2.05210,2.10430,2.16150,2.22380,2.29800,2.36290,2.39020,2.43680,2.52310,2.58000,2.59040,2.57750,2.55330,2.52410,2.48970,2.45260,2.41420,2.37020,2.32580,2.29110,2.27120,2.26550,2.27350,2.29620,2.33400,2.40280,2.54000,2.76920,3.02370,45.40000,43.20000,57.50000,CL,Y,
28R2,1.79640,1.81380,1.83700,1.86520,1.89810,1.93060,1.95720,1.98260,2.01250,2.05210,2.10430,2.16150,2.22380,2.29800,2.36290,2.39020,2.43680,2.52310,2.58000,2.59040,2.57750,2.55330,2.52410,2.48970,2.45260,2.41420,2.37020,2.32580,2.29110,2.27120,2.26550,2.27350,2.29620,2.33400,2.40280,2.54000,2.76920,3.02370,45.40000,43.20000,57.50000,CL,Y,
31R2,1.72870,1.73780,1.75520,1.77920,1.80920,1.83900,1.86330,1.88610,1.91350,1.95060,2.00010,2.05470,2.11480,2.18640,2.24760,2.27140,2.31280,2.39080,2.44110,2.44890,2.43560,2.41250,2.38550,2.35400,2.32000,2.28490,2.24450,2.20380,2.17220,2.15460,2.15040,2.15930,2.18170,2.21800,2.28350,2.41410,2.63120,2.87290,44.40000,43.10000,57.40000,CL,Y,
31R2,1.72870,1.73780,1.75520,1.77920,1.80920,1.83900,1.86330,1.88610,1.91350,1.95060,2.00010,2.05470,2.11480,2.18640,2.24760,2.27140,2.31280,2.39080,2.44110,2.44890,2.43560,2.41250,2.38550,2.35400,2.32000,2.28490,2.24450,2.20380,2.17220,2.15460,2.15040,2.15930,2.18170,2.21800,2.28350,2.41410,2.63120,2.87290,44.40000,43.10000,57.40000,CL,Y,
32R2,1.81610,1.83520,1.85980,1.88960,1.92420,1.95810,1.98590,2.01200,2.04270,2.08330,2.13690,2.19600,2.26090,2.33820,2.40360,2.42720,2.46920,2.55160,2.60600,2.61590,2.60370,2.58150,2.55540,2.52430,2.49050,2.45500,2.41290,2.36980,2.33570,2.31590,2.30970,2.31690,2.33820,2.37450,2.44170,2.57720,2.80440,3.05880,44.40000,43.10000,57.40000,CL,Y,
32R2,1.81610,1.83520,1.85980,1.88960,1.92420,1.95810,1.98590,2.01200,2.04270,2.08330,2.13690,2.19600,2.26090,2.33820,2.40360,2.42720,2.46920,2.55160,2.60600,2.61590,2.60370,2.58150,2.55540,2.52430,2.49050,2.45500,2.41290,2.36980,2.33570,2.31590,2.30970,2.31690,2.33820,2.37450,2.44170,2.57720,2.80440,3.05880,44.40000,43.10000,57.40000,CL,Y,
31R1,1.87260,1.88880,1.91110,1.93910,1.97320,2.00700,2.03400,2.05880,2.08820,2.12790,2.18100,2.24030,2.30630,2.38570,2.45450,2.48360,2.53460,2.62710,2.68640,2.69530,2.67910,2.65130,2.61880,2.58120,2.54090,2.49930,2.45190,2.40430,2.36710,2.34580,2.33990,2.34910,2.37340,2.41350,2.48640,2.63240,2.87590,3.14110,44.70000,43.10000,57.40000,CL,Y,
31R1,1.87260,1.88880,1.91110,1.93910,1.97320,2.00700,2.03400,2.05880,2.08820,2.12790,2.18100,2.24030,2.30630,2.38570,2.45450,2.48360,2.53460,2.62710,2.68640,2.69530,2.67910,2.65130,2.61880,2.58120,2.54090,2.49930,2.45190,2.40430,2.36710,2.34580,2.33990,2.34910,2.37340,2.41350,2.48640,2.63240,2.87590,3.14110,44.70000,43.10000,57.40000,CL,Y,
30R2,1.80990,1.82950,1.85510,1.88560,1.92010,1.95410,1.98220,2.00930,2.04080,2.08190,2.13540,2.19400,2.25750,2.33310,2.39910,2.42700,2.47350,2.56010,2.61750,2.62870,2.61650,2.59300,2.56470,2.53090,2.49430,2.45630,2.41260,2.36840,2.33370,2.31350,2.30740,2.31480,2.33640,2.37280,2.43990,2.57570,2.80360,3.05900,46.60000,42.40000,56.50000,CL,Y,
30R2,1.80990,1.82950,1.85510,1.88560,1.92010,1.95410,1.98220,2.00930,2.04080,2.08190,2.13540,2.19400,2.25750,2.33310,2.39910,2.42700,2.47350,2.56010,2.61750,2.62870,2.61650,2.59300,2.56470,2.53090,2.49430,2.45630,2.41260,2.36840,2.33370,2.31350,2.30740,2.31480,2.33640,2.37280,2.43990,2.57570,2.80360,3.05900,46.60000,42.40000,56.50000,CL,Y,
32R1,1.89350,1.91330,1.93960,1.97210,2.01000,2.04700,2.07730,2.10560,2.13900,2.18300,2.24090,2.30480,2.37490,2.45840,2.52870,2.55330,2.59720,2.68450,2.74230,2.75260,2.73960,2.71590,2.68810,2.65500,2.61910,2.58110,2.53600,2.48980,2.45310,2.43160,2.42460,2.43170,2.45370,2.49170,2.56230,2.70510,2.94410,3.21010,47.10000,41.50000,55.40000,CL,Y,
32R1,1.89350,1.91330,1.93960,1.97210,2.01000,2.04700,2.07730,2.10560,2.13900,2.18300,2.24090,2.30480,2.37490,2.45840,2.52870,2.55330,2.59720,2.68450,2.74230,2.75260,2.73960,2.71590,2.68810,2.65500,2.61910,2.58110,2.53600,2.48980,2.45310,2.43160,2.42460,2.43170,2.45370,2.49170,2.56230,2.70510,2.94410,3.21010,47.10000,41.50000,55.40000,CL,Y,
29R1,1.73690,1.75410,1.77650,1.80400,1.83660,1.86850,1.89440,1.91850,1.94700,1.98500,2.03560,2.09170,2.15390,2.22860,2.29240,2.31650,2.35890,2.44010,2.49310,2.50180,2.48870,2.46570,2.43880,2.40740,2.37340,2.33800,2.29660,2.25440,2.22110,2.20190,2.19620,2.20380,2.22500,2.26050,2.32600,2.45810,2.67960,2.92830,47.70000,39.30000,52.80000,CL,Y,
29R1,1.73690,1.75410,1.77650,1.80400,1.83660,1.86850,1.89440,1.91850,1.94700,1.98500,2.03560,2.09170,2.15390,2.22860,2.29240,2.31650,2.35890,2.44010,2.49310,2.50180,2.48870,2.46570,2.43880,2.40740,2.37340,2.33800,2.29660,2.25440,2.22110,2.20190,2.19620,2.20380,2.22500,2.26050,2.32600,2.45810,2.67960,2.92830,47.70000,39.30000,52.80000,CL,Y,
29R2,1.80080,1.81950,1.84350,1.87240,1.90580,1.93870,1.96540,1.99040,2.02010,2.05950,2.11180,2.17020,2.23530,2.31350,2.38010,2.40460,2.44720,2.53090,2.58640,2.59600,2.58280,2.55900,2.53110,2.49820,2.46250,2.42500,2.38120,2.33630,2.30090,2.28020,2.27360,2.28080,2.30210,2.33840,2.40520,2.54130,2.77070,3.02770,47.70000,39.30000,52.80000,CL,Y,
29R2,1.80080,1.81950,1.84350,1.87240,1.90580,1.93870,1.96540,1.99040,2.02010,2.05950,2.11180,2.17020,2.23530,2.31350,2.38010,2.40460,2.44720,2.53090,2.58640,2.59600,2.58280,2.55900,2.53110,2.49820,2.46250,2.42500,2.38120,2.33630,2.30090,2.28020,2.27360,2.28080,2.30210,2.33840,2.40520,2.54130,2.77070,3.02770,47.70000,39.30000,52.80000,CL,Y,
1,1.70060,1.70810,1.71890,1.73780,1.76730,1.80130,1.82780,1.84790,1.87020,1.90130,1.94430,1.99260,2.04470,2.10800,2.16940,2.20590,2.26150,2.35520,2.41880,2.43460,2.42440,2.39930,2.36580,2.32470,2.27990,2.23470,2.18610,2.13870,2.10100,2.08030,2.07660,2.08810,2.11440,2.15600,2.22820,2.36870,2.59430,2.82640,35.60000,47.20000,62.60000,CL,Y,
1,1.68500,1.69000,1.69930,1.71740,1.74650,1.78000,1.80590,1.82520,1.84680,1.87720,1.91940,1.96710,2.01860,2.08150,2.14250,2.17970,2.23650,2.33030,2.39250,2.40580,2.39330,2.36630,2.33180,2.29050,2.24620,2.20180,2.15460,2.10870,2.07240,2.05280,2.04990,2.06200,2.08900,2.13090,2.20330,2.34370,2.56850,2.79840,36.10000,47.20000,62.60000,CL,Y,
2,1.63340,1.64010,1.64800,1.66340,1.68940,1.72200,1.74830,1.76760,1.78600,1.80810,1.83500,1.86260,1.88840,1.91960,1.96620,2.03380,2.13620,2.25640,2.33040,2.34920,2.33590,2.30120,2.25290,2.19640,2.13830,2.08380,2.03540,1.99510,1.96500,1.94930,1.94890,1.96170,1.98560,2.02040,2.08160,2.20520,2.41000,2.62140,11.10000,69.80000,89.90000,CL,Y,
2,1.63900,1.64410,1.65120,1.66620,1.69240,1.72500,1.75130,1.77010,1.78820,1.81010,1.83700,1.86490,1.89120,1.92350,1.97180,2.04160,2.14700,2.27040,2.34470,2.36090,2.34420,2.30610,2.25530,2.19730,2.13820,2.08350,2.03520,1.99520,1.96570,1.95070,1.95090,1.96490,1.98980,2.02610,2.08930,2.21610,2.42500,2.63930,11.00000,69.80000,89.90000,CL,Y,
3,1.58480,1.56350,1.55690,1.56510,1.58690,1.61560,1.63910,1.65660,1.67440,1.69660,1.72380,1.75160,1.77620,1.80390,1.84470,1.90440,1.99340,2.09320,2.14920,2.15790,2.14010,2.10500,2.05920,2.00750,1.95550,1.90800,1.86710,1.83430,1.81080,1.80030,1.80320,1.81770,1.84160,1.87510,1.93150,2.04240,2.22270,2.40780,8.30000,71.80000,92.30000,CL,Y,
3,1.59040,1.56520,1.55640,1.56320,1.58430,1.61260,1.63540,1.65220,1.66940,1.69120,1.71830,1.74610,1.77100,1.79920,1.84080,1.90180,1.99250,2.09360,2.14920,2.15530,2.13450,2.09670,2.04880,1.99580,1.94320,1.89560,1.85480,1.82250,1.79970,1.79000,1.79370,1.80930,1.83430,1.86880,1.92690,2.04010,2.22260,2.41010,8.10000,71.80000,92.30000,CL,Y,
4,1.64720,1.62500,1.61600,1.62160,1.64180,1.66940,1.69070,1.70560,1.72170,1.74390,1.77330,1.80530,1.83670,1.87440,1.92420,1.98730,2.08250,2.19700,2.26320,2.27280,2.25180,2.21170,2.16060,2.10270,2.04410,1.98990,1.94160,1.90150,1.87340,1.86170,1.86690,1.88690,1.91870,1.96200,2.03200,2.16510,2.37770,2.59030,15.20000,64.40000,83.40000,CL,N,
4,1.58170,1.55230,1.53790,1.53950,1.55700,1.58210,1.60040,1.61210,1.62490,1.64390,1.66990,1.69850,1.72690,1.76150,1.80850,1.87010,1.96290,2.07110,2.12900,2.13100,2.10430,2.06130,2.01010,1.95490,1.90090,1.85220,1.81010,1.77610,1.75310,1.74490,1.75220,1.77310,1.80500,1.84760,1.91540,2.04260,2.24430,2.44610,13.10000,64.40000,83.40000,CL,N,
4,1.64790,1.63010,1.62400,1.63120,1.65220,1.68000,1.70190,1.71720,1.73360,1.75600,1.78570,1.81780,1.84960,1.88780,1.93750,1.99950,2.09320,2.20710,2.27320,2.28270,2.26170,2.22210,2.17190,2.11530,2.05800,2.00490,1.95720,1.91750,1.88920,1.87700,1.88120,1.90000,1.93030,1.97240,2.04090,2.17210,2.38290,2.59580,15.60000,64.40000,83.40000,CL,N,
4,1.64330,1.62250,1.61450,1.62030,1.64050,1.66790,1.68880,1.70330,1.71890,1.74060,1.76990,1.80170,1.83330,1.87140,1.92090,1.98260,2.07600,2.18870,2.25270,2.25960,2.23650,2.19540,2.14450,2.08820,2.03170,1.97980,1.93360,1.89530,1.86820,1.85710,1.86210,1.88140,1.91250,1.95500,2.02410,2.15550,2.36530,2.57690,15.50000,64.40000,83.40000,CL,N,
5,1.62130,1.60710,1.60330,1.61190,1.63380,1.66250,1.68490,1.70070,1.71740,1.73960,1.76870,1.80000,1.83070,1.86780,1.91700,1.97950,2.07370,2.18700,2.25270,2.26240,2.24190,2.20320,2.15370,2.09800,2.04170,1.98950,1.94280,1.90390,1.87600,1.86380,1.86770,1.88580,1.91550,1.95660,2.02410,2.15400,2.36330,2.57400,15.10000,65.60000,84.80000,CL,Y,
5,1.60330,1.57590,1.56400,1.56750,1.58580,1.61140,1.63100,1.64430,1.65880,1.67940,1.70700,1.73730,1.76760,1.80390,1.85190,1.91270,2.00390,2.11220,2.17220,2.17710,2.15300,2.11170,2.06120,2.00580,1.95060,1.90040,1.85630,1.82040,1.79540,1.78600,1.79230,1.81260,1.84420,1.88660,1.95460,2.08290,2.28740,2.49340,14.20000,65.60000,84.80000,CL,Y,
6,1.61530,1.61100,1.61280,1.62490,1.64900,1.67920,1.70300,1.72030,1.73840,1.76240,1.79380,1.82700,1.85890,1.89720,1.94560,2.00330,2.09150,2.20150,2.26760,2.28070,2.26510,2.23140,2.18690,2.13560,2.08280,2.03320,1.98740,1.94830,1.91960,1.90600,1.90830,1.92460,1.95300,1.99370,2.06180,2.19230,2.40150,2.61340,18.30000,62.30000,80.80000,CL,N,
6,1.59890,1.58730,1.58460,1.59390,1.61590,1.64450,1.66660,1.68230,1.69900,1.72200,1.75240,1.78470,1.81600,1.85360,1.90120,1.95810,2.04510,2.15230,2.21500,2.22470,2.20610,2.17050,2.12530,2.07420,2.02270,1.97480,1.93110,1.89430,1.86770,1.85620,1.85990,1.87750,1.90700,1.94850,2.01710,2.14650,2.35310,2.56240,17.60000,62.30000,80.80000,CL,N,
7,1.64490,1.62020,1.61040,1.61560,1.63550,1.66250,1.68380,1.69900,1.71550,1.73830,1.76840,1.80120,1.83360,1.87240,1.92310,1.98730,2.08330,2.19900,2.26590,2.27500,2.25310,2.21230,2.16060,2.10290,2.04460,1.99110,1.94360,1.90480,1.87790,1.86760,1.87380,1.89450,1.92690,1.97060,2.04040,2.17240,2.38440,2.59790,14.70000,64.80000,83.80000,CL,N,
7,1.59570,1.56630,1.55270,1.55560,1.57400,1.59990,1.61960,1.63300,1.64750,1.66850,1.69690,1.72800,1.75900,1.79640,1.84520,1.90660,1.99870,2.10800,2.16860,2.17380,2.14990,2.10880,2.05850,2.00320,1.94840,1.89860,1.85500,1.81970,1.79550,1.78680,1.79400,1.81510,1.84730,1.89050,1.95930,2.08800,2.29330,2.49890,14.50000,64.80000,83.80000,CL,N,
8,1.67990,1.64640,1.63120,1.63390,1.65320,1.68020,1.70080,1.71510,1.73130,1.75470,1.78670,1.82150,1.85570,1.89670,1.94790,2.00840,2.09940,2.21000,2.27240,2.27860,2.25490,2.21310,2.16080,2.10260,2.04420,1.99040,1.94220,1.90220,1.87430,1.86350,1.87000,1.89160,1.92610,1.97290,2.04770,2.18640,2.40370,2.61910,18.00000,63.70000,82.50000,CL,N,
8,1.66970,1.63030,1.61130,1.61160,1.62950,1.65540,1.67480,1.68800,1.70320,1.72590,1.75740,1.79210,1.82650,1.86770,1.91930,1.98050,2.07200,2.18250,2.24310,2.24620,2.21930,2.17480,2.12070,2.06150,2.00280,1.94940,1.90180,1.86290,1.83610,1.82650,1.83430,1.85740,1.89320,1.94160,2.01800,2.15780,2.37570,2.59070,17.60000,63.70000,82.50000,CL,N,
8,1.70570,1.67380,1.65940,1.66290,1.68270,1.71040,1.73140,1.74590,1.76210,1.78540,1.81720,1.85240,1.88810,1.93100,1.98460,2.04780,2.14260,2.25830,2.32330,2.32900,2.30330,2.25880,2.20410,2.14340,2.08240,2.02630,1.97600,1.93430,1.90500,1.89330,1.89940,1.92110,1.95560,2.00220,2.07690,2.21680,2.43950,2.65900,17.90000,63.70000,82.50000,CL,N,
8,1.65680,1.62280,1.60710,1.60950,1.62860,1.65530,1.67550,1.68940,1.70500,1.72790,1.75920,1.79360,1.82740,1.86790,1.91890,1.97990,2.07150,2.18220,2.24330,2.24750,2.22180,2.17860,2.12580,2.06770,2.00990,1.95700,1.91000,1.87120,1.84430,1.83380,1.84070,1.86260,1.89700,1.94350,2.01790,2.15530,2.37160,2.58530,17.30000,63.70000,82.50000,CL,N,
8,1.68770,1.65170,1.63480,1.63670,1.65610,1.68370,1.70420,1.71780,1.73320,1.75560,1.78640,1.82080,1.85570,1.89800,1.95120,2.01520,2.11120,2.22610,2.28850,2.29120,2.26280,2.21640,2.16060,2.09970,2.03950,1.98460,1.93610,1.89630,1.86880,1.85820,1.86540,1.88770,1.92260,1.96920,2.04400,2.18380,2.40470,2.62260,17.10000,63.70000,82.50000,CL,N,
8,1.59680,1.56090,1.54340,1.54380,1.56030,1.58450,1.60240,1.61420,1.62750,1.64740,1.67520,1.70610,1.73740,1.77520,1.82300,1.88080,1.96720,2.07000,2.12510,2.12610,2.09920,2.05660,2.00600,1.95150,1.89810,1.84980,1.80750,1.77310,1.74970,1.74160,1.74900,1.77010,1.80240,1.84580,1.91410,2.04150,2.24230,2.44480,15.20000,63.70000,82.50000,CL,N,
9,1.60520,1.60300,1.60630,1.61930,1.64390,1.67470,1.69890,1.71620,1.73410,1.75750,1.78790,1.82070,1.85340,1.89310,1.94310,2.00170,2.09050,2.20120,2.26740,2.27980,2.26300,2.22810,2.18260,2.13030,2.07660,2.02590,1.97930,1.93910,1.90920,1.89460,1.89580,1.91090,1.93790,1.97660,2.04230,2.17100,2.37960,2.59280,18.10000,62.50000,81.10000,CL,N,
9,1.59340,1.57810,1.57350,1.58140,1.60260,1.63040,1.65180,1.66660,1.68240,1.70420,1.73340,1.76530,1.79730,1.83610,1.88470,1.94200,2.02870,2.13530,2.19660,2.20420,2.18340,2.14570,2.09870,2.04620,1.99340,1.94450,1.90010,1.86260,1.83560,1.82370,1.82710,1.84450,1.87330,1.91370,1.98010,2.10780,2.31280,2.52180,17.20000,62.50000,81.10000,CL,N,
10,1.66030,1.64940,1.64830,1.65940,1.68340,1.71390,1.73770,1.75520,1.77370,1.79880,1.83190,1.86760,1.90290,1.94520,1.99680,2.05430,2.14130,2.25180,2.31730,2.32720,2.30770,2.27030,2.22280,2.16870,2.11380,2.06210,2.01420,1.97300,1.94260,1.92830,1.93030,1.94710,1.97690,2.01930,2.09010,2.22550,2.44240,2.66230,20.30000,60.90000,79.10000,CL,N,
10,1.66230,1.64130,1.63390,1.64140,1.66340,1.69220,1.71430,1.73010,1.74750,1.77180,1.80460,1.84020,1.87580,1.91850,1.97040,2.02830,2.11570,2.22560,2.28830,2.29460,2.27120,2.23060,2.18080,2.12550,2.07010,2.01870,1.97170,1.93170,1.90290,1.89040,1.89450,1.91330,1.94490,1.98940,2.06200,2.19860,2.41590,2.63490,19.80000,60.90000,79.10000,CL,N,
11,1.60040,1.60700,1.61560,1.63160,1.65790,1.69010,1.71590,1.73490,1.75400,1.77810,1.80860,1.84050,1.87070,1.90710,1.95580,2.01780,2.11170,2.22680,2.29650,2.31110,2.29570,2.26130,2.21540,2.16210,2.10730,2.05550,2.00790,1.96710,1.93650,1.92110,1.92130,1.93550,1.96200,2.00070,2.06690,2.19610,2.40530,2.61740,16.20000,64.50000,83.50000,CL,N,
11,1.61290,1.60960,1.61240,1.62480,1.64930,1.68000,1.70420,1.72170,1.73970,1.76320,1.79360,1.82570,1.85640,1.89330,1.94270,2.00540,2.10030,2.21600,2.28400,2.29500,2.27560,2.23760,2.18890,2.13390,2.07800,2.02590,1.97870,1.93870,1.90930,1.89550,1.89760,1.91400,1.94270,1.98360,2.05210,2.18410,2.39570,2.60860,15.90000,64.50000,83.50000,CL,N,
12,1.65420,1.65460,1.66010,1.67520,1.70160,1.73400,1.75960,1.77860,1.79830,1.82390,1.85700,1.89220,1.92680,1.96850,2.02050,2.08010,2.16970,2.28350,2.35230,2.36480,2.34710,2.31100,2.26400,2.21020,2.15500,2.10280,2.05420,2.01190,1.98020,1.96440,1.96480,1.97980,2.00770,2.04850,2.11760,2.25170,2.46820,2.68710,19.70000,61.70000,80.10000,CL,N,
12,1.66770,1.65950,1.66020,1.67230,1.69700,1.72810,1.75230,1.77000,1.78870,1.81380,1.84670,1.88200,1.91710,1.95930,2.01170,2.07150,2.16140,2.27490,2.34170,2.35100,2.33000,2.29110,2.24220,2.18720,2.13160,2.07950,2.03160,1.99030,1.95980,1.94550,1.94750,1.96420,1.99360,2.03590,2.10660,2.24180,2.45900,2.67850,19.40000,61.70000,80.10000,CL,N,
13,1.62030,1.60400,1.59880,1.60660,1.62780,1.65580,1.67780,1.69360,1.71030,1.73270,1.76170,1.79230,1.82100,1.85520,1.90140,1.96170,2.05320,2.16260,2.22600,2.23570,2.21630,2.17850,2.12980,2.07460,2.01870,1.96690,1.92050,1.88190,1.85410,1.84170,1.84500,1.86210,1.89090,1.93130,1.99780,2.12490,2.32890,2.53510,14.00000,64.90000,83.90000,CL,N,
