SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7*,Sp8*,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Exclude,Exclude,Exclude
12020.10.6,2.73192,2.66066,2.59865,2.54554,2.49882,2.45465,2.40946,2.36424,2.32534,2.29977,2.29371,2.30866,2.33026,2.33432,2.31112,2.28071,2.27278,2.30985,2.3931,2.49035,2.54835,2.55855,2.54041,2.50464,2.45654,2.40332,2.3486,2.29436,2.2439,2.19952,2.1597,2.12891,2.10914,2.10168,2.1197,2.19007,2.32978,2.5114,10.9,9.4,N,N,N
6,2.75696,2.69303,2.65761,2.63168,2.63247,2.58482,2.51128,2.42318,2.34451,2.29378,2.2656,2.26746,2.27902,2.28656,2.27462,2.26721,2.2836,2.3545,2.44285,2.52723,2.58347,2.58064,2.58282,2.55338,2.52597,2.47728,2.45492,2.4029,2.37635,2.34447,2.31866,2.31464,2.31388,2.31394,2.34984,2.43657,2.59249,2.78813,14,15.8,N,N,N
250,2.83654,2.77045,2.732,2.70249,2.69983,2.6494,2.57264,2.48115,2.39929,2.34513,2.31341,2.3119,2.32002,2.32412,2.30899,2.29878,2.31191,2.37875,2.46433,2.54775,2.60384,2.60084,2.60306,2.57362,2.54561,2.49587,2.47234,2.41882,2.39085,2.35776,2.33049,2.32488,2.32271,2.32123,2.35572,2.44096,2.59493,2.78885,14.9,14.8,N,N,N
GC2601095,2.60775,2.56191,2.52343,2.4937,2.46474,2.43767,2.40995,2.38478,2.3679,2.36204,2.37097,2.39691,2.43082,2.45046,2.44317,2.42534,2.42619,2.47002,2.55837,2.66667,2.74652,2.77606,2.76954,2.74466,2.70579,2.66086,2.61615,2.57317,2.52965,2.48921,2.45645,2.43246,2.41796,2.41523,2.43068,2.49016,2.61831,2.80324,13.2,10.5,Y,Y,Y
2701050,2.67898,2.63144,2.58824,2.54986,2.51521,2.48296,2.45152,2.42059,2.39532,2.37998,2.37737,2.39005,2.40948,2.4137,2.39233,2.36134,2.34553,2.36624,2.43241,2.52512,2.59208,2.61401,2.60951,2.58928,2.55643,2.51834,2.48083,2.44379,2.40553,2.36896,2.33778,2.31266,2.29558,2.28755,2.29602,2.34435,2.45379,2.60441,15.014,6.9649,N,N,N
2701040,2.94748,2.89842,2.85408,2.81511,2.77998,2.74788,2.71699,2.68648,2.66216,2.64981,2.65336,2.67458,2.7037,2.71712,2.70086,2.67319,2.66595,2.70409,2.78895,2.89434,2.97044,2.99629,2.98867,2.9617,2.92211,2.87719,2.8329,2.78978,2.74637,2.70572,2.67219,2.64611,2.62904,2.62161,2.63212,2.68802,2.81674,3.00241,10.777,10.29945,N,N,N
6019.11.9,2.83484,2.7473,2.67082,2.60488,2.54709,2.4931,2.43884,2.38572,2.34105,2.31195,2.30528,2.32244,2.34683,2.35105,2.3255,2.29325,2.28753,2.33273,2.42811,2.53763,2.6027,2.61476,2.59622,2.55861,2.50724,2.45057,2.3927,2.33547,2.28075,2.23224,2.19016,2.15852,2.13947,2.13505,2.15905,2.24335,2.40581,2.61333,12.2,9.6,N,N,N
GC2601060,2.52186,2.47187,2.42696,2.38335,2.33986,2.30025,2.26409,2.23075,2.20358,2.18483,2.17792,2.18512,2.20008,2.20391,2.18485,2.1571,2.14577,2.17174,2.2392,2.32791,2.39319,2.41338,2.40407,2.37898,2.34276,2.30317,2.26424,2.22634,2.18809,2.15188,2.12076,2.09543,2.07757,2.06783,2.07246,2.11434,2.21948,2.37518,13.2,9.3,N,N,N
11098.13.6,2.83645,2.75173,2.67826,2.61423,2.55754,2.50504,2.45289,2.40176,2.35796,2.32796,2.31793,2.33,2.34881,2.34972,2.3242,2.29356,2.28842,2.33042,2.41663,2.51442,2.57507,2.58872,2.57469,2.54348,2.49975,2.45123,2.40165,2.35265,2.30434,2.26088,2.22456,2.19823,2.1832,2.18173,2.20768,2.29245,2.45178,2.65522,13.9,10.2,N,N,N
264,2.87297,2.80335,2.76191,2.72985,2.7252,2.67257,2.5932,2.49895,2.41471,2.35881,2.32626,2.32435,2.33315,2.33827,2.32228,2.30926,2.31939,2.38492,2.47287,2.561,2.62019,2.61786,2.61908,2.58817,2.5595,2.50948,2.48569,2.4321,2.40376,2.36995,2.34148,2.33411,2.33008,2.32683,2.35974,2.44328,2.59663,2.79222,12.4,14.2,N,N,N
12031.11.2,2.89429,2.80632,2.72997,2.66432,2.60587,2.5516,2.49675,2.44296,2.39738,2.36712,2.35831,2.37297,2.39499,2.39788,2.37179,2.33875,2.33096,2.37281,2.46425,2.57031,2.63328,2.64401,2.62405,2.58527,2.53315,2.47577,2.41723,2.35886,2.30467,2.25682,2.21432,2.18202,2.16185,2.15551,2.17707,2.25611,2.41096,2.61053,11.5,9.6,N,N,N
61,2.76053,2.69427,2.65574,2.62649,2.624,2.57337,2.49608,2.40349,2.31951,2.26173,2.2247,2.21556,2.21638,2.21827,2.20778,2.20597,2.22811,2.29969,2.37809,2.44495,2.48662,2.47476,2.4714,2.43888,2.41033,2.36175,2.34045,2.29038,2.26728,2.23983,2.21847,2.21872,2.22165,2.22411,2.26021,2.34379,2.49309,2.67844,13.6,19.8,N,N,N
1092,2.92751,2.87657,2.82918,2.78681,2.75147,2.72115,2.69131,2.66062,2.63442,2.61756,2.61377,2.62493,2.64342,2.65002,2.63379,2.60917,2.6011,2.62998,2.6954,2.7769,2.84002,2.86508,2.86213,2.84263,2.81011,2.7708,2.7308,2.69096,2.65118,2.61468,2.58532,2.56382,2.55113,2.54705,2.55789,2.60699,2.7211,2.88584,15,11.6,N,N,N
WR20A,2.78094,2.72974,2.68334,2.63776,2.59313,2.55301,2.51636,2.48286,2.45595,2.43811,2.43214,2.4407,2.45744,2.46321,2.44611,2.42105,2.41416,2.44921,2.53019,2.63123,2.69909,2.71266,2.69416,2.66016,2.61641,2.56977,2.52585,2.48489,2.44437,2.40582,2.37245,2.34573,2.32762,2.31888,2.32597,2.37426,2.49298,2.67277,12.2,9.6,N,N,N
7014.10.8,2.71763,2.63681,2.56812,2.51242,2.46179,2.41402,2.36495,2.31633,2.27588,2.25102,2.24826,2.26904,2.29711,2.30465,2.28176,2.25149,2.24746,2.29449,2.39174,2.50329,2.57175,2.58794,2.57406,2.54199,2.49802,2.45006,2.40188,2.35418,2.30646,2.26264,2.2254,2.19801,2.18227,2.18034,2.20633,2.29242,2.4537,2.66172,11.1,9.4,N,N,N
GC2601020,2.47717,2.42952,2.38711,2.35319,2.32261,2.29665,2.27479,2.24941,2.2258,2.21445,2.21808,2.23768,2.26528,2.28091,2.27125,2.25005,2.2438,2.27521,2.34809,2.44351,2.51897,2.55192,2.55125,2.53273,2.50137,2.46319,2.4243,2.386,2.34633,2.30882,2.27769,2.25489,2.24093,2.23744,2.25034,2.30249,2.41672,2.57951,15.5,10.1,N,N,N
11080.13.3,2.71247,2.63138,2.56095,2.49973,2.44596,2.39613,2.34676,2.29822,2.2564,2.2275,2.21706,2.22738,2.24435,2.24501,2.22116,2.19246,2.18721,2.22555,2.30574,2.39731,2.45405,2.46726,2.45516,2.42785,2.38934,2.34679,2.30356,2.26089,2.21773,2.17843,2.14543,2.12172,2.10863,2.10762,2.13214,2.21094,2.35971,2.54924,13.6,10,N,N,N
GC213032,2.58653,2.53423,2.49084,2.45397,2.42119,2.39051,2.36003,2.33136,2.30993,2.30045,2.30649,2.3294,2.35714,2.36969,2.35816,2.34073,2.34522,2.39069,2.4765,2.57466,2.6439,2.66657,2.657,2.62913,2.58955,2.54526,2.50058,2.45816,2.41699,2.38065,2.35088,2.32967,2.31823,2.319,2.34197,2.41268,2.54945,2.73331,13.4,10.4,N,N,N
12620.11.7,2.9912,2.89457,2.81238,2.74458,2.68293,2.62518,2.5669,2.51002,2.46189,2.43035,2.42183,2.43817,2.46215,2.46564,2.43871,2.40461,2.3984,2.44554,2.5438,2.65668,2.72649,2.74263,2.72664,2.69177,2.64393,2.59166,2.53892,2.48715,2.43541,2.38874,2.34961,2.32091,2.30501,2.30391,2.33181,2.42377,2.59686,2.82088,12,10,N,N,N
GC2601034,2.74939,2.69131,2.63807,2.59311,2.54909,2.5115,2.47883,2.44241,2.40709,2.38309,2.37296,2.37767,2.39063,2.39444,2.37636,2.34748,2.33183,2.351,2.41203,2.49922,2.56802,2.59377,2.58707,2.56338,2.52791,2.48743,2.44741,2.4088,2.36884,2.33074,2.29852,2.27315,2.25508,2.24716,2.2547,2.29872,2.40127,2.55361,12.7,8.5,N,N,N
GC2601031,2.20502,2.1627,2.12641,2.09229,2.05842,2.0282,2.00071,1.97523,1.95667,1.94871,1.95553,1.97898,2.01123,2.02989,2.01935,1.99577,1.99096,2.03115,2.11954,2.23062,2.31352,2.34289,2.33557,2.30821,2.26844,2.22506,2.18226,2.14067,2.09944,2.061,2.02825,2.00204,1.98407,1.97513,1.98236,2.03014,2.14785,2.32276,10.7,9.5,N,N,N
GC213034,2.62959,2.57883,2.53601,2.49934,2.46675,2.43578,2.40511,2.37637,2.35453,2.34444,2.34957,2.37155,2.39779,2.40846,2.39501,2.37565,2.37791,2.42098,2.50536,2.60343,2.67276,2.69511,2.68578,2.65816,2.61862,2.57462,2.53,2.48733,2.44586,2.40854,2.37788,2.35572,2.34337,2.34314,2.36595,2.43666,2.57389,2.7557,14.2,9.7,N,N,N
W247,2.83361,2.76841,2.73088,2.70218,2.69979,2.64879,2.57158,2.47979,2.39826,2.34436,2.31295,2.31188,2.32072,2.3237,2.30333,2.28281,2.28112,2.33143,2.41061,2.50012,2.56451,2.56875,2.57704,2.55266,2.52902,2.48305,2.46265,2.41118,2.3835,2.34887,2.3182,2.30737,2.29942,2.2922,2.32088,2.39751,2.53753,2.71474,13.7,11.1,N,N,N
11079.15.3,2.78494,2.70034,2.62642,2.56168,2.50442,2.45143,2.3991,2.34791,2.30332,2.2714,2.25757,2.26442,2.27775,2.27558,2.25091,2.22269,2.21855,2.2571,2.33324,2.41754,2.46957,2.48193,2.47098,2.44521,2.40772,2.36586,2.32267,2.27998,2.23687,2.19812,2.1665,2.14466,2.13354,2.13478,2.16132,2.24356,2.39649,2.58804,15.5,10.9,N,N,N
12011.10.8,2.92405,2.83194,2.75249,2.68455,2.62474,2.56981,2.51464,2.46049,2.41528,2.3873,2.38318,2.40482,2.43432,2.44286,2.41986,2.3907,2.39216,2.4489,2.55489,2.67047,2.73933,2.75174,2.72988,2.68729,2.63007,2.5671,2.50268,2.43915,2.38051,2.32983,2.28629,2.25444,2.23587,2.23214,2.25856,2.34892,2.52483,2.75447,10.9,11.2,N,N,N
41B,2.84551,2.77666,2.73553,2.70352,2.69829,2.6452,2.56577,2.47117,2.38576,2.32737,2.29053,2.28221,2.28387,2.28581,2.27471,2.27265,2.29581,2.37052,2.45305,2.52377,2.56732,2.55542,2.55089,2.51648,2.48575,2.43485,2.41142,2.35957,2.33471,2.30574,2.2835,2.28317,2.28614,2.28891,2.32616,2.41313,2.56929,2.76433,13.9,19.3,N,N,N
50B,2.53974,2.4905,2.46788,2.45396,2.46685,2.43123,2.36774,2.28794,2.21576,2.16806,2.13886,2.13516,2.13934,2.14491,2.14037,2.14487,2.17009,2.23866,2.30809,2.36496,2.40088,2.38897,2.38948,2.36231,2.33961,2.29668,2.28067,2.23566,2.21726,2.19389,2.17628,2.17907,2.18373,2.18659,2.22138,2.2992,2.43564,2.60186,16.3,21.7,Y,Y,Y
6011,2.75515,2.67182,2.599,2.53504,2.47785,2.4253,2.37245,2.32055,2.2766,2.24759,2.23972,2.25491,2.27822,2.28163,2.2569,2.22619,2.22134,2.265,2.35724,2.46273,2.52702,2.54104,2.5274,2.49679,2.45358,2.40571,2.3579,2.30999,2.26125,2.21611,2.17882,2.15192,2.13748,2.13763,2.16655,2.2555,2.42046,2.62877,13.8,9.7,Y,Y,Y
SW156.9.0,2.68954,2.63701,2.5926,2.55725,2.52716,2.49823,2.46539,2.43078,2.40345,2.39204,2.40377,2.44008,2.48299,2.50101,2.48241,2.4536,2.45342,2.50936,2.62126,2.74804,2.8231,2.83844,2.81953,2.78051,2.72862,2.67201,2.61448,2.55839,2.50397,2.45453,2.41143,2.37879,2.35835,2.35328,2.3784,2.46618,2.63539,2.85245,9.3,9.2,N,N,N
1015,2.78843,2.76394,2.72313,2.68553,2.65438,2.6274,2.60027,2.57191,2.5482,2.5343,2.5339,2.5489,2.57206,2.5832,2.56894,2.5432,2.5329,2.56191,2.63673,2.73607,2.80886,2.83166,2.82244,2.79589,2.75814,2.71616,2.67545,2.63624,2.59704,2.55942,2.52742,2.50208,2.48489,2.47663,2.48416,2.53015,2.64156,2.8051,11.4,8.5,N,N,N
GC214077,2.83393,2.77827,2.73014,2.68888,2.65128,2.61604,2.58117,2.54816,2.52169,2.50727,2.50892,2.52727,2.55139,2.56278,2.55158,2.53425,2.5402,2.5884,2.67642,2.77361,2.83911,2.85683,2.84087,2.80697,2.76271,2.71574,2.66931,2.62624,2.58479,2.54781,2.51805,2.49619,2.48356,2.48287,2.50414,2.5733,2.71049,2.89985,8.5,11.7,Y,Y,Y
11090.13.6,2.73653,2.65269,2.57947,2.51576,2.45961,2.4079,2.35661,2.30621,2.26265,2.2327,2.2221,2.23331,2.25138,2.25259,2.22895,2.20122,2.1994,2.24386,2.32889,2.42235,2.47963,2.49244,2.47879,2.44898,2.40737,2.36107,2.31406,2.26753,2.22119,2.17998,2.14589,2.12228,2.10976,2.11075,2.13854,2.22496,2.38566,2.58892,13.8,11,N,N,N
6008.11.9,2.57276,2.50149,2.43968,2.38757,2.34305,2.30155,2.25911,2.21667,2.18165,2.16091,2.16082,2.18292,2.2115,2.21979,2.19986,2.17383,2.17247,2.21808,2.30953,2.41237,2.47408,2.48653,2.47025,2.43628,2.38938,2.33731,2.28405,2.23104,2.18101,2.13656,2.09796,2.0693,2.0521,2.04842,2.07103,2.14915,2.2994,2.4891,12.2,9.9,N,N,N
GC213006,2.55774,2.50957,2.46888,2.43433,2.40369,2.37456,2.34562,2.31854,2.2978,2.28838,2.29349,2.31468,2.34062,2.35282,2.34246,2.32636,2.33123,2.37574,2.45902,2.55421,2.62043,2.64088,2.62938,2.60064,2.56122,2.51872,2.47625,2.43615,2.39789,2.3633,2.33516,2.31471,2.30332,2.30287,2.32395,2.38928,2.51757,2.69164,10.8,10.7,Y,Y,Y
62B,2.98325,2.90711,2.85834,2.81871,2.80647,2.74645,2.66043,2.5598,2.4686,2.40498,2.36387,2.35275,2.35255,2.35156,2.33417,2.32315,2.33617,2.40245,2.48434,2.56087,2.61066,2.60294,2.60124,2.56888,2.53922,2.48873,2.46487,2.41164,2.38434,2.35219,2.32607,2.32168,2.32065,2.32003,2.35482,2.43992,2.59451,2.79062,13.5,16.4,N,N,N
11520.14.4,2.5954,2.51588,2.44638,2.38524,2.33234,2.28369,2.23552,2.18817,2.14723,2.11909,2.10956,2.12057,2.13778,2.13949,2.11934,2.09735,2.10182,2.14976,2.23081,2.3147,2.366,2.37789,2.3654,2.3378,2.29885,2.25537,2.21117,2.16752,2.12468,2.08697,2.05738,2.03816,2.03,2.03402,2.06371,2.1497,2.30785,2.50578,14.3,12.8,N,N,N
W256,3.61931,3.52297,3.45521,3.39725,3.3667,3.28833,3.18467,3.06779,2.96323,2.89068,2.84527,2.83541,2.83879,2.83459,2.80192,2.76841,2.76015,2.81655,2.91418,3.02564,3.10053,3.10174,3.09965,3.06146,3.02298,2.96241,2.92832,2.86382,2.82317,2.77655,2.7352,2.71565,2.70103,2.69037,2.72132,2.813,2.98579,3.21099,11.3,10.7,Y,Y,Y
6005.13.3,2.79653,2.7113,2.63702,2.57301,2.51626,2.46308,2.40947,2.3571,2.31321,2.28516,2.27992,2.29894,2.32503,2.32909,2.30277,2.27041,2.26507,2.3112,2.4083,2.51962,2.58652,2.60037,2.58381,2.54768,2.49687,2.44026,2.38231,2.32427,2.26855,2.21915,2.17658,2.14479,2.12603,2.12235,2.14813,2.23577,2.40233,2.61186,13.7,9.5,N,N,N
11648.14.6,2.9048,2.81878,2.74336,2.67735,2.61883,2.56368,2.5083,2.4535,2.40638,2.37324,2.36041,2.37,2.38578,2.383,2.35469,2.32237,2.31495,2.35285,2.43375,2.5255,2.58002,2.58972,2.57348,2.53994,2.49265,2.43961,2.38452,2.32948,2.27722,2.23123,2.19178,2.16269,2.14559,2.14192,2.16579,2.24638,2.40053,2.59447,14.9,10.1,N,N,N
13,2.64417,2.59143,2.56479,2.5459,2.55349,2.5125,2.44403,2.35916,2.28219,2.23047,2.19838,2.193,2.1961,2.20034,2.19362,2.19615,2.22196,2.29452,2.36993,2.43197,2.47038,2.45775,2.45493,2.42355,2.39619,2.34884,2.32869,2.2799,2.25826,2.23238,2.21258,2.21416,2.21807,2.22099,2.25662,2.33832,2.48254,2.65919,14.3,20.9,N,N,N
GC213005,2.84436,2.79106,2.74678,2.7101,2.67727,2.64653,2.61574,2.58688,2.56493,2.55628,2.56406,2.58966,2.62098,2.63719,2.62774,2.61131,2.61845,2.66984,2.76428,2.87157,2.94662,2.96993,2.95682,2.92402,2.87945,2.83151,2.78323,2.73851,2.69549,2.65701,2.62606,2.60365,2.59145,2.59138,2.61486,2.68806,2.83371,3.03715,10.4,11.2,N,N,N
GC2601063,2.85863,2.79729,2.74255,2.69194,2.64351,2.60033,2.56102,2.52453,2.49528,2.47637,2.47144,2.48256,2.50234,2.51017,2.49346,2.46856,2.46448,2.50446,2.58584,2.68177,2.75058,2.77208,2.76065,2.73137,2.68976,2.64347,2.59748,2.55308,2.50878,2.46814,2.4343,2.40854,2.39188,2.38471,2.39355,2.44625,2.57264,2.76319,10.5,12.1,Y,Y,Y
233,3.14067,3.06325,3.01334,2.97316,2.96067,2.90011,2.81297,2.71081,2.6198,2.55815,2.5211,2.51618,2.52207,2.52203,2.49984,2.4823,2.49038,2.55679,2.64826,2.74084,2.80274,2.80109,2.8024,2.77039,2.73861,2.68452,2.65648,2.59818,2.56501,2.52676,2.49514,2.4856,2.48065,2.47741,2.51254,2.6037,2.76887,2.97694,15.1,13.8,N,N,N
112,3.06949,2.99476,2.94943,2.91456,2.90741,2.85243,2.77153,2.67645,2.59162,2.53583,2.50418,2.50407,2.51477,2.52,2.50348,2.4914,2.50508,2.57708,2.67211,2.76586,2.82789,2.82545,2.82447,2.79001,2.75642,2.70118,2.67271,2.61455,2.58226,2.54533,2.51504,2.50723,2.50361,2.50123,2.53678,2.62795,2.79587,3.01299,13.7,14.8,N,N,N
253,2.83759,2.77253,2.7357,2.70832,2.70834,2.66015,2.58533,2.49554,2.41531,2.36311,2.3336,2.33422,2.34439,2.35081,2.33783,2.32997,2.34639,2.41717,2.50517,2.58898,2.64453,2.64071,2.64173,2.61126,2.58267,2.53264,2.50905,2.45575,2.42792,2.39514,2.36853,2.36371,2.36232,2.36169,2.39717,2.48407,2.64102,2.83878,13.9,15.7,N,N,N
W151,3.4064,3.32036,3.26229,3.21476,3.19458,3.1258,3.03102,2.92248,2.82555,2.75921,2.71816,2.71108,2.71627,2.7141,2.68382,2.65246,2.643,2.69316,2.78379,2.89155,2.96648,2.9706,2.97375,2.941,2.90818,2.85341,2.82472,2.76469,2.7288,2.6861,2.64775,2.62977,2.61549,2.60394,2.63245,2.71672,2.87456,3.07797,12.4,9.8,N,N,N
GC214093,2.51845,2.47336,2.43544,2.40411,2.37618,2.35008,2.32418,2.29993,2.28212,2.27522,2.28328,2.30706,2.3349,2.34744,2.33777,2.32408,2.33254,2.37973,2.46306,2.55519,2.61975,2.64176,2.63372,2.60818,2.57055,2.52814,2.48502,2.44399,2.40445,2.36961,2.34223,2.32336,2.3141,2.31589,2.33942,2.40907,2.54272,2.72034,14.9,11.8,N,N,N
1011,2.65656,2.61771,2.58177,2.54922,2.52067,2.49479,2.46928,2.44336,2.42133,2.40751,2.40514,2.416,2.43408,2.44228,2.42839,2.40367,2.39175,2.41321,2.47351,2.55582,2.61903,2.64177,2.63646,2.61526,2.58383,2.54803,2.51267,2.47832,2.44409,2.41159,2.38396,2.36188,2.34645,2.33847,2.34379,2.38178,2.47534,2.61336,10.5,8.7,N,N,N
1004.13.0,2.97979,2.88134,2.79489,2.71975,2.65298,2.59147,2.5305,2.47144,2.42104,2.38667,2.37506,2.38766,2.40788,2.40924,2.38305,2.35177,2.34801,2.39434,2.48638,2.58881,2.64939,2.66017,2.64169,2.60486,2.554,2.49728,2.43898,2.38135,2.32658,2.27882,2.23811,2.20839,2.19155,2.18869,2.21419,2.30039,2.46576,2.67723,13.2,10.6,N,N,N
12934.14.6,3.13127,3.03285,2.94726,2.87317,2.80711,2.74571,2.68501,2.6256,2.57479,2.53945,2.52603,2.53694,2.5545,2.55209,2.52177,2.48624,2.47702,2.51669,2.60388,2.70456,2.76447,2.77536,2.75795,2.72136,2.66943,2.61092,2.54983,2.48875,2.43135,2.38108,2.33724,2.30454,2.28479,2.2796,2.30375,2.38912,2.55277,2.76116,15,9.7,N,N,N
GC2601005,2.69047,2.63662,2.58997,2.55088,2.5121,2.47429,2.43698,2.40189,2.3749,2.35804,2.35382,2.36434,2.38277,2.39144,2.37757,2.35269,2.34271,2.37067,2.44142,2.53559,2.60687,2.63204,2.62274,2.59572,2.55783,2.51585,2.47466,2.43558,2.39685,2.36027,2.32874,2.30435,2.28774,2.28082,2.28982,2.33682,2.44373,2.60168,9.7,11.5,Y,Y,Y
6011A,2.76827,2.68387,2.60995,2.54538,2.48769,2.435,2.38171,2.32927,2.28491,2.25513,2.24708,2.26172,2.28472,2.2881,2.26328,2.23249,2.22728,2.27096,2.36314,2.46888,2.53314,2.54719,2.53326,2.50257,2.45918,2.41126,2.36347,2.3155,2.26685,2.22169,2.18429,2.15745,2.14303,2.14315,2.17211,2.26082,2.42632,2.63573,13.8,9.7,N,N,N
GC214070,2.87194,2.82267,2.78156,2.74786,2.71696,2.68737,2.65774,2.6299,2.60965,2.60148,2.60938,2.63467,2.66398,2.6749,2.65929,2.63665,2.636,2.67664,2.76195,2.86506,2.93983,2.96597,2.95953,2.93413,2.89467,2.84982,2.80367,2.75955,2.71538,2.67527,2.64205,2.61714,2.60307,2.6015,2.62455,2.69892,2.84051,3.03127,16.6,8.8,N,N,N
1086,2.41963,2.38404,2.35176,2.32322,2.30014,2.28077,2.26168,2.24163,2.22584,2.21904,2.22489,2.24522,2.2725,2.28721,2.27786,2.25877,2.25549,2.28895,2.36006,2.44804,2.51485,2.54067,2.53761,2.51811,2.48682,2.44988,2.41293,2.37668,2.34062,2.3074,2.28054,2.26068,2.24883,2.24502,2.25537,2.30141,2.40804,2.56072,12.7,10.8,N,N,N
GC213039,2.52301,2.47986,2.44376,2.41443,2.38917,2.36586,2.34275,2.32099,2.30529,2.29995,2.30866,2.33233,2.35949,2.37228,2.36442,2.35351,2.36452,2.41184,2.49146,2.57687,2.63563,2.65545,2.64791,2.62415,2.58833,2.5476,2.50575,2.4653,2.42731,2.39672,2.3734,2.35715,2.35062,2.35473,2.38002,2.45087,2.58364,2.75931,16.6,12.3,Y,Y,Y
GC214050,2.93421,2.87819,2.83084,2.79114,2.75412,2.71935,2.68504,2.65334,2.62877,2.6155,2.6165,2.63356,2.65415,2.65771,2.63821,2.61322,2.60821,2.64078,2.71375,2.80332,2.86803,2.8908,2.88574,2.86392,2.82851,2.78712,2.74374,2.70189,2.65988,2.62169,2.59017,2.56649,2.55325,2.55213,2.5741,2.64449,2.77818,2.9542,14.2,9.2,Y,Y,Y
GC2601030,2.27362,2.22972,2.19217,2.15607,2.11956,2.08778,2.05978,2.03353,2.01399,2.00502,2.01073,2.03295,2.06442,2.0831,2.07344,2.05168,2.04968,2.09369,2.18509,2.29639,2.37698,2.40299,2.39266,2.36286,2.32165,2.27829,2.23587,2.19504,2.15464,2.11654,2.08434,2.05912,2.04221,2.03406,2.04208,2.0908,2.21055,2.38985,11.5,11.8,Y,Y,Y
GC214087,3.35554,3.29021,3.23574,3.19211,3.14981,3.11044,3.0712,3.0342,3.00424,2.98627,2.98368,2.99873,3.01854,3.02421,3.00662,2.98353,2.98317,3.02394,3.10504,3.19944,3.26388,3.28177,3.26719,3.23356,3.18864,3.13955,3.08908,3.04315,2.99689,2.95556,2.92122,2.8951,2.87955,2.87633,2.89644,2.96847,3.11306,3.3196,12.4,11.1,Y,Y,Y
GC2601084,2.40198,2.36009,2.32628,2.29649,2.26477,2.23561,2.20695,2.18162,2.16566,2.15878,2.16277,2.17984,2.20356,2.21693,2.20876,2.19105,2.18837,2.22179,2.29229,2.37952,2.44399,2.46742,2.45977,2.43614,2.40128,2.36149,2.32162,2.28318,2.24567,2.21157,2.18296,2.16172,2.14897,2.14532,2.15697,2.20521,2.31254,2.46797,12.9,10.7,N,N,N
1016.10.5,2.78057,2.69431,2.61985,2.55566,2.49932,2.44809,2.3973,2.34773,2.30614,2.2799,2.27544,2.29461,2.32161,2.33008,2.30892,2.28126,2.28192,2.33455,2.43403,2.54386,2.61093,2.6242,2.60474,2.56546,2.51347,2.45643,2.3981,2.34084,2.28745,2.24112,2.20132,2.17161,2.15344,2.14921,2.17232,2.25608,2.41894,2.63014,10.6,10.9,N,N,N
7003.12.4,2.9986,2.90067,2.81671,2.74713,2.68326,2.62325,2.56298,2.50437,2.45505,2.42234,2.41267,2.42826,2.45135,2.45394,2.42595,2.39108,2.38402,2.42988,2.52698,2.63964,2.71003,2.72732,2.71376,2.68113,2.63569,2.5858,2.53537,2.48583,2.43535,2.38917,2.3507,2.323,2.30797,2.30772,2.33684,2.43027,2.60386,2.82836,12.7,9.8,N,N,N
GC2601068,3.16488,3.10456,3.04902,3.00449,2.96288,2.92654,2.89447,2.85886,2.82507,2.80394,2.79784,2.80787,2.82612,2.83297,2.81489,2.78471,2.76834,2.7889,2.85465,2.94961,3.02547,3.05499,3.05012,3.02696,2.99016,2.94696,2.90362,2.86194,2.8175,2.77478,2.73892,2.71028,2.68971,2.6807,2.68829,2.73783,2.85147,3.0233,14.5,7.9,N,N,N
164A,2.6695,2.61184,2.58286,2.56352,2.57082,2.5296,2.46156,2.37855,2.30503,2.25897,2.23519,2.24082,2.25572,2.26601,2.25654,2.2517,2.27024,2.34222,2.43138,2.51655,2.57295,2.56973,2.57174,2.54211,2.51454,2.46572,2.44346,2.39151,2.36525,2.33356,2.30767,2.30318,2.30187,2.30109,2.33581,2.42082,2.57443,2.76744,14,15.2,N,N,N
3B,2.44394,2.39579,2.37494,2.36233,2.37622,2.34116,2.27852,2.20021,2.12959,2.08398,2.05739,2.05717,2.0651,2.07511,2.07277,2.07878,2.10723,2.18168,2.25825,2.32109,2.36047,2.34913,2.34847,2.31979,2.2956,2.25158,2.23491,2.18959,2.17088,2.14724,2.1294,2.13277,2.13826,2.14241,2.17898,2.26002,2.40172,2.57496,14.1,21.1,N,N,N
GC214066,2.67417,2.62374,2.5813,2.54542,2.51274,2.48143,2.45028,2.42106,2.3986,2.38714,2.39089,2.411,2.43526,2.4441,2.42885,2.40702,2.40528,2.44285,2.52267,2.61895,2.6891,2.71297,2.70442,2.67771,2.63868,2.59523,2.55096,2.50863,2.46755,2.4303,2.39912,2.37549,2.36133,2.35863,2.37854,2.44437,2.5736,2.74751,14.1,9,N,N,N
